region,sector,product
EU27+3,PVC others in B&C,"ABS, SAN"
EU27+3,PVC others in B&C,PMMA
EU27+3,PVC others in B&C,"PA (PA6, PA66)"
EU27+3,PVC others in B&C,PC
EU27+3,PVC others in B&C,Other Thermoplastics
EU27+3,PVC others in B&C,PUR
EU27+3,PVC others in B&C,Other Plastics
EU27+3,PVC others in B&C,PET
EU27+3,PVC pipes,"PE-HD, -MD"
EU27+3,PVC pipes,PP
EU27+3,PVC pipes,PS
EU27+3,PVC pipes,"PE-LD, -LLD"
EU27+3,PVC pipes,PVC
EU27+3,PVC pipes,PET
EU27+3,PVC pipes,"ABS, SAN"
EU27+3,PVC pipes,PS-E
EU27+3,PVC pipes,"PA (PA6, PA66)"
EU27+3,PVC pipes,PC
EU27+3,PVC pipes,Other Thermoplastics
EU27+3,PVC pipes,PUR
EU27+3,PVC pipes,Other Plastics
EU27+3,PVC pipes,PMMA
EU27+3,PVC profiles,"PE-LD, -LLD"
EU27+3,PVC profiles,"PE-HD, -MD"
EU27+3,PVC profiles,PP
EU27+3,PVC profiles,PS-E
EU27+3,PVC profiles,PVC
EU27+3,PVC profiles,PET
EU27+3,PVC profiles,PS
EU27+3,PVC profiles,"ABS, SAN"
EU27+3,PVC profiles,PMMA
EU27+3,PVC profiles,"PA (PA6, PA66)"
EU27+3,PVC profiles,PC
EU27+3,PVC profiles,Other Thermoplastics
EU27+3,PVC profiles,PUR
EU27+3,PVC profiles,Other Plastics
Extra-EU27+3,Agriculture,"PE-LD, -LLD"
Extra-EU27+3,Agriculture,"PE-HD, -MD"
Extra-EU27+3,Agriculture,PP
Extra-EU27+3,Agriculture,PS
Extra-EU27+3,Agriculture,PS-E
Extra-EU27+3,Agriculture,PVC
Extra-EU27+3,Agriculture,PET
Extra-EU27+3,Agriculture,"ABS, SAN"
Extra-EU27+3,Agriculture,PMMA
Extra-EU27+3,Agriculture,"PA (PA6, PA66)"
Extra-EU27+3,Agriculture,PC
Extra-EU27+3,Agriculture,Other Thermoplastics
Extra-EU27+3,Agriculture,PUR
Extra-EU27+3,Agriculture,Other Plastics
Extra-EU27+3,Automotive,"PE-HD, -MD"
Extra-EU27+3,Automotive,PP
Extra-EU27+3,Automotive,PS
Extra-EU27+3,Automotive,PS-E
Extra-EU27+3,Automotive,PVC
Extra-EU27+3,Automotive,PET
Extra-EU27+3,Automotive,"ABS, SAN"
Extra-EU27+3,Automotive,PMMA
Extra-EU27+3,Automotive,"PA (PA6, PA66)"
Extra-EU27+3,Automotive,PC
Extra-EU27+3,Automotive,Other Thermoplastics
Extra-EU27+3,Automotive,PUR
Extra-EU27+3,Automotive,Other Plastics
Extra-EU27+3,Automotive,"PE-LD, -LLD"
Extra-EU27+3,Building and Construction,Other Plastics
Extra-EU27+3,Building and Construction,PUR
Extra-EU27+3,Building and Construction,"PE-LD, -LLD"
Extra-EU27+3,Building and Construction,"PE-HD, -MD"
Extra-EU27+3,Building and Construction,PP
Extra-EU27+3,Building and Construction,PS
Extra-EU27+3,Building and Construction,PS-E
Extra-EU27+3,Building and Construction,PVC
Extra-EU27+3,Building and Construction,PET
Extra-EU27+3,Building and Construction,"ABS, SAN"
Extra-EU27+3,Building and Construction,PMMA
Extra-EU27+3,Building and Construction,"PA (PA6, PA66)"
Extra-EU27+3,Building and Construction,PC
Extra-EU27+3,Building and Construction,Other Thermoplastics
Extra-EU27+3,Commercial & industrial packaging,"PE-LD, -LLD"
Extra-EU27+3,Commercial & industrial packaging,"PE-HD, -MD"
Extra-EU27+3,Commercial & industrial packaging,PP
Extra-EU27+3,Commercial & industrial packaging,PS-E
Extra-EU27+3,Commercial & industrial packaging,PVC
Extra-EU27+3,Commercial & industrial packaging,PET
Extra-EU27+3,Commercial & industrial packaging,PS
Extra-EU27+3,Commercial & industrial packaging,PMMA
Extra-EU27+3,Commercial & industrial packaging,"PA (PA6, PA66)"
Extra-EU27+3,Commercial & industrial packaging,PC
Extra-EU27+3,Commercial & industrial packaging,"ABS, SAN"
Extra-EU27+3,Commercial & industrial packaging,PUR
Extra-EU27+3,Commercial & industrial packaging,Other Plastics
Extra-EU27+3,Commercial & industrial packaging,Other Thermoplastics
Extra-EU27+3,Electrical and Electronics,"PE-LD, -LLD"
Extra-EU27+3,Electrical and Electronics,PP
Extra-EU27+3,Electrical and Electronics,PS
Extra-EU27+3,Electrical and Electronics,PS-E
Extra-EU27+3,Electrical and Electronics,PVC
Extra-EU27+3,Electrical and Electronics,PET
Extra-EU27+3,Electrical and Electronics,"ABS, SAN"
Extra-EU27+3,Electrical and Electronics,PMMA
Extra-EU27+3,Electrical and Electronics,"PA (PA6, PA66)"
Extra-EU27+3,Electrical and Electronics,PC
Extra-EU27+3,Electrical and Electronics,Other Thermoplastics
Extra-EU27+3,Electrical and Electronics,PUR
Extra-EU27+3,Electrical and Electronics,Other Plastics
Extra-EU27+3,Electrical and Electronics,"PE-HD, -MD"
Extra-EU27+3,EPS ETICS,"PE-LD, -LLD"
Extra-EU27+3,EPS ETICS,"PE-HD, -MD"
Extra-EU27+3,EPS ETICS,PS
Extra-EU27+3,EPS ETICS,PS-E
Extra-EU27+3,EPS ETICS,PVC
Extra-EU27+3,EPS ETICS,PP
Extra-EU27+3,EPS ETICS,"ABS, SAN"
Extra-EU27+3,EPS ETICS,PMMA
Extra-EU27+3,EPS ETICS,"PA (PA6, PA66)"
Extra-EU27+3,EPS ETICS,PET
Extra-EU27+3,EPS ETICS,Other Plastics
Extra-EU27+3,EPS ETICS,PC
Extra-EU27+3,EPS ETICS,Other Thermoplastics
Extra-EU27+3,EPS ETICS,PUR
Extra-EU27+3,EPS flat roof,PC
Extra-EU27+3,EPS flat roof,"PE-LD, -LLD"
Extra-EU27+3,EPS flat roof,"PE-HD, -MD"
Extra-EU27+3,EPS flat roof,PP
Extra-EU27+3,EPS flat roof,PS
Extra-EU27+3,EPS flat roof,PS-E
Extra-EU27+3,EPS flat roof,PVC
Extra-EU27+3,EPS flat roof,PET
Extra-EU27+3,EPS flat roof,"ABS, SAN"
Extra-EU27+3,EPS flat roof,PMMA
Extra-EU27+3,EPS flat roof,Other Thermoplastics
Extra-EU27+3,EPS flat roof,PUR
Extra-EU27+3,EPS flat roof,Other Plastics
Extra-EU27+3,EPS flat roof,"PA (PA6, PA66)"
Extra-EU27+3,EPS flooring,"PE-LD, -LLD"
Extra-EU27+3,EPS flooring,"PE-HD, -MD"
Extra-EU27+3,EPS flooring,PS
Extra-EU27+3,EPS flooring,PS-E
Extra-EU27+3,EPS flooring,PVC
Extra-EU27+3,EPS flooring,PP
Extra-EU27+3,EPS flooring,"ABS, SAN"
Extra-EU27+3,EPS flooring,PMMA
Extra-EU27+3,EPS flooring,"PA (PA6, PA66)"
Extra-EU27+3,EPS flooring,PET
Extra-EU27+3,EPS flooring,Other Thermoplastics
Extra-EU27+3,EPS flooring,PUR
Extra-EU27+3,EPS flooring,Other Plastics
Extra-EU27+3,EPS flooring,PC
Extra-EU27+3,EPS others in B&C,"PE-LD, -LLD"
Extra-EU27+3,EPS others in B&C,"PE-HD, -MD"
Extra-EU27+3,EPS others in B&C,PP
Extra-EU27+3,EPS others in B&C,PS
Extra-EU27+3,EPS others in B&C,PS-E
Extra-EU27+3,EPS others in B&C,PVC
Extra-EU27+3,EPS others in B&C,PET
Extra-EU27+3,EPS others in B&C,"ABS, SAN"
Extra-EU27+3,EPS others in B&C,"PA (PA6, PA66)"
Extra-EU27+3,EPS others in B&C,PC
Extra-EU27+3,EPS others in B&C,Other Thermoplastics
Extra-EU27+3,EPS others in B&C,PUR
Extra-EU27+3,EPS others in B&C,Other Plastics
Extra-EU27+3,EPS others in B&C,PMMA
Extra-EU27+3,EPS perimeter,"PE-LD, -LLD"
Extra-EU27+3,EPS perimeter,PP
Extra-EU27+3,EPS perimeter,PS
Extra-EU27+3,EPS perimeter,PS-E
Extra-EU27+3,EPS perimeter,"PE-HD, -MD"
Extra-EU27+3,EPS perimeter,PET
Extra-EU27+3,EPS perimeter,"ABS, SAN"
Extra-EU27+3,EPS perimeter,PMMA
Extra-EU27+3,EPS perimeter,PVC
Extra-EU27+3,EPS perimeter,"PA (PA6, PA66)"
Extra-EU27+3,EPS perimeter,PC
Extra-EU27+3,EPS perimeter,Other Thermoplastics
Extra-EU27+3,EPS perimeter,PUR
Extra-EU27+3,EPS perimeter,Other Plastics
Extra-EU27+3,Household packaging,"PE-LD, -LLD"
Extra-EU27+3,Household packaging,"PE-HD, -MD"
Extra-EU27+3,Household packaging,PP
Extra-EU27+3,Household packaging,PS
Extra-EU27+3,Household packaging,PS-E
Extra-EU27+3,Household packaging,PVC
Extra-EU27+3,Household packaging,PET
Extra-EU27+3,Household packaging,"ABS, SAN"
Extra-EU27+3,Household packaging,PMMA
Extra-EU27+3,Household packaging,"PA (PA6, PA66)"
Extra-EU27+3,Household packaging,PC
Extra-EU27+3,Household packaging,PUR
Extra-EU27+3,Household packaging,Other Plastics
Extra-EU27+3,Household packaging,Other Thermoplastics
Extra-EU27+3,"Household, Leisure, Sports","PE-HD, -MD"
Extra-EU27+3,"Household, Leisure, Sports",PP
Extra-EU27+3,"Household, Leisure, Sports",PS
Extra-EU27+3,"Household, Leisure, Sports",PS-E
Extra-EU27+3,"Household, Leisure, Sports",PVC
Extra-EU27+3,"Household, Leisure, Sports",PET
Extra-EU27+3,"Household, Leisure, Sports","ABS, SAN"
Extra-EU27+3,"Household, Leisure, Sports",PMMA
Extra-EU27+3,"Household, Leisure, Sports","PA (PA6, PA66)"
Extra-EU27+3,"Household, Leisure, Sports",PC
Extra-EU27+3,"Household, Leisure, Sports",Other Thermoplastics
Extra-EU27+3,"Household, Leisure, Sports",PUR
Extra-EU27+3,"Household, Leisure, Sports","PE-LD, -LLD"
Extra-EU27+3,"Household, Leisure, Sports",Other Plastics
Extra-EU27+3,Others,"PE-HD, -MD"
Extra-EU27+3,Others,PP
Extra-EU27+3,Others,PS
Extra-EU27+3,Others,"PE-LD, -LLD"
Extra-EU27+3,Others,PVC
Extra-EU27+3,Others,PET
Extra-EU27+3,Others,"ABS, SAN"
Extra-EU27+3,Others,PS-E
Extra-EU27+3,Others,"PA (PA6, PA66)"
Extra-EU27+3,Others,PC
Extra-EU27+3,Others,Other Thermoplastics
Extra-EU27+3,Others,PMMA
Extra-EU27+3,Others,PUR
Extra-EU27+3,Others,Other Plastics
Extra-EU27+3,Packaging,"PE-LD, -LLD"
Extra-EU27+3,Packaging,PP
Extra-EU27+3,Packaging,PS
Extra-EU27+3,Packaging,PS-E
Extra-EU27+3,Packaging,PVC
Extra-EU27+3,Packaging,PET
Extra-EU27+3,Packaging,"ABS, SAN"
Extra-EU27+3,Packaging,PMMA
Extra-EU27+3,Packaging,"PA (PA6, PA66)"
Extra-EU27+3,Packaging,PC
Extra-EU27+3,Packaging,Other Thermoplastics
Extra-EU27+3,Packaging,PUR
Extra-EU27+3,Packaging,Other Plastics
Extra-EU27+3,Packaging,"PE-HD, -MD"
Extra-EU27+3,PET beverage bottles,"PE-LD, -LLD"
Extra-EU27+3,PET beverage bottles,PP
Extra-EU27+3,PET beverage bottles,PS
Extra-EU27+3,PET beverage bottles,PS-E
Extra-EU27+3,PET beverage bottles,PVC
Extra-EU27+3,PET beverage bottles,PET
Extra-EU27+3,PET beverage bottles,"ABS, SAN"
Extra-EU27+3,PET beverage bottles,PMMA
Extra-EU27+3,PET beverage bottles,"PA (PA6, PA66)"
Extra-EU27+3,PET beverage bottles,PC
Extra-EU27+3,PET beverage bottles,Other Thermoplastics
Extra-EU27+3,PET beverage bottles,PUR
Extra-EU27+3,PET beverage bottles,Other Plastics
Extra-EU27+3,PET beverage bottles,"PE-HD, -MD"
Extra-EU27+3,PET other packaging,"PE-LD, -LLD"
Extra-EU27+3,PET other packaging,PP
Extra-EU27+3,PET other packaging,PS
Extra-EU27+3,PET other packaging,PS-E
Extra-EU27+3,PET other packaging,PVC
Extra-EU27+3,PET other packaging,PET
Extra-EU27+3,PET other packaging,"ABS, SAN"
Extra-EU27+3,PET other packaging,PMMA
Extra-EU27+3,PET other packaging,"PA (PA6, PA66)"
Extra-EU27+3,PET other packaging,PC
Extra-EU27+3,PET other packaging,Other Thermoplastics
Extra-EU27+3,PET other packaging,PUR
Extra-EU27+3,PET other packaging,Other Plastics
Extra-EU27+3,PET other packaging,"PE-HD, -MD"
Extra-EU27+3,PUR boards and panels rigid foam,"PE-LD, -LLD"
Extra-EU27+3,PUR boards and panels rigid foam,PP
Extra-EU27+3,PUR boards and panels rigid foam,PS
Extra-EU27+3,PUR boards and panels rigid foam,PS-E
Extra-EU27+3,PUR boards and panels rigid foam,"PE-HD, -MD"
Extra-EU27+3,PUR boards and panels rigid foam,PMMA
Extra-EU27+3,PUR boards and panels rigid foam,PVC
Extra-EU27+3,PUR boards and panels rigid foam,PET
Extra-EU27+3,PUR boards and panels rigid foam,"ABS, SAN"
Extra-EU27+3,PUR boards and panels rigid foam,PUR
Extra-EU27+3,PUR boards and panels rigid foam,"PA (PA6, PA66)"
Extra-EU27+3,PUR boards and panels rigid foam,PC
Extra-EU27+3,PUR boards and panels rigid foam,Other Thermoplastics
Extra-EU27+3,PUR boards and panels rigid foam,Other Plastics
Extra-EU27+3,PUR moulded automotive,PVC
Extra-EU27+3,PUR moulded automotive,"PE-LD, -LLD"
Extra-EU27+3,PUR moulded automotive,"PE-HD, -MD"
Extra-EU27+3,PUR moulded automotive,PP
Extra-EU27+3,PUR moulded automotive,PS
Extra-EU27+3,PUR moulded automotive,PET
Extra-EU27+3,PUR moulded automotive,"ABS, SAN"
Extra-EU27+3,PUR moulded automotive,PMMA
Extra-EU27+3,PUR moulded automotive,"PA (PA6, PA66)"
Extra-EU27+3,PUR moulded automotive,PC
Extra-EU27+3,PUR moulded automotive,Other Thermoplastics
Extra-EU27+3,PUR moulded automotive,PUR
Extra-EU27+3,PUR moulded automotive,Other Plastics
Extra-EU27+3,PUR moulded automotive,PS-E
Extra-EU27+3,PUR moulded furniture,"PE-LD, -LLD"
Extra-EU27+3,PUR moulded furniture,"PE-HD, -MD"
Extra-EU27+3,PUR moulded furniture,PP
Extra-EU27+3,PUR moulded furniture,PS-E
Extra-EU27+3,PUR moulded furniture,PVC
Extra-EU27+3,PUR moulded furniture,PET
Extra-EU27+3,PUR moulded furniture,"ABS, SAN"
Extra-EU27+3,PUR moulded furniture,PMMA
Extra-EU27+3,PUR moulded furniture,"PA (PA6, PA66)"
Extra-EU27+3,PUR moulded furniture,PC
Extra-EU27+3,PUR moulded furniture,Other Thermoplastics
Extra-EU27+3,PUR moulded furniture,PUR
Extra-EU27+3,PUR moulded furniture,Other Plastics
Extra-EU27+3,PUR moulded furniture,PS
Extra-EU27+3,PUR others in Automotive,"PE-LD, -LLD"
Extra-EU27+3,PUR others in Automotive,PP
Extra-EU27+3,PUR others in Automotive,PS
Extra-EU27+3,PUR others in Automotive,PS-E
Extra-EU27+3,PUR others in Automotive,"PE-HD, -MD"
Extra-EU27+3,PUR others in Automotive,PET
Extra-EU27+3,PUR others in Automotive,"ABS, SAN"
Extra-EU27+3,PUR others in Automotive,PMMA
Extra-EU27+3,PUR others in Automotive,"PA (PA6, PA66)"
Extra-EU27+3,PUR others in Automotive,PC
Extra-EU27+3,PUR others in Automotive,Other Thermoplastics
Extra-EU27+3,PUR others in Automotive,PUR
Extra-EU27+3,PUR others in Automotive,Other Plastics
Extra-EU27+3,PUR others in Automotive,PVC
Extra-EU27+3,PUR others in Others,"PE-LD, -LLD"
Extra-EU27+3,PUR others in Others,"PE-HD, -MD"
Extra-EU27+3,PUR others in Others,PP
Extra-EU27+3,PUR others in Others,PS
Extra-EU27+3,PUR others in Others,PS-E
Extra-EU27+3,PUR others in Others,PVC
Extra-EU27+3,PUR others in Others,PET
Extra-EU27+3,PUR others in Others,"ABS, SAN"
Extra-EU27+3,PUR others in Others,PMMA
Extra-EU27+3,PUR others in Others,"PA (PA6, PA66)"
Extra-EU27+3,PUR others in Others,PC
Extra-EU27+3,PUR others in Others,Other Thermoplastics
Extra-EU27+3,PUR others in Others,PUR
Extra-EU27+3,PUR others in Others,Other Plastics
Extra-EU27+3,PUR rigid spray foam,"PE-LD, -LLD"
Extra-EU27+3,PUR rigid spray foam,"PE-HD, -MD"
Extra-EU27+3,PUR rigid spray foam,PS
Extra-EU27+3,PUR rigid spray foam,PS-E
Extra-EU27+3,PUR rigid spray foam,PVC
Extra-EU27+3,PUR rigid spray foam,PP
Extra-EU27+3,PUR rigid spray foam,"ABS, SAN"
Extra-EU27+3,PUR rigid spray foam,PMMA
Extra-EU27+3,PUR rigid spray foam,"PA (PA6, PA66)"
Extra-EU27+3,PUR rigid spray foam,PC
Extra-EU27+3,PUR rigid spray foam,Other Thermoplastics
Extra-EU27+3,PUR rigid spray foam,PUR
Extra-EU27+3,PUR rigid spray foam,Other Plastics
Extra-EU27+3,PUR rigid spray foam,PET
Extra-EU27+3,PUR slabstock furniture,"PE-LD, -LLD"
Extra-EU27+3,PUR slabstock furniture,"PE-HD, -MD"
Extra-EU27+3,PUR slabstock furniture,PP
Extra-EU27+3,PUR slabstock furniture,PS-E
Extra-EU27+3,PUR slabstock furniture,PVC
Extra-EU27+3,PUR slabstock furniture,PET
Extra-EU27+3,PUR slabstock furniture,"ABS, SAN"
Extra-EU27+3,PUR slabstock furniture,PMMA
Extra-EU27+3,PUR slabstock furniture,"PA (PA6, PA66)"
Extra-EU27+3,PUR slabstock furniture,PC
Extra-EU27+3,PUR slabstock furniture,Other Thermoplastics
Extra-EU27+3,PUR slabstock furniture,PUR
Extra-EU27+3,PUR slabstock furniture,Other Plastics
Extra-EU27+3,PUR slabstock furniture,PS
Extra-EU27+3,PUR slabstock mattresses,"PE-HD, -MD"
Extra-EU27+3,PUR slabstock mattresses,PP
Extra-EU27+3,PUR slabstock mattresses,PS
Extra-EU27+3,PUR slabstock mattresses,"PE-LD, -LLD"
Extra-EU27+3,PUR slabstock mattresses,PS-E
Extra-EU27+3,PUR slabstock mattresses,PVC
Extra-EU27+3,PUR slabstock mattresses,PET
Extra-EU27+3,PUR slabstock mattresses,"ABS, SAN"
Extra-EU27+3,PUR slabstock mattresses,PMMA
Extra-EU27+3,PUR slabstock mattresses,"PA (PA6, PA66)"
Extra-EU27+3,PUR slabstock mattresses,PC
Extra-EU27+3,PUR slabstock mattresses,Other Thermoplastics
Extra-EU27+3,PUR slabstock mattresses,PUR
Extra-EU27+3,PUR slabstock mattresses,Other Plastics
Extra-EU27+3,PVC others in B&C,"PE-LD, -LLD"
Extra-EU27+3,PVC others in B&C,"PE-HD, -MD"
Extra-EU27+3,PVC others in B&C,PP
Extra-EU27+3,PVC others in B&C,PS
Extra-EU27+3,PVC others in B&C,PS-E
Extra-EU27+3,PVC others in B&C,PVC
Extra-EU27+3,PVC others in B&C,"ABS, SAN"
Extra-EU27+3,PVC others in B&C,PMMA
Extra-EU27+3,PVC others in B&C,"PA (PA6, PA66)"
Extra-EU27+3,PVC others in B&C,PC
Extra-EU27+3,PVC others in B&C,Other Thermoplastics
Extra-EU27+3,PVC others in B&C,PUR
Extra-EU27+3,PVC others in B&C,Other Plastics
Extra-EU27+3,PVC others in B&C,PET
Extra-EU27+3,PVC pipes,"PE-HD, -MD"
Extra-EU27+3,PVC pipes,PP
Extra-EU27+3,PVC pipes,PS
Extra-EU27+3,PVC pipes,"PE-LD, -LLD"
Extra-EU27+3,PVC pipes,PVC
Extra-EU27+3,PVC pipes,PET
Extra-EU27+3,PVC pipes,"ABS, SAN"
Extra-EU27+3,PVC pipes,PS-E
Extra-EU27+3,PVC pipes,"PA (PA6, PA66)"
Extra-EU27+3,PVC pipes,PC
Extra-EU27+3,PVC pipes,Other Thermoplastics
Extra-EU27+3,PVC pipes,PUR
Extra-EU27+3,PVC pipes,Other Plastics
Extra-EU27+3,PVC pipes,PMMA
Extra-EU27+3,PVC profiles,"PE-LD, -LLD"
Extra-EU27+3,PVC profiles,"PE-HD, -MD"
Extra-EU27+3,PVC profiles,PP
Extra-EU27+3,PVC profiles,PS-E
Extra-EU27+3,PVC profiles,PVC
Extra-EU27+3,PVC profiles,PET
Extra-EU27+3,PVC profiles,PS
Extra-EU27+3,PVC profiles,"ABS, SAN"
Extra-EU27+3,PVC profiles,PMMA
Extra-EU27+3,PVC profiles,"PA (PA6, PA66)"
Extra-EU27+3,PVC profiles,PC
Extra-EU27+3,PVC profiles,Other Thermoplastics
Extra-EU27+3,PVC profiles,PUR
Extra-EU27+3,PVC profiles,Other Plastics
Germany,Agriculture,"PE-LD, -LLD"
Germany,Agriculture,"PE-HD, -MD"
Germany,Agriculture,PP
Germany,Agriculture,PS
Germany,Agriculture,PS-E
Germany,Agriculture,PVC
Germany,Agriculture,PET
Germany,Agriculture,"ABS, SAN"
Germany,Agriculture,PMMA
Germany,Agriculture,"PA (PA6, PA66)"
Germany,Agriculture,PC
Germany,Agriculture,Other Thermoplastics
Germany,Agriculture,PUR
Germany,Agriculture,Other Plastics
Germany,Automotive,"PE-LD, -LLD"
Germany,Automotive,"PE-HD, -MD"
Germany,Automotive,PP
Germany,Automotive,PS
Germany,Automotive,PS-E
Germany,Automotive,PVC
Germany,Automotive,PET
Germany,Automotive,"ABS, SAN"
Germany,Automotive,PMMA
Germany,Automotive,"PA (PA6, PA66)"
Germany,Automotive,PC
Germany,Automotive,Other Thermoplastics
Germany,Automotive,PUR
Germany,Automotive,Other Plastics
Germany,Building and Construction,"PE-LD, -LLD"
Germany,Building and Construction,"PE-HD, -MD"
Germany,Building and Construction,PP
Germany,Building and Construction,PS
Germany,Building and Construction,PS-E
Germany,Building and Construction,PVC
Germany,Building and Construction,PET
Germany,Building and Construction,"ABS, SAN"
Germany,Building and Construction,PMMA
Germany,Building and Construction,"PA (PA6, PA66)"
Germany,Building and Construction,PC
Germany,Building and Construction,Other Thermoplastics
Germany,Building and Construction,PUR
Germany,Building and Construction,Other Plastics
Germany,Commercial & industrial packaging,"PE-LD, -LLD"
Germany,Commercial & industrial packaging,"PE-HD, -MD"
Germany,Commercial & industrial packaging,PP
Germany,Commercial & industrial packaging,PS
Germany,Commercial & industrial packaging,PS-E
Germany,Commercial & industrial packaging,PVC
Germany,Commercial & industrial packaging,PET
Germany,Commercial & industrial packaging,"ABS, SAN"
Germany,Commercial & industrial packaging,PMMA
Germany,Commercial & industrial packaging,"PA (PA6, PA66)"
Germany,Commercial & industrial packaging,PC
Germany,Commercial & industrial packaging,Other Thermoplastics
Germany,Commercial & industrial packaging,PUR
Germany,Commercial & industrial packaging,Other Plastics
Germany,Electrical and Electronics,"PE-LD, -LLD"
Germany,Electrical and Electronics,"PE-HD, -MD"
Germany,Electrical and Electronics,PP
Germany,Electrical and Electronics,PS
Germany,Electrical and Electronics,PS-E
Germany,Electrical and Electronics,PVC
Germany,Electrical and Electronics,PET
Germany,Electrical and Electronics,"ABS, SAN"
Germany,Electrical and Electronics,PMMA
Germany,Electrical and Electronics,"PA (PA6, PA66)"
Germany,Electrical and Electronics,PC
Germany,Electrical and Electronics,Other Thermoplastics
Germany,Electrical and Electronics,PUR
Germany,Electrical and Electronics,Other Plastics
Germany,EPS ETICS,"PE-LD, -LLD"
Germany,EPS ETICS,"PE-HD, -MD"
Germany,EPS ETICS,PP
Germany,EPS ETICS,PS
Germany,EPS ETICS,PS-E
Germany,EPS ETICS,PVC
Germany,EPS ETICS,PET
Germany,EPS ETICS,"ABS, SAN"
Germany,EPS ETICS,PMMA
Germany,EPS ETICS,"PA (PA6, PA66)"
Germany,EPS ETICS,PC
Germany,EPS ETICS,Other Thermoplastics
Germany,EPS ETICS,PUR
Germany,EPS ETICS,Other Plastics
Germany,EPS flat roof,"PE-LD, -LLD"
Germany,EPS flat roof,"PE-HD, -MD"
Germany,EPS flat roof,PP
Germany,EPS flat roof,PS
Germany,EPS flat roof,PS-E
Germany,EPS flat roof,PVC
Germany,EPS flat roof,PET
Germany,EPS flat roof,"ABS, SAN"
Germany,EPS flat roof,PMMA
Germany,EPS flat roof,"PA (PA6, PA66)"
Germany,EPS flat roof,PC
Germany,EPS flat roof,Other Thermoplastics
Germany,EPS flat roof,PUR
Germany,EPS flat roof,Other Plastics
Germany,EPS flooring,"PE-LD, -LLD"
Germany,EPS flooring,"PE-HD, -MD"
Germany,EPS flooring,PP
Germany,EPS flooring,PS
Germany,EPS flooring,PS-E
Germany,EPS flooring,PVC
Germany,EPS flooring,PET
Germany,EPS flooring,"ABS, SAN"
Germany,EPS flooring,PMMA
Germany,EPS flooring,"PA (PA6, PA66)"
Germany,EPS flooring,PC
Germany,EPS flooring,Other Thermoplastics
Germany,EPS flooring,PUR
Germany,EPS flooring,Other Plastics
Germany,EPS others in B&C,"PE-LD, -LLD"
Germany,EPS others in B&C,"PE-HD, -MD"
Germany,EPS others in B&C,PP
Germany,EPS others in B&C,PS
Germany,EPS others in B&C,PS-E
Germany,EPS others in B&C,PVC
Germany,EPS others in B&C,PET
Germany,EPS others in B&C,"ABS, SAN"
Germany,EPS others in B&C,PMMA
Germany,EPS others in B&C,"PA (PA6, PA66)"
Germany,EPS others in B&C,PC
Germany,EPS others in B&C,Other Thermoplastics
Germany,EPS others in B&C,PUR
Germany,EPS others in B&C,Other Plastics
Germany,EPS perimeter,"PE-LD, -LLD"
Germany,EPS perimeter,"PE-HD, -MD"
Germany,EPS perimeter,PP
Germany,EPS perimeter,PS
Germany,EPS perimeter,PS-E
Germany,EPS perimeter,PVC
Germany,EPS perimeter,PET
Germany,EPS perimeter,"ABS, SAN"
Germany,EPS perimeter,PMMA
Germany,EPS perimeter,"PA (PA6, PA66)"
Germany,EPS perimeter,PC
Germany,EPS perimeter,Other Thermoplastics
Germany,EPS perimeter,PUR
Germany,EPS perimeter,Other Plastics
Germany,Household packaging,"PE-LD, -LLD"
Germany,Household packaging,"PE-HD, -MD"
Germany,Household packaging,PP
Germany,Household packaging,PS
Germany,Household packaging,PS-E
Germany,Household packaging,PVC
Germany,Household packaging,PET
Germany,Household packaging,"ABS, SAN"
Germany,Household packaging,PMMA
Germany,Household packaging,"PA (PA6, PA66)"
Germany,Household packaging,PC
Germany,Household packaging,Other Thermoplastics
Germany,Household packaging,PUR
Germany,Household packaging,Other Plastics
Germany,"Household, Leisure, Sports","PE-LD, -LLD"
Germany,"Household, Leisure, Sports","PE-HD, -MD"
Germany,"Household, Leisure, Sports",PP
Germany,"Household, Leisure, Sports",PS
Germany,"Household, Leisure, Sports",PS-E
Germany,"Household, Leisure, Sports",PVC
Germany,"Household, Leisure, Sports",PET
Germany,"Household, Leisure, Sports","ABS, SAN"
Germany,"Household, Leisure, Sports",PMMA
Germany,"Household, Leisure, Sports","PA (PA6, PA66)"
Germany,"Household, Leisure, Sports",PC
Germany,"Household, Leisure, Sports",Other Thermoplastics
Germany,"Household, Leisure, Sports",PUR
Germany,"Household, Leisure, Sports",Other Plastics
Germany,Others,"PE-LD, -LLD"
Germany,Others,"PE-HD, -MD"
Germany,Others,PP
Germany,Others,PS
Germany,Others,PS-E
Germany,Others,PVC
Germany,Others,PET
Germany,Others,"ABS, SAN"
Germany,Others,PMMA
Germany,Others,"PA (PA6, PA66)"
Germany,Others,PC
Germany,Others,Other Thermoplastics
Germany,Others,PUR
Germany,Others,Other Plastics
Germany,Packaging,"PE-LD, -LLD"
Germany,Packaging,"PE-HD, -MD"
Germany,Packaging,PP
Germany,Packaging,PS
Germany,Packaging,PS-E
Germany,Packaging,PVC
Germany,Packaging,PET
Germany,Packaging,"ABS, SAN"
Germany,Packaging,PMMA
Germany,Packaging,"PA (PA6, PA66)"
Germany,Packaging,PC
Germany,Packaging,Other Thermoplastics
Germany,Packaging,PUR
Germany,Packaging,Other Plastics
