region,sector,product
Germany,PET beverage bottles,"PE-LD, -LLD"
Germany,PET beverage bottles,"PE-HD, -MD"
Germany,PET beverage bottles,PP
Germany,PET beverage bottles,PS
Germany,PET beverage bottles,PS-E
Germany,PET beverage bottles,PVC
Germany,PET beverage bottles,PET
Germany,PET beverage bottles,"ABS, SAN"
Germany,PET beverage bottles,PMMA
Germany,PET beverage bottles,"PA (PA6, PA66)"
Germany,PET beverage bottles,PC
Germany,PET beverage bottles,Other Thermoplastics
Germany,PET beverage bottles,PUR
Germany,PET beverage bottles,Other Plastics
Germany,PET other packaging,"PE-LD, -LLD"
Germany,PET other packaging,"PE-HD, -MD"
Germany,PET other packaging,PP
Germany,PET other packaging,PS
Germany,PET other packaging,PS-E
Germany,PET other packaging,PVC
Germany,PET other packaging,PET
Germany,PET other packaging,"ABS, SAN"
Germany,PET other packaging,PMMA
Germany,PET other packaging,"PA (PA6, PA66)"
Germany,PET other packaging,PC
Germany,PET other packaging,Other Thermoplastics
Germany,PET other packaging,PUR
Germany,PET other packaging,Other Plastics
Germany,PUR boards and panels rigid foam,"PE-LD, -LLD"
Germany,PUR boards and panels rigid foam,"PE-HD, -MD"
Germany,PUR boards and panels rigid foam,PP
Germany,PUR boards and panels rigid foam,PS
Germany,PUR boards and panels rigid foam,PS-E
Germany,PUR boards and panels rigid foam,PVC
Germany,PUR boards and panels rigid foam,PET
Germany,PUR boards and panels rigid foam,"ABS, SAN"
Germany,PUR boards and panels rigid foam,PMMA
Germany,PUR boards and panels rigid foam,"PA (PA6, PA66)"
Germany,PUR boards and panels rigid foam,PC
Germany,PUR boards and panels rigid foam,Other Thermoplastics
Germany,PUR boards and panels rigid foam,PUR
Germany,PUR boards and panels rigid foam,Other Plastics
Germany,PUR moulded automotive,"PE-LD, -LLD"
Germany,PUR moulded automotive,"PE-HD, -MD"
Germany,PUR moulded automotive,PP
Germany,PUR moulded automotive,PS
Germany,PUR moulded automotive,PS-E
Germany,PUR moulded automotive,PVC
Germany,PUR moulded automotive,PET
Germany,PUR moulded automotive,"ABS, SAN"
Germany,PUR moulded automotive,PMMA
Germany,PUR moulded automotive,"PA (PA6, PA66)"
Germany,PUR moulded automotive,PC
Germany,PUR moulded automotive,Other Thermoplastics
Germany,PUR moulded automotive,PUR
Germany,PUR moulded automotive,Other Plastics
Germany,PUR moulded furniture,"PE-LD, -LLD"
Germany,PUR moulded furniture,"PE-HD, -MD"
Germany,PUR moulded furniture,PP
Germany,PUR moulded furniture,PS
Germany,PUR moulded furniture,PS-E
Germany,PUR moulded furniture,PVC
Germany,PUR moulded furniture,PET
Germany,PUR moulded furniture,"ABS, SAN"
Germany,PUR moulded furniture,PMMA
Germany,PUR moulded furniture,"PA (PA6, PA66)"
Germany,PUR moulded furniture,PC
Germany,PUR moulded furniture,Other Thermoplastics
Germany,PUR moulded furniture,PUR
Germany,PUR moulded furniture,Other Plastics
Germany,PUR others in Automotive,"PE-LD, -LLD"
Germany,PUR others in Automotive,"PE-HD, -MD"
Germany,PUR others in Automotive,PP
Germany,PUR others in Automotive,PS
Germany,PUR others in Automotive,PS-E
Germany,PUR others in Automotive,PVC
Germany,PUR others in Automotive,PET
Germany,PUR others in Automotive,"ABS, SAN"
Germany,PUR others in Automotive,PMMA
Germany,PUR others in Automotive,"PA (PA6, PA66)"
Germany,PUR others in Automotive,PC
Germany,PUR others in Automotive,Other Thermoplastics
Germany,PUR others in Automotive,PUR
Germany,PUR others in Automotive,Other Plastics
Germany,PUR others in Others,"PE-LD, -LLD"
Germany,PUR others in Others,"PE-HD, -MD"
Germany,PUR others in Others,PP
Germany,PUR others in Others,PS
Germany,PUR others in Others,PS-E
Germany,PUR others in Others,PVC
Germany,PUR others in Others,PET
Germany,PUR others in Others,"ABS, SAN"
Germany,PUR others in Others,PMMA
Germany,PUR others in Others,"PA (PA6, PA66)"
Germany,PUR others in Others,PC
Germany,PUR others in Others,Other Thermoplastics
Germany,PUR others in Others,PUR
Germany,PUR others in Others,Other Plastics
Germany,PUR rigid spray foam,"PE-LD, -LLD"
Germany,PUR rigid spray foam,"PE-HD, -MD"
Germany,PUR rigid spray foam,PP
Germany,PUR rigid spray foam,PS
Germany,PUR rigid spray foam,PS-E
Germany,PUR rigid spray foam,PVC
Germany,PUR rigid spray foam,PET
Germany,PUR rigid spray foam,"ABS, SAN"
Germany,PUR rigid spray foam,PMMA
Germany,PUR rigid spray foam,"PA (PA6, PA66)"
Germany,PUR rigid spray foam,PC
Germany,PUR rigid spray foam,Other Thermoplastics
Germany,PUR rigid spray foam,PUR
Germany,PUR rigid spray foam,Other Plastics
Germany,PUR slabstock furniture,"PE-LD, -LLD"
Germany,PUR slabstock furniture,"PE-HD, -MD"
Germany,PUR slabstock furniture,PP
Germany,PUR slabstock furniture,PS
Germany,PUR slabstock furniture,PS-E
Germany,PUR slabstock furniture,PVC
Germany,PUR slabstock furniture,PET
Germany,PUR slabstock furniture,"ABS, SAN"
Germany,PUR slabstock furniture,PMMA
Germany,PUR slabstock furniture,"PA (PA6, PA66)"
Germany,PUR slabstock furniture,PC
Germany,PUR slabstock furniture,Other Thermoplastics
Germany,PUR slabstock furniture,PUR
Germany,PUR slabstock furniture,Other Plastics
Germany,PUR slabstock mattresses,"PE-LD, -LLD"
Germany,PUR slabstock mattresses,"PE-HD, -MD"
Germany,PUR slabstock mattresses,PP
Germany,PUR slabstock mattresses,PS
Germany,PUR slabstock mattresses,PS-E
Germany,PUR slabstock mattresses,PVC
Germany,PUR slabstock mattresses,PET
Germany,PUR slabstock mattresses,"ABS, SAN"
Germany,PUR slabstock mattresses,PMMA
Germany,PUR slabstock mattresses,"PA (PA6, PA66)"
Germany,PUR slabstock mattresses,PC
Germany,PUR slabstock mattresses,Other Thermoplastics
Germany,PUR slabstock mattresses,PUR
Germany,PUR slabstock mattresses,Other Plastics
Germany,PVC others in B&C,"PE-LD, -LLD"
Germany,PVC others in B&C,"PE-HD, -MD"
Germany,PVC others in B&C,PP
Germany,PVC others in B&C,PS
Germany,PVC others in B&C,PS-E
Germany,PVC others in B&C,PVC
Germany,PVC others in B&C,PET
Germany,PVC others in B&C,"ABS, SAN"
Germany,PVC others in B&C,PMMA
Germany,PVC others in B&C,"PA (PA6, PA66)"
Germany,PVC others in B&C,PC
Germany,PVC others in B&C,Other Thermoplastics
Germany,PVC others in B&C,PUR
Germany,PVC others in B&C,Other Plastics
Germany,PVC pipes,"PE-LD, -LLD"
Germany,PVC pipes,"PE-HD, -MD"
Germany,PVC pipes,PP
Germany,PVC pipes,PS
Germany,PVC pipes,PS-E
Germany,PVC pipes,PVC
Germany,PVC pipes,PET
Germany,PVC pipes,"ABS, SAN"
Germany,PVC pipes,PMMA
Germany,PVC pipes,"PA (PA6, PA66)"
Germany,PVC pipes,PC
Germany,PVC pipes,Other Thermoplastics
Germany,PVC pipes,PUR
Germany,PVC pipes,Other Plastics
Germany,PVC profiles,"PE-LD, -LLD"
Germany,PVC profiles,"PE-HD, -MD"
Germany,PVC profiles,PP
Germany,PVC profiles,PS
Germany,PVC profiles,PS-E
Germany,PVC profiles,PVC
Germany,PVC profiles,PET
Germany,PVC profiles,"ABS, SAN"
Germany,PVC profiles,PMMA
Germany,PVC profiles,"PA (PA6, PA66)"
Germany,PVC profiles,PC
Germany,PVC profiles,Other Thermoplastics
Germany,PVC profiles,PUR
Germany,PVC profiles,Other Plastics
North,Agriculture,"PE-LD, -LLD"
North,Agriculture,"PE-HD, -MD"
North,Agriculture,PP
North,Agriculture,PS
North,Agriculture,PS-E
North,Agriculture,PVC
North,Agriculture,PET
North,Agriculture,"ABS, SAN"
North,Agriculture,PMMA
North,Agriculture,"PA (PA6, PA66)"
North,Agriculture,PC
North,Agriculture,Other Thermoplastics
North,Agriculture,PUR
North,Agriculture,Other Plastics
North,Automotive,"PE-LD, -LLD"
North,Automotive,"PE-HD, -MD"
North,Automotive,PP
North,Automotive,PS
North,Automotive,PS-E
North,Automotive,PVC
North,Automotive,PET
North,Automotive,"ABS, SAN"
North,Automotive,PMMA
North,Automotive,"PA (PA6, PA66)"
North,Automotive,PC
North,Automotive,Other Thermoplastics
North,Automotive,PUR
North,Automotive,Other Plastics
North,Building and Construction,"PE-LD, -LLD"
North,Building and Construction,"PE-HD, -MD"
North,Building and Construction,PP
North,Building and Construction,PS
North,Building and Construction,PS-E
North,Building and Construction,PVC
North,Building and Construction,PET
North,Building and Construction,"ABS, SAN"
North,Building and Construction,PMMA
North,Building and Construction,"PA (PA6, PA66)"
North,Building and Construction,PC
North,Building and Construction,Other Thermoplastics
North,Building and Construction,PUR
North,Building and Construction,Other Plastics
North,Commercial & industrial packaging,"PE-LD, -LLD"
North,Commercial & industrial packaging,"PE-HD, -MD"
North,Commercial & industrial packaging,PP
North,Commercial & industrial packaging,PS
North,Commercial & industrial packaging,PS-E
North,Commercial & industrial packaging,PVC
North,Commercial & industrial packaging,PET
North,Commercial & industrial packaging,"ABS, SAN"
North,Commercial & industrial packaging,PMMA
North,Commercial & industrial packaging,"PA (PA6, PA66)"
North,Commercial & industrial packaging,PC
North,Commercial & industrial packaging,Other Thermoplastics
North,Commercial & industrial packaging,PUR
North,Commercial & industrial packaging,Other Plastics
North,Electrical and Electronics,"PE-LD, -LLD"
North,Electrical and Electronics,"PE-HD, -MD"
North,Electrical and Electronics,PP
North,Electrical and Electronics,PS
North,Electrical and Electronics,PS-E
North,Electrical and Electronics,PVC
North,Electrical and Electronics,PET
North,Electrical and Electronics,"ABS, SAN"
North,Electrical and Electronics,PMMA
North,Electrical and Electronics,"PA (PA6, PA66)"
North,Electrical and Electronics,PC
North,Electrical and Electronics,Other Thermoplastics
North,Electrical and Electronics,PUR
North,Electrical and Electronics,Other Plastics
North,EPS ETICS,"PE-LD, -LLD"
North,EPS ETICS,"PE-HD, -MD"
North,EPS ETICS,PP
North,EPS ETICS,PS
North,EPS ETICS,PS-E
North,EPS ETICS,PVC
North,EPS ETICS,PET
North,EPS ETICS,"ABS, SAN"
North,EPS ETICS,PMMA
North,EPS ETICS,"PA (PA6, PA66)"
North,EPS ETICS,PC
North,EPS ETICS,Other Thermoplastics
North,EPS ETICS,PUR
North,EPS ETICS,Other Plastics
North,EPS flat roof,"PE-LD, -LLD"
North,EPS flat roof,"PE-HD, -MD"
North,EPS flat roof,PP
North,EPS flat roof,PS
North,EPS flat roof,PS-E
North,EPS flat roof,PVC
North,EPS flat roof,PET
North,EPS flat roof,"ABS, SAN"
North,EPS flat roof,PMMA
North,EPS flat roof,"PA (PA6, PA66)"
North,EPS flat roof,PC
North,EPS flat roof,Other Thermoplastics
North,EPS flat roof,PUR
North,EPS flat roof,Other Plastics
North,EPS flooring,"PE-LD, -LLD"
North,EPS flooring,"PE-HD, -MD"
North,EPS flooring,PP
North,EPS flooring,PS
North,EPS flooring,PS-E
North,EPS flooring,PVC
North,EPS flooring,PET
North,EPS flooring,"ABS, SAN"
North,EPS flooring,PMMA
North,EPS flooring,"PA (PA6, PA66)"
North,EPS flooring,PC
North,EPS flooring,Other Thermoplastics
North,EPS flooring,PUR
North,EPS flooring,Other Plastics
North,EPS others in B&C,"PE-LD, -LLD"
North,EPS others in B&C,"PE-HD, -MD"
North,EPS others in B&C,PP
North,EPS others in B&C,PS
North,EPS others in B&C,PS-E
North,EPS others in B&C,PVC
North,EPS others in B&C,PET
North,EPS others in B&C,"ABS, SAN"
North,EPS others in B&C,PMMA
North,EPS others in B&C,"PA (PA6, PA66)"
North,EPS others in B&C,PC
North,EPS others in B&C,Other Thermoplastics
North,EPS others in B&C,PUR
North,EPS others in B&C,Other Plastics
North,EPS perimeter,"PE-LD, -LLD"
North,EPS perimeter,"PE-HD, -MD"
North,EPS perimeter,PP
North,EPS perimeter,PS
North,EPS perimeter,PS-E
North,EPS perimeter,PVC
North,EPS perimeter,PET
North,EPS perimeter,"ABS, SAN"
North,EPS perimeter,PMMA
North,EPS perimeter,"PA (PA6, PA66)"
North,EPS perimeter,PC
North,EPS perimeter,Other Thermoplastics
North,EPS perimeter,PUR
North,EPS perimeter,Other Plastics
North,Household packaging,"PE-LD, -LLD"
North,Household packaging,"PE-HD, -MD"
North,Household packaging,PP
North,Household packaging,PS
North,Household packaging,PS-E
North,Household packaging,PVC
North,Household packaging,PET
North,Household packaging,"ABS, SAN"
North,Household packaging,PMMA
North,Household packaging,"PA (PA6, PA66)"
North,Household packaging,PC
North,Household packaging,Other Thermoplastics
North,Household packaging,PUR
North,Household packaging,Other Plastics
North,"Household, Leisure, Sports","PE-LD, -LLD"
North,"Household, Leisure, Sports","PE-HD, -MD"
North,"Household, Leisure, Sports",PP
North,"Household, Leisure, Sports",PS
North,"Household, Leisure, Sports",PS-E
North,"Household, Leisure, Sports",PVC
North,"Household, Leisure, Sports",PET
North,"Household, Leisure, Sports","ABS, SAN"
North,"Household, Leisure, Sports",PMMA
North,"Household, Leisure, Sports","PA (PA6, PA66)"
North,"Household, Leisure, Sports",PC
North,"Household, Leisure, Sports",Other Thermoplastics
North,"Household, Leisure, Sports",PUR
North,"Household, Leisure, Sports",Other Plastics
North,Others,"PE-LD, -LLD"
North,Others,"PE-HD, -MD"
North,Others,PP
North,Others,PS
North,Others,PS-E
North,Others,PVC
North,Others,PET
North,Others,"ABS, SAN"
North,Others,PMMA
North,Others,"PA (PA6, PA66)"
North,Others,PC
North,Others,Other Thermoplastics
North,Others,PUR
North,Others,Other Plastics
North,Packaging,"PE-LD, -LLD"
North,Packaging,"PE-HD, -MD"
North,Packaging,PP
North,Packaging,PS
North,Packaging,PS-E
North,Packaging,PVC
North,Packaging,PET
North,Packaging,"ABS, SAN"
North,Packaging,PMMA
North,Packaging,"PA (PA6, PA66)"
North,Packaging,PC
North,Packaging,Other Thermoplastics
North,Packaging,PUR
North,Packaging,Other Plastics
North,PET beverage bottles,"PE-LD, -LLD"
North,PET beverage bottles,"PE-HD, -MD"
North,PET beverage bottles,PP
North,PET beverage bottles,PS
North,PET beverage bottles,PS-E
North,PET beverage bottles,PVC
North,PET beverage bottles,PET
North,PET beverage bottles,"ABS, SAN"
North,PET beverage bottles,PMMA
North,PET beverage bottles,"PA (PA6, PA66)"
North,PET beverage bottles,PC
North,PET beverage bottles,Other Thermoplastics
North,PET beverage bottles,PUR
North,PET beverage bottles,Other Plastics
North,PET other packaging,"PE-LD, -LLD"
North,PET other packaging,"PE-HD, -MD"
North,PET other packaging,PP
North,PET other packaging,PS
North,PET other packaging,PS-E
North,PET other packaging,PVC
North,PET other packaging,PET
North,PET other packaging,"ABS, SAN"
North,PET other packaging,PMMA
North,PET other packaging,"PA (PA6, PA66)"
North,PET other packaging,PC
North,PET other packaging,Other Thermoplastics
North,PET other packaging,PUR
North,PET other packaging,Other Plastics
North,PUR boards and panels rigid foam,"PE-LD, -LLD"
North,PUR boards and panels rigid foam,"PE-HD, -MD"
North,PUR boards and panels rigid foam,PP
North,PUR boards and panels rigid foam,PS
North,PUR boards and panels rigid foam,PS-E
North,PUR boards and panels rigid foam,PVC
North,PUR boards and panels rigid foam,PET
North,PUR boards and panels rigid foam,"ABS, SAN"
North,PUR boards and panels rigid foam,PMMA
North,PUR boards and panels rigid foam,"PA (PA6, PA66)"
North,PUR boards and panels rigid foam,PC
North,PUR boards and panels rigid foam,Other Thermoplastics
North,PUR boards and panels rigid foam,PUR
North,PUR boards and panels rigid foam,Other Plastics
North,PUR moulded automotive,"PE-LD, -LLD"
North,PUR moulded automotive,"PE-HD, -MD"
North,PUR moulded automotive,PP
North,PUR moulded automotive,PS
North,PUR moulded automotive,PS-E
North,PUR moulded automotive,PVC
North,PUR moulded automotive,PET
North,PUR moulded automotive,"ABS, SAN"
North,PUR moulded automotive,PMMA
North,PUR moulded automotive,"PA (PA6, PA66)"
North,PUR moulded automotive,PC
North,PUR moulded automotive,Other Thermoplastics
North,PUR moulded automotive,PUR
North,PUR moulded automotive,Other Plastics
North,PUR moulded furniture,"PE-LD, -LLD"
North,PUR moulded furniture,"PE-HD, -MD"
North,PUR moulded furniture,PP
North,PUR moulded furniture,PS
North,PUR moulded furniture,PS-E
North,PUR moulded furniture,PVC
North,PUR moulded furniture,PET
North,PUR moulded furniture,"ABS, SAN"
North,PUR moulded furniture,PMMA
North,PUR moulded furniture,"PA (PA6, PA66)"
North,PUR moulded furniture,PC
North,PUR moulded furniture,Other Thermoplastics
North,PUR moulded furniture,PUR
North,PUR moulded furniture,Other Plastics
North,PUR others in Automotive,"PE-LD, -LLD"
North,PUR others in Automotive,"PE-HD, -MD"
North,PUR others in Automotive,PP
North,PUR others in Automotive,PS
North,PUR others in Automotive,PS-E
North,PUR others in Automotive,PVC
North,PUR others in Automotive,PET
North,PUR others in Automotive,"ABS, SAN"
North,PUR others in Automotive,PMMA
North,PUR others in Automotive,"PA (PA6, PA66)"
North,PUR others in Automotive,PC
North,PUR others in Automotive,Other Thermoplastics
North,PUR others in Automotive,PUR
North,PUR others in Automotive,Other Plastics
North,PUR others in Others,"PE-LD, -LLD"
North,PUR others in Others,"PE-HD, -MD"
North,PUR others in Others,PP
North,PUR others in Others,PS
North,PUR others in Others,PS-E
North,PUR others in Others,PVC
North,PUR others in Others,PET
North,PUR others in Others,"ABS, SAN"
North,PUR others in Others,PMMA
North,PUR others in Others,"PA (PA6, PA66)"
North,PUR others in Others,PC
North,PUR others in Others,Other Thermoplastics
North,PUR others in Others,PUR
North,PUR others in Others,Other Plastics
North,PUR rigid spray foam,"PE-LD, -LLD"
North,PUR rigid spray foam,"PE-HD, -MD"
North,PUR rigid spray foam,PP
North,PUR rigid spray foam,PS
North,PUR rigid spray foam,PS-E
North,PUR rigid spray foam,PVC
North,PUR rigid spray foam,PET
North,PUR rigid spray foam,"ABS, SAN"
North,PUR rigid spray foam,PMMA
North,PUR rigid spray foam,"PA (PA6, PA66)"
North,PUR rigid spray foam,PC
North,PUR rigid spray foam,Other Thermoplastics
North,PUR rigid spray foam,PUR
North,PUR rigid spray foam,Other Plastics
North,PUR slabstock furniture,"PE-LD, -LLD"
North,PUR slabstock furniture,"PE-HD, -MD"
North,PUR slabstock furniture,PP
North,PUR slabstock furniture,PS
North,PUR slabstock furniture,PS-E
North,PUR slabstock furniture,PVC
North,PUR slabstock furniture,PET
North,PUR slabstock furniture,"ABS, SAN"
North,PUR slabstock furniture,PMMA
North,PUR slabstock furniture,"PA (PA6, PA66)"
North,PUR slabstock furniture,PC
North,PUR slabstock furniture,Other Thermoplastics
North,PUR slabstock furniture,PUR
North,PUR slabstock furniture,Other Plastics
North,PUR slabstock mattresses,"PE-LD, -LLD"
North,PUR slabstock mattresses,"PE-HD, -MD"
North,PUR slabstock mattresses,PP
North,PUR slabstock mattresses,PS
North,PUR slabstock mattresses,PS-E
North,PUR slabstock mattresses,PVC
North,PUR slabstock mattresses,PET
North,PUR slabstock mattresses,"ABS, SAN"
North,PUR slabstock mattresses,PMMA
North,PUR slabstock mattresses,"PA (PA6, PA66)"
North,PUR slabstock mattresses,PC
North,PUR slabstock mattresses,Other Thermoplastics
North,PUR slabstock mattresses,PUR
North,PUR slabstock mattresses,Other Plastics
North,PVC others in B&C,"PE-LD, -LLD"
North,PVC others in B&C,"PE-HD, -MD"
North,PVC others in B&C,PP
North,PVC others in B&C,PS
North,PVC others in B&C,PS-E
North,PVC others in B&C,PVC
North,PVC others in B&C,PET
North,PVC others in B&C,"ABS, SAN"
North,PVC others in B&C,PMMA
North,PVC others in B&C,"PA (PA6, PA66)"
North,PVC others in B&C,PC
North,PVC others in B&C,Other Thermoplastics
North,PVC others in B&C,PUR
North,PVC others in B&C,Other Plastics
North,PVC pipes,"PE-LD, -LLD"
North,PVC pipes,"PE-HD, -MD"
North,PVC pipes,PP
North,PVC pipes,PS
North,PVC pipes,PS-E
North,PVC pipes,PVC
North,PVC pipes,PET
North,PVC pipes,"ABS, SAN"
North,PVC pipes,PMMA
North,PVC pipes,"PA (PA6, PA66)"
North,PVC pipes,PC
North,PVC pipes,Other Thermoplastics
North,PVC pipes,PUR
North,PVC pipes,Other Plastics
North,PVC profiles,"PE-LD, -LLD"
North,PVC profiles,"PE-HD, -MD"
North,PVC profiles,PP
North,PVC profiles,PS
North,PVC profiles,PS-E
North,PVC profiles,PVC
North,PVC profiles,PET
North,PVC profiles,"ABS, SAN"
North,PVC profiles,PMMA
North,PVC profiles,"PA (PA6, PA66)"
North,PVC profiles,PC
North,PVC profiles,Other Thermoplastics
North,PVC profiles,PUR
North,PVC profiles,Other Plastics
South,Agriculture,"PE-LD, -LLD"
South,Agriculture,"PE-HD, -MD"
South,Agriculture,PP
South,Agriculture,PS
South,Agriculture,PS-E
South,Agriculture,PVC
South,Agriculture,PET
South,Agriculture,"ABS, SAN"
South,Agriculture,PMMA
South,Agriculture,"PA (PA6, PA66)"
South,Agriculture,PC
South,Agriculture,Other Thermoplastics
South,Agriculture,PUR
South,Agriculture,Other Plastics
South,Automotive,"PE-LD, -LLD"
South,Automotive,"PE-HD, -MD"
South,Automotive,PP
South,Automotive,PS
South,Automotive,PS-E
South,Automotive,PVC
South,Automotive,PET
South,Automotive,"ABS, SAN"
South,Automotive,PMMA
South,Automotive,"PA (PA6, PA66)"
South,Automotive,PC
South,Automotive,Other Thermoplastics
South,Automotive,PUR
South,Automotive,Other Plastics
South,Building and Construction,"PE-LD, -LLD"
South,Building and Construction,"PE-HD, -MD"
South,Building and Construction,PP
South,Building and Construction,PS
South,Building and Construction,PS-E
South,Building and Construction,PVC
South,Building and Construction,PET
South,Building and Construction,"ABS, SAN"
South,Building and Construction,PMMA
South,Building and Construction,"PA (PA6, PA66)"
South,Building and Construction,PC
South,Building and Construction,Other Thermoplastics
South,Building and Construction,PUR
South,Building and Construction,Other Plastics
South,Commercial & industrial packaging,"PE-LD, -LLD"
South,Commercial & industrial packaging,"PE-HD, -MD"
South,Commercial & industrial packaging,PP
South,Commercial & industrial packaging,PS
South,Commercial & industrial packaging,PS-E
South,Commercial & industrial packaging,PVC
South,Commercial & industrial packaging,PET
South,Commercial & industrial packaging,"ABS, SAN"
South,Commercial & industrial packaging,PMMA
South,Commercial & industrial packaging,"PA (PA6, PA66)"
South,Commercial & industrial packaging,PC
South,Commercial & industrial packaging,Other Thermoplastics
South,Commercial & industrial packaging,PUR
South,Commercial & industrial packaging,Other Plastics
South,Electrical and Electronics,"PE-LD, -LLD"
South,Electrical and Electronics,"PE-HD, -MD"
South,Electrical and Electronics,PP
South,Electrical and Electronics,PS
South,Electrical and Electronics,PS-E
South,Electrical and Electronics,PVC
South,Electrical and Electronics,PET
South,Electrical and Electronics,"ABS, SAN"
South,Electrical and Electronics,PMMA
South,Electrical and Electronics,"PA (PA6, PA66)"
South,Electrical and Electronics,PC
South,Electrical and Electronics,Other Thermoplastics
South,Electrical and Electronics,PUR
South,Electrical and Electronics,Other Plastics
South,EPS ETICS,"PE-LD, -LLD"
South,EPS ETICS,"PE-HD, -MD"
South,EPS ETICS,PP
South,EPS ETICS,PS
South,EPS ETICS,PS-E
South,EPS ETICS,PVC
South,EPS ETICS,PET
South,EPS ETICS,"ABS, SAN"
South,EPS ETICS,PMMA
South,EPS ETICS,"PA (PA6, PA66)"
South,EPS ETICS,PC
South,EPS ETICS,Other Thermoplastics
South,EPS ETICS,PUR
South,EPS ETICS,Other Plastics
South,EPS flat roof,"PE-LD, -LLD"
South,EPS flat roof,"PE-HD, -MD"
South,EPS flat roof,PP
South,EPS flat roof,PS
South,EPS flat roof,PS-E
South,EPS flat roof,PVC
South,EPS flat roof,PET
South,EPS flat roof,"ABS, SAN"
South,EPS flat roof,PMMA
South,EPS flat roof,"PA (PA6, PA66)"
South,EPS flat roof,PC
South,EPS flat roof,Other Thermoplastics
South,EPS flat roof,PUR
South,EPS flat roof,Other Plastics
South,EPS flooring,"PE-LD, -LLD"
South,EPS flooring,"PE-HD, -MD"
South,EPS flooring,PP
South,EPS flooring,PS
South,EPS flooring,PS-E
South,EPS flooring,PVC
South,EPS flooring,PET
South,EPS flooring,"ABS, SAN"
South,EPS flooring,PMMA
South,EPS flooring,"PA (PA6, PA66)"
South,EPS flooring,PC
South,EPS flooring,Other Thermoplastics
South,EPS flooring,PUR
South,EPS flooring,Other Plastics
South,EPS others in B&C,"PE-LD, -LLD"
South,EPS others in B&C,"PE-HD, -MD"
South,EPS others in B&C,PP
South,EPS others in B&C,PS
South,EPS others in B&C,PS-E
South,EPS others in B&C,PVC
South,EPS others in B&C,PET
South,EPS others in B&C,"ABS, SAN"
South,EPS others in B&C,PMMA
South,EPS others in B&C,"PA (PA6, PA66)"
South,EPS others in B&C,PC
South,EPS others in B&C,Other Thermoplastics
South,EPS others in B&C,PUR
South,EPS others in B&C,Other Plastics
South,EPS perimeter,"PE-LD, -LLD"
South,EPS perimeter,"PE-HD, -MD"
South,EPS perimeter,PP
South,EPS perimeter,PS
South,EPS perimeter,PS-E
South,EPS perimeter,PVC
South,EPS perimeter,PET
South,EPS perimeter,"ABS, SAN"
South,EPS perimeter,PMMA
South,EPS perimeter,"PA (PA6, PA66)"
South,EPS perimeter,PC
South,EPS perimeter,Other Thermoplastics
South,EPS perimeter,PUR
South,EPS perimeter,Other Plastics
South,Household packaging,"PE-LD, -LLD"
South,Household packaging,"PE-HD, -MD"
South,Household packaging,PP
South,Household packaging,PS
South,Household packaging,PS-E
South,Household packaging,PVC
South,Household packaging,PET
South,Household packaging,"ABS, SAN"
South,Household packaging,PMMA
South,Household packaging,"PA (PA6, PA66)"
South,Household packaging,PC
South,Household packaging,Other Thermoplastics
South,Household packaging,PUR
South,Household packaging,Other Plastics
South,"Household, Leisure, Sports","PE-LD, -LLD"
South,"Household, Leisure, Sports","PE-HD, -MD"
South,"Household, Leisure, Sports",PP
South,"Household, Leisure, Sports",PS
South,"Household, Leisure, Sports",PS-E
South,"Household, Leisure, Sports",PVC
South,"Household, Leisure, Sports",PET
South,"Household, Leisure, Sports","ABS, SAN"
South,"Household, Leisure, Sports",PMMA
South,"Household, Leisure, Sports","PA (PA6, PA66)"
South,"Household, Leisure, Sports",PC
South,"Household, Leisure, Sports",Other Thermoplastics
South,"Household, Leisure, Sports",PUR
South,"Household, Leisure, Sports",Other Plastics
South,Others,"PE-LD, -LLD"
South,Others,"PE-HD, -MD"
South,Others,PP
South,Others,PS
South,Others,PS-E
South,Others,PVC
South,Others,PET
South,Others,"ABS, SAN"
South,Others,PMMA
South,Others,"PA (PA6, PA66)"
South,Others,PC
South,Others,Other Thermoplastics
South,Others,PUR
South,Others,Other Plastics
South,Packaging,"PE-LD, -LLD"
South,Packaging,"PE-HD, -MD"
South,Packaging,PP
South,Packaging,PS
South,Packaging,PS-E
South,Packaging,PVC
South,Packaging,PET
South,Packaging,"ABS, SAN"
South,Packaging,PMMA
South,Packaging,"PA (PA6, PA66)"
South,Packaging,PC
South,Packaging,Other Thermoplastics
South,Packaging,PUR
South,Packaging,Other Plastics
South,PET beverage bottles,"PE-LD, -LLD"
South,PET beverage bottles,"PE-HD, -MD"
South,PET beverage bottles,PP
South,PET beverage bottles,PS
South,PET beverage bottles,PS-E
South,PET beverage bottles,PVC
South,PET beverage bottles,PET
South,PET beverage bottles,"ABS, SAN"
South,PET beverage bottles,PMMA
South,PET beverage bottles,"PA (PA6, PA66)"
South,PET beverage bottles,PC
South,PET beverage bottles,Other Thermoplastics
South,PET beverage bottles,PUR
South,PET beverage bottles,Other Plastics
South,PET other packaging,"PE-LD, -LLD"
South,PET other packaging,"PE-HD, -MD"
South,PET other packaging,PP
South,PET other packaging,PS
South,PET other packaging,PS-E
South,PET other packaging,PVC
South,PET other packaging,PET
South,PET other packaging,"ABS, SAN"
South,PET other packaging,PMMA
South,PET other packaging,"PA (PA6, PA66)"
South,PET other packaging,PC
South,PET other packaging,Other Thermoplastics
