region,time,sector,product
Germany,2050,Commercial & industrial packaging,"PE-LD, -LLD"
Germany,2050,Commercial & industrial packaging,"PE-HD, -MD"
Germany,2050,Commercial & industrial packaging,PP
Germany,2050,Commercial & industrial packaging,PS
Germany,2050,Commercial & industrial packaging,PS-E
Germany,2050,Commercial & industrial packaging,PVC
Germany,2050,Commercial & industrial packaging,PET
Germany,2050,Commercial & industrial packaging,"ABS, SAN"
Germany,2050,Commercial & industrial packaging,PMMA
Germany,2050,Commercial & industrial packaging,"PA (PA6, PA66)"
Germany,2050,Commercial & industrial packaging,PC
Germany,2050,Commercial & industrial packaging,Other Thermoplastics
Germany,2050,Commercial & industrial packaging,PUR
Germany,2050,Commercial & industrial packaging,Other Plastics
Germany,2020,Electrical and Electronics,"PE-LD, -LLD"
Germany,2020,Electrical and Electronics,"PE-HD, -MD"
Germany,2020,Electrical and Electronics,PP
Germany,2020,Electrical and Electronics,PS
Germany,2020,Electrical and Electronics,PS-E
Germany,2020,Electrical and Electronics,PVC
Germany,2020,Electrical and Electronics,PET
Germany,2020,Electrical and Electronics,"ABS, SAN"
Germany,2020,Electrical and Electronics,PMMA
Germany,2020,Electrical and Electronics,"PA (PA6, PA66)"
Germany,2020,Electrical and Electronics,PC
Germany,2020,Electrical and Electronics,Other Thermoplastics
Germany,2020,Electrical and Electronics,PUR
Germany,2020,Electrical and Electronics,Other Plastics
Germany,2025,Electrical and Electronics,"PE-LD, -LLD"
Germany,2025,Electrical and Electronics,"PE-HD, -MD"
Germany,2025,Electrical and Electronics,PP
Germany,2025,Electrical and Electronics,PS
Germany,2025,Electrical and Electronics,PS-E
Germany,2025,Electrical and Electronics,PVC
Germany,2025,Electrical and Electronics,PET
Germany,2025,Electrical and Electronics,"ABS, SAN"
Germany,2025,Electrical and Electronics,PMMA
Germany,2025,Electrical and Electronics,"PA (PA6, PA66)"
Germany,2025,Electrical and Electronics,PC
Germany,2025,Electrical and Electronics,Other Thermoplastics
Germany,2025,Electrical and Electronics,PUR
Germany,2025,Electrical and Electronics,Other Plastics
Germany,2030,Electrical and Electronics,"PE-LD, -LLD"
Germany,2030,Electrical and Electronics,"PE-HD, -MD"
Germany,2030,Electrical and Electronics,PP
Germany,2030,Electrical and Electronics,PS
Germany,2030,Electrical and Electronics,PS-E
Germany,2030,Electrical and Electronics,PVC
Germany,2030,Electrical and Electronics,PET
Germany,2030,Electrical and Electronics,"ABS, SAN"
Germany,2030,Electrical and Electronics,PMMA
Germany,2030,Electrical and Electronics,"PA (PA6, PA66)"
Germany,2030,Electrical and Electronics,PC
Germany,2030,Electrical and Electronics,Other Thermoplastics
Germany,2030,Electrical and Electronics,PUR
Germany,2030,Electrical and Electronics,Other Plastics
Germany,2035,Electrical and Electronics,"PE-LD, -LLD"
Germany,2035,Electrical and Electronics,"PE-HD, -MD"
Germany,2035,Electrical and Electronics,PP
Germany,2035,Electrical and Electronics,PS
Germany,2035,Electrical and Electronics,PS-E
Germany,2035,Electrical and Electronics,PVC
Germany,2035,Electrical and Electronics,PET
Germany,2035,Electrical and Electronics,"ABS, SAN"
Germany,2035,Electrical and Electronics,PMMA
Germany,2035,Electrical and Electronics,"PA (PA6, PA66)"
Germany,2035,Electrical and Electronics,PC
Germany,2035,Electrical and Electronics,Other Thermoplastics
Germany,2035,Electrical and Electronics,PUR
Germany,2035,Electrical and Electronics,Other Plastics
Germany,2040,Electrical and Electronics,"PE-LD, -LLD"
Germany,2040,Electrical and Electronics,"PE-HD, -MD"
Germany,2040,Electrical and Electronics,PP
Germany,2040,Electrical and Electronics,PS
Germany,2040,Electrical and Electronics,PS-E
Germany,2040,Electrical and Electronics,PVC
Germany,2040,Electrical and Electronics,PET
Germany,2040,Electrical and Electronics,"ABS, SAN"
Germany,2040,Electrical and Electronics,PMMA
Germany,2040,Electrical and Electronics,"PA (PA6, PA66)"
Germany,2040,Electrical and Electronics,PC
Germany,2040,Electrical and Electronics,Other Thermoplastics
Germany,2040,Electrical and Electronics,PUR
Germany,2040,Electrical and Electronics,Other Plastics
Germany,2045,Electrical and Electronics,"PE-LD, -LLD"
Germany,2045,Electrical and Electronics,"PE-HD, -MD"
Germany,2045,Electrical and Electronics,PP
Germany,2045,Electrical and Electronics,PS
Germany,2045,Electrical and Electronics,PS-E
Germany,2045,Electrical and Electronics,PVC
Germany,2045,Electrical and Electronics,PET
Germany,2045,Electrical and Electronics,"ABS, SAN"
Germany,2045,Electrical and Electronics,PMMA
Germany,2045,Electrical and Electronics,"PA (PA6, PA66)"
Germany,2045,Electrical and Electronics,PC
Germany,2045,Electrical and Electronics,Other Thermoplastics
Germany,2045,Electrical and Electronics,PUR
Germany,2045,Electrical and Electronics,Other Plastics
Germany,2050,Electrical and Electronics,"PE-LD, -LLD"
Germany,2050,Electrical and Electronics,"PE-HD, -MD"
Germany,2050,Electrical and Electronics,PP
Germany,2050,Electrical and Electronics,PS
Germany,2050,Electrical and Electronics,PS-E
Germany,2050,Electrical and Electronics,PVC
Germany,2050,Electrical and Electronics,PET
Germany,2050,Electrical and Electronics,"ABS, SAN"
Germany,2050,Electrical and Electronics,PMMA
Germany,2050,Electrical and Electronics,"PA (PA6, PA66)"
Germany,2050,Electrical and Electronics,PC
Germany,2050,Electrical and Electronics,Other Thermoplastics
Germany,2050,Electrical and Electronics,PUR
Germany,2050,Electrical and Electronics,Other Plastics
Germany,2020,EPS ETICS,"PE-LD, -LLD"
Germany,2020,EPS ETICS,"PE-HD, -MD"
Germany,2020,EPS ETICS,PP
Germany,2020,EPS ETICS,PS
Germany,2020,EPS ETICS,PS-E
Germany,2020,EPS ETICS,PVC
Germany,2020,EPS ETICS,PET
Germany,2020,EPS ETICS,"ABS, SAN"
Germany,2020,EPS ETICS,PMMA
Germany,2020,EPS ETICS,"PA (PA6, PA66)"
Germany,2020,EPS ETICS,PC
Germany,2020,EPS ETICS,Other Thermoplastics
Germany,2020,EPS ETICS,PUR
Germany,2020,EPS ETICS,Other Plastics
Germany,2025,EPS ETICS,"PE-LD, -LLD"
Germany,2025,EPS ETICS,"PE-HD, -MD"
Germany,2025,EPS ETICS,PP
Germany,2025,EPS ETICS,PS
Germany,2025,EPS ETICS,PS-E
Germany,2025,EPS ETICS,PVC
Germany,2025,EPS ETICS,PET
Germany,2025,EPS ETICS,"ABS, SAN"
Germany,2025,EPS ETICS,PMMA
Germany,2025,EPS ETICS,"PA (PA6, PA66)"
Germany,2025,EPS ETICS,PC
Germany,2025,EPS ETICS,Other Thermoplastics
Germany,2025,EPS ETICS,PUR
Germany,2025,EPS ETICS,Other Plastics
Germany,2030,EPS ETICS,"PE-LD, -LLD"
Germany,2030,EPS ETICS,"PE-HD, -MD"
Germany,2030,EPS ETICS,PP
Germany,2030,EPS ETICS,PS
Germany,2030,EPS ETICS,PS-E
Germany,2030,EPS ETICS,PVC
Germany,2030,EPS ETICS,PET
Germany,2030,EPS ETICS,"ABS, SAN"
Germany,2030,EPS ETICS,PMMA
Germany,2030,EPS ETICS,"PA (PA6, PA66)"
Germany,2030,EPS ETICS,PC
Germany,2030,EPS ETICS,Other Thermoplastics
Germany,2030,EPS ETICS,PUR
Germany,2030,EPS ETICS,Other Plastics
Germany,2035,EPS ETICS,"PE-LD, -LLD"
Germany,2035,EPS ETICS,"PE-HD, -MD"
Germany,2035,EPS ETICS,PP
Germany,2035,EPS ETICS,PS
Germany,2035,EPS ETICS,PS-E
Germany,2035,EPS ETICS,PVC
Germany,2035,EPS ETICS,PET
Germany,2035,EPS ETICS,"ABS, SAN"
Germany,2035,EPS ETICS,PMMA
Germany,2035,EPS ETICS,"PA (PA6, PA66)"
Germany,2035,EPS ETICS,PC
Germany,2035,EPS ETICS,Other Thermoplastics
Germany,2035,EPS ETICS,PUR
Germany,2035,EPS ETICS,Other Plastics
Germany,2040,EPS ETICS,"PE-LD, -LLD"
Germany,2040,EPS ETICS,"PE-HD, -MD"
Germany,2040,EPS ETICS,PP
Germany,2040,EPS ETICS,PS
Germany,2040,EPS ETICS,PS-E
Germany,2040,EPS ETICS,PVC
Germany,2040,EPS ETICS,PET
Germany,2040,EPS ETICS,"ABS, SAN"
Germany,2040,EPS ETICS,PMMA
Germany,2040,EPS ETICS,"PA (PA6, PA66)"
Germany,2040,EPS ETICS,PC
Germany,2040,EPS ETICS,Other Thermoplastics
Germany,2040,EPS ETICS,PUR
Germany,2040,EPS ETICS,Other Plastics
Germany,2045,EPS ETICS,"PE-LD, -LLD"
Germany,2045,EPS ETICS,"PE-HD, -MD"
Germany,2045,EPS ETICS,PP
Germany,2045,EPS ETICS,PS
Germany,2045,EPS ETICS,PS-E
Germany,2045,EPS ETICS,PVC
Germany,2045,EPS ETICS,PET
Germany,2045,EPS ETICS,"ABS, SAN"
Germany,2045,EPS ETICS,PMMA
Germany,2045,EPS ETICS,"PA (PA6, PA66)"
Germany,2045,EPS ETICS,PC
Germany,2045,EPS ETICS,Other Thermoplastics
Germany,2045,EPS ETICS,PUR
Germany,2045,EPS ETICS,Other Plastics
Germany,2050,EPS ETICS,"PE-LD, -LLD"
Germany,2050,EPS ETICS,"PE-HD, -MD"
Germany,2050,EPS ETICS,PP
Germany,2050,EPS ETICS,PS
Germany,2050,EPS ETICS,PS-E
Germany,2050,EPS ETICS,PVC
Germany,2050,EPS ETICS,PET
Germany,2050,EPS ETICS,"ABS, SAN"
Germany,2050,EPS ETICS,PMMA
Germany,2050,EPS ETICS,"PA (PA6, PA66)"
Germany,2050,EPS ETICS,PC
Germany,2050,EPS ETICS,Other Thermoplastics
Germany,2050,EPS ETICS,PUR
Germany,2050,EPS ETICS,Other Plastics
Germany,2020,EPS flat roof,"PE-LD, -LLD"
Germany,2020,EPS flat roof,"PE-HD, -MD"
Germany,2020,EPS flat roof,PP
Germany,2020,EPS flat roof,PS
Germany,2020,EPS flat roof,PS-E
Germany,2020,EPS flat roof,PVC
Germany,2020,EPS flat roof,PET
Germany,2020,EPS flat roof,"ABS, SAN"
Germany,2020,EPS flat roof,PMMA
Germany,2020,EPS flat roof,"PA (PA6, PA66)"
Germany,2020,EPS flat roof,PC
Germany,2020,EPS flat roof,Other Thermoplastics
Germany,2020,EPS flat roof,PUR
Germany,2020,EPS flat roof,Other Plastics
Germany,2025,EPS flat roof,"PE-LD, -LLD"
Germany,2025,EPS flat roof,"PE-HD, -MD"
Germany,2025,EPS flat roof,PP
Germany,2025,EPS flat roof,PS
Germany,2025,EPS flat roof,PS-E
Germany,2025,EPS flat roof,PVC
Germany,2025,EPS flat roof,PET
Germany,2025,EPS flat roof,"ABS, SAN"
Germany,2025,EPS flat roof,PMMA
Germany,2025,EPS flat roof,"PA (PA6, PA66)"
Germany,2025,EPS flat roof,PC
Germany,2025,EPS flat roof,Other Thermoplastics
Germany,2025,EPS flat roof,PUR
Germany,2025,EPS flat roof,Other Plastics
Germany,2030,EPS flat roof,"PE-LD, -LLD"
Germany,2030,EPS flat roof,"PE-HD, -MD"
Germany,2030,EPS flat roof,PP
Germany,2030,EPS flat roof,PS
Germany,2030,EPS flat roof,PS-E
Germany,2030,EPS flat roof,PVC
Germany,2030,EPS flat roof,PET
Germany,2030,EPS flat roof,"ABS, SAN"
Germany,2030,EPS flat roof,PMMA
Germany,2030,EPS flat roof,"PA (PA6, PA66)"
Germany,2030,EPS flat roof,PC
Germany,2030,EPS flat roof,Other Thermoplastics
Germany,2030,EPS flat roof,PUR
Germany,2030,EPS flat roof,Other Plastics
Germany,2035,EPS flat roof,"PE-LD, -LLD"
Germany,2035,EPS flat roof,"PE-HD, -MD"
Germany,2035,EPS flat roof,PP
Germany,2035,EPS flat roof,PS
Germany,2035,EPS flat roof,PS-E
Germany,2035,EPS flat roof,PVC
Germany,2035,EPS flat roof,PET
Germany,2035,EPS flat roof,"ABS, SAN"
Germany,2035,EPS flat roof,PMMA
Germany,2035,EPS flat roof,"PA (PA6, PA66)"
Germany,2035,EPS flat roof,PC
Germany,2035,EPS flat roof,Other Thermoplastics
Germany,2035,EPS flat roof,PUR
Germany,2035,EPS flat roof,Other Plastics
Germany,2040,EPS flat roof,"PE-LD, -LLD"
Germany,2040,EPS flat roof,"PE-HD, -MD"
Germany,2040,EPS flat roof,PP
Germany,2040,EPS flat roof,PS
Germany,2040,EPS flat roof,PS-E
Germany,2040,EPS flat roof,PVC
Germany,2040,EPS flat roof,PET
Germany,2040,EPS flat roof,"ABS, SAN"
Germany,2040,EPS flat roof,PMMA
Germany,2040,EPS flat roof,"PA (PA6, PA66)"
Germany,2040,EPS flat roof,PC
Germany,2040,EPS flat roof,Other Thermoplastics
Germany,2040,EPS flat roof,PUR
Germany,2040,EPS flat roof,Other Plastics
Germany,2045,EPS flat roof,"PE-LD, -LLD"
Germany,2045,EPS flat roof,"PE-HD, -MD"
Germany,2045,EPS flat roof,PP
Germany,2045,EPS flat roof,PS
Germany,2045,EPS flat roof,PS-E
Germany,2045,EPS flat roof,PVC
Germany,2045,EPS flat roof,PET
Germany,2045,EPS flat roof,"ABS, SAN"
Germany,2045,EPS flat roof,PMMA
Germany,2045,EPS flat roof,"PA (PA6, PA66)"
Germany,2045,EPS flat roof,PC
Germany,2045,EPS flat roof,Other Thermoplastics
Germany,2045,EPS flat roof,PUR
Germany,2045,EPS flat roof,Other Plastics
Germany,2050,EPS flat roof,"PE-LD, -LLD"
Germany,2050,EPS flat roof,"PE-HD, -MD"
Germany,2050,EPS flat roof,PP
Germany,2050,EPS flat roof,PS
Germany,2050,EPS flat roof,PS-E
Germany,2050,EPS flat roof,PVC
Germany,2050,EPS flat roof,PET
Germany,2050,EPS flat roof,"ABS, SAN"
Germany,2050,EPS flat roof,PMMA
Germany,2050,EPS flat roof,"PA (PA6, PA66)"
Germany,2050,EPS flat roof,PC
Germany,2050,EPS flat roof,Other Thermoplastics
Germany,2050,EPS flat roof,PUR
Germany,2050,EPS flat roof,Other Plastics
Germany,2020,EPS flooring,"PE-LD, -LLD"
Germany,2020,EPS flooring,"PE-HD, -MD"
Germany,2020,EPS flooring,PP
Germany,2020,EPS flooring,PS
Germany,2020,EPS flooring,PS-E
Germany,2020,EPS flooring,PVC
Germany,2020,EPS flooring,PET
Germany,2020,EPS flooring,"ABS, SAN"
Germany,2020,EPS flooring,PMMA
Germany,2020,EPS flooring,"PA (PA6, PA66)"
Germany,2020,EPS flooring,PC
Germany,2020,EPS flooring,Other Thermoplastics
Germany,2020,EPS flooring,PUR
Germany,2020,EPS flooring,Other Plastics
Germany,2025,EPS flooring,"PE-LD, -LLD"
Germany,2025,EPS flooring,"PE-HD, -MD"
Germany,2025,EPS flooring,PP
Germany,2025,EPS flooring,PS
Germany,2025,EPS flooring,PS-E
Germany,2025,EPS flooring,PVC
Germany,2025,EPS flooring,PET
Germany,2025,EPS flooring,"ABS, SAN"
Germany,2025,EPS flooring,PMMA
Germany,2025,EPS flooring,"PA (PA6, PA66)"
Germany,2025,EPS flooring,PC
Germany,2025,EPS flooring,Other Thermoplastics
Germany,2025,EPS flooring,PUR
Germany,2025,EPS flooring,Other Plastics
Germany,2030,EPS flooring,"PE-LD, -LLD"
Germany,2030,EPS flooring,"PE-HD, -MD"
Germany,2030,EPS flooring,PP
Germany,2030,EPS flooring,PS
Germany,2030,EPS flooring,PS-E
Germany,2030,EPS flooring,PVC
Germany,2030,EPS flooring,PET
Germany,2030,EPS flooring,"ABS, SAN"
Germany,2030,EPS flooring,PMMA
Germany,2030,EPS flooring,"PA (PA6, PA66)"
Germany,2030,EPS flooring,PC
Germany,2030,EPS flooring,Other Thermoplastics
Germany,2030,EPS flooring,PUR
Germany,2030,EPS flooring,Other Plastics
Germany,2035,EPS flooring,"PE-LD, -LLD"
Germany,2035,EPS flooring,"PE-HD, -MD"
Germany,2035,EPS flooring,PP
Germany,2035,EPS flooring,PS
Germany,2035,EPS flooring,PS-E
Germany,2035,EPS flooring,PVC
Germany,2035,EPS flooring,PET
Germany,2035,EPS flooring,"ABS, SAN"
Germany,2035,EPS flooring,PMMA
Germany,2035,EPS flooring,"PA (PA6, PA66)"
Germany,2035,EPS flooring,PC
Germany,2035,EPS flooring,Other Thermoplastics
Germany,2035,EPS flooring,PUR
Germany,2035,EPS flooring,Other Plastics
Germany,2040,EPS flooring,"PE-LD, -LLD"
Germany,2040,EPS flooring,"PE-HD, -MD"
Germany,2040,EPS flooring,PP
Germany,2040,EPS flooring,PS
Germany,2040,EPS flooring,PS-E
Germany,2040,EPS flooring,PVC
Germany,2040,EPS flooring,PET
Germany,2040,EPS flooring,"ABS, SAN"
Germany,2040,EPS flooring,PMMA
Germany,2040,EPS flooring,"PA (PA6, PA66)"
Germany,2040,EPS flooring,PC
Germany,2040,EPS flooring,Other Thermoplastics
Germany,2040,EPS flooring,PUR
Germany,2040,EPS flooring,Other Plastics
Germany,2045,EPS flooring,"PE-LD, -LLD"
Germany,2045,EPS flooring,"PE-HD, -MD"
Germany,2045,EPS flooring,PP
Germany,2045,EPS flooring,PS
Germany,2045,EPS flooring,PS-E
Germany,2045,EPS flooring,PVC
Germany,2045,EPS flooring,PET
Germany,2045,EPS flooring,"ABS, SAN"
Germany,2045,EPS flooring,PMMA
Germany,2045,EPS flooring,"PA (PA6, PA66)"
Germany,2045,EPS flooring,PC
Germany,2045,EPS flooring,Other Thermoplastics
Germany,2045,EPS flooring,PUR
Germany,2045,EPS flooring,Other Plastics
Germany,2050,EPS flooring,"PE-LD, -LLD"
Germany,2050,EPS flooring,"PE-HD, -MD"
Germany,2050,EPS flooring,PP
Germany,2050,EPS flooring,PS
Germany,2050,EPS flooring,PS-E
Germany,2050,EPS flooring,PVC
Germany,2050,EPS flooring,PET
Germany,2050,EPS flooring,"ABS, SAN"
Germany,2050,EPS flooring,PMMA
Germany,2050,EPS flooring,"PA (PA6, PA66)"
Germany,2050,EPS flooring,PC
Germany,2050,EPS flooring,Other Thermoplastics
Germany,2050,EPS flooring,PUR
Germany,2050,EPS flooring,Other Plastics
Germany,2020,EPS others in B&C,"PE-LD, -LLD"
Germany,2020,EPS others in B&C,"PE-HD, -MD"
Germany,2020,EPS others in B&C,PP
Germany,2020,EPS others in B&C,PS
Germany,2020,EPS others in B&C,PS-E
Germany,2020,EPS others in B&C,PVC
Germany,2020,EPS others in B&C,PET
Germany,2020,EPS others in B&C,"ABS, SAN"
Germany,2020,EPS others in B&C,PMMA
Germany,2020,EPS others in B&C,"PA (PA6, PA66)"
Germany,2020,EPS others in B&C,PC
Germany,2020,EPS others in B&C,Other Thermoplastics
Germany,2020,EPS others in B&C,PUR
Germany,2020,EPS others in B&C,Other Plastics
Germany,2025,EPS others in B&C,"PE-LD, -LLD"
Germany,2025,EPS others in B&C,"PE-HD, -MD"
Germany,2025,EPS others in B&C,PP
Germany,2025,EPS others in B&C,PS
Germany,2025,EPS others in B&C,PS-E
Germany,2025,EPS others in B&C,PVC
Germany,2025,EPS others in B&C,PET
Germany,2025,EPS others in B&C,"ABS, SAN"
Germany,2025,EPS others in B&C,PMMA
Germany,2025,EPS others in B&C,"PA (PA6, PA66)"
Germany,2025,EPS others in B&C,PC
Germany,2025,EPS others in B&C,Other Thermoplastics
Germany,2025,EPS others in B&C,PUR
Germany,2025,EPS others in B&C,Other Plastics
Germany,2030,EPS others in B&C,"PE-LD, -LLD"
Germany,2030,EPS others in B&C,"PE-HD, -MD"
Germany,2030,EPS others in B&C,PP
Germany,2030,EPS others in B&C,PS
Germany,2030,EPS others in B&C,PS-E
Germany,2030,EPS others in B&C,PVC
Germany,2030,EPS others in B&C,PET
Germany,2030,EPS others in B&C,"ABS, SAN"
Germany,2030,EPS others in B&C,PMMA
Germany,2030,EPS others in B&C,"PA (PA6, PA66)"
Germany,2030,EPS others in B&C,PC
Germany,2030,EPS others in B&C,Other Thermoplastics
Germany,2030,EPS others in B&C,PUR
Germany,2030,EPS others in B&C,Other Plastics
Germany,2035,EPS others in B&C,"PE-LD, -LLD"
Germany,2035,EPS others in B&C,"PE-HD, -MD"
Germany,2035,EPS others in B&C,PP
Germany,2035,EPS others in B&C,PS
Germany,2035,EPS others in B&C,PS-E
Germany,2035,EPS others in B&C,PVC
Germany,2035,EPS others in B&C,PET
Germany,2035,EPS others in B&C,"ABS, SAN"
Germany,2035,EPS others in B&C,PMMA
Germany,2035,EPS others in B&C,"PA (PA6, PA66)"
Germany,2035,EPS others in B&C,PC
Germany,2035,EPS others in B&C,Other Thermoplastics
Germany,2035,EPS others in B&C,PUR
Germany,2035,EPS others in B&C,Other Plastics
Germany,2040,EPS others in B&C,"PE-LD, -LLD"
Germany,2040,EPS others in B&C,"PE-HD, -MD"
Germany,2040,EPS others in B&C,PP
Germany,2040,EPS others in B&C,PS
Germany,2040,EPS others in B&C,PS-E
Germany,2040,EPS others in B&C,PVC
Germany,2040,EPS others in B&C,PET
Germany,2040,EPS others in B&C,"ABS, SAN"
Germany,2040,EPS others in B&C,PMMA
Germany,2040,EPS others in B&C,"PA (PA6, PA66)"
Germany,2040,EPS others in B&C,PC
Germany,2040,EPS others in B&C,Other Thermoplastics
Germany,2040,EPS others in B&C,PUR
Germany,2040,EPS others in B&C,Other Plastics
Germany,2045,EPS others in B&C,"PE-LD, -LLD"
Germany,2045,EPS others in B&C,"PE-HD, -MD"
Germany,2045,EPS others in B&C,PP
Germany,2045,EPS others in B&C,PS
Germany,2045,EPS others in B&C,PS-E
Germany,2045,EPS others in B&C,PVC
Germany,2045,EPS others in B&C,PET
Germany,2045,EPS others in B&C,"ABS, SAN"
Germany,2045,EPS others in B&C,PMMA
Germany,2045,EPS others in B&C,"PA (PA6, PA66)"
Germany,2045,EPS others in B&C,PC
Germany,2045,EPS others in B&C,Other Thermoplastics
Germany,2045,EPS others in B&C,PUR
Germany,2045,EPS others in B&C,Other Plastics
Germany,2050,EPS others in B&C,"PE-LD, -LLD"
Germany,2050,EPS others in B&C,"PE-HD, -MD"
Germany,2050,EPS others in B&C,PP
Germany,2050,EPS others in B&C,PS
Germany,2050,EPS others in B&C,PS-E
Germany,2050,EPS others in B&C,PVC
Germany,2050,EPS others in B&C,PET
Germany,2050,EPS others in B&C,"ABS, SAN"
Germany,2050,EPS others in B&C,PMMA
Germany,2050,EPS others in B&C,"PA (PA6, PA66)"
Germany,2050,EPS others in B&C,PC
Germany,2050,EPS others in B&C,Other Thermoplastics
Germany,2050,EPS others in B&C,PUR
Germany,2050,EPS others in B&C,Other Plastics
Germany,2020,EPS perimeter,"PE-LD, -LLD"
Germany,2020,EPS perimeter,"PE-HD, -MD"
Germany,2020,EPS perimeter,PP
Germany,2020,EPS perimeter,PS
Germany,2020,EPS perimeter,PS-E
Germany,2020,EPS perimeter,PVC
Germany,2020,EPS perimeter,PET
Germany,2020,EPS perimeter,"ABS, SAN"
Germany,2020,EPS perimeter,PMMA
Germany,2020,EPS perimeter,"PA (PA6, PA66)"
Germany,2020,EPS perimeter,PC
Germany,2020,EPS perimeter,Other Thermoplastics
Germany,2020,EPS perimeter,PUR
Germany,2020,EPS perimeter,Other Plastics
Germany,2025,EPS perimeter,"PE-LD, -LLD"
Germany,2025,EPS perimeter,"PE-HD, -MD"
Germany,2025,EPS perimeter,PP
Germany,2025,EPS perimeter,PS
Germany,2025,EPS perimeter,PS-E
Germany,2025,EPS perimeter,PVC
Germany,2025,EPS perimeter,PET
Germany,2025,EPS perimeter,"ABS, SAN"
Germany,2025,EPS perimeter,PMMA
Germany,2025,EPS perimeter,"PA (PA6, PA66)"
Germany,2025,EPS perimeter,PC
Germany,2025,EPS perimeter,Other Thermoplastics
Germany,2025,EPS perimeter,PUR
Germany,2025,EPS perimeter,Other Plastics
Germany,2030,EPS perimeter,"PE-LD, -LLD"
Germany,2030,EPS perimeter,"PE-HD, -MD"
Germany,2030,EPS perimeter,PP
Germany,2030,EPS perimeter,PS
Germany,2030,EPS perimeter,PS-E
Germany,2030,EPS perimeter,PVC
Germany,2030,EPS perimeter,PET
Germany,2030,EPS perimeter,"ABS, SAN"
Germany,2030,EPS perimeter,PMMA
Germany,2030,EPS perimeter,"PA (PA6, PA66)"
Germany,2030,EPS perimeter,PC
Germany,2030,EPS perimeter,Other Thermoplastics
Germany,2030,EPS perimeter,PUR
Germany,2030,EPS perimeter,Other Plastics
Germany,2035,EPS perimeter,"PE-LD, -LLD"
Germany,2035,EPS perimeter,"PE-HD, -MD"
Germany,2035,EPS perimeter,PP
Germany,2035,EPS perimeter,PS
Germany,2035,EPS perimeter,PS-E
Germany,2035,EPS perimeter,PVC
Germany,2035,EPS perimeter,PET
Germany,2035,EPS perimeter,"ABS, SAN"
Germany,2035,EPS perimeter,PMMA
Germany,2035,EPS perimeter,"PA (PA6, PA66)"
Germany,2035,EPS perimeter,PC
Germany,2035,EPS perimeter,Other Thermoplastics
Germany,2035,EPS perimeter,PUR
Germany,2035,EPS perimeter,Other Plastics
Germany,2040,EPS perimeter,"PE-LD, -LLD"
Germany,2040,EPS perimeter,"PE-HD, -MD"
Germany,2040,EPS perimeter,PP
Germany,2040,EPS perimeter,PS
Germany,2040,EPS perimeter,PS-E
Germany,2040,EPS perimeter,PVC
Germany,2040,EPS perimeter,PET
Germany,2040,EPS perimeter,"ABS, SAN"
Germany,2040,EPS perimeter,PMMA
Germany,2040,EPS perimeter,"PA (PA6, PA66)"
Germany,2040,EPS perimeter,PC
Germany,2040,EPS perimeter,Other Thermoplastics
Germany,2040,EPS perimeter,PUR
Germany,2040,EPS perimeter,Other Plastics
Germany,2045,EPS perimeter,"PE-LD, -LLD"
Germany,2045,EPS perimeter,"PE-HD, -MD"
Germany,2045,EPS perimeter,PP
Germany,2045,EPS perimeter,PS
Germany,2045,EPS perimeter,PS-E
Germany,2045,EPS perimeter,PVC
Germany,2045,EPS perimeter,PET
Germany,2045,EPS perimeter,"ABS, SAN"
Germany,2045,EPS perimeter,PMMA
Germany,2045,EPS perimeter,"PA (PA6, PA66)"
Germany,2045,EPS perimeter,PC
Germany,2045,EPS perimeter,Other Thermoplastics
Germany,2045,EPS perimeter,PUR
Germany,2045,EPS perimeter,Other Plastics
Germany,2050,EPS perimeter,"PE-LD, -LLD"
Germany,2050,EPS perimeter,"PE-HD, -MD"
Germany,2050,EPS perimeter,PP
Germany,2050,EPS perimeter,PS
Germany,2050,EPS perimeter,PS-E
Germany,2050,EPS perimeter,PVC
Germany,2050,EPS perimeter,PET
Germany,2050,EPS perimeter,"ABS, SAN"
Germany,2050,EPS perimeter,PMMA
Germany,2050,EPS perimeter,"PA (PA6, PA66)"
Germany,2050,EPS perimeter,PC
Germany,2050,EPS perimeter,Other Thermoplastics
Germany,2050,EPS perimeter,PUR
Germany,2050,EPS perimeter,Other Plastics
Germany,2020,Household packaging,"PE-LD, -LLD"
Germany,2020,Household packaging,"PE-HD, -MD"
Germany,2020,Household packaging,PP
Germany,2020,Household packaging,PS
Germany,2020,Household packaging,PS-E
Germany,2020,Household packaging,PVC
Germany,2020,Household packaging,PET
Germany,2020,Household packaging,"ABS, SAN"
Germany,2020,Household packaging,PMMA
Germany,2020,Household packaging,"PA (PA6, PA66)"
Germany,2020,Household packaging,PC
Germany,2020,Household packaging,Other Thermoplastics
Germany,2020,Household packaging,PUR
Germany,2020,Household packaging,Other Plastics
Germany,2025,Household packaging,"PE-LD, -LLD"
Germany,2025,Household packaging,"PE-HD, -MD"
Germany,2025,Household packaging,PP
Germany,2025,Household packaging,PS
Germany,2025,Household packaging,PS-E
Germany,2025,Household packaging,PVC
Germany,2025,Household packaging,PET
Germany,2025,Household packaging,"ABS, SAN"
Germany,2025,Household packaging,PMMA
Germany,2025,Household packaging,"PA (PA6, PA66)"
Germany,2025,Household packaging,PC
Germany,2025,Household packaging,Other Thermoplastics
Germany,2025,Household packaging,PUR
Germany,2025,Household packaging,Other Plastics
