other_region,region,time,sector,polymer,value
Extra-EU27+3,EU27+3,1970,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1971,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1972,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1973,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1974,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1975,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1976,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1977,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1978,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1979,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1980,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1981,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1982,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1983,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1984,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1985,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1986,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1987,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1988,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1989,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1990,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1991,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1992,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1993,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1994,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1995,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1996,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1997,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1998,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,1999,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,2000,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,2001,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,2002,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,2003,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,2004,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,2005,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,2006,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,2007,Packaging,"PE-LD, -LLD",0.11
Extra-EU27+3,EU27+3,2008,Packaging,"PE-LD, -LLD",0.1
Extra-EU27+3,EU27+3,2009,Packaging,"PE-LD, -LLD",0.09
Extra-EU27+3,EU27+3,2010,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2011,Packaging,"PE-LD, -LLD",0.09
Extra-EU27+3,EU27+3,2012,Packaging,"PE-LD, -LLD",0.07
Extra-EU27+3,EU27+3,2013,Packaging,"PE-LD, -LLD",0.07
Extra-EU27+3,EU27+3,2014,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2015,Packaging,"PE-LD, -LLD",0.07
Extra-EU27+3,EU27+3,2016,Packaging,"PE-LD, -LLD",0.07
Extra-EU27+3,EU27+3,2017,Packaging,"PE-LD, -LLD",0.07
Extra-EU27+3,EU27+3,2018,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2019,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2020,Packaging,"PE-LD, -LLD",0.03
Extra-EU27+3,EU27+3,2021,Packaging,"PE-LD, -LLD",0.04
Extra-EU27+3,EU27+3,2022,Packaging,"PE-LD, -LLD",0.05
Extra-EU27+3,EU27+3,2023,Packaging,"PE-LD, -LLD",0.06
Extra-EU27+3,EU27+3,2024,Packaging,"PE-LD, -LLD",0.07
Extra-EU27+3,EU27+3,2025,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2026,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2027,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2028,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2029,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2030,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2031,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2032,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2033,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2034,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2035,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2036,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2037,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2038,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2039,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2040,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2041,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2042,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2043,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2044,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2045,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2046,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2047,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2048,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2049,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2050,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2051,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2052,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2053,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2054,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2055,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2056,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2057,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2058,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2059,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,2060,Packaging,"PE-LD, -LLD",0.08
Extra-EU27+3,EU27+3,1970,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1971,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1972,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1973,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1974,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1975,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1976,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1977,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1978,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1979,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1980,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1981,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1982,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1983,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1984,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1985,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1986,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1987,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1988,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1989,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1990,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1991,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1992,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1993,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1994,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1995,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1996,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1997,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1998,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,1999,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,2000,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,2001,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,2002,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,2003,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,2004,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,2005,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,2006,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,2007,Packaging,"PE-HD, -MD",0.04
Extra-EU27+3,EU27+3,2008,Packaging,"PE-HD, -MD",0.03
Extra-EU27+3,EU27+3,2009,Packaging,"PE-HD, -MD",0.02
Extra-EU27+3,EU27+3,2010,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2011,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2012,Packaging,"PE-HD, -MD",0.0
Extra-EU27+3,EU27+3,2013,Packaging,"PE-HD, -MD",-0.01
Extra-EU27+3,EU27+3,2014,Packaging,"PE-HD, -MD",0.0
Extra-EU27+3,EU27+3,2015,Packaging,"PE-HD, -MD",0.0
Extra-EU27+3,EU27+3,2016,Packaging,"PE-HD, -MD",0.0
Extra-EU27+3,EU27+3,2017,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2018,Packaging,"PE-HD, -MD",0.02
Extra-EU27+3,EU27+3,2019,Packaging,"PE-HD, -MD",0.02
Extra-EU27+3,EU27+3,2020,Packaging,"PE-HD, -MD",-0.02
Extra-EU27+3,EU27+3,2021,Packaging,"PE-HD, -MD",-0.01
Extra-EU27+3,EU27+3,2022,Packaging,"PE-HD, -MD",0.0
Extra-EU27+3,EU27+3,2023,Packaging,"PE-HD, -MD",0.0
Extra-EU27+3,EU27+3,2024,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2025,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2026,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2027,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2028,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2029,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2030,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2031,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2032,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2033,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2034,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2035,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2036,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2037,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2038,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2039,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2040,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2041,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2042,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2043,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2044,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2045,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2046,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2047,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2048,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2049,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2050,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2051,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2052,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2053,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2054,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2055,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2056,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2057,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2058,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2059,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,2060,Packaging,"PE-HD, -MD",0.01
Extra-EU27+3,EU27+3,1970,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1971,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1972,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1973,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1974,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1975,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1976,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1977,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1978,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1979,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1980,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1981,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1982,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1983,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1984,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1985,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1986,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1987,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1988,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1989,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1990,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1991,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1992,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1993,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1994,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1995,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1996,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1997,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1998,Packaging,PP,0.03
Extra-EU27+3,EU27+3,1999,Packaging,PP,0.03
Extra-EU27+3,EU27+3,2000,Packaging,PP,0.03
Extra-EU27+3,EU27+3,2001,Packaging,PP,0.03
Extra-EU27+3,EU27+3,2002,Packaging,PP,0.03
Extra-EU27+3,EU27+3,2003,Packaging,PP,0.03
Extra-EU27+3,EU27+3,2004,Packaging,PP,0.03
Extra-EU27+3,EU27+3,2005,Packaging,PP,0.03
Extra-EU27+3,EU27+3,2006,Packaging,PP,0.03
Extra-EU27+3,EU27+3,2007,Packaging,PP,0.03
Extra-EU27+3,EU27+3,2008,Packaging,PP,0.03
Extra-EU27+3,EU27+3,2009,Packaging,PP,0.02
Extra-EU27+3,EU27+3,2010,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2011,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2012,Packaging,PP,-0.01
Extra-EU27+3,EU27+3,2013,Packaging,PP,-0.02
Extra-EU27+3,EU27+3,2014,Packaging,PP,-0.01
Extra-EU27+3,EU27+3,2015,Packaging,PP,-0.01
Extra-EU27+3,EU27+3,2016,Packaging,PP,-0.01
Extra-EU27+3,EU27+3,2017,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2018,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2019,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2020,Packaging,PP,-0.03
Extra-EU27+3,EU27+3,2021,Packaging,PP,-0.02
Extra-EU27+3,EU27+3,2022,Packaging,PP,-0.02
Extra-EU27+3,EU27+3,2023,Packaging,PP,-0.01
Extra-EU27+3,EU27+3,2024,Packaging,PP,-0.01
Extra-EU27+3,EU27+3,2025,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2026,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2027,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2028,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2029,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2030,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2031,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2032,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2033,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2034,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2035,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2036,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2037,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2038,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2039,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2040,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2041,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2042,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2043,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2044,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2045,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2046,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2047,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2048,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2049,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2050,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2051,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2052,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2053,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2054,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2055,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2056,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2057,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2058,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2059,Packaging,PP,0.0
Extra-EU27+3,EU27+3,2060,Packaging,PP,0.0
Extra-EU27+3,EU27+3,1970,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1971,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1972,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1973,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1974,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1975,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1976,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1977,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1978,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1979,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1980,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1981,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1982,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1983,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1984,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1985,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1986,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1987,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1988,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1989,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1990,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1991,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1992,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1993,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1994,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1995,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1996,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1997,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1998,Packaging,PS,0.04
Extra-EU27+3,EU27+3,1999,Packaging,PS,0.04
Extra-EU27+3,EU27+3,2000,Packaging,PS,0.04
Extra-EU27+3,EU27+3,2001,Packaging,PS,0.04
Extra-EU27+3,EU27+3,2002,Packaging,PS,0.04
Extra-EU27+3,EU27+3,2003,Packaging,PS,0.04
Extra-EU27+3,EU27+3,2004,Packaging,PS,0.04
Extra-EU27+3,EU27+3,2005,Packaging,PS,0.04
Extra-EU27+3,EU27+3,2006,Packaging,PS,0.04
Extra-EU27+3,EU27+3,2007,Packaging,PS,0.04
Extra-EU27+3,EU27+3,2008,Packaging,PS,0.03
Extra-EU27+3,EU27+3,2009,Packaging,PS,0.02
Extra-EU27+3,EU27+3,2010,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2011,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2012,Packaging,PS,-0.01
Extra-EU27+3,EU27+3,2013,Packaging,PS,-0.02
Extra-EU27+3,EU27+3,2014,Packaging,PS,-0.01
Extra-EU27+3,EU27+3,2015,Packaging,PS,-0.02
Extra-EU27+3,EU27+3,2016,Packaging,PS,-0.01
Extra-EU27+3,EU27+3,2017,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2018,Packaging,PS,0.01
Extra-EU27+3,EU27+3,2019,Packaging,PS,0.01
Extra-EU27+3,EU27+3,2020,Packaging,PS,-0.02
Extra-EU27+3,EU27+3,2021,Packaging,PS,-0.02
Extra-EU27+3,EU27+3,2022,Packaging,PS,-0.01
Extra-EU27+3,EU27+3,2023,Packaging,PS,-0.01
Extra-EU27+3,EU27+3,2024,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2025,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2026,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2027,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2028,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2029,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2030,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2031,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2032,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2033,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2034,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2035,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2036,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2037,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2038,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2039,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2040,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2041,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2042,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2043,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2044,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2045,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2046,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2047,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2048,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2049,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2050,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2051,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2052,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2053,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2054,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2055,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2056,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2057,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2058,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2059,Packaging,PS,0.0
Extra-EU27+3,EU27+3,2060,Packaging,PS,0.0
Extra-EU27+3,EU27+3,1970,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1971,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1972,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1973,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1974,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1975,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1976,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1977,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1978,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1979,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1980,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1981,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1982,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1983,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1984,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1985,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1986,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1987,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1988,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1989,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1990,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1991,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1992,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1993,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1994,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1995,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1996,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1997,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1998,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,1999,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,2000,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,2001,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,2002,Packaging,PS-E,0.02
Extra-EU27+3,EU27+3,2003,Packaging,PS-E,0.02
