Time,Region,Insulation product,value
2021,LTU,Insulation (Roof),4273075.298333682
2021,LTU,Insulation (Floor),2245493.302526075
2021,LTU,Insulation (Basement),103093.45740461233
2021,LUX,Insulation,0.0
2021,LUX,Insulation (Exterior wall),9282393.359437427
2021,LUX,Insulation (Roof),4154270.667413779
2021,LUX,Insulation (Floor),2009481.9863493638
2021,LUX,Insulation (Basement),1366819.7063768117
2021,LVA,Insulation,0.0
2021,LVA,Insulation (Exterior wall),605899.7830468208
2021,LVA,Insulation (Roof),2909794.957784573
2021,LVA,Insulation (Floor),1498171.1300269642
2021,LVA,Insulation (Basement),68419.37434106883
2021,MLT,Insulation,0.0
2021,MLT,Insulation (Exterior wall),3650504.825066767
2021,MLT,Insulation (Roof),1807668.9956937816
2021,MLT,Insulation (Floor),1829379.8208410314
2021,MLT,Insulation (Basement),786478.7036271626
2021,NLD,Insulation,0.0
2021,NLD,Insulation (Exterior wall),105799157.95043579
2021,NLD,Insulation (Roof),55696506.31650494
2021,NLD,Insulation (Floor),24780307.146532476
2021,NLD,Insulation (Basement),13563716.939162645
2021,POL,Insulation,0.0
2021,POL,Insulation (Exterior wall),199208341.71248102
2021,POL,Insulation (Roof),97142882.13889346
2021,POL,Insulation (Floor),49659956.69784995
2021,POL,Insulation (Basement),23054107.20278898
2021,PRT,Insulation,0.0
2021,PRT,Insulation (Exterior wall),15950893.857917264
2021,PRT,Insulation (Roof),9227488.628788812
2021,PRT,Insulation (Floor),10466992.257505376
2021,PRT,Insulation (Basement),3073425.596156064
2021,ROU,Insulation,0.0
2021,ROU,Insulation (Exterior wall),15774554.186978389
2021,ROU,Insulation (Roof),15357716.046152115
2021,ROU,Insulation (Floor),4966602.116361729
2021,ROU,Insulation (Basement),877364.3012811646
2021,SVK,Insulation,0.0
2021,SVK,Insulation (Exterior wall),12945805.326722028
2021,SVK,Insulation (Roof),5118552.484855955
2021,SVK,Insulation (Floor),3172432.2395166075
2021,SVK,Insulation (Basement),1247368.6729429117
2021,SVN,Insulation,0.0
2021,SVN,Insulation (Exterior wall),9514042.91389415
2021,SVN,Insulation (Roof),5851101.803422142
2021,SVN,Insulation (Floor),2416432.046435873
2021,SVN,Insulation (Basement),971778.4024894587
2021,SWE,Insulation,0.0
2021,SWE,Insulation (Exterior wall),117868612.48894125
2021,SWE,Insulation (Roof),46905704.70112338
2021,SWE,Insulation (Floor),21193772.668340698
2021,SWE,Insulation (Basement),25962099.52337434
2022,AUT,Insulation,0.0
2022,AUT,Insulation (Exterior wall),63727713.586591996
2022,AUT,Insulation (Roof),24138460.088827077
2022,AUT,Insulation (Floor),14206737.397231117
2022,AUT,Insulation (Basement),8413903.061161034
2022,BEL,Insulation,0.0
2022,BEL,Insulation (Exterior wall),56076852.94800754
2022,BEL,Insulation (Roof),26442409.83248218
2022,BEL,Insulation (Floor),13044270.31941831
2022,BEL,Insulation (Basement),6687235.718519989
2022,BGR,Insulation,0.0
2022,BGR,Insulation (Exterior wall),8110255.168018812
2022,BGR,Insulation (Roof),8456706.440424446
2022,BGR,Insulation (Floor),2953263.8301199996
2022,BGR,Insulation (Basement),0.0
2022,CYP,Insulation,0.0
2022,CYP,Insulation (Exterior wall),5269099.821383276
2022,CYP,Insulation (Roof),2507371.4030496753
2022,CYP,Insulation (Floor),2431991.2314764517
2022,CYP,Insulation (Basement),1107283.1667416608
2022,CZE,Insulation,0.0
2022,CZE,Insulation (Exterior wall),30738797.140451178
2022,CZE,Insulation (Roof),15625660.287431143
2022,CZE,Insulation (Floor),7648265.419767106
2022,CZE,Insulation (Basement),3434258.9521303037
2022,DEU,Insulation,0.0
2022,DEU,Insulation (Exterior wall),366861635.20070297
2022,DEU,Insulation (Roof),162234245.41697082
2022,DEU,Insulation (Floor),94372295.12314248
2022,DEU,Insulation (Basement),29741488.258769095
2022,DNK,Insulation,0.0
2022,DNK,Insulation (Exterior wall),0.0
2022,DNK,Insulation (Roof),0.0
2022,DNK,Insulation (Floor),0.0
2022,DNK,Insulation (Basement),0.0
2022,ESP,Insulation,0.0
2022,ESP,Insulation (Exterior wall),118919893.66555826
2022,ESP,Insulation (Roof),72088956.30627961
2022,ESP,Insulation (Floor),85686775.23518793
2022,ESP,Insulation (Basement),26461224.99371409
2022,EST,Insulation,0.0
2022,EST,Insulation (Exterior wall),2846557.8912454364
2022,EST,Insulation (Roof),3260598.973598998
2022,EST,Insulation (Floor),1358493.0414673411
2022,EST,Insulation (Basement),597638.1025015076
2022,FIN,Insulation,0.0
2022,FIN,Insulation (Exterior wall),12395022.089421405
2022,FIN,Insulation (Roof),11316356.842950923
2022,FIN,Insulation (Floor),4844507.380879751
2022,FIN,Insulation (Basement),2554392.723190345
2022,FRA,Insulation,0.0
2022,FRA,Insulation (Exterior wall),202370652.0450911
2022,FRA,Insulation (Roof),104630307.77747852
2022,FRA,Insulation (Floor),109342882.82311438
2022,FRA,Insulation (Basement),41519350.929542676
2022,GBR,Insulation,0.0
2022,GBR,Insulation (Exterior wall),346694096.07900864
2022,GBR,Insulation (Roof),143353786.1770275
2022,GBR,Insulation (Floor),72805759.19934732
2022,GBR,Insulation (Basement),49901170.26337279
2022,GRC,Insulation,0.0
2022,GRC,Insulation (Exterior wall),13136125.087292094
2022,GRC,Insulation (Roof),8439477.027416704
2022,GRC,Insulation (Floor),10141865.29521626
2022,GRC,Insulation (Basement),2177906.027572991
2022,HRV,Insulation,0.0
2022,HRV,Insulation (Exterior wall),534461.8436649627
2022,HRV,Insulation (Roof),635194.100016
2022,HRV,Insulation (Floor),952791.1500239999
2022,HRV,Insulation (Basement),0.0
2022,HUN,Insulation,0.0
2022,HUN,Insulation (Exterior wall),22196351.976975765
2022,HUN,Insulation (Roof),19535654.900611363
2022,HUN,Insulation (Floor),7292121.134284384
2022,HUN,Insulation (Basement),733477.563332267
2022,IRL,Insulation,0.0
2022,IRL,Insulation (Exterior wall),31154564.864129566
2022,IRL,Insulation (Roof),12200820.25609383
2022,IRL,Insulation (Floor),6231624.00035702
2022,IRL,Insulation (Basement),4030681.3313547065
2022,ITA,Insulation,0.0
2022,ITA,Insulation (Exterior wall),97454087.24310616
2022,ITA,Insulation (Roof),62097734.12117115
2022,ITA,Insulation (Floor),76272067.00343654
2022,ITA,Insulation (Basement),22114195.13898693
2022,LTU,Insulation,0.0
2022,LTU,Insulation (Exterior wall),918582.8436304916
2022,LTU,Insulation (Roof),4273075.298333682
2022,LTU,Insulation (Floor),2245493.302526075
2022,LTU,Insulation (Basement),103093.45740461233
2022,LUX,Insulation,0.0
2022,LUX,Insulation (Exterior wall),9282393.359437427
2022,LUX,Insulation (Roof),4154270.667413779
2022,LUX,Insulation (Floor),2009481.9863493638
2022,LUX,Insulation (Basement),1366819.7063768117
2022,LVA,Insulation,0.0
2022,LVA,Insulation (Exterior wall),605899.7830468208
2022,LVA,Insulation (Roof),2909794.957784573
2022,LVA,Insulation (Floor),1498171.1300269642
2022,LVA,Insulation (Basement),68419.37434106883
2022,MLT,Insulation,0.0
2022,MLT,Insulation (Exterior wall),3650504.825066767
2022,MLT,Insulation (Roof),1807668.9956937816
2022,MLT,Insulation (Floor),1829379.8208410314
2022,MLT,Insulation (Basement),786478.7036271626
2022,NLD,Insulation,0.0
2022,NLD,Insulation (Exterior wall),105799157.95043579
2022,NLD,Insulation (Roof),55696506.31650494
2022,NLD,Insulation (Floor),24780307.146532476
2022,NLD,Insulation (Basement),13563716.939162645
2022,POL,Insulation,0.0
2022,POL,Insulation (Exterior wall),199208341.71248102
2022,POL,Insulation (Roof),97142882.13889346
2022,POL,Insulation (Floor),49659956.69784995
2022,POL,Insulation (Basement),23054107.20278898
2022,PRT,Insulation,0.0
2022,PRT,Insulation (Exterior wall),15950893.857917264
2022,PRT,Insulation (Roof),9227488.628788812
2022,PRT,Insulation (Floor),10466992.257505376
2022,PRT,Insulation (Basement),3073425.596156064
2022,ROU,Insulation,0.0
2022,ROU,Insulation (Exterior wall),15774554.186978389
2022,ROU,Insulation (Roof),15357716.046152115
2022,ROU,Insulation (Floor),4966602.116361729
2022,ROU,Insulation (Basement),877364.3012811646
2022,SVK,Insulation,0.0
2022,SVK,Insulation (Exterior wall),12945805.326722028
2022,SVK,Insulation (Roof),5118552.484855955
2022,SVK,Insulation (Floor),3172432.2395166075
2022,SVK,Insulation (Basement),1247368.6729429117
2022,SVN,Insulation,0.0
2022,SVN,Insulation (Exterior wall),9514042.91389415
2022,SVN,Insulation (Roof),5851101.803422142
2022,SVN,Insulation (Floor),2416432.046435873
2022,SVN,Insulation (Basement),971778.4024894587
2022,SWE,Insulation,0.0
2022,SWE,Insulation (Exterior wall),117868612.48894125
2022,SWE,Insulation (Roof),46905704.70112338
2022,SWE,Insulation (Floor),21193772.668340698
2022,SWE,Insulation (Basement),25962099.52337434
2023,AUT,Insulation,0.0
2023,AUT,Insulation (Exterior wall),63727713.586591996
2023,AUT,Insulation (Roof),24138460.088827077
2023,AUT,Insulation (Floor),14206737.397231117
2023,AUT,Insulation (Basement),8413903.061161034
2023,BEL,Insulation,0.0
2023,BEL,Insulation (Exterior wall),56076852.94800754
2023,BEL,Insulation (Roof),26442409.83248218
2023,BEL,Insulation (Floor),13044270.31941831
2023,BEL,Insulation (Basement),6687235.718519989
2023,BGR,Insulation,0.0
2023,BGR,Insulation (Exterior wall),8110255.167168541
2023,BGR,Insulation (Roof),8456706.440200446
2023,BGR,Insulation (Floor),2953263.8298799996
2023,BGR,Insulation (Basement),0.0
2023,CYP,Insulation,0.0
2023,CYP,Insulation (Exterior wall),5269099.821383276
2023,CYP,Insulation (Roof),2507371.4030496753
2023,CYP,Insulation (Floor),2431991.2314764517
2023,CYP,Insulation (Basement),1107283.1667416608
2023,CZE,Insulation,0.0
2023,CZE,Insulation (Exterior wall),30738797.140451178
2023,CZE,Insulation (Roof),15625660.287431143
2023,CZE,Insulation (Floor),7648265.419767106
2023,CZE,Insulation (Basement),3434258.9521303037
2023,DEU,Insulation,0.0
2023,DEU,Insulation (Exterior wall),366861635.20070297
2023,DEU,Insulation (Roof),162234245.41697082
2023,DEU,Insulation (Floor),94372295.12314248
2023,DEU,Insulation (Basement),29741488.258769095
2023,DNK,Insulation,0.0
2023,DNK,Insulation (Exterior wall),0.0
2023,DNK,Insulation (Roof),0.0
2023,DNK,Insulation (Floor),0.0
2023,DNK,Insulation (Basement),0.0
2023,ESP,Insulation,0.0
2023,ESP,Insulation (Exterior wall),118919893.66555826
2023,ESP,Insulation (Roof),72088956.30627961
2023,ESP,Insulation (Floor),85686775.23518793
2023,ESP,Insulation (Basement),26461224.99371409
2023,EST,Insulation,0.0
2023,EST,Insulation (Exterior wall),2846557.8912454364
2023,EST,Insulation (Roof),3260598.973598998
2023,EST,Insulation (Floor),1358493.0414673411
2023,EST,Insulation (Basement),597638.1025015076
2023,FIN,Insulation,0.0
2023,FIN,Insulation (Exterior wall),12395022.090498805
2023,FIN,Insulation (Roof),11316356.842950923
2023,FIN,Insulation (Floor),4844507.380879751
2023,FIN,Insulation (Basement),2554392.7234107223
2023,FRA,Insulation,0.0
2023,FRA,Insulation (Exterior wall),202370652.0450911
2023,FRA,Insulation (Roof),104630307.77747852
2023,FRA,Insulation (Floor),109342882.82311438
2023,FRA,Insulation (Basement),41519350.929542676
2023,GBR,Insulation,0.0
2023,GBR,Insulation (Exterior wall),346694096.07900864
2023,GBR,Insulation (Roof),143353786.1770275
2023,GBR,Insulation (Floor),72805759.19934732
2023,GBR,Insulation (Basement),49901170.26337279
2023,GRC,Insulation,0.0
2023,GRC,Insulation (Exterior wall),13136125.088269873
2023,GRC,Insulation (Roof),8439477.02777485
2023,GRC,Insulation (Floor),10141865.29545626
2023,GRC,Insulation (Basement),2177906.027772991
2023,HRV,Insulation,0.0
2023,HRV,Insulation (Exterior wall),534461.8436649627
2023,HRV,Insulation (Roof),635194.100016
2023,HRV,Insulation (Floor),952791.1500239999
2023,HRV,Insulation (Basement),0.0
2023,HUN,Insulation,0.0
2023,HUN,Insulation (Exterior wall),22196351.976975765
2023,HUN,Insulation (Roof),19535654.900611363
2023,HUN,Insulation (Floor),7292121.134284384
2023,HUN,Insulation (Basement),733477.563332267
2023,IRL,Insulation,0.0
2023,IRL,Insulation (Exterior wall),31154564.864129566
2023,IRL,Insulation (Roof),12200820.25609383
2023,IRL,Insulation (Floor),6231624.00035702
2023,IRL,Insulation (Basement),4030681.3313547065
2023,ITA,Insulation,0.0
2023,ITA,Insulation (Exterior wall),97454087.24310616
2023,ITA,Insulation (Roof),62097734.12117115
2023,ITA,Insulation (Floor),76272067.00343654
2023,ITA,Insulation (Basement),22114195.13898693
2023,LTU,Insulation,0.0
2023,LTU,Insulation (Exterior wall),918582.8436304916
2023,LTU,Insulation (Roof),4273075.298333682
2023,LTU,Insulation (Floor),2245493.302526075
2023,LTU,Insulation (Basement),103093.45740461233
2023,LUX,Insulation,0.0
2023,LUX,Insulation (Exterior wall),9282393.359437427
2023,LUX,Insulation (Roof),4154270.667413779
2023,LUX,Insulation (Floor),2009481.9863493638
2023,LUX,Insulation (Basement),1366819.7063768117
2023,LVA,Insulation,0.0
2023,LVA,Insulation (Exterior wall),605899.7830468208
2023,LVA,Insulation (Roof),2909794.957784573
2023,LVA,Insulation (Floor),1498171.1300269642
2023,LVA,Insulation (Basement),68419.37434106883
2023,MLT,Insulation,0.0
2023,MLT,Insulation (Exterior wall),3650504.825066767
2023,MLT,Insulation (Roof),1807668.9956937816
2023,MLT,Insulation (Floor),1829379.8208410314
2023,MLT,Insulation (Basement),786478.7036271626
2023,NLD,Insulation,0.0
2023,NLD,Insulation (Exterior wall),105799157.95043579
2023,NLD,Insulation (Roof),55696506.31650494
2023,NLD,Insulation (Floor),24780307.146532476
2023,NLD,Insulation (Basement),13563716.939162645
2023,POL,Insulation,0.0
2023,POL,Insulation (Exterior wall),199208341.71248102
2023,POL,Insulation (Roof),97142882.13889346
2023,POL,Insulation (Floor),49659956.69784995
2023,POL,Insulation (Basement),23054107.20278898
2023,PRT,Insulation,0.0
2023,PRT,Insulation (Exterior wall),15950893.857917264
2023,PRT,Insulation (Roof),9227488.628788812
2023,PRT,Insulation (Floor),10466992.257505376
2023,PRT,Insulation (Basement),3073425.596156064
2023,ROU,Insulation,0.0
2023,ROU,Insulation (Exterior wall),15774554.186978389
2023,ROU,Insulation (Roof),15357716.046152115
2023,ROU,Insulation (Floor),4966602.116361729
2023,ROU,Insulation (Basement),877364.3012811646
2023,SVK,Insulation,0.0
2023,SVK,Insulation (Exterior wall),12945805.326722028
2023,SVK,Insulation (Roof),5118552.484855955
2023,SVK,Insulation (Floor),3172432.2395166075
2023,SVK,Insulation (Basement),1247368.6729429117
2023,SVN,Insulation,0.0
2023,SVN,Insulation (Exterior wall),9514042.91389415
2023,SVN,Insulation (Roof),5851101.803422142
2023,SVN,Insulation (Floor),2416432.046435873
2023,SVN,Insulation (Basement),971778.4024894587
2023,SWE,Insulation,0.0
2023,SWE,Insulation (Exterior wall),117868612.48894125
2023,SWE,Insulation (Roof),46905704.70112338
2023,SWE,Insulation (Floor),21193772.668340698
2023,SWE,Insulation (Basement),25962099.52337434
2024,AUT,Insulation,0.0
2024,AUT,Insulation (Exterior wall),63727713.58599369
2024,AUT,Insulation (Roof),24138460.088373266
2024,AUT,Insulation (Floor),14206737.397031117
2024,AUT,Insulation (Basement),8413903.061161034
2024,BEL,Insulation,0.0
2024,BEL,Insulation (Exterior wall),56076852.94800754
2024,BEL,Insulation (Roof),26442409.83248218
2024,BEL,Insulation (Floor),13044270.31941831
2024,BEL,Insulation (Basement),6687235.718519989
2024,BGR,Insulation,0.0
2024,BGR,Insulation (Exterior wall),8110255.168018812
2024,BGR,Insulation (Roof),8456706.440424446
2024,BGR,Insulation (Floor),2953263.8301199996
2024,BGR,Insulation (Basement),0.0
2024,CYP,Insulation,0.0
2024,CYP,Insulation (Exterior wall),5269099.821383276
2024,CYP,Insulation (Roof),2507371.4030496753
2024,CYP,Insulation (Floor),2431991.2314764517
2024,CYP,Insulation (Basement),1107283.1667416608
2024,CZE,Insulation,0.0
2024,CZE,Insulation (Exterior wall),30738797.140451178
2024,CZE,Insulation (Roof),15625660.287431143
2024,CZE,Insulation (Floor),7648265.419767106
2024,CZE,Insulation (Basement),3434258.9521303037
2024,DEU,Insulation,0.0
2024,DEU,Insulation (Exterior wall),366861635.20070297
2024,DEU,Insulation (Roof),162234245.41697082
2024,DEU,Insulation (Floor),94372295.12314248
2024,DEU,Insulation (Basement),29741488.258769095
2024,DNK,Insulation,0.0
2024,DNK,Insulation (Exterior wall),0.0
2024,DNK,Insulation (Roof),0.0
2024,DNK,Insulation (Floor),0.0
2024,DNK,Insulation (Basement),0.0
2024,ESP,Insulation,0.0
2024,ESP,Insulation (Exterior wall),118919893.66555826
2024,ESP,Insulation (Roof),72088956.30627961
2024,ESP,Insulation (Floor),85686775.23518793
2024,ESP,Insulation (Basement),26461224.99371409
2024,EST,Insulation,0.0
2024,EST,Insulation (Exterior wall),2846557.8912454364
2024,EST,Insulation (Roof),3260598.973598998
2024,EST,Insulation (Floor),1358493.0414673411
2024,EST,Insulation (Basement),597638.1025015076
2024,FIN,Insulation,0.0
2024,FIN,Insulation (Exterior wall),12395022.090498805
2024,FIN,Insulation (Roof),11316356.842950923
2024,FIN,Insulation (Floor),4844507.380879751
2024,FIN,Insulation (Basement),2554392.7234107223
2024,FRA,Insulation,0.0
2024,FRA,Insulation (Exterior wall),202370652.0450911
2024,FRA,Insulation (Roof),104630307.77747852
2024,FRA,Insulation (Floor),109342882.82311438
2024,FRA,Insulation (Basement),41519350.929542676
2024,GBR,Insulation,0.0
2024,GBR,Insulation (Exterior wall),346694096.07900864
2024,GBR,Insulation (Roof),143353786.1770275
2024,GBR,Insulation (Floor),72805759.19934732
2024,GBR,Insulation (Basement),49901170.26337279
2024,GRC,Insulation,0.0
2024,GRC,Insulation (Exterior wall),13136125.087292094
2024,GRC,Insulation (Roof),8439477.027416704
2024,GRC,Insulation (Floor),10141865.29521626
2024,GRC,Insulation (Basement),2177906.027572991
2024,HRV,Insulation,0.0
2024,HRV,Insulation (Exterior wall),534461.8436649627
2024,HRV,Insulation (Roof),635194.100016
2024,HRV,Insulation (Floor),952791.1500239999
2024,HRV,Insulation (Basement),0.0
2024,HUN,Insulation,0.0
