Time,Region,Steel product,value
2021,DNK,Hot rolled plate,0.0
2021,DNK,"Hot rolled coil, sheet and strip",0.0
2021,DNK,Electrical sheet and strip,0.0
2021,DNK,Tinmill products,0.0
2021,DNK,Other metal coated sheet and strip,0.0
2021,DNK,Non-metallic coated sheet and strip,0.0
2021,DNK,Welded tubes,0.0
2021,DNK,Liquid steel,0.0
2021,ESP,Concrete reinforcing bars in transport concrete,-79487901.3856045
2021,ESP,Concrete reinforcing bars in precast concrete,-36552830.56776505
2021,ESP,Hot rolled bars,0.0
2021,ESP,Wire rod,0.0
2021,ESP,Railway track material,0.0
2021,ESP,Heavy sections,0.0
2021,ESP,Light sections,0.0
2021,ESP,Seamless tubes,0.0
2021,ESP,Hot rolled plate,0.0
2021,ESP,"Hot rolled coil, sheet and strip",0.0
2021,ESP,Electrical sheet and strip,0.0
2021,ESP,Tinmill products,0.0
2021,ESP,Other metal coated sheet and strip,0.0
2021,ESP,Non-metallic coated sheet and strip,0.0
2021,ESP,Welded tubes,0.0
2021,ESP,Liquid steel,0.0
2021,EST,Concrete reinforcing bars in transport concrete,-6927429.687159554
2021,EST,Concrete reinforcing bars in precast concrete,-3185606.3527015625
2021,EST,Hot rolled bars,0.0
2021,EST,Wire rod,0.0
2021,EST,Railway track material,0.0
2021,EST,Heavy sections,0.0
2021,EST,Light sections,0.0
2021,EST,Seamless tubes,0.0
2021,EST,Hot rolled plate,0.0
2021,EST,"Hot rolled coil, sheet and strip",0.0
2021,EST,Electrical sheet and strip,0.0
2021,EST,Tinmill products,0.0
2021,EST,Other metal coated sheet and strip,0.0
2021,EST,Non-metallic coated sheet and strip,0.0
2021,EST,Welded tubes,0.0
2021,EST,Liquid steel,0.0
2021,FIN,Concrete reinforcing bars in transport concrete,-24779748.955039244
2021,FIN,Concrete reinforcing bars in precast concrete,-11395067.03829922
2021,FIN,Hot rolled bars,0.0
2021,FIN,Wire rod,0.0
2021,FIN,Railway track material,0.0
2021,FIN,Heavy sections,0.0
2021,FIN,Light sections,0.0
2021,FIN,Seamless tubes,0.0
2021,FIN,Hot rolled plate,0.0
2021,FIN,"Hot rolled coil, sheet and strip",0.0
2021,FIN,Electrical sheet and strip,0.0
2021,FIN,Tinmill products,0.0
2021,FIN,Other metal coated sheet and strip,0.0
2021,FIN,Non-metallic coated sheet and strip,0.0
2021,FIN,Welded tubes,0.0
2021,FIN,Liquid steel,0.0
2021,FRA,Concrete reinforcing bars in transport concrete,-207172354.90375307
2021,FRA,Concrete reinforcing bars in precast concrete,-95269039.125267
2021,FRA,Hot rolled bars,0.0
2021,FRA,Wire rod,0.0
2021,FRA,Railway track material,0.0
2021,FRA,Heavy sections,0.0
2021,FRA,Light sections,0.0
2021,FRA,Seamless tubes,0.0
2021,FRA,Hot rolled plate,0.0
2021,FRA,"Hot rolled coil, sheet and strip",0.0
2021,FRA,Electrical sheet and strip,0.0
2021,FRA,Tinmill products,0.0
2021,FRA,Other metal coated sheet and strip,0.0
2021,FRA,Non-metallic coated sheet and strip,0.0
2021,FRA,Welded tubes,0.0
2021,FRA,Liquid steel,0.0
2021,GBR,Concrete reinforcing bars in transport concrete,-122047258.06209101
2021,GBR,Concrete reinforcing bars in precast concrete,-56123921.58947018
2021,GBR,Hot rolled bars,0.0
2021,GBR,Wire rod,0.0
2021,GBR,Railway track material,0.0
2021,GBR,Heavy sections,0.0
2021,GBR,Light sections,0.0
2021,GBR,Seamless tubes,0.0
2021,GBR,Hot rolled plate,0.0
2021,GBR,"Hot rolled coil, sheet and strip",0.0
2021,GBR,Electrical sheet and strip,0.0
2021,GBR,Tinmill products,0.0
2021,GBR,Other metal coated sheet and strip,0.0
2021,GBR,Non-metallic coated sheet and strip,0.0
2021,GBR,Welded tubes,0.0
2021,GBR,Liquid steel,0.0
2021,GRC,Concrete reinforcing bars in transport concrete,-36995608.14536749
2021,GRC,Concrete reinforcing bars in precast concrete,-17012578.92976029
2021,GRC,Hot rolled bars,0.0
2021,GRC,Wire rod,0.0
2021,GRC,Railway track material,0.0
2021,GRC,Heavy sections,0.0
2021,GRC,Light sections,0.0
2021,GRC,Seamless tubes,0.0
2021,GRC,Hot rolled plate,0.0
2021,GRC,"Hot rolled coil, sheet and strip",0.0
2021,GRC,Electrical sheet and strip,0.0
2021,GRC,Tinmill products,0.0
2021,GRC,Other metal coated sheet and strip,0.0
