Time,Region,Glass product,value
2026,MLT,Flat glass,233597.33961476164
2026,MLT,Container glass,0.0
2026,MLT,Other glass,0.0
2026,NLD,Flat glass,10116636.584351992
2026,NLD,Container glass,0.0
2026,NLD,Other glass,0.0
2026,POL,Flat glass,18953607.078955088
2026,POL,Container glass,0.0
2026,POL,Other glass,0.0
2026,PRT,Flat glass,6234791.2906395225
2026,PRT,Container glass,0.0
2026,PRT,Other glass,0.0
2026,ROU,Flat glass,6072129.232100801
2026,ROU,Container glass,0.0
2026,ROU,Other glass,0.0
2026,SVK,Flat glass,2201961.087476091
2026,SVK,Container glass,0.0
2026,SVK,Other glass,0.0
2026,SVN,Flat glass,1020558.3799959092
2026,SVN,Container glass,0.0
2026,SVN,Other glass,0.0
2026,SWE,Flat glass,8718547.522753136
2026,SWE,Container glass,0.0
2026,SWE,Other glass,0.0
2027,AUT,Flat glass,6694975.25989981
2027,AUT,Container glass,0.0
2027,AUT,Other glass,0.0
2027,BEL,Flat glass,5255779.580445883
2027,BEL,Container glass,0.0
2027,BEL,Other glass,0.0
2027,BGR,Flat glass,4368527.804333801
2027,BGR,Container glass,0.0
2027,BGR,Other glass,0.0
2027,CYP,Flat glass,272916.33318906056
2027,CYP,Container glass,0.0
2027,CYP,Other glass,0.0
2027,CZE,Flat glass,4317392.669444048
2027,CZE,Container glass,0.0
2027,CZE,Other glass,0.0
2027,DEU,Flat glass,94579382.55778402
2027,DEU,Container glass,0.0
2027,DEU,Other glass,0.0
2027,DNK,Flat glass,3973213.4472415806
2027,DNK,Container glass,0.0
2027,DNK,Other glass,0.0
2027,ESP,Flat glass,18038461.69308075
2027,ESP,Container glass,0.0
2027,ESP,Other glass,0.0
2027,EST,Flat glass,766854.1469497307
2027,EST,Container glass,0.0
2027,EST,Other glass,0.0
2027,FIN,Flat glass,2602886.014414075
2027,FIN,Container glass,0.0
2027,FIN,Other glass,0.0
2027,FRA,Flat glass,50670967.9102131
2027,FRA,Container glass,0.0
2027,FRA,Other glass,0.0
2027,GBR,Flat glass,28804771.98034428
2027,GBR,Container glass,0.0
2027,GBR,Other glass,0.0
2027,GRC,Flat glass,6190513.724400596
2027,GRC,Container glass,0.0
2027,GRC,Other glass,0.0
2027,HRV,Flat glass,2339457.30185368
2027,HRV,Container glass,0.0
2027,HRV,Other glass,0.0
2027,HUN,Flat glass,6669762.279715411
2027,HUN,Container glass,0.0
2027,HUN,Other glass,0.0
2027,IRL,Flat glass,1548151.1626220657
2027,IRL,Container glass,0.0
2027,IRL,Other glass,0.0
2027,ITA,Flat glass,73600352.30852059
2027,ITA,Container glass,0.0
2027,ITA,Other glass,0.0
2027,LTU,Flat glass,2595043.544213159
2027,LTU,Container glass,0.0
2027,LTU,Other glass,0.0
2027,LUX,Flat glass,409000.977578817
2027,LUX,Container glass,0.0
2027,LUX,Other glass,0.0
2027,LVA,Flat glass,1579970.9258184112
2027,LVA,Container glass,0.0
2027,LVA,Other glass,0.0
2027,MLT,Flat glass,233597.33961476164
2027,MLT,Container glass,0.0
2027,MLT,Other glass,0.0
2027,NLD,Flat glass,10116636.584351992
2027,NLD,Container glass,0.0
2027,NLD,Other glass,0.0
2027,POL,Flat glass,18953607.078955088
2027,POL,Container glass,0.0
2027,POL,Other glass,0.0
2027,PRT,Flat glass,6234791.2906395225
2027,PRT,Container glass,0.0
2027,PRT,Other glass,0.0
2027,ROU,Flat glass,6072129.232100801
2027,ROU,Container glass,0.0
2027,ROU,Other glass,0.0
2027,SVK,Flat glass,2201961.087476091
2027,SVK,Container glass,0.0
2027,SVK,Other glass,0.0
2027,SVN,Flat glass,1020558.3799959092
2027,SVN,Container glass,0.0
2027,SVN,Other glass,0.0
2027,SWE,Flat glass,8718547.522753136
2027,SWE,Container glass,0.0
2027,SWE,Other glass,0.0
2028,AUT,Flat glass,6694975.25989981
2028,AUT,Container glass,0.0
2028,AUT,Other glass,0.0
2028,BEL,Flat glass,5255779.580445883
2028,BEL,Container glass,0.0
2028,BEL,Other glass,0.0
2028,BGR,Flat glass,4368527.804333801
2028,BGR,Container glass,0.0
2028,BGR,Other glass,0.0
2028,CYP,Flat glass,272916.33318906056
2028,CYP,Container glass,0.0
2028,CYP,Other glass,0.0
2028,CZE,Flat glass,4317392.669444048
2028,CZE,Container glass,0.0
2028,CZE,Other glass,0.0
2028,DEU,Flat glass,94579382.55778402
2028,DEU,Container glass,0.0
2028,DEU,Other glass,0.0
2028,DNK,Flat glass,3973213.4472415806
2028,DNK,Container glass,0.0
2028,DNK,Other glass,0.0
2028,ESP,Flat glass,18038461.69308075
2028,ESP,Container glass,0.0
2028,ESP,Other glass,0.0
2028,EST,Flat glass,766854.1469497307
2028,EST,Container glass,0.0
2028,EST,Other glass,0.0
2028,FIN,Flat glass,2602886.014414075
2028,FIN,Container glass,0.0
2028,FIN,Other glass,0.0
2028,FRA,Flat glass,50670967.9102131
2028,FRA,Container glass,0.0
2028,FRA,Other glass,0.0
2028,GBR,Flat glass,28804771.98034428
2028,GBR,Container glass,0.0
2028,GBR,Other glass,0.0
2028,GRC,Flat glass,6190513.724400596
2028,GRC,Container glass,0.0
2028,GRC,Other glass,0.0
2028,HRV,Flat glass,2339457.30185368
2028,HRV,Container glass,0.0
2028,HRV,Other glass,0.0
2028,HUN,Flat glass,6669762.279715411
2028,HUN,Container glass,0.0
2028,HUN,Other glass,0.0
2028,IRL,Flat glass,1548151.1626220657
2028,IRL,Container glass,0.0
2028,IRL,Other glass,0.0
2028,ITA,Flat glass,73600352.30852059
2028,ITA,Container glass,0.0
2028,ITA,Other glass,0.0
2028,LTU,Flat glass,2595043.544213159
2028,LTU,Container glass,0.0
2028,LTU,Other glass,0.0
2028,LUX,Flat glass,409000.977578817
2028,LUX,Container glass,0.0
2028,LUX,Other glass,0.0
2028,LVA,Flat glass,1579970.9258184112
2028,LVA,Container glass,0.0
2028,LVA,Other glass,0.0
2028,MLT,Flat glass,233597.33961476164
2028,MLT,Container glass,0.0
2028,MLT,Other glass,0.0
2028,NLD,Flat glass,10116636.584351992
2028,NLD,Container glass,0.0
2028,NLD,Other glass,0.0
2028,POL,Flat glass,18953607.078955088
2028,POL,Container glass,0.0
