region,time,sector,polymer,waste_category,value
Germany,2050,PVC others in B&C,PVC,Landfill,0.0
Germany,2020,PUR rigid spray foam,PUR,Landfill,0.02
Germany,2025,PUR rigid spray foam,PUR,Landfill,0.01
Germany,2030,PUR rigid spray foam,PUR,Landfill,0.0
Germany,2035,PUR rigid spray foam,PUR,Landfill,0.0
Germany,2040,PUR rigid spray foam,PUR,Landfill,0.0
Germany,2045,PUR rigid spray foam,PUR,Landfill,0.0
Germany,2050,PUR rigid spray foam,PUR,Landfill,0.0
Germany,2020,PUR boards and panels rigid foam,PUR,Landfill,0.02
Germany,2025,PUR boards and panels rigid foam,PUR,Landfill,0.01
Germany,2030,PUR boards and panels rigid foam,PUR,Landfill,0.0
Germany,2035,PUR boards and panels rigid foam,PUR,Landfill,0.0
Germany,2040,PUR boards and panels rigid foam,PUR,Landfill,0.0
Germany,2045,PUR boards and panels rigid foam,PUR,Landfill,0.0
Germany,2050,PUR boards and panels rigid foam,PUR,Landfill,0.0
Germany,2020,Automotive,"PE-LD, -LLD",Landfill,0.02
Germany,2025,Automotive,"PE-LD, -LLD",Landfill,0.01
Germany,2030,Automotive,"PE-LD, -LLD",Landfill,0.0
Germany,2035,Automotive,"PE-LD, -LLD",Landfill,0.0
Germany,2040,Automotive,"PE-LD, -LLD",Landfill,0.0
Germany,2045,Automotive,"PE-LD, -LLD",Landfill,0.0
Germany,2050,Automotive,"PE-LD, -LLD",Landfill,0.0
Germany,2020,Automotive,"PE-HD, -MD",Landfill,0.02
Germany,2025,Automotive,"PE-HD, -MD",Landfill,0.01
Germany,2030,Automotive,"PE-HD, -MD",Landfill,0.0
Germany,2035,Automotive,"PE-HD, -MD",Landfill,0.0
Germany,2040,Automotive,"PE-HD, -MD",Landfill,0.0
Germany,2045,Automotive,"PE-HD, -MD",Landfill,0.0
Germany,2050,Automotive,"PE-HD, -MD",Landfill,0.0
Germany,2020,Automotive,PP,Landfill,0.02
Germany,2025,Automotive,PP,Landfill,0.01
Germany,2030,Automotive,PP,Landfill,0.0
Germany,2035,Automotive,PP,Landfill,0.0
Germany,2040,Automotive,PP,Landfill,0.0
Germany,2045,Automotive,PP,Landfill,0.0
Germany,2050,Automotive,PP,Landfill,0.0
Germany,2020,Automotive,PS,Landfill,0.02
Germany,2025,Automotive,PS,Landfill,0.01
Germany,2030,Automotive,PS,Landfill,0.0
Germany,2035,Automotive,PS,Landfill,0.0
Germany,2040,Automotive,PS,Landfill,0.0
Germany,2045,Automotive,PS,Landfill,0.0
Germany,2050,Automotive,PS,Landfill,0.0
Germany,2020,Automotive,PS-E,Landfill,0.02
Germany,2025,Automotive,PS-E,Landfill,0.01
Germany,2030,Automotive,PS-E,Landfill,0.0
Germany,2035,Automotive,PS-E,Landfill,0.0
Germany,2040,Automotive,PS-E,Landfill,0.0
Germany,2045,Automotive,PS-E,Landfill,0.0
Germany,2050,Automotive,PS-E,Landfill,0.0
Germany,2020,Automotive,PVC,Landfill,0.02
Germany,2025,Automotive,PVC,Landfill,0.01
Germany,2030,Automotive,PVC,Landfill,0.0
Germany,2035,Automotive,PVC,Landfill,0.0
Germany,2040,Automotive,PVC,Landfill,0.0
Germany,2045,Automotive,PVC,Landfill,0.0
Germany,2050,Automotive,PVC,Landfill,0.0
Germany,2020,Automotive,PET,Landfill,0.02
Germany,2025,Automotive,PET,Landfill,0.01
Germany,2030,Automotive,PET,Landfill,0.0
Germany,2035,Automotive,PET,Landfill,0.0
Germany,2040,Automotive,PET,Landfill,0.0
Germany,2045,Automotive,PET,Landfill,0.0
Germany,2050,Automotive,PET,Landfill,0.0
Germany,2020,Automotive,"ABS, SAN",Landfill,0.02
Germany,2025,Automotive,"ABS, SAN",Landfill,0.01
Germany,2030,Automotive,"ABS, SAN",Landfill,0.0
Germany,2035,Automotive,"ABS, SAN",Landfill,0.0
Germany,2040,Automotive,"ABS, SAN",Landfill,0.0
Germany,2045,Automotive,"ABS, SAN",Landfill,0.0
Germany,2050,Automotive,"ABS, SAN",Landfill,0.0
Germany,2020,Automotive,PMMA,Landfill,0.02
Germany,2025,Automotive,PMMA,Landfill,0.01
Germany,2030,Automotive,PMMA,Landfill,0.0
Germany,2035,Automotive,PMMA,Landfill,0.0
Germany,2040,Automotive,PMMA,Landfill,0.0
Germany,2045,Automotive,PMMA,Landfill,0.0
Germany,2050,Automotive,PMMA,Landfill,0.0
Germany,2020,Automotive,"PA (PA6, PA66)",Landfill,0.02
Germany,2025,Automotive,"PA (PA6, PA66)",Landfill,0.01
Germany,2030,Automotive,"PA (PA6, PA66)",Landfill,0.0
Germany,2035,Automotive,"PA (PA6, PA66)",Landfill,0.0
Germany,2040,Automotive,"PA (PA6, PA66)",Landfill,0.0
Germany,2045,Automotive,"PA (PA6, PA66)",Landfill,0.0
Germany,2050,Automotive,"PA (PA6, PA66)",Landfill,0.0
Germany,2020,Automotive,PC,Landfill,0.02
Germany,2025,Automotive,PC,Landfill,0.01
Germany,2030,Automotive,PC,Landfill,0.0
Germany,2035,Automotive,PC,Landfill,0.0
Germany,2040,Automotive,PC,Landfill,0.0
Germany,2045,Automotive,PC,Landfill,0.0
Germany,2050,Automotive,PC,Landfill,0.0
Germany,2020,Automotive,Other Thermoplastics,Landfill,0.02
Germany,2025,Automotive,Other Thermoplastics,Landfill,0.01
Germany,2030,Automotive,Other Thermoplastics,Landfill,0.0
Germany,2035,Automotive,Other Thermoplastics,Landfill,0.0
Germany,2040,Automotive,Other Thermoplastics,Landfill,0.0
Germany,2045,Automotive,Other Thermoplastics,Landfill,0.0
Germany,2050,Automotive,Other Thermoplastics,Landfill,0.0
Germany,2020,Automotive,PUR,Landfill,0.02
Germany,2025,Automotive,PUR,Landfill,0.01
Germany,2030,Automotive,PUR,Landfill,0.0
Germany,2035,Automotive,PUR,Landfill,0.0
Germany,2040,Automotive,PUR,Landfill,0.0
Germany,2045,Automotive,PUR,Landfill,0.0
Germany,2050,Automotive,PUR,Landfill,0.0
Germany,2020,Automotive,Other Plastics,Landfill,0.02
Germany,2025,Automotive,Other Plastics,Landfill,0.01
Germany,2030,Automotive,Other Plastics,Landfill,0.0
Germany,2035,Automotive,Other Plastics,Landfill,0.0
Germany,2040,Automotive,Other Plastics,Landfill,0.0
Germany,2045,Automotive,Other Plastics,Landfill,0.0
Germany,2050,Automotive,Other Plastics,Landfill,0.0
Germany,2020,PUR moulded automotive,PUR,Landfill,0.02
Germany,2025,PUR moulded automotive,PUR,Landfill,0.01
Germany,2030,PUR moulded automotive,PUR,Landfill,0.0
Germany,2035,PUR moulded automotive,PUR,Landfill,0.0
Germany,2040,PUR moulded automotive,PUR,Landfill,0.0
Germany,2045,PUR moulded automotive,PUR,Landfill,0.0
Germany,2050,PUR moulded automotive,PUR,Landfill,0.0
Germany,2020,PUR others in Automotive,PUR,Landfill,0.02
Germany,2025,PUR others in Automotive,PUR,Landfill,0.01
Germany,2030,PUR others in Automotive,PUR,Landfill,0.0
Germany,2035,PUR others in Automotive,PUR,Landfill,0.0
Germany,2040,PUR others in Automotive,PUR,Landfill,0.0
Germany,2045,PUR others in Automotive,PUR,Landfill,0.0
Germany,2050,PUR others in Automotive,PUR,Landfill,0.0
Germany,2020,Electrical and Electronics,"PE-LD, -LLD",Landfill,0.02
Germany,2025,Electrical and Electronics,"PE-LD, -LLD",Landfill,0.01
Germany,2030,Electrical and Electronics,"PE-LD, -LLD",Landfill,0.0
Germany,2035,Electrical and Electronics,"PE-LD, -LLD",Landfill,0.0
Germany,2040,Electrical and Electronics,"PE-LD, -LLD",Landfill,0.0
Germany,2045,Electrical and Electronics,"PE-LD, -LLD",Landfill,0.0
Germany,2050,Electrical and Electronics,"PE-LD, -LLD",Landfill,0.0
Germany,2020,Electrical and Electronics,"PE-HD, -MD",Landfill,0.02
Germany,2025,Electrical and Electronics,"PE-HD, -MD",Landfill,0.01
Germany,2030,Electrical and Electronics,"PE-HD, -MD",Landfill,0.0
Germany,2035,Electrical and Electronics,"PE-HD, -MD",Landfill,0.0
Germany,2040,Electrical and Electronics,"PE-HD, -MD",Landfill,0.0
Germany,2045,Electrical and Electronics,"PE-HD, -MD",Landfill,0.0
Germany,2050,Electrical and Electronics,"PE-HD, -MD",Landfill,0.0
Germany,2020,Electrical and Electronics,PP,Landfill,0.02
Germany,2025,Electrical and Electronics,PP,Landfill,0.01
Germany,2030,Electrical and Electronics,PP,Landfill,0.0
Germany,2035,Electrical and Electronics,PP,Landfill,0.0
Germany,2040,Electrical and Electronics,PP,Landfill,0.0
Germany,2045,Electrical and Electronics,PP,Landfill,0.0
Germany,2050,Electrical and Electronics,PP,Landfill,0.0
Germany,2020,Electrical and Electronics,PS,Landfill,0.02
Germany,2025,Electrical and Electronics,PS,Landfill,0.01
Germany,2030,Electrical and Electronics,PS,Landfill,0.0
Germany,2035,Electrical and Electronics,PS,Landfill,0.0
Germany,2040,Electrical and Electronics,PS,Landfill,0.0
Germany,2045,Electrical and Electronics,PS,Landfill,0.0
Germany,2050,Electrical and Electronics,PS,Landfill,0.0
Germany,2020,Electrical and Electronics,PS-E,Landfill,0.02
Germany,2025,Electrical and Electronics,PS-E,Landfill,0.01
Germany,2030,Electrical and Electronics,PS-E,Landfill,0.0
Germany,2035,Electrical and Electronics,PS-E,Landfill,0.0
Germany,2040,Electrical and Electronics,PS-E,Landfill,0.0
Germany,2045,Electrical and Electronics,PS-E,Landfill,0.0
Germany,2050,Electrical and Electronics,PS-E,Landfill,0.0
Germany,2020,Electrical and Electronics,PVC,Landfill,0.02
Germany,2025,Electrical and Electronics,PVC,Landfill,0.01
Germany,2030,Electrical and Electronics,PVC,Landfill,0.0
Germany,2035,Electrical and Electronics,PVC,Landfill,0.0
Germany,2040,Electrical and Electronics,PVC,Landfill,0.0
Germany,2045,Electrical and Electronics,PVC,Landfill,0.0
Germany,2050,Electrical and Electronics,PVC,Landfill,0.0
Germany,2020,Electrical and Electronics,PET,Landfill,0.02
Germany,2025,Electrical and Electronics,PET,Landfill,0.01
Germany,2030,Electrical and Electronics,PET,Landfill,0.0
Germany,2035,Electrical and Electronics,PET,Landfill,0.0
Germany,2040,Electrical and Electronics,PET,Landfill,0.0
Germany,2045,Electrical and Electronics,PET,Landfill,0.0
Germany,2050,Electrical and Electronics,PET,Landfill,0.0
Germany,2020,Electrical and Electronics,"ABS, SAN",Landfill,0.02
Germany,2025,Electrical and Electronics,"ABS, SAN",Landfill,0.01
Germany,2030,Electrical and Electronics,"ABS, SAN",Landfill,0.0
Germany,2035,Electrical and Electronics,"ABS, SAN",Landfill,0.0
Germany,2040,Electrical and Electronics,"ABS, SAN",Landfill,0.0
Germany,2045,Electrical and Electronics,"ABS, SAN",Landfill,0.0
Germany,2050,Electrical and Electronics,"ABS, SAN",Landfill,0.0
Germany,2020,Electrical and Electronics,PMMA,Landfill,0.02
Germany,2025,Electrical and Electronics,PMMA,Landfill,0.01
Germany,2030,Electrical and Electronics,PMMA,Landfill,0.0
Germany,2035,Electrical and Electronics,PMMA,Landfill,0.0
Germany,2040,Electrical and Electronics,PMMA,Landfill,0.0
Germany,2045,Electrical and Electronics,PMMA,Landfill,0.0
Germany,2050,Electrical and Electronics,PMMA,Landfill,0.0
Germany,2020,Electrical and Electronics,"PA (PA6, PA66)",Landfill,0.02
Germany,2025,Electrical and Electronics,"PA (PA6, PA66)",Landfill,0.01
Germany,2030,Electrical and Electronics,"PA (PA6, PA66)",Landfill,0.0
Germany,2035,Electrical and Electronics,"PA (PA6, PA66)",Landfill,0.0
Germany,2040,Electrical and Electronics,"PA (PA6, PA66)",Landfill,0.0
Germany,2045,Electrical and Electronics,"PA (PA6, PA66)",Landfill,0.0
Germany,2050,Electrical and Electronics,"PA (PA6, PA66)",Landfill,0.0
Germany,2020,Electrical and Electronics,PC,Landfill,0.02
Germany,2025,Electrical and Electronics,PC,Landfill,0.01
Germany,2030,Electrical and Electronics,PC,Landfill,0.0
Germany,2035,Electrical and Electronics,PC,Landfill,0.0
Germany,2040,Electrical and Electronics,PC,Landfill,0.0
Germany,2045,Electrical and Electronics,PC,Landfill,0.0
Germany,2050,Electrical and Electronics,PC,Landfill,0.0
Germany,2020,Electrical and Electronics,Other Thermoplastics,Landfill,0.02
Germany,2025,Electrical and Electronics,Other Thermoplastics,Landfill,0.01
Germany,2030,Electrical and Electronics,Other Thermoplastics,Landfill,0.0
Germany,2035,Electrical and Electronics,Other Thermoplastics,Landfill,0.0
Germany,2040,Electrical and Electronics,Other Thermoplastics,Landfill,0.0
Germany,2045,Electrical and Electronics,Other Thermoplastics,Landfill,0.0
Germany,2050,Electrical and Electronics,Other Thermoplastics,Landfill,0.0
Germany,2020,Electrical and Electronics,PUR,Landfill,0.02
Germany,2025,Electrical and Electronics,PUR,Landfill,0.01
Germany,2030,Electrical and Electronics,PUR,Landfill,0.0
Germany,2035,Electrical and Electronics,PUR,Landfill,0.0
Germany,2040,Electrical and Electronics,PUR,Landfill,0.0
Germany,2045,Electrical and Electronics,PUR,Landfill,0.0
Germany,2050,Electrical and Electronics,PUR,Landfill,0.0
Germany,2020,Electrical and Electronics,Other Plastics,Landfill,0.02
Germany,2025,Electrical and Electronics,Other Plastics,Landfill,0.01
Germany,2030,Electrical and Electronics,Other Plastics,Landfill,0.0
Germany,2035,Electrical and Electronics,Other Plastics,Landfill,0.0
Germany,2040,Electrical and Electronics,Other Plastics,Landfill,0.0
Germany,2045,Electrical and Electronics,Other Plastics,Landfill,0.0
Germany,2050,Electrical and Electronics,Other Plastics,Landfill,0.0
Germany,2020,Agriculture,"PE-LD, -LLD",Landfill,0.01
Germany,2025,Agriculture,"PE-LD, -LLD",Landfill,0.01
Germany,2030,Agriculture,"PE-LD, -LLD",Landfill,0.0
Germany,2035,Agriculture,"PE-LD, -LLD",Landfill,0.0
Germany,2040,Agriculture,"PE-LD, -LLD",Landfill,0.0
Germany,2045,Agriculture,"PE-LD, -LLD",Landfill,0.0
Germany,2050,Agriculture,"PE-LD, -LLD",Landfill,0.0
Germany,2020,Agriculture,"PE-HD, -MD",Landfill,0.01
Germany,2025,Agriculture,"PE-HD, -MD",Landfill,0.01
Germany,2030,Agriculture,"PE-HD, -MD",Landfill,0.0
Germany,2035,Agriculture,"PE-HD, -MD",Landfill,0.0
Germany,2040,Agriculture,"PE-HD, -MD",Landfill,0.0
Germany,2045,Agriculture,"PE-HD, -MD",Landfill,0.0
Germany,2050,Agriculture,"PE-HD, -MD",Landfill,0.0
Germany,2020,Agriculture,PP,Landfill,0.01
Germany,2025,Agriculture,PP,Landfill,0.01
Germany,2030,Agriculture,PP,Landfill,0.0
Germany,2035,Agriculture,PP,Landfill,0.0
Germany,2040,Agriculture,PP,Landfill,0.0
Germany,2045,Agriculture,PP,Landfill,0.0
Germany,2050,Agriculture,PP,Landfill,0.0
Germany,2020,Agriculture,PS,Landfill,0.01
Germany,2025,Agriculture,PS,Landfill,0.01
Germany,2030,Agriculture,PS,Landfill,0.0
Germany,2035,Agriculture,PS,Landfill,0.0
Germany,2040,Agriculture,PS,Landfill,0.0
Germany,2045,Agriculture,PS,Landfill,0.0
Germany,2050,Agriculture,PS,Landfill,0.0
Germany,2020,Agriculture,PS-E,Landfill,0.01
Germany,2025,Agriculture,PS-E,Landfill,0.01
Germany,2030,Agriculture,PS-E,Landfill,0.0
Germany,2035,Agriculture,PS-E,Landfill,0.0
Germany,2040,Agriculture,PS-E,Landfill,0.0
Germany,2045,Agriculture,PS-E,Landfill,0.0
Germany,2050,Agriculture,PS-E,Landfill,0.0
Germany,2020,Agriculture,PVC,Landfill,0.01
Germany,2025,Agriculture,PVC,Landfill,0.01
Germany,2030,Agriculture,PVC,Landfill,0.0
Germany,2035,Agriculture,PVC,Landfill,0.0
Germany,2040,Agriculture,PVC,Landfill,0.0
Germany,2045,Agriculture,PVC,Landfill,0.0
Germany,2050,Agriculture,PVC,Landfill,0.0
Germany,2020,Agriculture,PET,Landfill,0.01
Germany,2025,Agriculture,PET,Landfill,0.01
Germany,2030,Agriculture,PET,Landfill,0.0
Germany,2035,Agriculture,PET,Landfill,0.0
Germany,2040,Agriculture,PET,Landfill,0.0
Germany,2045,Agriculture,PET,Landfill,0.0
Germany,2050,Agriculture,PET,Landfill,0.0
Germany,2020,Agriculture,"ABS, SAN",Landfill,0.01
Germany,2025,Agriculture,"ABS, SAN",Landfill,0.01
Germany,2030,Agriculture,"ABS, SAN",Landfill,0.0
Germany,2035,Agriculture,"ABS, SAN",Landfill,0.0
Germany,2040,Agriculture,"ABS, SAN",Landfill,0.0
Germany,2045,Agriculture,"ABS, SAN",Landfill,0.0
Germany,2050,Agriculture,"ABS, SAN",Landfill,0.0
Germany,2020,Agriculture,PMMA,Landfill,0.01
Germany,2025,Agriculture,PMMA,Landfill,0.01
Germany,2030,Agriculture,PMMA,Landfill,0.0
Germany,2035,Agriculture,PMMA,Landfill,0.0
Germany,2040,Agriculture,PMMA,Landfill,0.0
Germany,2045,Agriculture,PMMA,Landfill,0.0
Germany,2050,Agriculture,PMMA,Landfill,0.0
Germany,2020,Agriculture,"PA (PA6, PA66)",Landfill,0.01
Germany,2025,Agriculture,"PA (PA6, PA66)",Landfill,0.01
Germany,2030,Agriculture,"PA (PA6, PA66)",Landfill,0.0
Germany,2035,Agriculture,"PA (PA6, PA66)",Landfill,0.0
Germany,2040,Agriculture,"PA (PA6, PA66)",Landfill,0.0
Germany,2045,Agriculture,"PA (PA6, PA66)",Landfill,0.0
Germany,2050,Agriculture,"PA (PA6, PA66)",Landfill,0.0
Germany,2020,Agriculture,PC,Landfill,0.01
Germany,2025,Agriculture,PC,Landfill,0.01
Germany,2030,Agriculture,PC,Landfill,0.0
Germany,2035,Agriculture,PC,Landfill,0.0
Germany,2040,Agriculture,PC,Landfill,0.0
Germany,2045,Agriculture,PC,Landfill,0.0
Germany,2050,Agriculture,PC,Landfill,0.0
Germany,2020,Agriculture,Other Thermoplastics,Landfill,0.01
Germany,2025,Agriculture,Other Thermoplastics,Landfill,0.01
Germany,2030,Agriculture,Other Thermoplastics,Landfill,0.0
Germany,2035,Agriculture,Other Thermoplastics,Landfill,0.0
Germany,2040,Agriculture,Other Thermoplastics,Landfill,0.0
Germany,2045,Agriculture,Other Thermoplastics,Landfill,0.0
Germany,2050,Agriculture,Other Thermoplastics,Landfill,0.0
Germany,2020,Agriculture,PUR,Landfill,0.01
Germany,2025,Agriculture,PUR,Landfill,0.01
Germany,2030,Agriculture,PUR,Landfill,0.0
Germany,2035,Agriculture,PUR,Landfill,0.0
Germany,2040,Agriculture,PUR,Landfill,0.0
Germany,2045,Agriculture,PUR,Landfill,0.0
Germany,2050,Agriculture,PUR,Landfill,0.0
Germany,2020,Agriculture,Other Plastics,Landfill,0.01
Germany,2025,Agriculture,Other Plastics,Landfill,0.01
Germany,2030,Agriculture,Other Plastics,Landfill,0.0
Germany,2035,Agriculture,Other Plastics,Landfill,0.0
Germany,2040,Agriculture,Other Plastics,Landfill,0.0
Germany,2045,Agriculture,Other Plastics,Landfill,0.0
Germany,2050,Agriculture,Other Plastics,Landfill,0.0
Germany,2020,"Household, Leisure, Sports","PE-LD, -LLD",Landfill,0.01
Germany,2025,"Household, Leisure, Sports","PE-LD, -LLD",Landfill,0.01
Germany,2030,"Household, Leisure, Sports","PE-LD, -LLD",Landfill,0.0
Germany,2035,"Household, Leisure, Sports","PE-LD, -LLD",Landfill,0.0
Germany,2040,"Household, Leisure, Sports","PE-LD, -LLD",Landfill,0.0
Germany,2045,"Household, Leisure, Sports","PE-LD, -LLD",Landfill,0.0
Germany,2050,"Household, Leisure, Sports","PE-LD, -LLD",Landfill,0.0
Germany,2020,"Household, Leisure, Sports","PE-HD, -MD",Landfill,0.01
Germany,2025,"Household, Leisure, Sports","PE-HD, -MD",Landfill,0.01
Germany,2030,"Household, Leisure, Sports","PE-HD, -MD",Landfill,0.0
Germany,2035,"Household, Leisure, Sports","PE-HD, -MD",Landfill,0.0
Germany,2040,"Household, Leisure, Sports","PE-HD, -MD",Landfill,0.0
Germany,2045,"Household, Leisure, Sports","PE-HD, -MD",Landfill,0.0
Germany,2050,"Household, Leisure, Sports","PE-HD, -MD",Landfill,0.0
Germany,2020,"Household, Leisure, Sports",PP,Landfill,0.01
Germany,2025,"Household, Leisure, Sports",PP,Landfill,0.01
Germany,2030,"Household, Leisure, Sports",PP,Landfill,0.0
Germany,2035,"Household, Leisure, Sports",PP,Landfill,0.0
Germany,2040,"Household, Leisure, Sports",PP,Landfill,0.0
Germany,2045,"Household, Leisure, Sports",PP,Landfill,0.0
Germany,2050,"Household, Leisure, Sports",PP,Landfill,0.0
Germany,2020,"Household, Leisure, Sports",PS,Landfill,0.01
Germany,2025,"Household, Leisure, Sports",PS,Landfill,0.01
Germany,2030,"Household, Leisure, Sports",PS,Landfill,0.0
Germany,2035,"Household, Leisure, Sports",PS,Landfill,0.0
Germany,2040,"Household, Leisure, Sports",PS,Landfill,0.0
Germany,2045,"Household, Leisure, Sports",PS,Landfill,0.0
Germany,2050,"Household, Leisure, Sports",PS,Landfill,0.0
Germany,2020,"Household, Leisure, Sports",PS-E,Landfill,0.01
Germany,2025,"Household, Leisure, Sports",PS-E,Landfill,0.01
Germany,2030,"Household, Leisure, Sports",PS-E,Landfill,0.0
Germany,2035,"Household, Leisure, Sports",PS-E,Landfill,0.0
Germany,2040,"Household, Leisure, Sports",PS-E,Landfill,0.0
Germany,2045,"Household, Leisure, Sports",PS-E,Landfill,0.0
Germany,2050,"Household, Leisure, Sports",PS-E,Landfill,0.0
Germany,2020,"Household, Leisure, Sports",PVC,Landfill,0.01
Germany,2025,"Household, Leisure, Sports",PVC,Landfill,0.01
Germany,2030,"Household, Leisure, Sports",PVC,Landfill,0.0
Germany,2035,"Household, Leisure, Sports",PVC,Landfill,0.0
Germany,2040,"Household, Leisure, Sports",PVC,Landfill,0.0
Germany,2045,"Household, Leisure, Sports",PVC,Landfill,0.0
Germany,2050,"Household, Leisure, Sports",PVC,Landfill,0.0
Germany,2020,"Household, Leisure, Sports",PET,Landfill,0.01
Germany,2025,"Household, Leisure, Sports",PET,Landfill,0.01
Germany,2030,"Household, Leisure, Sports",PET,Landfill,0.0
Germany,2035,"Household, Leisure, Sports",PET,Landfill,0.0
Germany,2040,"Household, Leisure, Sports",PET,Landfill,0.0
Germany,2045,"Household, Leisure, Sports",PET,Landfill,0.0
Germany,2050,"Household, Leisure, Sports",PET,Landfill,0.0
Germany,2020,"Household, Leisure, Sports","ABS, SAN",Landfill,0.01
Germany,2025,"Household, Leisure, Sports","ABS, SAN",Landfill,0.01
Germany,2030,"Household, Leisure, Sports","ABS, SAN",Landfill,0.0
Germany,2035,"Household, Leisure, Sports","ABS, SAN",Landfill,0.0
Germany,2040,"Household, Leisure, Sports","ABS, SAN",Landfill,0.0
Germany,2045,"Household, Leisure, Sports","ABS, SAN",Landfill,0.0
Germany,2050,"Household, Leisure, Sports","ABS, SAN",Landfill,0.0
Germany,2020,"Household, Leisure, Sports",PMMA,Landfill,0.01
Germany,2025,"Household, Leisure, Sports",PMMA,Landfill,0.01
Germany,2030,"Household, Leisure, Sports",PMMA,Landfill,0.0
Germany,2035,"Household, Leisure, Sports",PMMA,Landfill,0.0
Germany,2040,"Household, Leisure, Sports",PMMA,Landfill,0.0
Germany,2045,"Household, Leisure, Sports",PMMA,Landfill,0.0
Germany,2050,"Household, Leisure, Sports",PMMA,Landfill,0.0
Germany,2020,"Household, Leisure, Sports","PA (PA6, PA66)",Landfill,0.01
Germany,2025,"Household, Leisure, Sports","PA (PA6, PA66)",Landfill,0.01
Germany,2030,"Household, Leisure, Sports","PA (PA6, PA66)",Landfill,0.0
Germany,2035,"Household, Leisure, Sports","PA (PA6, PA66)",Landfill,0.0
Germany,2040,"Household, Leisure, Sports","PA (PA6, PA66)",Landfill,0.0
Germany,2045,"Household, Leisure, Sports","PA (PA6, PA66)",Landfill,0.0
Germany,2050,"Household, Leisure, Sports","PA (PA6, PA66)",Landfill,0.0
Germany,2020,"Household, Leisure, Sports",PC,Landfill,0.01
Germany,2025,"Household, Leisure, Sports",PC,Landfill,0.01
Germany,2030,"Household, Leisure, Sports",PC,Landfill,0.0
Germany,2035,"Household, Leisure, Sports",PC,Landfill,0.0
Germany,2040,"Household, Leisure, Sports",PC,Landfill,0.0
Germany,2045,"Household, Leisure, Sports",PC,Landfill,0.0
Germany,2050,"Household, Leisure, Sports",PC,Landfill,0.0
Germany,2020,"Household, Leisure, Sports",Other Thermoplastics,Landfill,0.01
Germany,2025,"Household, Leisure, Sports",Other Thermoplastics,Landfill,0.01
Germany,2030,"Household, Leisure, Sports",Other Thermoplastics,Landfill,0.0
Germany,2035,"Household, Leisure, Sports",Other Thermoplastics,Landfill,0.0
Germany,2040,"Household, Leisure, Sports",Other Thermoplastics,Landfill,0.0
Germany,2045,"Household, Leisure, Sports",Other Thermoplastics,Landfill,0.0
Germany,2050,"Household, Leisure, Sports",Other Thermoplastics,Landfill,0.0
Germany,2020,"Household, Leisure, Sports",PUR,Landfill,0.01
Germany,2025,"Household, Leisure, Sports",PUR,Landfill,0.01
Germany,2030,"Household, Leisure, Sports",PUR,Landfill,0.0
Germany,2035,"Household, Leisure, Sports",PUR,Landfill,0.0
Germany,2040,"Household, Leisure, Sports",PUR,Landfill,0.0
Germany,2045,"Household, Leisure, Sports",PUR,Landfill,0.0
Germany,2050,"Household, Leisure, Sports",PUR,Landfill,0.0
Germany,2020,"Household, Leisure, Sports",Other Plastics,Landfill,0.01
Germany,2025,"Household, Leisure, Sports",Other Plastics,Landfill,0.01
Germany,2030,"Household, Leisure, Sports",Other Plastics,Landfill,0.0
Germany,2035,"Household, Leisure, Sports",Other Plastics,Landfill,0.0
Germany,2040,"Household, Leisure, Sports",Other Plastics,Landfill,0.0
Germany,2045,"Household, Leisure, Sports",Other Plastics,Landfill,0.0
Germany,2050,"Household, Leisure, Sports",Other Plastics,Landfill,0.0
Germany,2020,Others,"PE-LD, -LLD",Landfill,0.01
Germany,2025,Others,"PE-LD, -LLD",Landfill,0.0
Germany,2030,Others,"PE-LD, -LLD",Landfill,0.0
Germany,2035,Others,"PE-LD, -LLD",Landfill,0.0
Germany,2040,Others,"PE-LD, -LLD",Landfill,0.0
Germany,2045,Others,"PE-LD, -LLD",Landfill,0.0
Germany,2050,Others,"PE-LD, -LLD",Landfill,0.0
Germany,2020,Others,"PE-HD, -MD",Landfill,0.01
Germany,2025,Others,"PE-HD, -MD",Landfill,0.0
Germany,2030,Others,"PE-HD, -MD",Landfill,0.0
Germany,2035,Others,"PE-HD, -MD",Landfill,0.0
Germany,2040,Others,"PE-HD, -MD",Landfill,0.0
Germany,2045,Others,"PE-HD, -MD",Landfill,0.0
Germany,2050,Others,"PE-HD, -MD",Landfill,0.0
Germany,2020,Others,PP,Landfill,0.01
Germany,2025,Others,PP,Landfill,0.0
Germany,2030,Others,PP,Landfill,0.0
Germany,2035,Others,PP,Landfill,0.0
Germany,2040,Others,PP,Landfill,0.0
Germany,2045,Others,PP,Landfill,0.0
Germany,2050,Others,PP,Landfill,0.0
Germany,2020,Others,PS,Landfill,0.01
Germany,2025,Others,PS,Landfill,0.0
Germany,2030,Others,PS,Landfill,0.0
Germany,2035,Others,PS,Landfill,0.0
Germany,2040,Others,PS,Landfill,0.0
Germany,2045,Others,PS,Landfill,0.0
Germany,2050,Others,PS,Landfill,0.0
Germany,2020,Others,PS-E,Landfill,0.01
Germany,2025,Others,PS-E,Landfill,0.0
Germany,2030,Others,PS-E,Landfill,0.0
Germany,2035,Others,PS-E,Landfill,0.0
Germany,2040,Others,PS-E,Landfill,0.0
Germany,2045,Others,PS-E,Landfill,0.0
Germany,2050,Others,PS-E,Landfill,0.0
Germany,2020,Others,PVC,Landfill,0.01
