"region","time","sector","polymer","element","value"
"Germany",2047,"Electrical and Electronics","Other Plastics","All",0.01
"EU27+3",2047,"Electrical and Electronics","PP","All",0.01
"EU27+3",2047,"Electrical and Electronics","PS","All",0.01
"EU27+3",2047,"Electrical and Electronics","PS-E","All",0.01
"EU27+3",2047,"Electrical and Electronics","PVC","All",0.01
"EU27+3",2047,"Electrical and Electronics","PET","All",0.01
"EU27+3",2047,"Electrical and Electronics","ABS, SAN","All",0.01
"EU27+3",2047,"Electrical and Electronics","PMMA","All",0.01
"EU27+3",2047,"Electrical and Electronics","PA (PA6, PA66)","All",0.01
"South",2047,"Electrical and Electronics","PE-LD, -LLD","All",0.01
"South",2047,"Electrical and Electronics","PE-HD, -MD","All",0.01
"EU27+3",2047,"Electrical and Electronics","PUR","All",0.01
"EU27+3",2047,"Electrical and Electronics","PE-LD, -LLD","All",0.01
"EU27+3",2047,"Electrical and Electronics","PE-HD, -MD","All",0.01
"Germany",2047,"Electrical and Electronics","PE-LD, -LLD","All",0.01
"Germany",2047,"Electrical and Electronics","PE-HD, -MD","All",0.01
"Germany",2047,"Electrical and Electronics","PP","All",0.01
"Germany",2047,"Electrical and Electronics","PS","All",0.01
"East",2047,"Electrical and Electronics","PE-LD, -LLD","All",0.01
"East",2047,"Electrical and Electronics","PE-HD, -MD","All",0.01
"East",2047,"Electrical and Electronics","PP","All",0.01
"East",2047,"Electrical and Electronics","PS","All",0.01
"East",2047,"Electrical and Electronics","PS-E","All",0.01
"East",2047,"Electrical and Electronics","PVC","All",0.01
"East",2047,"Electrical and Electronics","PET","All",0.01
"West",2047,"Electrical and Electronics","PE-LD, -LLD","All",0.01
"West",2047,"Electrical and Electronics","PE-HD, -MD","All",0.01
"West",2047,"Electrical and Electronics","PP","All",0.01
"East",2047,"Electrical and Electronics","PA (PA6, PA66)","All",0.01
"East",2047,"Electrical and Electronics","PC","All",0.01
"East",2047,"Electrical and Electronics","Other Thermoplastics","All",0.01
"East",2047,"Electrical and Electronics","PUR","All",0.01
"East",2047,"Electrical and Electronics","Other Plastics","All",0.01
"North",2047,"Electrical and Electronics","Other Plastics","All",0.01
"South",2047,"Electrical and Electronics","PC","All",0.01
"South",2047,"Electrical and Electronics","Other Thermoplastics","All",0.01
"South",2047,"Electrical and Electronics","PUR","All",0.01
"West",2047,"Electrical and Electronics","PUR","All",0.01
"West",2047,"Electrical and Electronics","Other Plastics","All",0.01
"North",2047,"Electrical and Electronics","PET","All",0.01
"North",2047,"Electrical and Electronics","ABS, SAN","All",0.01
"North",2047,"Electrical and Electronics","PMMA","All",0.01
"North",2047,"Electrical and Electronics","PA (PA6, PA66)","All",0.01
"North",2047,"Electrical and Electronics","PC","All",0.01
"North",2047,"Electrical and Electronics","Other Thermoplastics","All",0.01
"North",2047,"Electrical and Electronics","PUR","All",0.01
"South",2047,"Electrical and Electronics","PA (PA6, PA66)","All",0.01
"South",2047,"Electrical and Electronics","PP","All",0.01
"EU27+3",2047,"Electrical and Electronics","Other Plastics","All",0.01
"South",2047,"Electrical and Electronics","PS","All",0.01
"South",2047,"Electrical and Electronics","Other Plastics","All",0.01
"South",2047,"Electrical and Electronics","PVC","All",0.01
"South",2047,"Electrical and Electronics","PET","All",0.01
"South",2047,"Electrical and Electronics","ABS, SAN","All",0.01
"South",2047,"Electrical and Electronics","PS-E","All",0.01
"East",2047,"Electrical and Electronics","PMMA","All",0.01
"South",2047,"Electrical and Electronics","PMMA","All",0.01
"East",2047,"Electrical and Electronics","ABS, SAN","All",0.01
"Germany",2047,"Household packaging","PET","All",0.01
"South",2047,"Household packaging","PE-LD, -LLD","All",0.01
"West",2047,"Household packaging","PE-LD, -LLD","All",0.01
"West",2047,"Household packaging","Other Thermoplastics","All",0.01
"South",2047,"Household packaging","PMMA","All",0.01
"South",2047,"Household packaging","PA (PA6, PA66)","All",0.01
"South",2047,"Household packaging","PC","All",0.01
"South",2047,"Household packaging","Other Thermoplastics","All",0.01
"South",2047,"Household packaging","PUR","All",0.01
"South",2047,"Household packaging","Other Plastics","All",0.01
"East",2047,"Household packaging","PE-LD, -LLD","All",0.01
"Germany",2047,"Household packaging","ABS, SAN","All",0.01
"Germany",2047,"Household packaging","PMMA","All",0.01
"West",2047,"Household packaging","PE-HD, -MD","All",0.01
"West",2047,"Household packaging","PP","All",0.01
"West",2047,"Household packaging","PS","All",0.01
"West",2047,"Household packaging","PS-E","All",0.01
"West",2047,"Household packaging","PVC","All",0.01
"West",2047,"Household packaging","PET","All",0.01
"West",2047,"Household packaging","ABS, SAN","All",0.01
"West",2047,"Household packaging","PMMA","All",0.01
"West",2047,"Household packaging","PA (PA6, PA66)","All",0.01
"West",2047,"Household packaging","PC","All",0.01
"North",2047,"Household packaging","PE-LD, -LLD","All",0.01
"North",2047,"Household packaging","PE-HD, -MD","All",0.01
"North",2047,"Household packaging","PP","All",0.01
"North",2047,"Household packaging","PS","All",0.01
"North",2047,"Household packaging","PS-E","All",0.01
"EU27+3",2047,"Household packaging","PE-LD, -LLD","All",0.01
"EU27+3",2047,"Household packaging","PE-HD, -MD","All",0.01
"EU27+3",2047,"Household packaging","PP","All",0.01
"EU27+3",2047,"Household packaging","PS","All",0.01
"EU27+3",2047,"Household packaging","PS-E","All",0.01
"EU27+3",2047,"Household packaging","PVC","All",0.01
"EU27+3",2047,"Household packaging","PET","All",0.01
"EU27+3",2047,"Household packaging","ABS, SAN","All",0.01
"EU27+3",2047,"Household packaging","PMMA","All",0.01
"South",2047,"Household packaging","PE-HD, -MD","All",0.01
"South",2047,"Household packaging","PP","All",0.01
"South",2047,"Household packaging","PS","All",0.01
"South",2047,"Household packaging","PS-E","All",0.01
"South",2047,"Household packaging","PVC","All",0.01
"South",2047,"Household packaging","PET","All",0.01
"South",2047,"Household packaging","ABS, SAN","All",0.01
"Germany",2047,"Household packaging","PE-LD, -LLD","All",0.01
"Germany",2047,"Household packaging","PE-HD, -MD","All",0.01
"Germany",2047,"Household packaging","PP","All",0.01
"Germany",2047,"Household packaging","PS","All",0.01
"Germany",2047,"Household packaging","PS-E","All",0.01
"Germany",2047,"Household packaging","PVC","All",0.01
"East",2047,"Household packaging","Other Plastics","All",0.01
"East",2047,"Household packaging","PE-HD, -MD","All",0.01
"East",2047,"Household packaging","PP","All",0.01
"East",2047,"Household packaging","PS","All",0.01
"Germany",2047,"Household packaging","PA (PA6, PA66)","All",0.01
"Germany",2047,"Household packaging","PC","All",0.01
"Germany",2047,"Household packaging","Other Thermoplastics","All",0.01
"Germany",2047,"Household packaging","PUR","All",0.01
"Germany",2047,"Household packaging","Other Plastics","All",0.01
"East",2047,"Household packaging","PA (PA6, PA66)","All",0.01
"East",2047,"Household packaging","PC","All",0.01
"East",2047,"Household packaging","Other Thermoplastics","All",0.01
"East",2047,"Household packaging","PUR","All",0.01
"North",2047,"Household packaging","Other Plastics","All",0.01
"North",2047,"Household packaging","PVC","All",0.01
"West",2047,"Household packaging","PUR","All",0.01
"West",2047,"Household packaging","Other Plastics","All",0.01
"EU27+3",2047,"Household packaging","Other Thermoplastics","All",0.01
"North",2047,"Household packaging","PA (PA6, PA66)","All",0.01
"North",2047,"Household packaging","PET","All",0.01
"North",2047,"Household packaging","ABS, SAN","All",0.01
"North",2047,"Household packaging","PMMA","All",0.01
"East",2047,"Household packaging","ABS, SAN","All",0.01
"North",2047,"Household packaging","PC","All",0.01
"North",2047,"Household packaging","Other Thermoplastics","All",0.01
"North",2047,"Household packaging","PUR","All",0.01
"EU27+3",2047,"Household packaging","PUR","All",0.01
"EU27+3",2047,"Household packaging","PA (PA6, PA66)","All",0.01
"EU27+3",2047,"Household packaging","PC","All",0.01
"East",2047,"Household packaging","PMMA","All",0.01
"EU27+3",2047,"Household packaging","Other Plastics","All",0.01
"East",2047,"Household packaging","PET","All",0.01
"East",2047,"Household packaging","PS-E","All",0.01
"East",2047,"Household packaging","PVC","All",0.01
"West",2047,"Household, Leisure, Sports","PE-HD, -MD","All",0.01
"West",2047,"Household, Leisure, Sports","PP","All",0.01
"West",2047,"Household, Leisure, Sports","PS","All",0.01
"West",2047,"Household, Leisure, Sports","PUR","All",0.01
"West",2047,"Household, Leisure, Sports","PE-LD, -LLD","All",0.01
"EU27+3",2047,"Household, Leisure, Sports","PE-LD, -LLD","All",0.01
"EU27+3",2047,"Household, Leisure, Sports","PE-HD, -MD","All",0.01
"EU27+3",2047,"Household, Leisure, Sports","PP","All",0.01
"EU27+3",2047,"Household, Leisure, Sports","PS","All",0.01
"EU27+3",2047,"Household, Leisure, Sports","PS-E","All",0.01
"EU27+3",2047,"Household, Leisure, Sports","PVC","All",0.01
"EU27+3",2047,"Household, Leisure, Sports","PET","All",0.01
"EU27+3",2047,"Household, Leisure, Sports","ABS, SAN","All",0.01
"EU27+3",2047,"Household, Leisure, Sports","PMMA","All",0.01
"EU27+3",2047,"Household, Leisure, Sports","PA (PA6, PA66)","All",0.01
"EU27+3",2047,"Household, Leisure, Sports","PC","All",0.01
"South",2047,"Household, Leisure, Sports","PE-LD, -LLD","All",0.01
"South",2047,"Household, Leisure, Sports","PE-HD, -MD","All",0.01
"EU27+3",2047,"Household, Leisure, Sports","Other Thermoplastics","All",0.01
"EU27+3",2047,"Household, Leisure, Sports","PUR","All",0.01
"EU27+3",2047,"Household, Leisure, Sports","Other Plastics","All",0.01
"Germany",2047,"Household, Leisure, Sports","PE-LD, -LLD","All",0.01
"Germany",2047,"Household, Leisure, Sports","PE-HD, -MD","All",0.01
"Germany",2047,"Household, Leisure, Sports","PP","All",0.01
"Germany",2047,"Household, Leisure, Sports","PS","All",0.01
"Germany",2047,"Household, Leisure, Sports","PS-E","All",0.01
"Germany",2047,"Household, Leisure, Sports","PVC","All",0.01
"Germany",2047,"Household, Leisure, Sports","PET","All",0.01
"Germany",2047,"Household, Leisure, Sports","ABS, SAN","All",0.01
"South",2047,"Household, Leisure, Sports","Other Plastics","All",0.01
"East",2047,"Household, Leisure, Sports","PE-HD, -MD","All",0.01
"Germany",2047,"Household, Leisure, Sports","PMMA","All",0.01
"Germany",2047,"Household, Leisure, Sports","PA (PA6, PA66)","All",0.01
"Germany",2047,"Household, Leisure, Sports","PC","All",0.01
"Germany",2047,"Household, Leisure, Sports","Other Thermoplastics","All",0.01
"West",2047,"Household, Leisure, Sports","PS-E","All",0.01
"West",2047,"Household, Leisure, Sports","PVC","All",0.01
"West",2047,"Household, Leisure, Sports","PET","All",0.01
"West",2047,"Household, Leisure, Sports","ABS, SAN","All",0.01
"West",2047,"Household, Leisure, Sports","PMMA","All",0.01
"West",2047,"Household, Leisure, Sports","PA (PA6, PA66)","All",0.01
"West",2047,"Household, Leisure, Sports","PC","All",0.01
"West",2047,"Household, Leisure, Sports","Other Thermoplastics","All",0.01
"North",2047,"Household, Leisure, Sports","PE-LD, -LLD","All",0.01
"West",2047,"Household, Leisure, Sports","Other Plastics","All",0.01
"North",2047,"Household, Leisure, Sports","PP","All",0.01
"North",2047,"Household, Leisure, Sports","PS","All",0.01
"North",2047,"Household, Leisure, Sports","PS-E","All",0.01
"North",2047,"Household, Leisure, Sports","PVC","All",0.01
"North",2047,"Household, Leisure, Sports","PET","All",0.01
"North",2047,"Household, Leisure, Sports","ABS, SAN","All",0.01
"North",2047,"Household, Leisure, Sports","PMMA","All",0.01
"North",2047,"Household, Leisure, Sports","PA (PA6, PA66)","All",0.01
"North",2047,"Household, Leisure, Sports","PC","All",0.01
"North",2047,"Household, Leisure, Sports","Other Thermoplastics","All",0.01
"North",2047,"Household, Leisure, Sports","PUR","All",0.01
"North",2047,"Household, Leisure, Sports","Other Plastics","All",0.01
"East",2047,"Household, Leisure, Sports","Other Plastics","All",0.01
"South",2047,"Household, Leisure, Sports","PP","All",0.01
"South",2047,"Household, Leisure, Sports","PS","All",0.01
"South",2047,"Household, Leisure, Sports","PS-E","All",0.01
"South",2047,"Household, Leisure, Sports","PVC","All",0.01
"South",2047,"Household, Leisure, Sports","PET","All",0.01
"South",2047,"Household, Leisure, Sports","ABS, SAN","All",0.01
"South",2047,"Household, Leisure, Sports","PMMA","All",0.01
"South",2047,"Household, Leisure, Sports","PA (PA6, PA66)","All",0.01
"South",2047,"Household, Leisure, Sports","PC","All",0.01
"South",2047,"Household, Leisure, Sports","Other Thermoplastics","All",0.01
"South",2047,"Household, Leisure, Sports","PUR","All",0.01
"East",2047,"Household, Leisure, Sports","PE-LD, -LLD","All",0.01
"East",2047,"Household, Leisure, Sports","PVC","All",0.01
"East",2047,"Household, Leisure, Sports","PP","All",0.01
"East",2047,"Household, Leisure, Sports","PS","All",0.01
"East",2047,"Household, Leisure, Sports","PS-E","All",0.01
"East",2047,"Household, Leisure, Sports","PMMA","All",0.01
"Germany",2047,"Household, Leisure, Sports","PUR","All",0.01
"Germany",2047,"Household, Leisure, Sports","Other Plastics","All",0.01
"East",2047,"Household, Leisure, Sports","ABS, SAN","All",0.01
"East",2047,"Household, Leisure, Sports","PUR","All",0.01
"East",2047,"Household, Leisure, Sports","PA (PA6, PA66)","All",0.01
"East",2047,"Household, Leisure, Sports","PC","All",0.01
"East",2047,"Household, Leisure, Sports","Other Thermoplastics","All",0.01
"East",2047,"Household, Leisure, Sports","PET","All",0.01
"North",2047,"Household, Leisure, Sports","PE-HD, -MD","All",0.01
"EU27+3",2047,"Others","PA (PA6, PA66)","All",0.01
"West",2047,"Others","PE-LD, -LLD","All",0.01
"West",2047,"Others","PUR","All",0.01
"West",2047,"Others","PP","All",0.01
"West",2047,"Others","PS","All",0.01
"West",2047,"Others","PS-E","All",0.01
"West",2047,"Others","PE-HD, -MD","All",0.01
"West",2047,"Others","PET","All",0.01
"West",2047,"Others","ABS, SAN","All",0.01
"West",2047,"Others","PMMA","All",0.01
"West",2047,"Others","PA (PA6, PA66)","All",0.01
"West",2047,"Others","PC","All",0.01
"West",2047,"Others","Other Thermoplastics","All",0.01
"North",2047,"Others","PE-LD, -LLD","All",0.01
"North",2047,"Others","PE-HD, -MD","All",0.01
"West",2047,"Others","Other Plastics","All",0.01
"North",2047,"Others","PS","All",0.01
"EU27+3",2047,"Others","PE-LD, -LLD","All",0.01
"EU27+3",2047,"Others","PE-HD, -MD","All",0.01
"West",2047,"Others","PVC","All",0.01
"EU27+3",2047,"Others","PS","All",0.01
"EU27+3",2047,"Others","PS-E","All",0.01
"EU27+3",2047,"Others","PVC","All",0.01
"EU27+3",2047,"Others","PET","All",0.01
"EU27+3",2047,"Others","ABS, SAN","All",0.01
"EU27+3",2047,"Others","PMMA","All",0.01
"South",2047,"Others","PE-LD, -LLD","All",0.01
"South",2047,"Others","PE-HD, -MD","All",0.01
"South",2047,"Others","PP","All",0.01
"South",2047,"Others","PS","All",0.01
"South",2047,"Others","PS-E","All",0.01
"South",2047,"Others","PVC","All",0.01
"EU27+3",2047,"Others","PP","All",0.01
"Germany",2047,"Others","PE-LD, -LLD","All",0.01
"Germany",2047,"Others","PE-HD, -MD","All",0.01
"Germany",2047,"Others","PP","All",0.01
"Germany",2047,"Others","PS","All",0.01
"Germany",2047,"Others","PS-E","All",0.01
"Germany",2047,"Others","PVC","All",0.01
"Germany",2047,"Others","PET","All",0.01
"East",2047,"Others","PE-LD, -LLD","All",0.01
"Germany",2047,"Others","ABS, SAN","All",0.01
"Germany",2047,"Others","PMMA","All",0.01
"Germany",2047,"Others","PA (PA6, PA66)","All",0.01
"Germany",2047,"Others","PC","All",0.01
"Germany",2047,"Others","Other Thermoplastics","All",0.01
"Germany",2047,"Others","PUR","All",0.01
"Germany",2047,"Others","Other Plastics","All",0.01
"East",2047,"Others","PMMA","All",0.01
"East",2047,"Others","PA (PA6, PA66)","All",0.01
"East",2047,"Others","PC","All",0.01
"East",2047,"Others","Other Thermoplastics","All",0.01
"East",2047,"Others","PUR","All",0.01
"East",2047,"Others","Other Plastics","All",0.01
"North",2047,"Others","PVC","All",0.01
"North",2047,"Others","PP","All",0.01
"EU27+3",2047,"Others","Other Thermoplastics","All",0.01
"North",2047,"Others","PS-E","All",0.01
"North",2047,"Others","PA (PA6, PA66)","All",0.01
