"region","time","sector","intermediary_product","product","value"
"EU27+1",2050,"Other Transport","Steel Intermediary","Cold Rolled Coil Galvanized",0.06300000000000001
"EU27+1",2050,"Other Transport","Steel Intermediary","Cold Rolled Coil Organic Coated",0.06300000000000001
"EU27+1",2050,"Other Transport","Steel Intermediary","Cold Rolled Coil Tinned",0.06300000000000001
"EU27+1",2050,"Other Transport","Steel Intermediary","Electrical Sheet",0.06300000000000001
"EU27+1",2050,"Other Transport","Steel Intermediary","Heavy Sections",0.06300000000000001
"EU27+1",2050,"Other Transport","Steel Intermediary","Hot Rolled Bar",0.18000000000000002
"EU27+1",2050,"Other Transport","Steel Intermediary","Hot Rolled Coil",0.06300000000000001
"EU27+1",2050,"Other Transport","Steel Intermediary","Hot Rolled Coil Galvanized",0.06300000000000001
"EU27+1",2050,"Other Transport","Steel Intermediary","Hot Rolled Narrow Strip",0.06300000000000001
"EU27+1",2050,"Other Transport","Steel Intermediary","Light Sections",0.06300000000000001
"EU27+1",2050,"Other Transport","Steel Intermediary","Plate",0.18000000000000002
"EU27+1",2050,"Other Transport","Steel Intermediary","Rail",0.06300000000000001
"EU27+1",2050,"Other Transport","Steel Intermediary","Rebar",0.06300000000000001
"EU27+1",2050,"Other Transport","Steel Intermediary","Seamless Tube",0.06300000000000001
"EU27+1",2050,"Other Transport","Steel Intermediary","Welded Tube",0.06300000000000001
"EU27+1",2050,"Other Transport","Steel Intermediary","Wire Rod",0.09000000000000001
