Region;Building type;Age cohort;Year;value
AUT;SFH;>1945;2020;52209560.73
AUT;SFH;>1945;2021;52074926.45
AUT;SFH;>1945;2022;51940292.18
AUT;SFH;>1945;2023;51805657.91
AUT;SFH;>1945;2024;51671023.64
AUT;SFH;>1945;2025;51536389.36
AUT;SFH;>1945;2026;51401755.09
AUT;SFH;>1945;2027;51267120.82
AUT;SFH;>1945;2028;51132486.55
AUT;SFH;>1945;2029;50997852.27
AUT;SFH;>1945;2030;50863218
AUT;SFH;>1945;2031;50670421.2
AUT;SFH;>1945;2032;50477624.4
AUT;SFH;>1945;2033;50284827.6
AUT;SFH;>1945;2034;50092030.8
AUT;SFH;>1945;2035;49899234
AUT;SFH;>1945;2036;49706437.2
AUT;SFH;>1945;2037;49513640.4
AUT;SFH;>1945;2038;49320843.6
AUT;SFH;>1945;2039;49128046.8
AUT;SFH;>1945;2040;48935250
AUT;SFH;>1945;2041;48697874
AUT;SFH;>1945;2042;48460498
AUT;SFH;>1945;2043;48223122
AUT;SFH;>1945;2044;47985746
AUT;SFH;>1945;2045;47748370
AUT;SFH;>1945;2046;47510994
AUT;SFH;>1945;2047;47273618
AUT;SFH;>1945;2048;47036242
AUT;SFH;>1945;2049;46798866
AUT;SFH;>1945;2050;46561490
AUT;SFH;1945-1969;2020;55783363
AUT;SFH;1945-1969;2021;55422138
AUT;SFH;1945-1969;2022;55060913
AUT;SFH;1945-1969;2023;54699688
AUT;SFH;1945-1969;2024;54338463
AUT;SFH;1945-1969;2025;53977238
AUT;SFH;1945-1969;2026;53616013
AUT;SFH;1945-1969;2027;53254788
AUT;SFH;1945-1969;2028;52893563
AUT;SFH;1945-1969;2029;52532338
AUT;SFH;1945-1969;2030;52171113
AUT;SFH;1945-1969;2031;51579090.5
AUT;SFH;1945-1969;2032;50987068
AUT;SFH;1945-1969;2033;50395045.5
AUT;SFH;1945-1969;2034;49803023
AUT;SFH;1945-1969;2035;49211000.5
AUT;SFH;1945-1969;2036;48618978
AUT;SFH;1945-1969;2037;48026955.5
AUT;SFH;1945-1969;2038;47434933
AUT;SFH;1945-1969;2039;46842910.5
AUT;SFH;1945-1969;2040;46250888
AUT;SFH;1945-1969;2041;45498198.1
AUT;SFH;1945-1969;2042;44745508.2
AUT;SFH;1945-1969;2043;43992818.3
AUT;SFH;1945-1969;2044;43240128.4
AUT;SFH;1945-1969;2045;42487438.5
AUT;SFH;1945-1969;2046;41734748.6
AUT;SFH;1945-1969;2047;40982058.7
AUT;SFH;1945-1969;2048;40229368.8
AUT;SFH;1945-1969;2049;39476678.9
AUT;SFH;1945-1969;2050;38723989
AUT;SFH;1970-1989;2020;82956277.55
AUT;SFH;1970-1989;2021;82840435.09
AUT;SFH;1970-1989;2022;82724592.64
AUT;SFH;1970-1989;2023;82608750.18
AUT;SFH;1970-1989;2024;82492907.73
AUT;SFH;1970-1989;2025;82377065.27
AUT;SFH;1970-1989;2026;82261222.82
AUT;SFH;1970-1989;2027;82145380.36
AUT;SFH;1970-1989;2028;82029537.91
AUT;SFH;1970-1989;2029;81913695.45
AUT;SFH;1970-1989;2030;81797853
AUT;SFH;1970-1989;2031;81540475.7
AUT;SFH;1970-1989;2032;81283098.4
AUT;SFH;1970-1989;2033;81025721.1
AUT;SFH;1970-1989;2034;80768343.8
AUT;SFH;1970-1989;2035;80510966.5
AUT;SFH;1970-1989;2036;80253589.2
AUT;SFH;1970-1989;2037;79996211.9
AUT;SFH;1970-1989;2038;79738834.6
AUT;SFH;1970-1989;2039;79481457.3
AUT;SFH;1970-1989;2040;79224080
AUT;SFH;1970-1989;2041;78792692.6
AUT;SFH;1970-1989;2042;78361305.2
AUT;SFH;1970-1989;2043;77929917.8
AUT;SFH;1970-1989;2044;77498530.4
AUT;SFH;1970-1989;2045;77067143
AUT;SFH;1970-1989;2046;76635755.6
AUT;SFH;1970-1989;2047;76204368.2
AUT;SFH;1970-1989;2048;75772980.8
AUT;SFH;1970-1989;2049;75341593.4
AUT;SFH;1970-1989;2050;74910206
AUT;SFH;1990-2010;2020;71490932.64
AUT;SFH;1990-2010;2021;71482252.02
AUT;SFH;1990-2010;2022;71473571.41
AUT;SFH;1990-2010;2023;71464890.8
AUT;SFH;1990-2010;2024;71456210.18
AUT;SFH;1990-2010;2025;71447529.57
AUT;SFH;1990-2010;2026;71438848.95
AUT;SFH;1990-2010;2027;71430168.34
AUT;SFH;1990-2010;2028;71421487.73
AUT;SFH;1990-2010;2029;71412807.11
AUT;SFH;1990-2010;2030;71404126.5
AUT;SFH;1990-2010;2031;71369723.25
AUT;SFH;1990-2010;2032;71335320
AUT;SFH;1990-2010;2033;71300916.75
AUT;SFH;1990-2010;2034;71266513.5
AUT;SFH;1990-2010;2035;71232110.25
AUT;SFH;1990-2010;2036;71197707
AUT;SFH;1990-2010;2037;71163303.75
AUT;SFH;1990-2010;2038;71128900.5
AUT;SFH;1990-2010;2039;71094497.25
AUT;SFH;1990-2010;2040;71060094
AUT;SFH;1990-2010;2041;70978645.78
AUT;SFH;1990-2010;2042;70897197.55
AUT;SFH;1990-2010;2043;70815749.33
AUT;SFH;1990-2010;2044;70734301.1
AUT;SFH;1990-2010;2045;70652852.88
AUT;SFH;1990-2010;2046;70571404.65
AUT;SFH;1990-2010;2047;70489956.43
AUT;SFH;1990-2010;2048;70408508.2
AUT;SFH;1990-2010;2049;70327059.98
AUT;SFH;1990-2010;2050;70245611.75
AUT;SFH;2011-2020;2020;26569498.9
AUT;SFH;2011-2020;2021;26569494.17
AUT;SFH;2011-2020;2022;26569489.44
AUT;SFH;2011-2020;2023;26569484.72
AUT;SFH;2011-2020;2024;26569479.99
AUT;SFH;2011-2020;2025;26569475.26
AUT;SFH;2011-2020;2026;26569470.53
AUT;SFH;2011-2020;2027;26569465.81
AUT;SFH;2011-2020;2028;26569461.08
AUT;SFH;2011-2020;2029;26569456.35
AUT;SFH;2011-2020;2030;26569451.63
AUT;SFH;2011-2020;2031;26569451.72
AUT;SFH;2011-2020;2032;26569451.81
AUT;SFH;2011-2020;2033;26569451.91
AUT;SFH;2011-2020;2034;26569452
AUT;SFH;2011-2020;2035;26569452.09
AUT;SFH;2011-2020;2036;26569452.19
AUT;SFH;2011-2020;2037;26569452.28
AUT;SFH;2011-2020;2038;26569452.38
AUT;SFH;2011-2020;2039;26569452.47
AUT;SFH;2011-2020;2040;26569452.56
AUT;SFH;2011-2020;2041;26565067.54
AUT;SFH;2011-2020;2042;26560682.53
AUT;SFH;2011-2020;2043;26556297.51
AUT;SFH;2011-2020;2044;26551912.49
AUT;SFH;2011-2020;2045;26547527.47
AUT;SFH;2011-2020;2046;26543142.45
AUT;SFH;2011-2020;2047;26538757.43
AUT;SFH;2011-2020;2048;26534372.41
AUT;SFH;2011-2020;2049;26529987.39
AUT;SFH;2011-2020;2050;26525602.38
AUT;SFH;2021-2030;2020;0
AUT;SFH;2021-2030;2021;2821731.3
AUT;SFH;2021-2030;2022;5643462.6
AUT;SFH;2021-2030;2023;8465193.9
AUT;SFH;2021-2030;2024;11286925.2
AUT;SFH;2021-2030;2025;14108656.5
AUT;SFH;2021-2030;2026;16973070.2
AUT;SFH;2021-2030;2027;19837483.9
AUT;SFH;2021-2030;2028;22701897.6
AUT;SFH;2021-2030;2029;25566311.3
AUT;SFH;2021-2030;2030;28430725
AUT;SFH;2021-2030;2031;28430725
AUT;SFH;2021-2030;2032;28430725
AUT;SFH;2021-2030;2033;28430725
AUT;SFH;2021-2030;2034;28430725
AUT;SFH;2021-2030;2035;28430725
AUT;SFH;2021-2030;2036;28430725
AUT;SFH;2021-2030;2037;28430725
AUT;SFH;2021-2030;2038;28430725
AUT;SFH;2021-2030;2039;28430725
AUT;SFH;2021-2030;2040;28430725
AUT;SFH;2021-2030;2041;28430725
AUT;SFH;2021-2030;2042;28430725
AUT;SFH;2021-2030;2043;28430725
AUT;SFH;2021-2030;2044;28430725
AUT;SFH;2021-2030;2045;28430725
AUT;SFH;2021-2030;2046;28430725
AUT;SFH;2021-2030;2047;28430725
AUT;SFH;2021-2030;2048;28430725
AUT;SFH;2021-2030;2049;28430725
AUT;SFH;2021-2030;2050;28430725
AUT;SFH;2031-2040;2020;0
AUT;SFH;2031-2040;2021;0
AUT;SFH;2031-2040;2022;0
AUT;SFH;2031-2040;2023;0
AUT;SFH;2031-2040;2024;0
AUT;SFH;2031-2040;2025;0
AUT;SFH;2031-2040;2026;0
AUT;SFH;2031-2040;2027;0
AUT;SFH;2031-2040;2028;0
AUT;SFH;2031-2040;2029;0
AUT;SFH;2031-2040;2030;0
AUT;SFH;2031-2040;2031;2945901.375
AUT;SFH;2031-2040;2032;5891802.75
AUT;SFH;2031-2040;2033;8837704.125
AUT;SFH;2031-2040;2034;11783605.5
AUT;SFH;2031-2040;2035;14729506.88
AUT;SFH;2031-2040;2036;17675408.25
AUT;SFH;2031-2040;2037;20621309.63
AUT;SFH;2031-2040;2038;23567211
AUT;SFH;2031-2040;2039;26513112.38
AUT;SFH;2031-2040;2040;29459013.75
AUT;SFH;2031-2040;2041;29459013.75
AUT;SFH;2031-2040;2042;29459013.75
AUT;SFH;2031-2040;2043;29459013.75
AUT;SFH;2031-2040;2044;29459013.75
AUT;SFH;2031-2040;2045;29459013.75
AUT;SFH;2031-2040;2046;29459013.75
AUT;SFH;2031-2040;2047;29459013.75
AUT;SFH;2031-2040;2048;29459013.75
AUT;SFH;2031-2040;2049;29459013.75
AUT;SFH;2031-2040;2050;29459013.75
AUT;SFH;2040<;2020;0
AUT;SFH;2040<;2021;0
AUT;SFH;2040<;2022;0
AUT;SFH;2040<;2023;0
AUT;SFH;2040<;2024;0
AUT;SFH;2040<;2025;0
AUT;SFH;2040<;2026;0
AUT;SFH;2040<;2027;0
AUT;SFH;2040<;2028;0
AUT;SFH;2040<;2029;0
AUT;SFH;2040<;2030;0
AUT;SFH;2040<;2031;0
AUT;SFH;2040<;2032;0
AUT;SFH;2040<;2033;0
AUT;SFH;2040<;2034;0
AUT;SFH;2040<;2035;0
AUT;SFH;2040<;2036;0
AUT;SFH;2040<;2037;0
AUT;SFH;2040<;2038;0
AUT;SFH;2040<;2039;0
AUT;SFH;2040<;2040;0
AUT;SFH;2040<;2041;2965053.9
AUT;SFH;2040<;2042;5930107.8
AUT;SFH;2040<;2043;8895161.7
AUT;SFH;2040<;2044;11860215.6
AUT;SFH;2040<;2045;14825269.5
AUT;SFH;2040<;2046;17790323.4
AUT;SFH;2040<;2047;20755377.3
AUT;SFH;2040<;2048;23720431.2
AUT;SFH;2040<;2049;26685485.1
AUT;SFH;2040<;2050;29650539
AUT;MFH;>1945;2020;51642152.18
AUT;MFH;>1945;2021;51522706.36
AUT;MFH;>1945;2022;51403260.55
AUT;MFH;>1945;2023;51283814.73
AUT;MFH;>1945;2024;51164368.91
AUT;MFH;>1945;2025;51044923.09
AUT;MFH;>1945;2026;50925477.27
AUT;MFH;>1945;2027;50806031.45
AUT;MFH;>1945;2028;50686585.64
AUT;MFH;>1945;2029;50567139.82
AUT;MFH;>1945;2030;50447694
AUT;MFH;>1945;2031;50277834.4
AUT;MFH;>1945;2032;50107974.8
AUT;MFH;>1945;2033;49938115.2
AUT;MFH;>1945;2034;49768255.6
AUT;MFH;>1945;2035;49598396
AUT;MFH;>1945;2036;49428536.4
AUT;MFH;>1945;2037;49258676.8
AUT;MFH;>1945;2038;49088817.2
AUT;MFH;>1945;2039;48918957.6
AUT;MFH;>1945;2040;48749098
AUT;MFH;>1945;2041;48538413.2
AUT;MFH;>1945;2042;48327728.4
AUT;MFH;>1945;2043;48117043.6
AUT;MFH;>1945;2044;47906358.8
AUT;MFH;>1945;2045;47695674
AUT;MFH;>1945;2046;47484989.2
AUT;MFH;>1945;2047;47274304.4
AUT;MFH;>1945;2048;47063619.6
AUT;MFH;>1945;2049;46852934.8
AUT;MFH;>1945;2050;46642250
AUT;MFH;1945-1969;2020;42677776.18
AUT;MFH;1945-1969;2021;42408542.36
AUT;MFH;1945-1969;2022;42139308.55
AUT;MFH;1945-1969;2023;41870074.73
AUT;MFH;1945-1969;2024;41600840.91
AUT;MFH;1945-1969;2025;41331607.09
AUT;MFH;1945-1969;2026;41062373.27
AUT;MFH;1945-1969;2027;40793139.45
AUT;MFH;1945-1969;2028;40523905.64
AUT;MFH;1945-1969;2029;40254671.82
AUT;MFH;1945-1969;2030;39985438
AUT;MFH;1945-1969;2031;39540018
AUT;MFH;1945-1969;2032;39094598
AUT;MFH;1945-1969;2033;38649178
AUT;MFH;1945-1969;2034;38203758
AUT;MFH;1945-1969;2035;37758338
AUT;MFH;1945-1969;2036;37312918
AUT;MFH;1945-1969;2037;36867498
AUT;MFH;1945-1969;2038;36422078
AUT;MFH;1945-1969;2039;35976658
AUT;MFH;1945-1969;2040;35531238
AUT;MFH;1945-1969;2041;34956482.1
AUT;MFH;1945-1969;2042;34381726.2
AUT;MFH;1945-1969;2043;33806970.3
AUT;MFH;1945-1969;2044;33232214.4
AUT;MFH;1945-1969;2045;32657458.5
AUT;MFH;1945-1969;2046;32082702.6
AUT;MFH;1945-1969;2047;31507946.7
AUT;MFH;1945-1969;2048;30933190.8
AUT;MFH;1945-1969;2049;30358434.9
AUT;MFH;1945-1969;2050;29783679
AUT;MFH;1970-1989;2020;56182717.73
AUT;MFH;1970-1989;2021;56100692.45
AUT;MFH;1970-1989;2022;56018667.18
AUT;MFH;1970-1989;2023;55936641.91
AUT;MFH;1970-1989;2024;55854616.64
AUT;MFH;1970-1989;2025;55772591.36
AUT;MFH;1970-1989;2026;55690566.09
AUT;MFH;1970-1989;2027;55608540.82
AUT;MFH;1970-1989;2028;55526515.55
AUT;MFH;1970-1989;2029;55444490.27
AUT;MFH;1970-1989;2030;55362465
AUT;MFH;1970-1989;2031;55182568.6
AUT;MFH;1970-1989;2032;55002672.2
AUT;MFH;1970-1989;2033;54822775.8
AUT;MFH;1970-1989;2034;54642879.4
AUT;MFH;1970-1989;2035;54462983
AUT;MFH;1970-1989;2036;54283086.6
AUT;MFH;1970-1989;2037;54103190.2
AUT;MFH;1970-1989;2038;53923293.8
AUT;MFH;1970-1989;2039;53743397.4
AUT;MFH;1970-1989;2040;53563501
AUT;MFH;1970-1989;2041;53264865.1
AUT;MFH;1970-1989;2042;52966229.2
AUT;MFH;1970-1989;2043;52667593.3
AUT;MFH;1970-1989;2044;52368957.4
AUT;MFH;1970-1989;2045;52070321.5
AUT;MFH;1970-1989;2046;51771685.6
AUT;MFH;1970-1989;2047;51473049.7
AUT;MFH;1970-1989;2048;51174413.8
AUT;MFH;1970-1989;2049;50875777.9
AUT;MFH;1970-1989;2050;50577142
AUT;MFH;1990-2010;2020;45912090.36
AUT;MFH;1990-2010;2021;45907093.73
AUT;MFH;1990-2010;2022;45902097.09
AUT;MFH;1990-2010;2023;45897100.45
AUT;MFH;1990-2010;2024;45892103.82
AUT;MFH;1990-2010;2025;45887107.18
AUT;MFH;1990-2010;2026;45882110.55
AUT;MFH;1990-2010;2027;45877113.91
AUT;MFH;1990-2010;2028;45872117.27
AUT;MFH;1990-2010;2029;45867120.64
AUT;MFH;1990-2010;2030;45862124
AUT;MFH;1990-2010;2031;45841655.7
AUT;MFH;1990-2010;2032;45821187.4
AUT;MFH;1990-2010;2033;45800719.1
AUT;MFH;1990-2010;2034;45780250.8
AUT;MFH;1990-2010;2035;45759782.5
AUT;MFH;1990-2010;2036;45739314.2
AUT;MFH;1990-2010;2037;45718845.9
AUT;MFH;1990-2010;2038;45698377.6
AUT;MFH;1990-2010;2039;45677909.3
AUT;MFH;1990-2010;2040;45657441
AUT;MFH;1990-2010;2041;45608191.9
AUT;MFH;1990-2010;2042;45558942.8
AUT;MFH;1990-2010;2043;45509693.7
AUT;MFH;1990-2010;2044;45460444.6
AUT;MFH;1990-2010;2045;45411195.5
AUT;MFH;1990-2010;2046;45361946.4
AUT;MFH;1990-2010;2047;45312697.3
AUT;MFH;1990-2010;2048;45263448.2
AUT;MFH;1990-2010;2049;45214199.1
AUT;MFH;1990-2010;2050;45164950
AUT;MFH;2011-2020;2020;25203284.52
AUT;MFH;2011-2020;2021;25203284.3
AUT;MFH;2011-2020;2022;25203284.07
AUT;MFH;2011-2020;2023;25203283.84
AUT;MFH;2011-2020;2024;25203283.61
AUT;MFH;2011-2020;2025;25203283.39
AUT;MFH;2011-2020;2026;25203283.16
AUT;MFH;2011-2020;2027;25203282.93
AUT;MFH;2011-2020;2028;25203282.7
AUT;MFH;2011-2020;2029;25203282.48
AUT;MFH;2011-2020;2030;25203282.25
AUT;MFH;2011-2020;2031;25203282.15
AUT;MFH;2011-2020;2032;25203282.05
AUT;MFH;2011-2020;2033;25203281.95
AUT;MFH;2011-2020;2034;25203281.85
AUT;MFH;2011-2020;2035;25203281.75
AUT;MFH;2011-2020;2036;25203281.65
AUT;MFH;2011-2020;2037;25203281.55
AUT;MFH;2011-2020;2038;25203281.45
AUT;MFH;2011-2020;2039;25203281.35
AUT;MFH;2011-2020;2040;25203281.25
AUT;MFH;2011-2020;2041;25199283.2
AUT;MFH;2011-2020;2042;25195285.15
AUT;MFH;2011-2020;2043;25191287.1
AUT;MFH;2011-2020;2044;25187289.05
AUT;MFH;2011-2020;2045;25183291
AUT;MFH;2011-2020;2046;25179292.95
AUT;MFH;2011-2020;2047;25175294.9
AUT;MFH;2011-2020;2048;25171296.85
AUT;MFH;2011-2020;2049;25167298.8
AUT;MFH;2011-2020;2050;25163300.75
AUT;MFH;2021-2030;2020;0
AUT;MFH;2021-2030;2021;2152520.1
AUT;MFH;2021-2030;2022;4305040.2
AUT;MFH;2021-2030;2023;6457560.3
AUT;MFH;2021-2030;2024;8610080.4
AUT;MFH;2021-2030;2025;10762600.5
AUT;MFH;2021-2030;2026;12947120.9
AUT;MFH;2021-2030;2027;15131641.3
AUT;MFH;2021-2030;2028;17316161.7
AUT;MFH;2021-2030;2029;19500682.1
AUT;MFH;2021-2030;2030;21685202.5
AUT;MFH;2021-2030;2031;21685202.5
AUT;MFH;2021-2030;2032;21685202.5
AUT;MFH;2021-2030;2033;21685202.5
AUT;MFH;2021-2030;2034;21685202.5
AUT;MFH;2021-2030;2035;21685202.5
AUT;MFH;2021-2030;2036;21685202.5
AUT;MFH;2021-2030;2037;21685202.5
AUT;MFH;2021-2030;2038;21685202.5
AUT;MFH;2021-2030;2039;21685202.5
AUT;MFH;2021-2030;2040;21685202.5
AUT;MFH;2021-2030;2041;21685202.5
AUT;MFH;2021-2030;2042;21685202.5
AUT;MFH;2021-2030;2043;21685202.5
AUT;MFH;2021-2030;2044;21685202.5
AUT;MFH;2021-2030;2045;21685202.5
AUT;MFH;2021-2030;2046;21685202.5
AUT;MFH;2021-2030;2047;21685202.5
AUT;MFH;2021-2030;2048;21685202.5
AUT;MFH;2021-2030;2049;21685202.5
AUT;MFH;2021-2030;2050;21685202.5
AUT;MFH;2031-2040;2020;0
AUT;MFH;2031-2040;2021;0
AUT;MFH;2031-2040;2022;0
AUT;MFH;2031-2040;2023;0
AUT;MFH;2031-2040;2024;0
AUT;MFH;2031-2040;2025;0
AUT;MFH;2031-2040;2026;0
AUT;MFH;2031-2040;2027;0
AUT;MFH;2031-2040;2028;0
AUT;MFH;2031-2040;2029;0
AUT;MFH;2031-2040;2030;0
AUT;MFH;2031-2040;2031;2242951.25
AUT;MFH;2031-2040;2032;4485902.5
AUT;MFH;2031-2040;2033;6728853.75
AUT;MFH;2031-2040;2034;8971805
AUT;MFH;2031-2040;2035;11214756.25
AUT;MFH;2031-2040;2036;13457707.5
AUT;MFH;2031-2040;2037;15700658.75
AUT;MFH;2031-2040;2038;17943610
AUT;MFH;2031-2040;2039;20186561.25
AUT;MFH;2031-2040;2040;22429512.5
AUT;MFH;2031-2040;2041;22429512.5
AUT;MFH;2031-2040;2042;22429512.5
AUT;MFH;2031-2040;2043;22429512.5
AUT;MFH;2031-2040;2044;22429512.5
AUT;MFH;2031-2040;2045;22429512.5
AUT;MFH;2031-2040;2046;22429512.5
AUT;MFH;2031-2040;2047;22429512.5
AUT;MFH;2031-2040;2048;22429512.5
AUT;MFH;2031-2040;2049;22429512.5
AUT;MFH;2031-2040;2050;22429512.5
AUT;MFH;2040<;2020;0
AUT;MFH;2040<;2021;0
AUT;MFH;2040<;2022;0
AUT;MFH;2040<;2023;0
AUT;MFH;2040<;2024;0
AUT;MFH;2040<;2025;0
AUT;MFH;2040<;2026;0
AUT;MFH;2040<;2027;0
AUT;MFH;2040<;2028;0
AUT;MFH;2040<;2029;0
AUT;MFH;2040<;2030;0
AUT;MFH;2040<;2031;0
AUT;MFH;2040<;2032;0
AUT;MFH;2040<;2033;0
AUT;MFH;2040<;2034;0
AUT;MFH;2040<;2035;0
AUT;MFH;2040<;2036;0
AUT;MFH;2040<;2037;0
AUT;MFH;2040<;2038;0
AUT;MFH;2040<;2039;0
AUT;MFH;2040<;2040;0
AUT;MFH;2040<;2041;2253699.25
AUT;MFH;2040<;2042;4507398.5
AUT;MFH;2040<;2043;6761097.75
AUT;MFH;2040<;2044;9014797
AUT;MFH;2040<;2045;11268496.25
AUT;MFH;2040<;2046;13522195.5
AUT;MFH;2040<;2047;15775894.75
AUT;MFH;2040<;2048;18029594
AUT;MFH;2040<;2049;20283293.25
AUT;MFH;2040<;2050;22536992.5
AUT;Ret;>1945;2020;6895206.841
AUT;Ret;>1945;2021;6866438.182
AUT;Ret;>1945;2022;6837669.523
AUT;Ret;>1945;2023;6808900.864
AUT;Ret;>1945;2024;6780132.205
AUT;Ret;>1945;2025;6751363.545
AUT;Ret;>1945;2026;6722594.886
AUT;Ret;>1945;2027;6693826.227
AUT;Ret;>1945;2028;6665057.568
AUT;Ret;>1945;2029;6636288.909
AUT;Ret;>1945;2030;6607520.25
AUT;Ret;>1945;2031;6565843.55
AUT;Ret;>1945;2032;6524166.85
AUT;Ret;>1945;2033;6482490.15
AUT;Ret;>1945;2034;6440813.45
AUT;Ret;>1945;2035;6399136.75
AUT;Ret;>1945;2036;6357460.05
AUT;Ret;>1945;2037;6315783.35
AUT;Ret;>1945;2038;6274106.65
AUT;Ret;>1945;2039;6232429.95
AUT;Ret;>1945;2040;6190753.25
AUT;Ret;>1945;2041;6139000.525
AUT;Ret;>1945;2042;6087247.8
AUT;Ret;>1945;2043;6035495.075
AUT;Ret;>1945;2044;5983742.35
AUT;Ret;>1945;2045;5931989.625
AUT;Ret;>1945;2046;5880236.9
AUT;Ret;>1945;2047;5828484.175
AUT;Ret;>1945;2048;5776731.45
AUT;Ret;>1945;2049;5724978.725
AUT;Ret;>1945;2050;5673226
AUT;Ret;1945-1969;2020;6728503.364
AUT;Ret;1945-1969;2021;6684737.727
AUT;Ret;1945-1969;2022;6640972.091
AUT;Ret;1945-1969;2023;6597206.455
AUT;Ret;1945-1969;2024;6553440.818
AUT;Ret;1945-1969;2025;6509675.182
AUT;Ret;1945-1969;2026;6465909.545
AUT;Ret;1945-1969;2027;6422143.909
AUT;Ret;1945-1969;2028;6378378.273
AUT;Ret;1945-1969;2029;6334612.636
AUT;Ret;1945-1969;2030;6290847
AUT;Ret;1945-1969;2031;6221662.975
AUT;Ret;1945-1969;2032;6152478.95
AUT;Ret;1945-1969;2033;6083294.925
AUT;Ret;1945-1969;2034;6014110.9
AUT;Ret;1945-1969;2035;5944926.875
AUT;Ret;1945-1969;2036;5875742.85
AUT;Ret;1945-1969;2037;5806558.825
AUT;Ret;1945-1969;2038;5737374.8
AUT;Ret;1945-1969;2039;5668190.775
AUT;Ret;1945-1969;2040;5599006.75
AUT;Ret;1945-1969;2041;5510596.062
AUT;Ret;1945-1969;2042;5422185.375
AUT;Ret;1945-1969;2043;5333774.687
AUT;Ret;1945-1969;2044;5245364
AUT;Ret;1945-1969;2045;5156953.312
AUT;Ret;1945-1969;2046;5068542.625
AUT;Ret;1945-1969;2047;4980131.937
AUT;Ret;1945-1969;2048;4891721.25
AUT;Ret;1945-1969;2049;4803310.562
AUT;Ret;1945-1969;2050;4714899.875
AUT;Ret;1970-1989;2020;10096787.95
AUT;Ret;1970-1989;2021;10084320.78
AUT;Ret;1970-1989;2022;10071853.61
AUT;Ret;1970-1989;2023;10059386.44
AUT;Ret;1970-1989;2024;10046919.27
AUT;Ret;1970-1989;2025;10034452.1
AUT;Ret;1970-1989;2026;10021984.93
AUT;Ret;1970-1989;2027;10009517.76
AUT;Ret;1970-1989;2028;9997050.591
AUT;Ret;1970-1989;2029;9984583.42
AUT;Ret;1970-1989;2030;9972116.25
AUT;Ret;1970-1989;2031;9945582.025
AUT;Ret;1970-1989;2032;9919047.8
AUT;Ret;1970-1989;2033;9892513.575
AUT;Ret;1970-1989;2034;9865979.35
AUT;Ret;1970-1989;2035;9839445.125
AUT;Ret;1970-1989;2036;9812910.9
AUT;Ret;1970-1989;2037;9786376.675
AUT;Ret;1970-1989;2038;9759842.45
AUT;Ret;1970-1989;2039;9733308.225
AUT;Ret;1970-1989;2040;9706774
AUT;Ret;1970-1989;2041;9662951.163
AUT;Ret;1970-1989;2042;9619128.325
AUT;Ret;1970-1989;2043;9575305.488
AUT;Ret;1970-1989;2044;9531482.65
AUT;Ret;1970-1989;2045;9487659.813
AUT;Ret;1970-1989;2046;9443836.975
AUT;Ret;1970-1989;2047;9400014.138
AUT;Ret;1970-1989;2048;9356191.3
AUT;Ret;1970-1989;2049;9312368.463
AUT;Ret;1970-1989;2050;9268545.625
AUT;Ret;1990-2010;2020;7502739.977
AUT;Ret;1990-2010;2021;7501897.33
AUT;Ret;1990-2010;2022;7501054.682
AUT;Ret;1990-2010;2023;7500212.034
AUT;Ret;1990-2010;2024;7499369.386
AUT;Ret;1990-2010;2025;7498526.739
AUT;Ret;1990-2010;2026;7497684.091
AUT;Ret;1990-2010;2027;7496841.443
AUT;Ret;1990-2010;2028;7495998.795
AUT;Ret;1990-2010;2029;7495156.148
AUT;Ret;1990-2010;2030;7494313.5
AUT;Ret;1990-2010;2031;7490993.475
AUT;Ret;1990-2010;2032;7487673.45
AUT;Ret;1990-2010;2033;7484353.425
AUT;Ret;1990-2010;2034;7481033.4
AUT;Ret;1990-2010;2035;7477713.375
AUT;Ret;1990-2010;2036;7474393.35
AUT;Ret;1990-2010;2037;7471073.325
AUT;Ret;1990-2010;2038;7467753.3
AUT;Ret;1990-2010;2039;7464433.275
AUT;Ret;1990-2010;2040;7461113.25
AUT;Ret;1990-2010;2041;7453360.963
AUT;Ret;1990-2010;2042;7445608.675
AUT;Ret;1990-2010;2043;7437856.388
AUT;Ret;1990-2010;2044;7430104.1
AUT;Ret;1990-2010;2045;7422351.813
AUT;Ret;1990-2010;2046;7414599.525
AUT;Ret;1990-2010;2047;7406847.238
AUT;Ret;1990-2010;2048;7399094.95
AUT;Ret;1990-2010;2049;7391342.663
AUT;Ret;1990-2010;2050;7383590.375
AUT;Ret;2011-2020;2020;2221848.615
AUT;Ret;2011-2020;2021;2221848.331
AUT;Ret;2011-2020;2022;2221848.047
AUT;Ret;2011-2020;2023;2221847.763
AUT;Ret;2011-2020;2024;2221847.479
AUT;Ret;2011-2020;2025;2221847.195
AUT;Ret;2011-2020;2026;2221846.911
AUT;Ret;2011-2020;2027;2221846.627
AUT;Ret;2011-2020;2028;2221846.343
AUT;Ret;2011-2020;2029;2221846.059
AUT;Ret;2011-2020;2030;2221845.774
AUT;Ret;2011-2020;2031;2221845.031
AUT;Ret;2011-2020;2032;2221844.287
AUT;Ret;2011-2020;2033;2221843.544
AUT;Ret;2011-2020;2034;2221842.8
AUT;Ret;2011-2020;2035;2221842.057
AUT;Ret;2011-2020;2036;2221841.313
AUT;Ret;2011-2020;2037;2221840.57
AUT;Ret;2011-2020;2038;2221839.826
AUT;Ret;2011-2020;2039;2221839.082
AUT;Ret;2011-2020;2040;2221838.339
