Region;Building type;Age cohort;Insulation product;value
DNK;Hea;>1945;Insulation (Roof);0
DNK;Hea;>1945;Insulation (Floor);0
DNK;Hea;>1945;Insulation (Basement);0
DNK;Hea;1945-1969;Insulation;0
DNK;Hea;1945-1969;Insulation (Exterior wall);0
DNK;Hea;1945-1969;Insulation (Roof);0
DNK;Hea;1945-1969;Insulation (Floor);0
DNK;Hea;1945-1969;Insulation (Basement);0
DNK;Hea;1970-1989;Insulation;0
DNK;Hea;1970-1989;Insulation (Exterior wall);0
DNK;Hea;1970-1989;Insulation (Roof);0
DNK;Hea;1970-1989;Insulation (Floor);0
DNK;Hea;1970-1989;Insulation (Basement);0
DNK;Hea;1990-2010;Insulation;0
DNK;Hea;1990-2010;Insulation (Exterior wall);0
DNK;Hea;1990-2010;Insulation (Roof);0
DNK;Hea;1990-2010;Insulation (Floor);0
DNK;Hea;1990-2010;Insulation (Basement);0
DNK;Hea;2011-2020;Insulation;0
DNK;Hea;2011-2020;Insulation (Exterior wall);0
DNK;Hea;2011-2020;Insulation (Roof);0
DNK;Hea;2011-2020;Insulation (Floor);0
DNK;Hea;2011-2020;Insulation (Basement);0
DNK;Hea;2021-2030;Insulation;0
DNK;Hea;2021-2030;Insulation (Exterior wall);0
DNK;Hea;2021-2030;Insulation (Roof);0
DNK;Hea;2021-2030;Insulation (Floor);0
DNK;Hea;2021-2030;Insulation (Basement);0
DNK;Hea;2031-2040;Insulation;0
DNK;Hea;2031-2040;Insulation (Exterior wall);0
DNK;Hea;2031-2040;Insulation (Roof);0
DNK;Hea;2031-2040;Insulation (Floor);0
DNK;Hea;2031-2040;Insulation (Basement);0
DNK;Hea;2040<;Insulation;0
DNK;Hea;2040<;Insulation (Exterior wall);0
DNK;Hea;2040<;Insulation (Roof);0
DNK;Hea;2040<;Insulation (Floor);0
DNK;Hea;2040<;Insulation (Basement);0
DNK;Oth;>1945;Insulation;0
DNK;Oth;>1945;Insulation (Exterior wall);0
DNK;Oth;>1945;Insulation (Roof);0
DNK;Oth;>1945;Insulation (Floor);0
DNK;Oth;>1945;Insulation (Basement);0
DNK;Oth;1945-1969;Insulation;0
DNK;Oth;1945-1969;Insulation (Exterior wall);0
DNK;Oth;1945-1969;Insulation (Roof);0
DNK;Oth;1945-1969;Insulation (Floor);0
DNK;Oth;1945-1969;Insulation (Basement);0
DNK;Oth;1970-1989;Insulation;0
DNK;Oth;1970-1989;Insulation (Exterior wall);0
DNK;Oth;1970-1989;Insulation (Roof);0
DNK;Oth;1970-1989;Insulation (Floor);0
DNK;Oth;1970-1989;Insulation (Basement);0
DNK;Oth;1990-2010;Insulation;0
DNK;Oth;1990-2010;Insulation (Exterior wall);0
DNK;Oth;1990-2010;Insulation (Roof);0
DNK;Oth;1990-2010;Insulation (Floor);0
DNK;Oth;1990-2010;Insulation (Basement);0
DNK;Oth;2011-2020;Insulation;0
DNK;Oth;2011-2020;Insulation (Exterior wall);0
DNK;Oth;2011-2020;Insulation (Roof);0
DNK;Oth;2011-2020;Insulation (Floor);0
DNK;Oth;2011-2020;Insulation (Basement);0
DNK;Oth;2021-2030;Insulation;0
DNK;Oth;2021-2030;Insulation (Exterior wall);0
DNK;Oth;2021-2030;Insulation (Roof);0
DNK;Oth;2021-2030;Insulation (Floor);0
DNK;Oth;2021-2030;Insulation (Basement);0
DNK;Oth;2031-2040;Insulation;0
DNK;Oth;2031-2040;Insulation (Exterior wall);0
DNK;Oth;2031-2040;Insulation (Roof);0
DNK;Oth;2031-2040;Insulation (Floor);0
DNK;Oth;2031-2040;Insulation (Basement);0
DNK;Oth;2040<;Insulation;0
DNK;Oth;2040<;Insulation (Exterior wall);0
DNK;Oth;2040<;Insulation (Roof);0
DNK;Oth;2040<;Insulation (Floor);0
DNK;Oth;2040<;Insulation (Basement);0
ESP;SFH;>1945;Insulation;5.617556018
ESP;SFH;>1945;Insulation (Exterior wall);0
ESP;SFH;>1945;Insulation (Roof);0
ESP;SFH;>1945;Insulation (Floor);0
ESP;SFH;>1945;Insulation (Basement);0
ESP;SFH;1945-1969;Insulation;10.94754296
ESP;SFH;1945-1969;Insulation (Exterior wall);0
ESP;SFH;1945-1969;Insulation (Roof);0
ESP;SFH;1945-1969;Insulation (Floor);0
ESP;SFH;1945-1969;Insulation (Basement);0
ESP;SFH;1970-1989;Insulation;10.94754296
ESP;SFH;1970-1989;Insulation (Exterior wall);0
ESP;SFH;1970-1989;Insulation (Roof);0
ESP;SFH;1970-1989;Insulation (Floor);0
ESP;SFH;1970-1989;Insulation (Basement);0
ESP;SFH;1990-2010;Insulation;20.80717518
ESP;SFH;1990-2010;Insulation (Exterior wall);0
ESP;SFH;1990-2010;Insulation (Roof);0
ESP;SFH;1990-2010;Insulation (Floor);0
ESP;SFH;1990-2010;Insulation (Basement);0
ESP;SFH;2011-2020;Insulation;17.75923281
ESP;SFH;2011-2020;Insulation (Exterior wall);0
ESP;SFH;2011-2020;Insulation (Roof);0
ESP;SFH;2011-2020;Insulation (Floor);0
ESP;SFH;2011-2020;Insulation (Basement);0
ESP;SFH;2021-2030;Insulation;0
ESP;SFH;2021-2030;Insulation (Exterior wall);9.777777778
ESP;SFH;2021-2030;Insulation (Roof);3.581455033
ESP;SFH;2021-2030;Insulation (Floor);2.4
ESP;SFH;2021-2030;Insulation (Basement);2
ESP;SFH;2031-2040;Insulation;0
ESP;SFH;2031-2040;Insulation (Exterior wall);9.777777778
ESP;SFH;2031-2040;Insulation (Roof);3.581455033
ESP;SFH;2031-2040;Insulation (Floor);2.4
ESP;SFH;2031-2040;Insulation (Basement);2
ESP;SFH;2040<;Insulation;0
ESP;SFH;2040<;Insulation (Exterior wall);9.777777778
ESP;SFH;2040<;Insulation (Roof);3.581455033
ESP;SFH;2040<;Insulation (Floor);2.4
ESP;SFH;2040<;Insulation (Basement);2
ESP;MFH;>1945;Insulation;3.424603058
ESP;MFH;>1945;Insulation (Exterior wall);0
ESP;MFH;>1945;Insulation (Roof);0
ESP;MFH;>1945;Insulation (Floor);0
ESP;MFH;>1945;Insulation (Basement);0
ESP;MFH;1945-1969;Insulation;6.398229701
ESP;MFH;1945-1969;Insulation (Exterior wall);0
ESP;MFH;1945-1969;Insulation (Roof);0
ESP;MFH;1945-1969;Insulation (Floor);0
ESP;MFH;1945-1969;Insulation (Basement);0
ESP;MFH;1970-1989;Insulation;5.826015196
ESP;MFH;1970-1989;Insulation (Exterior wall);0
ESP;MFH;1970-1989;Insulation (Roof);0
ESP;MFH;1970-1989;Insulation (Floor);0
ESP;MFH;1970-1989;Insulation (Basement);0
ESP;MFH;1990-2010;Insulation;8.210723683
ESP;MFH;1990-2010;Insulation (Exterior wall);0
ESP;MFH;1990-2010;Insulation (Roof);0
ESP;MFH;1990-2010;Insulation (Floor);0
ESP;MFH;1990-2010;Insulation (Basement);0
ESP;MFH;2011-2020;Insulation;29.50390381
ESP;MFH;2011-2020;Insulation (Exterior wall);0
ESP;MFH;2011-2020;Insulation (Roof);0
ESP;MFH;2011-2020;Insulation (Floor);0
ESP;MFH;2011-2020;Insulation (Basement);0
ESP;MFH;2021-2030;Insulation;0
ESP;MFH;2021-2030;Insulation (Exterior wall);10.91436667
ESP;MFH;2021-2030;Insulation (Roof);7.039350458
ESP;MFH;2021-2030;Insulation (Floor);8.800812897
ESP;MFH;2021-2030;Insulation (Basement);2.749373783
ESP;MFH;2031-2040;Insulation;0
ESP;MFH;2031-2040;Insulation (Exterior wall);10.91436667
ESP;MFH;2031-2040;Insulation (Roof);7.039350458
ESP;MFH;2031-2040;Insulation (Floor);8.800812897
ESP;MFH;2031-2040;Insulation (Basement);2.749373783
ESP;MFH;2040<;Insulation;0
ESP;MFH;2040<;Insulation (Exterior wall);10.91436667
ESP;MFH;2040<;Insulation (Roof);7.039350458
ESP;MFH;2040<;Insulation (Floor);8.800812897
ESP;MFH;2040<;Insulation (Basement);2.749373783
ESP;Ret;>1945;Insulation;14.82105263
ESP;Ret;>1945;Insulation (Exterior wall);0
ESP;Ret;>1945;Insulation (Roof);0
ESP;Ret;>1945;Insulation (Floor);0
ESP;Ret;>1945;Insulation (Basement);0
ESP;Ret;1945-1969;Insulation;0
ESP;Ret;1945-1969;Insulation (Exterior wall);0
ESP;Ret;1945-1969;Insulation (Roof);0
ESP;Ret;1945-1969;Insulation (Floor);0
ESP;Ret;1945-1969;Insulation (Basement);0
ESP;Ret;1970-1989;Insulation;0
ESP;Ret;1970-1989;Insulation (Exterior wall);0
ESP;Ret;1970-1989;Insulation (Roof);0
ESP;Ret;1970-1989;Insulation (Floor);0
ESP;Ret;1970-1989;Insulation (Basement);0
ESP;Ret;1990-2010;Insulation;0
ESP;Ret;1990-2010;Insulation (Exterior wall);0
ESP;Ret;1990-2010;Insulation (Roof);0
ESP;Ret;1990-2010;Insulation (Floor);0
ESP;Ret;1990-2010;Insulation (Basement);0
ESP;Ret;2011-2020;Insulation;0
ESP;Ret;2011-2020;Insulation (Exterior wall);0
ESP;Ret;2011-2020;Insulation (Roof);0
ESP;Ret;2011-2020;Insulation (Floor);0
ESP;Ret;2011-2020;Insulation (Basement);0
ESP;Ret;2021-2030;Insulation;0
ESP;Ret;2021-2030;Insulation (Exterior wall);0
ESP;Ret;2021-2030;Insulation (Roof);0
ESP;Ret;2021-2030;Insulation (Floor);0
ESP;Ret;2021-2030;Insulation (Basement);0
ESP;Ret;2031-2040;Insulation;0
ESP;Ret;2031-2040;Insulation (Exterior wall);0
ESP;Ret;2031-2040;Insulation (Roof);0
ESP;Ret;2031-2040;Insulation (Floor);0
ESP;Ret;2031-2040;Insulation (Basement);0
ESP;Ret;2040<;Insulation;0
ESP;Ret;2040<;Insulation (Exterior wall);0
ESP;Ret;2040<;Insulation (Roof);0
ESP;Ret;2040<;Insulation (Floor);0
ESP;Ret;2040<;Insulation (Basement);0
ESP;Off;>1945;Insulation;2.778947368
ESP;Off;>1945;Insulation (Exterior wall);0
ESP;Off;>1945;Insulation (Roof);0
ESP;Off;>1945;Insulation (Floor);0
ESP;Off;>1945;Insulation (Basement);0
ESP;Off;1945-1969;Insulation;8.336581818
ESP;Off;1945-1969;Insulation (Exterior wall);0
ESP;Off;1945-1969;Insulation (Roof);0
ESP;Off;1945-1969;Insulation (Floor);0
ESP;Off;1945-1969;Insulation (Basement);0
ESP;Off;1970-1989;Insulation;4.96
ESP;Off;1970-1989;Insulation (Exterior wall);0
ESP;Off;1970-1989;Insulation (Roof);0
ESP;Off;1970-1989;Insulation (Floor);0
ESP;Off;1970-1989;Insulation (Basement);0
ESP;Off;1990-2010;Insulation;5.346264
ESP;Off;1990-2010;Insulation (Exterior wall);0
ESP;Off;1990-2010;Insulation (Roof);0
ESP;Off;1990-2010;Insulation (Floor);0
ESP;Off;1990-2010;Insulation (Basement);0
ESP;Off;2011-2020;Insulation;5.346264
ESP;Off;2011-2020;Insulation (Exterior wall);0
ESP;Off;2011-2020;Insulation (Roof);0
ESP;Off;2011-2020;Insulation (Floor);0
ESP;Off;2011-2020;Insulation (Basement);0
ESP;Off;2021-2030;Insulation;0
ESP;Off;2021-2030;Insulation (Exterior wall);1.346264
ESP;Off;2021-2030;Insulation (Roof);1.6
ESP;Off;2021-2030;Insulation (Floor);2.4
ESP;Off;2021-2030;Insulation (Basement);0
ESP;Off;2031-2040;Insulation;0
ESP;Off;2031-2040;Insulation (Exterior wall);1.346264
ESP;Off;2031-2040;Insulation (Roof);1.6
ESP;Off;2031-2040;Insulation (Floor);2.4
ESP;Off;2031-2040;Insulation (Basement);0
ESP;Off;2040<;Insulation;0
ESP;Off;2040<;Insulation (Exterior wall);1.346264
ESP;Off;2040<;Insulation (Roof);1.6
ESP;Off;2040<;Insulation (Floor);2.4
ESP;Off;2040<;Insulation (Basement);0
ESP;Hot;>1945;Insulation;2.778947368
ESP;Hot;>1945;Insulation (Exterior wall);0
ESP;Hot;>1945;Insulation (Roof);0
ESP;Hot;>1945;Insulation (Floor);0
ESP;Hot;>1945;Insulation (Basement);0
ESP;Hot;1945-1969;Insulation;8.336581818
ESP;Hot;1945-1969;Insulation (Exterior wall);0
ESP;Hot;1945-1969;Insulation (Roof);0
ESP;Hot;1945-1969;Insulation (Floor);0
ESP;Hot;1945-1969;Insulation (Basement);0
ESP;Hot;1970-1989;Insulation;4.96
ESP;Hot;1970-1989;Insulation (Exterior wall);0
ESP;Hot;1970-1989;Insulation (Roof);0
ESP;Hot;1970-1989;Insulation (Floor);0
ESP;Hot;1970-1989;Insulation (Basement);0
ESP;Hot;1990-2010;Insulation;5.346264
ESP;Hot;1990-2010;Insulation (Exterior wall);0
ESP;Hot;1990-2010;Insulation (Roof);0
ESP;Hot;1990-2010;Insulation (Floor);0
ESP;Hot;1990-2010;Insulation (Basement);0
ESP;Hot;2011-2020;Insulation;5.346264
ESP;Hot;2011-2020;Insulation (Exterior wall);0
ESP;Hot;2011-2020;Insulation (Roof);0
ESP;Hot;2011-2020;Insulation (Floor);0
ESP;Hot;2011-2020;Insulation (Basement);0
ESP;Hot;2021-2030;Insulation;0
ESP;Hot;2021-2030;Insulation (Exterior wall);1.346264
ESP;Hot;2021-2030;Insulation (Roof);1.6
ESP;Hot;2021-2030;Insulation (Floor);2.4
ESP;Hot;2021-2030;Insulation (Basement);0
ESP;Hot;2031-2040;Insulation;0
ESP;Hot;2031-2040;Insulation (Exterior wall);1.346264
ESP;Hot;2031-2040;Insulation (Roof);1.6
ESP;Hot;2031-2040;Insulation (Floor);2.4
ESP;Hot;2031-2040;Insulation (Basement);0
ESP;Hot;2040<;Insulation;0
ESP;Hot;2040<;Insulation (Exterior wall);1.346264
ESP;Hot;2040<;Insulation (Roof);1.6
ESP;Hot;2040<;Insulation (Floor);2.4
ESP;Hot;2040<;Insulation (Basement);0
ESP;Edu;>1945;Insulation;2.778947368
ESP;Edu;>1945;Insulation (Exterior wall);0
ESP;Edu;>1945;Insulation (Roof);0
ESP;Edu;>1945;Insulation (Floor);0
ESP;Edu;>1945;Insulation (Basement);0
ESP;Edu;1945-1969;Insulation;8.336581818
ESP;Edu;1945-1969;Insulation (Exterior wall);0
ESP;Edu;1945-1969;Insulation (Roof);0
ESP;Edu;1945-1969;Insulation (Floor);0
ESP;Edu;1945-1969;Insulation (Basement);0
ESP;Edu;1970-1989;Insulation;4.96
ESP;Edu;1970-1989;Insulation (Exterior wall);0
ESP;Edu;1970-1989;Insulation (Roof);0
ESP;Edu;1970-1989;Insulation (Floor);0
ESP;Edu;1970-1989;Insulation (Basement);0
ESP;Edu;1990-2010;Insulation;5.346264
ESP;Edu;1990-2010;Insulation (Exterior wall);0
ESP;Edu;1990-2010;Insulation (Roof);0
ESP;Edu;1990-2010;Insulation (Floor);0
ESP;Edu;1990-2010;Insulation (Basement);0
ESP;Edu;2011-2020;Insulation;5.346264
ESP;Edu;2011-2020;Insulation (Exterior wall);0
ESP;Edu;2011-2020;Insulation (Roof);0
ESP;Edu;2011-2020;Insulation (Floor);0
ESP;Edu;2011-2020;Insulation (Basement);0
ESP;Edu;2021-2030;Insulation;0
ESP;Edu;2021-2030;Insulation (Exterior wall);1.346264
ESP;Edu;2021-2030;Insulation (Roof);1.6
ESP;Edu;2021-2030;Insulation (Floor);2.4
ESP;Edu;2021-2030;Insulation (Basement);0
ESP;Edu;2031-2040;Insulation;0
ESP;Edu;2031-2040;Insulation (Exterior wall);1.346264
ESP;Edu;2031-2040;Insulation (Roof);1.6
ESP;Edu;2031-2040;Insulation (Floor);2.4
ESP;Edu;2031-2040;Insulation (Basement);0
ESP;Edu;2040<;Insulation;0
ESP;Edu;2040<;Insulation (Exterior wall);1.346264
ESP;Edu;2040<;Insulation (Roof);1.6
ESP;Edu;2040<;Insulation (Floor);2.4
ESP;Edu;2040<;Insulation (Basement);0
ESP;Hea;>1945;Insulation;2.778947368
ESP;Hea;>1945;Insulation (Exterior wall);0
ESP;Hea;>1945;Insulation (Roof);0
ESP;Hea;>1945;Insulation (Floor);0
ESP;Hea;>1945;Insulation (Basement);0
ESP;Hea;1945-1969;Insulation;8.336581818
ESP;Hea;1945-1969;Insulation (Exterior wall);0
ESP;Hea;1945-1969;Insulation (Roof);0
ESP;Hea;1945-1969;Insulation (Floor);0
ESP;Hea;1945-1969;Insulation (Basement);0
ESP;Hea;1970-1989;Insulation;4.96
ESP;Hea;1970-1989;Insulation (Exterior wall);0
ESP;Hea;1970-1989;Insulation (Roof);0
ESP;Hea;1970-1989;Insulation (Floor);0
ESP;Hea;1970-1989;Insulation (Basement);0
ESP;Hea;1990-2010;Insulation;5.346264
ESP;Hea;1990-2010;Insulation (Exterior wall);0
ESP;Hea;1990-2010;Insulation (Roof);0
ESP;Hea;1990-2010;Insulation (Floor);0
ESP;Hea;1990-2010;Insulation (Basement);0
ESP;Hea;2011-2020;Insulation;5.346264
ESP;Hea;2011-2020;Insulation (Exterior wall);0
ESP;Hea;2011-2020;Insulation (Roof);0
ESP;Hea;2011-2020;Insulation (Floor);0
ESP;Hea;2011-2020;Insulation (Basement);0
ESP;Hea;2021-2030;Insulation;0
ESP;Hea;2021-2030;Insulation (Exterior wall);1.346264
ESP;Hea;2021-2030;Insulation (Roof);1.6
ESP;Hea;2021-2030;Insulation (Floor);2.4
ESP;Hea;2021-2030;Insulation (Basement);0
ESP;Hea;2031-2040;Insulation;0
ESP;Hea;2031-2040;Insulation (Exterior wall);1.346264
ESP;Hea;2031-2040;Insulation (Roof);1.6
ESP;Hea;2031-2040;Insulation (Floor);2.4
ESP;Hea;2031-2040;Insulation (Basement);0
ESP;Hea;2040<;Insulation;0
ESP;Hea;2040<;Insulation (Exterior wall);1.346264
ESP;Hea;2040<;Insulation (Roof);1.6
ESP;Hea;2040<;Insulation (Floor);2.4
ESP;Hea;2040<;Insulation (Basement);0
ESP;Oth;>1945;Insulation;6.792982456
ESP;Oth;>1945;Insulation (Exterior wall);0
ESP;Oth;>1945;Insulation (Roof);0
ESP;Oth;>1945;Insulation (Floor);0
ESP;Oth;>1945;Insulation (Basement);0
ESP;Oth;1945-1969;Insulation;5.557721212
ESP;Oth;1945-1969;Insulation (Exterior wall);0
ESP;Oth;1945-1969;Insulation (Roof);0
ESP;Oth;1945-1969;Insulation (Floor);0
ESP;Oth;1945-1969;Insulation (Basement);0
ESP;Oth;1970-1989;Insulation;3.306666667
ESP;Oth;1970-1989;Insulation (Exterior wall);0
ESP;Oth;1970-1989;Insulation (Roof);0
ESP;Oth;1970-1989;Insulation (Floor);0
ESP;Oth;1970-1989;Insulation (Basement);0
ESP;Oth;1990-2010;Insulation;3.564176
ESP;Oth;1990-2010;Insulation (Exterior wall);0
ESP;Oth;1990-2010;Insulation (Roof);0
ESP;Oth;1990-2010;Insulation (Floor);0
ESP;Oth;1990-2010;Insulation (Basement);0
ESP;Oth;2011-2020;Insulation;3.564176
ESP;Oth;2011-2020;Insulation (Exterior wall);0
ESP;Oth;2011-2020;Insulation (Roof);0
ESP;Oth;2011-2020;Insulation (Floor);0
ESP;Oth;2011-2020;Insulation (Basement);0
ESP;Oth;2021-2030;Insulation;0
ESP;Oth;2021-2030;Insulation (Exterior wall);0.897509333
ESP;Oth;2021-2030;Insulation (Roof);1.066666667
ESP;Oth;2021-2030;Insulation (Floor);1.6
ESP;Oth;2021-2030;Insulation (Basement);0
ESP;Oth;2031-2040;Insulation;0
ESP;Oth;2031-2040;Insulation (Exterior wall);0.897509333
ESP;Oth;2031-2040;Insulation (Roof);1.066666667
ESP;Oth;2031-2040;Insulation (Floor);1.6
ESP;Oth;2031-2040;Insulation (Basement);0
ESP;Oth;2040<;Insulation;0
ESP;Oth;2040<;Insulation (Exterior wall);0.897509333
ESP;Oth;2040<;Insulation (Roof);1.066666667
ESP;Oth;2040<;Insulation (Floor);1.6
ESP;Oth;2040<;Insulation (Basement);0
EST;SFH;>1945;Insulation;12.63434116
EST;SFH;>1945;Insulation (Exterior wall);0
EST;SFH;>1945;Insulation (Roof);0
EST;SFH;>1945;Insulation (Floor);0
EST;SFH;>1945;Insulation (Basement);0
EST;SFH;1945-1969;Insulation;10.91532595
EST;SFH;1945-1969;Insulation (Exterior wall);0
EST;SFH;1945-1969;Insulation (Roof);0
EST;SFH;1945-1969;Insulation (Floor);0
EST;SFH;1945-1969;Insulation (Basement);0
EST;SFH;1970-1989;Insulation;8.134575636
EST;SFH;1970-1989;Insulation (Exterior wall);0
EST;SFH;1970-1989;Insulation (Roof);0
EST;SFH;1970-1989;Insulation (Floor);0
EST;SFH;1970-1989;Insulation (Basement);0
EST;SFH;1990-2010;Insulation;6.923404255
EST;SFH;1990-2010;Insulation (Exterior wall);0
EST;SFH;1990-2010;Insulation (Roof);0
EST;SFH;1990-2010;Insulation (Floor);0
EST;SFH;1990-2010;Insulation (Basement);0
EST;SFH;2011-2020;Insulation;12.97777778
EST;SFH;2011-2020;Insulation (Exterior wall);0
EST;SFH;2011-2020;Insulation (Roof);0
EST;SFH;2011-2020;Insulation (Floor);0
EST;SFH;2011-2020;Insulation (Basement);0
EST;SFH;2021-2030;Insulation;0
EST;SFH;2021-2030;Insulation (Exterior wall);10.77400419
EST;SFH;2021-2030;Insulation (Roof);0
EST;SFH;2021-2030;Insulation (Floor);0
EST;SFH;2021-2030;Insulation (Basement);2.203773585
EST;SFH;2031-2040;Insulation;0
EST;SFH;2031-2040;Insulation (Exterior wall);10.77400419
EST;SFH;2031-2040;Insulation (Roof);0
EST;SFH;2031-2040;Insulation (Floor);0
EST;SFH;2031-2040;Insulation (Basement);2.203773585
EST;SFH;2040<;Insulation;0
EST;SFH;2040<;Insulation (Exterior wall);10.77400419
EST;SFH;2040<;Insulation (Roof);0
EST;SFH;2040<;Insulation (Floor);0
EST;SFH;2040<;Insulation (Basement);2.203773585
EST;MFH;>1945;Insulation;6.577587114
EST;MFH;>1945;Insulation (Exterior wall);0
EST;MFH;>1945;Insulation (Roof);0
EST;MFH;>1945;Insulation (Floor);0
EST;MFH;>1945;Insulation (Basement);0
EST;MFH;1945-1969;Insulation;6.691979863
EST;MFH;1945-1969;Insulation (Exterior wall);0
EST;MFH;1945-1969;Insulation (Roof);0
EST;MFH;1945-1969;Insulation (Floor);0
EST;MFH;1945-1969;Insulation (Basement);0
EST;MFH;1970-1989;Insulation;8.007735907
EST;MFH;1970-1989;Insulation (Exterior wall);0
EST;MFH;1970-1989;Insulation (Roof);0
EST;MFH;1970-1989;Insulation (Floor);0
EST;MFH;1970-1989;Insulation (Basement);0
EST;MFH;1990-2010;Insulation;22.38512644
EST;MFH;1990-2010;Insulation (Exterior wall);0
EST;MFH;1990-2010;Insulation (Roof);0
EST;MFH;1990-2010;Insulation (Floor);0
EST;MFH;1990-2010;Insulation (Basement);0
EST;MFH;2011-2020;Insulation;22.24256086
EST;MFH;2011-2020;Insulation (Exterior wall);0
EST;MFH;2011-2020;Insulation (Roof);0
EST;MFH;2011-2020;Insulation (Floor);0
EST;MFH;2011-2020;Insulation (Basement);0
EST;MFH;2021-2030;Insulation;0
EST;MFH;2021-2030;Insulation (Exterior wall);11.69121028
EST;MFH;2021-2030;Insulation (Roof);6.018475117
EST;MFH;2021-2030;Insulation (Floor);1.590641017
EST;MFH;2021-2030;Insulation (Basement);2.942234451
EST;MFH;2031-2040;Insulation;0
EST;MFH;2031-2040;Insulation (Exterior wall);11.69121028
EST;MFH;2031-2040;Insulation (Roof);6.018475117
EST;MFH;2031-2040;Insulation (Floor);1.590641017
EST;MFH;2031-2040;Insulation (Basement);2.942234451
EST;MFH;2040<;Insulation;0
EST;MFH;2040<;Insulation (Exterior wall);11.69121028
EST;MFH;2040<;Insulation (Roof);6.018475117
EST;MFH;2040<;Insulation (Floor);1.590641017
EST;MFH;2040<;Insulation (Basement);2.942234451
EST;Ret;>1945;Insulation;23.92344498
EST;Ret;>1945;Insulation (Exterior wall);0
EST;Ret;>1945;Insulation (Roof);0
EST;Ret;>1945;Insulation (Floor);0
EST;Ret;>1945;Insulation (Basement);0
EST;Ret;1945-1969;Insulation;26.60494987
EST;Ret;1945-1969;Insulation (Exterior wall);0
EST;Ret;1945-1969;Insulation (Roof);0
EST;Ret;1945-1969;Insulation (Floor);0
EST;Ret;1945-1969;Insulation (Basement);0
EST;Ret;1970-1989;Insulation;26.43534475
EST;Ret;1970-1989;Insulation (Exterior wall);0
EST;Ret;1970-1989;Insulation (Roof);0
EST;Ret;1970-1989;Insulation (Floor);0
EST;Ret;1970-1989;Insulation (Basement);0
EST;Ret;1990-2010;Insulation;24.8
EST;Ret;1990-2010;Insulation (Exterior wall);0
EST;Ret;1990-2010;Insulation (Roof);0
EST;Ret;1990-2010;Insulation (Floor);0
EST;Ret;1990-2010;Insulation (Basement);0
EST;Ret;2011-2020;Insulation;24.8
EST;Ret;2011-2020;Insulation (Exterior wall);0
EST;Ret;2011-2020;Insulation (Roof);0
EST;Ret;2011-2020;Insulation (Floor);0
EST;Ret;2011-2020;Insulation (Basement);0
EST;Ret;2021-2030;Insulation;0
EST;Ret;2021-2030;Insulation (Exterior wall);0
EST;Ret;2021-2030;Insulation (Roof);22.4
EST;Ret;2021-2030;Insulation (Floor);2.4
EST;Ret;2021-2030;Insulation (Basement);0
EST;Ret;2031-2040;Insulation;0
EST;Ret;2031-2040;Insulation (Exterior wall);0
EST;Ret;2031-2040;Insulation (Roof);22.4
EST;Ret;2031-2040;Insulation (Floor);2.4
EST;Ret;2031-2040;Insulation (Basement);0
EST;Ret;2040<;Insulation;0
EST;Ret;2040<;Insulation (Exterior wall);0
EST;Ret;2040<;Insulation (Roof);22.4
EST;Ret;2040<;Insulation (Floor);2.4
EST;Ret;2040<;Insulation (Basement);0
EST;Off;>1945;Insulation;0.88
EST;Off;>1945;Insulation (Exterior wall);0
EST;Off;>1945;Insulation (Roof);0
EST;Off;>1945;Insulation (Floor);0
EST;Off;>1945;Insulation (Basement);0
EST;Off;1945-1969;Insulation;0.88
EST;Off;1945-1969;Insulation (Exterior wall);0
EST;Off;1945-1969;Insulation (Roof);0
EST;Off;1945-1969;Insulation (Floor);0
EST;Off;1945-1969;Insulation (Basement);0
EST;Off;1970-1989;Insulation;11.99996747
EST;Off;1970-1989;Insulation (Exterior wall);0
EST;Off;1970-1989;Insulation (Roof);0
EST;Off;1970-1989;Insulation (Floor);0
EST;Off;1970-1989;Insulation (Basement);0
EST;Off;1990-2010;Insulation;14.30253679
EST;Off;1990-2010;Insulation (Exterior wall);0
EST;Off;1990-2010;Insulation (Roof);0
EST;Off;1990-2010;Insulation (Floor);0
EST;Off;1990-2010;Insulation (Basement);0
EST;Off;2011-2020;Insulation;7.016632363
EST;Off;2011-2020;Insulation (Exterior wall);0
EST;Off;2011-2020;Insulation (Roof);0
EST;Off;2011-2020;Insulation (Floor);0
EST;Off;2011-2020;Insulation (Basement);0
EST;Off;2021-2030;Insulation;0
EST;Off;2021-2030;Insulation (Exterior wall);1.902558289
EST;Off;2021-2030;Insulation (Roof);0.888888889
EST;Off;2021-2030;Insulation (Floor);4
EST;Off;2021-2030;Insulation (Basement);0.225185185
EST;Off;2031-2040;Insulation;0
EST;Off;2031-2040;Insulation (Exterior wall);1.902558289
EST;Off;2031-2040;Insulation (Roof);0.888888889
EST;Off;2031-2040;Insulation (Floor);4
EST;Off;2031-2040;Insulation (Basement);0.225185185
EST;Off;2040<;Insulation;0
EST;Off;2040<;Insulation (Exterior wall);1.902558289
EST;Off;2040<;Insulation (Roof);0.888888889
EST;Off;2040<;Insulation (Floor);4
EST;Off;2040<;Insulation (Basement);0.225185185
EST;Hot;>1945;Insulation;0.88
EST;Hot;>1945;Insulation (Exterior wall);0
EST;Hot;>1945;Insulation (Roof);0
EST;Hot;>1945;Insulation (Floor);0
EST;Hot;>1945;Insulation (Basement);0
EST;Hot;1945-1969;Insulation;0.88
