Region;Building type;Age cohort;Glass product;value
FRA;Hot;2011-2020;Flat glass;15.6
FRA;Hot;2011-2020;Container glass;0
FRA;Hot;2011-2020;Other;0
FRA;Hot;2021-2030;Flat glass;15.6
FRA;Hot;2021-2030;Container glass;0
FRA;Hot;2021-2030;Other;0
FRA;Hot;2031-2040;Flat glass;15.6
FRA;Hot;2031-2040;Container glass;0
FRA;Hot;2031-2040;Other;0
FRA;Hot;2040<;Flat glass;15.6
FRA;Hot;2040<;Container glass;0
FRA;Hot;2040<;Other;0
FRA;Edu;>1945;Flat glass;6.25
FRA;Edu;>1945;Container glass;0
FRA;Edu;>1945;Other;0
FRA;Edu;1945-1969;Flat glass;6.25
FRA;Edu;1945-1969;Container glass;0
FRA;Edu;1945-1969;Other;0
FRA;Edu;1970-1989;Flat glass;6.25
FRA;Edu;1970-1989;Container glass;0
FRA;Edu;1970-1989;Other;0
FRA;Edu;1990-2010;Flat glass;6.25
FRA;Edu;1990-2010;Container glass;0
FRA;Edu;1990-2010;Other;0
FRA;Edu;2011-2020;Flat glass;25
FRA;Edu;2011-2020;Container glass;0
FRA;Edu;2011-2020;Other;0
FRA;Edu;2021-2030;Flat glass;25
FRA;Edu;2021-2030;Container glass;0
FRA;Edu;2021-2030;Other;0
FRA;Edu;2031-2040;Flat glass;25
FRA;Edu;2031-2040;Container glass;0
FRA;Edu;2031-2040;Other;0
FRA;Edu;2040<;Flat glass;25
FRA;Edu;2040<;Container glass;0
FRA;Edu;2040<;Other;0
FRA;Hea;>1945;Flat glass;4.9
FRA;Hea;>1945;Container glass;0
FRA;Hea;>1945;Other;0
FRA;Hea;1945-1969;Flat glass;4.9
FRA;Hea;1945-1969;Container glass;0
FRA;Hea;1945-1969;Other;0
FRA;Hea;1970-1989;Flat glass;4.9
FRA;Hea;1970-1989;Container glass;0
FRA;Hea;1970-1989;Other;0
FRA;Hea;1990-2010;Flat glass;4.9
FRA;Hea;1990-2010;Container glass;0
FRA;Hea;1990-2010;Other;0
FRA;Hea;2011-2020;Flat glass;19.6
FRA;Hea;2011-2020;Container glass;0
FRA;Hea;2011-2020;Other;0
FRA;Hea;2021-2030;Flat glass;19.6
FRA;Hea;2021-2030;Container glass;0
FRA;Hea;2021-2030;Other;0
FRA;Hea;2031-2040;Flat glass;19.6
FRA;Hea;2031-2040;Container glass;0
FRA;Hea;2031-2040;Other;0
FRA;Hea;2040<;Flat glass;19.6
FRA;Hea;2040<;Container glass;0
FRA;Hea;2040<;Other;0
FRA;Oth;>1945;Flat glass;14.5
FRA;Oth;>1945;Container glass;0
FRA;Oth;>1945;Other;0
FRA;Oth;1945-1969;Flat glass;14.5
FRA;Oth;1945-1969;Container glass;0
FRA;Oth;1945-1969;Other;0
FRA;Oth;1970-1989;Flat glass;14.5
FRA;Oth;1970-1989;Container glass;0
FRA;Oth;1970-1989;Other;0
FRA;Oth;1990-2010;Flat glass;14.5
FRA;Oth;1990-2010;Container glass;0
FRA;Oth;1990-2010;Other;0
FRA;Oth;2011-2020;Flat glass;58
FRA;Oth;2011-2020;Container glass;0
FRA;Oth;2011-2020;Other;0
FRA;Oth;2021-2030;Flat glass;58
FRA;Oth;2021-2030;Container glass;0
FRA;Oth;2021-2030;Other;0
FRA;Oth;2031-2040;Flat glass;58
FRA;Oth;2031-2040;Container glass;0
FRA;Oth;2031-2040;Other;0
FRA;Oth;2040<;Flat glass;58
FRA;Oth;2040<;Container glass;0
FRA;Oth;2040<;Other;0
GBR;SFH;>1945;Flat glass;2.825377397
GBR;SFH;>1945;Container glass;0
GBR;SFH;>1945;Other;0
GBR;SFH;1945-1969;Flat glass;2.825377397
GBR;SFH;1945-1969;Container glass;0
GBR;SFH;1945-1969;Other;0
GBR;SFH;1970-1989;Flat glass;2.825377397
GBR;SFH;1970-1989;Container glass;0
GBR;SFH;1970-1989;Other;0
GBR;SFH;1990-2010;Flat glass;2.825377397
GBR;SFH;1990-2010;Container glass;0
GBR;SFH;1990-2010;Other;0
GBR;SFH;2011-2020;Flat glass;11.30150959
GBR;SFH;2011-2020;Container glass;0
GBR;SFH;2011-2020;Other;0
GBR;SFH;2021-2030;Flat glass;11.30150959
GBR;SFH;2021-2030;Container glass;0
GBR;SFH;2021-2030;Other;0
GBR;SFH;2031-2040;Flat glass;11.30150959
GBR;SFH;2031-2040;Container glass;0
GBR;SFH;2031-2040;Other;0
GBR;SFH;2040<;Flat glass;11.30150959
GBR;SFH;2040<;Container glass;0
GBR;SFH;2040<;Other;0
GBR;MFH;>1945;Flat glass;0.909139253
GBR;MFH;>1945;Container glass;0
GBR;MFH;>1945;Other;0
GBR;MFH;1945-1969;Flat glass;1.992695135
GBR;MFH;1945-1969;Container glass;0
GBR;MFH;1945-1969;Other;0
GBR;MFH;1970-1989;Flat glass;3.076251017
GBR;MFH;1970-1989;Container glass;0
GBR;MFH;1970-1989;Other;0
GBR;MFH;1990-2010;Flat glass;4.1598069
GBR;MFH;1990-2010;Container glass;0
GBR;MFH;1990-2010;Other;0
GBR;MFH;2011-2020;Flat glass;16.6392276
GBR;MFH;2011-2020;Container glass;0
GBR;MFH;2011-2020;Other;0
GBR;MFH;2021-2030;Flat glass;16.6392276
GBR;MFH;2021-2030;Container glass;0
GBR;MFH;2021-2030;Other;0
GBR;MFH;2031-2040;Flat glass;16.6392276
GBR;MFH;2031-2040;Container glass;0
GBR;MFH;2031-2040;Other;0
GBR;MFH;2040<;Flat glass;16.6392276
GBR;MFH;2040<;Container glass;0
GBR;MFH;2040<;Other;0
GBR;Ret;>1945;Flat glass;5.866666667
GBR;Ret;>1945;Container glass;0
GBR;Ret;>1945;Other;0
GBR;Ret;1945-1969;Flat glass;5.866666667
GBR;Ret;1945-1969;Container glass;0
GBR;Ret;1945-1969;Other;0
GBR;Ret;1970-1989;Flat glass;5.866666667
GBR;Ret;1970-1989;Container glass;0
GBR;Ret;1970-1989;Other;0
GBR;Ret;1990-2010;Flat glass;5.866666667
GBR;Ret;1990-2010;Container glass;0
GBR;Ret;1990-2010;Other;0
GBR;Ret;2011-2020;Flat glass;23.46666667
GBR;Ret;2011-2020;Container glass;0
GBR;Ret;2011-2020;Other;0
GBR;Ret;2021-2030;Flat glass;23.46666667
GBR;Ret;2021-2030;Container glass;0
GBR;Ret;2021-2030;Other;0
GBR;Ret;2031-2040;Flat glass;23.46666667
GBR;Ret;2031-2040;Container glass;0
GBR;Ret;2031-2040;Other;0
GBR;Ret;2040<;Flat glass;23.46666667
GBR;Ret;2040<;Container glass;0
GBR;Ret;2040<;Other;0
GBR;Off;>1945;Flat glass;6.44
GBR;Off;>1945;Container glass;0
GBR;Off;>1945;Other;0
GBR;Off;1945-1969;Flat glass;6.44
GBR;Off;1945-1969;Container glass;0
GBR;Off;1945-1969;Other;0
GBR;Off;1970-1989;Flat glass;6.44
GBR;Off;1970-1989;Container glass;0
GBR;Off;1970-1989;Other;0
GBR;Off;1990-2010;Flat glass;6.44
GBR;Off;1990-2010;Container glass;0
GBR;Off;1990-2010;Other;0
GBR;Off;2011-2020;Flat glass;25.76
GBR;Off;2011-2020;Container glass;0
GBR;Off;2011-2020;Other;0
GBR;Off;2021-2030;Flat glass;25.76
GBR;Off;2021-2030;Container glass;0
GBR;Off;2021-2030;Other;0
GBR;Off;2031-2040;Flat glass;25.76
GBR;Off;2031-2040;Container glass;0
GBR;Off;2031-2040;Other;0
GBR;Off;2040<;Flat glass;25.76
GBR;Off;2040<;Container glass;0
GBR;Off;2040<;Other;0
GBR;Hot;>1945;Flat glass;3.9
GBR;Hot;>1945;Container glass;0
GBR;Hot;>1945;Other;0
GBR;Hot;1945-1969;Flat glass;3.9
GBR;Hot;1945-1969;Container glass;0
GBR;Hot;1945-1969;Other;0
GBR;Hot;1970-1989;Flat glass;3.9
GBR;Hot;1970-1989;Container glass;0
GBR;Hot;1970-1989;Other;0
GBR;Hot;1990-2010;Flat glass;3.9
GBR;Hot;1990-2010;Container glass;0
GBR;Hot;1990-2010;Other;0
GBR;Hot;2011-2020;Flat glass;15.6
GBR;Hot;2011-2020;Container glass;0
GBR;Hot;2011-2020;Other;0
GBR;Hot;2021-2030;Flat glass;15.6
GBR;Hot;2021-2030;Container glass;0
GBR;Hot;2021-2030;Other;0
GBR;Hot;2031-2040;Flat glass;15.6
GBR;Hot;2031-2040;Container glass;0
GBR;Hot;2031-2040;Other;0
GBR;Hot;2040<;Flat glass;15.6
GBR;Hot;2040<;Container glass;0
GBR;Hot;2040<;Other;0
GBR;Edu;>1945;Flat glass;6.25
GBR;Edu;>1945;Container glass;0
GBR;Edu;>1945;Other;0
GBR;Edu;1945-1969;Flat glass;6.25
GBR;Edu;1945-1969;Container glass;0
GBR;Edu;1945-1969;Other;0
GBR;Edu;1970-1989;Flat glass;6.25
GBR;Edu;1970-1989;Container glass;0
GBR;Edu;1970-1989;Other;0
GBR;Edu;1990-2010;Flat glass;6.25
GBR;Edu;1990-2010;Container glass;0
GBR;Edu;1990-2010;Other;0
GBR;Edu;2011-2020;Flat glass;25
GBR;Edu;2011-2020;Container glass;0
GBR;Edu;2011-2020;Other;0
GBR;Edu;2021-2030;Flat glass;25
GBR;Edu;2021-2030;Container glass;0
GBR;Edu;2021-2030;Other;0
GBR;Edu;2031-2040;Flat glass;25
GBR;Edu;2031-2040;Container glass;0
GBR;Edu;2031-2040;Other;0
GBR;Edu;2040<;Flat glass;25
GBR;Edu;2040<;Container glass;0
GBR;Edu;2040<;Other;0
GBR;Hea;>1945;Flat glass;4.9
GBR;Hea;>1945;Container glass;0
GBR;Hea;>1945;Other;0
GBR;Hea;1945-1969;Flat glass;4.9
GBR;Hea;1945-1969;Container glass;0
GBR;Hea;1945-1969;Other;0
GBR;Hea;1970-1989;Flat glass;4.9
GBR;Hea;1970-1989;Container glass;0
GBR;Hea;1970-1989;Other;0
GBR;Hea;1990-2010;Flat glass;4.9
GBR;Hea;1990-2010;Container glass;0
GBR;Hea;1990-2010;Other;0
GBR;Hea;2011-2020;Flat glass;19.6
GBR;Hea;2011-2020;Container glass;0
GBR;Hea;2011-2020;Other;0
GBR;Hea;2021-2030;Flat glass;19.6
GBR;Hea;2021-2030;Container glass;0
GBR;Hea;2021-2030;Other;0
GBR;Hea;2031-2040;Flat glass;19.6
GBR;Hea;2031-2040;Container glass;0
GBR;Hea;2031-2040;Other;0
GBR;Hea;2040<;Flat glass;19.6
GBR;Hea;2040<;Container glass;0
GBR;Hea;2040<;Other;0
GBR;Oth;>1945;Flat glass;14.5
GBR;Oth;>1945;Container glass;0
GBR;Oth;>1945;Other;0
GBR;Oth;1945-1969;Flat glass;14.5
GBR;Oth;1945-1969;Container glass;0
GBR;Oth;1945-1969;Other;0
GBR;Oth;1970-1989;Flat glass;14.5
GBR;Oth;1970-1989;Container glass;0
GBR;Oth;1970-1989;Other;0
GBR;Oth;1990-2010;Flat glass;14.5
GBR;Oth;1990-2010;Container glass;0
GBR;Oth;1990-2010;Other;0
GBR;Oth;2011-2020;Flat glass;58
GBR;Oth;2011-2020;Container glass;0
GBR;Oth;2011-2020;Other;0
GBR;Oth;2021-2030;Flat glass;58
GBR;Oth;2021-2030;Container glass;0
GBR;Oth;2021-2030;Other;0
GBR;Oth;2031-2040;Flat glass;58
GBR;Oth;2031-2040;Container glass;0
GBR;Oth;2031-2040;Other;0
GBR;Oth;2040<;Flat glass;58
GBR;Oth;2040<;Container glass;0
GBR;Oth;2040<;Other;0
GRC;SFH;>1945;Flat glass;3
GRC;SFH;>1945;Container glass;0
GRC;SFH;>1945;Other;0
GRC;SFH;1945-1969;Flat glass;3
GRC;SFH;1945-1969;Container glass;0
GRC;SFH;1945-1969;Other;0
GRC;SFH;1970-1989;Flat glass;3
GRC;SFH;1970-1989;Container glass;0
GRC;SFH;1970-1989;Other;0
GRC;SFH;1990-2010;Flat glass;3
GRC;SFH;1990-2010;Container glass;0
GRC;SFH;1990-2010;Other;0
GRC;SFH;2011-2020;Flat glass;12
GRC;SFH;2011-2020;Container glass;0
GRC;SFH;2011-2020;Other;0
GRC;SFH;2021-2030;Flat glass;12
GRC;SFH;2021-2030;Container glass;0
GRC;SFH;2021-2030;Other;0
GRC;SFH;2031-2040;Flat glass;12
GRC;SFH;2031-2040;Container glass;0
GRC;SFH;2031-2040;Other;0
GRC;SFH;2040<;Flat glass;12
GRC;SFH;2040<;Container glass;0
GRC;SFH;2040<;Other;0
GRC;MFH;>1945;Flat glass;6.5
GRC;MFH;>1945;Container glass;0
GRC;MFH;>1945;Other;0
GRC;MFH;1945-1969;Flat glass;6.5
GRC;MFH;1945-1969;Container glass;0
GRC;MFH;1945-1969;Other;0
GRC;MFH;1970-1989;Flat glass;6
GRC;MFH;1970-1989;Container glass;0
GRC;MFH;1970-1989;Other;0
GRC;MFH;1990-2010;Flat glass;7
GRC;MFH;1990-2010;Container glass;0
GRC;MFH;1990-2010;Other;0
GRC;MFH;2011-2020;Flat glass;28
GRC;MFH;2011-2020;Container glass;0
GRC;MFH;2011-2020;Other;0
GRC;MFH;2021-2030;Flat glass;28
GRC;MFH;2021-2030;Container glass;0
GRC;MFH;2021-2030;Other;0
GRC;MFH;2031-2040;Flat glass;28
GRC;MFH;2031-2040;Container glass;0
GRC;MFH;2031-2040;Other;0
GRC;MFH;2040<;Flat glass;28
GRC;MFH;2040<;Container glass;0
GRC;MFH;2040<;Other;0
GRC;Ret;>1945;Flat glass;5.866666667
GRC;Ret;>1945;Container glass;0
GRC;Ret;>1945;Other;0
GRC;Ret;1945-1969;Flat glass;5.866666667
GRC;Ret;1945-1969;Container glass;0
GRC;Ret;1945-1969;Other;0
GRC;Ret;1970-1989;Flat glass;5.866666667
GRC;Ret;1970-1989;Container glass;0
GRC;Ret;1970-1989;Other;0
GRC;Ret;1990-2010;Flat glass;5.866666667
GRC;Ret;1990-2010;Container glass;0
GRC;Ret;1990-2010;Other;0
GRC;Ret;2011-2020;Flat glass;23.46666667
GRC;Ret;2011-2020;Container glass;0
GRC;Ret;2011-2020;Other;0
GRC;Ret;2021-2030;Flat glass;23.46666667
GRC;Ret;2021-2030;Container glass;0
GRC;Ret;2021-2030;Other;0
GRC;Ret;2031-2040;Flat glass;23.46666667
GRC;Ret;2031-2040;Container glass;0
GRC;Ret;2031-2040;Other;0
GRC;Ret;2040<;Flat glass;23.46666667
GRC;Ret;2040<;Container glass;0
GRC;Ret;2040<;Other;0
GRC;Off;>1945;Flat glass;6.44
GRC;Off;>1945;Container glass;0
GRC;Off;>1945;Other;0
GRC;Off;1945-1969;Flat glass;6.44
GRC;Off;1945-1969;Container glass;0
GRC;Off;1945-1969;Other;0
GRC;Off;1970-1989;Flat glass;6.44
GRC;Off;1970-1989;Container glass;0
GRC;Off;1970-1989;Other;0
GRC;Off;1990-2010;Flat glass;6.44
GRC;Off;1990-2010;Container glass;0
GRC;Off;1990-2010;Other;0
GRC;Off;2011-2020;Flat glass;25.76
GRC;Off;2011-2020;Container glass;0
GRC;Off;2011-2020;Other;0
GRC;Off;2021-2030;Flat glass;25.76
GRC;Off;2021-2030;Container glass;0
GRC;Off;2021-2030;Other;0
GRC;Off;2031-2040;Flat glass;25.76
GRC;Off;2031-2040;Container glass;0
GRC;Off;2031-2040;Other;0
GRC;Off;2040<;Flat glass;25.76
GRC;Off;2040<;Container glass;0
GRC;Off;2040<;Other;0
GRC;Hot;>1945;Flat glass;3.9
GRC;Hot;>1945;Container glass;0
GRC;Hot;>1945;Other;0
GRC;Hot;1945-1969;Flat glass;3.9
GRC;Hot;1945-1969;Container glass;0
GRC;Hot;1945-1969;Other;0
GRC;Hot;1970-1989;Flat glass;3.9
GRC;Hot;1970-1989;Container glass;0
GRC;Hot;1970-1989;Other;0
GRC;Hot;1990-2010;Flat glass;3.9
GRC;Hot;1990-2010;Container glass;0
GRC;Hot;1990-2010;Other;0
GRC;Hot;2011-2020;Flat glass;15.6
GRC;Hot;2011-2020;Container glass;0
GRC;Hot;2011-2020;Other;0
GRC;Hot;2021-2030;Flat glass;15.6
GRC;Hot;2021-2030;Container glass;0
GRC;Hot;2021-2030;Other;0
GRC;Hot;2031-2040;Flat glass;15.6
GRC;Hot;2031-2040;Container glass;0
GRC;Hot;2031-2040;Other;0
GRC;Hot;2040<;Flat glass;15.6
GRC;Hot;2040<;Container glass;0
GRC;Hot;2040<;Other;0
GRC;Edu;>1945;Flat glass;6.25
GRC;Edu;>1945;Container glass;0
GRC;Edu;>1945;Other;0
GRC;Edu;1945-1969;Flat glass;6.25
GRC;Edu;1945-1969;Container glass;0
GRC;Edu;1945-1969;Other;0
GRC;Edu;1970-1989;Flat glass;6.25
GRC;Edu;1970-1989;Container glass;0
GRC;Edu;1970-1989;Other;0
GRC;Edu;1990-2010;Flat glass;6.25
GRC;Edu;1990-2010;Container glass;0
GRC;Edu;1990-2010;Other;0
GRC;Edu;2011-2020;Flat glass;25
GRC;Edu;2011-2020;Container glass;0
GRC;Edu;2011-2020;Other;0
GRC;Edu;2021-2030;Flat glass;25
GRC;Edu;2021-2030;Container glass;0
GRC;Edu;2021-2030;Other;0
GRC;Edu;2031-2040;Flat glass;25
GRC;Edu;2031-2040;Container glass;0
GRC;Edu;2031-2040;Other;0
GRC;Edu;2040<;Flat glass;25
GRC;Edu;2040<;Container glass;0
GRC;Edu;2040<;Other;0
GRC;Hea;>1945;Flat glass;4.9
GRC;Hea;>1945;Container glass;0
GRC;Hea;>1945;Other;0
GRC;Hea;1945-1969;Flat glass;4.9
GRC;Hea;1945-1969;Container glass;0
GRC;Hea;1945-1969;Other;0
GRC;Hea;1970-1989;Flat glass;4.9
GRC;Hea;1970-1989;Container glass;0
GRC;Hea;1970-1989;Other;0
GRC;Hea;1990-2010;Flat glass;4.9
GRC;Hea;1990-2010;Container glass;0
GRC;Hea;1990-2010;Other;0
GRC;Hea;2011-2020;Flat glass;19.6
GRC;Hea;2011-2020;Container glass;0
GRC;Hea;2011-2020;Other;0
GRC;Hea;2021-2030;Flat glass;19.6
GRC;Hea;2021-2030;Container glass;0
GRC;Hea;2021-2030;Other;0
GRC;Hea;2031-2040;Flat glass;19.6
GRC;Hea;2031-2040;Container glass;0
GRC;Hea;2031-2040;Other;0
GRC;Hea;2040<;Flat glass;19.6
GRC;Hea;2040<;Container glass;0
GRC;Hea;2040<;Other;0
GRC;Oth;>1945;Flat glass;14.5
GRC;Oth;>1945;Container glass;0
GRC;Oth;>1945;Other;0
GRC;Oth;1945-1969;Flat glass;14.5
GRC;Oth;1945-1969;Container glass;0
GRC;Oth;1945-1969;Other;0
GRC;Oth;1970-1989;Flat glass;14.5
GRC;Oth;1970-1989;Container glass;0
GRC;Oth;1970-1989;Other;0
GRC;Oth;1990-2010;Flat glass;14.5
GRC;Oth;1990-2010;Container glass;0
GRC;Oth;1990-2010;Other;0
GRC;Oth;2011-2020;Flat glass;58
GRC;Oth;2011-2020;Container glass;0
GRC;Oth;2011-2020;Other;0
GRC;Oth;2021-2030;Flat glass;58
GRC;Oth;2021-2030;Container glass;0
GRC;Oth;2021-2030;Other;0
GRC;Oth;2031-2040;Flat glass;58
GRC;Oth;2031-2040;Container glass;0
GRC;Oth;2031-2040;Other;0
GRC;Oth;2040<;Flat glass;58
GRC;Oth;2040<;Container glass;0
GRC;Oth;2040<;Other;0
HRV;SFH;>1945;Flat glass;2.825377397
HRV;SFH;>1945;Container glass;0
HRV;SFH;>1945;Other;0
HRV;SFH;1945-1969;Flat glass;2.825377397
HRV;SFH;1945-1969;Container glass;0
HRV;SFH;1945-1969;Other;0
HRV;SFH;1970-1989;Flat glass;2.825377397
HRV;SFH;1970-1989;Container glass;0
HRV;SFH;1970-1989;Other;0
HRV;SFH;1990-2010;Flat glass;2.825377397
HRV;SFH;1990-2010;Container glass;0
HRV;SFH;1990-2010;Other;0
HRV;SFH;2011-2020;Flat glass;11.30150959
HRV;SFH;2011-2020;Container glass;0
HRV;SFH;2011-2020;Other;0
HRV;SFH;2021-2030;Flat glass;11.30150959
HRV;SFH;2021-2030;Container glass;0
HRV;SFH;2021-2030;Other;0
HRV;SFH;2031-2040;Flat glass;11.30150959
HRV;SFH;2031-2040;Container glass;0
HRV;SFH;2031-2040;Other;0
HRV;SFH;2040<;Flat glass;11.30150959
HRV;SFH;2040<;Container glass;0
HRV;SFH;2040<;Other;0
HRV;MFH;>1945;Flat glass;0.909139253
HRV;MFH;>1945;Container glass;0
HRV;MFH;>1945;Other;0
HRV;MFH;1945-1969;Flat glass;1.992695135
HRV;MFH;1945-1969;Container glass;0
HRV;MFH;1945-1969;Other;0
HRV;MFH;1970-1989;Flat glass;3.076251017
HRV;MFH;1970-1989;Container glass;0
HRV;MFH;1970-1989;Other;0
HRV;MFH;1990-2010;Flat glass;4.1598069
HRV;MFH;1990-2010;Container glass;0
HRV;MFH;1990-2010;Other;0
HRV;MFH;2011-2020;Flat glass;16.6392276
HRV;MFH;2011-2020;Container glass;0
HRV;MFH;2011-2020;Other;0
HRV;MFH;2021-2030;Flat glass;16.6392276
HRV;MFH;2021-2030;Container glass;0
HRV;MFH;2021-2030;Other;0
HRV;MFH;2031-2040;Flat glass;16.6392276
HRV;MFH;2031-2040;Container glass;0
HRV;MFH;2031-2040;Other;0
HRV;MFH;2040<;Flat glass;16.6392276
HRV;MFH;2040<;Container glass;0
HRV;MFH;2040<;Other;0
HRV;Ret;>1945;Flat glass;5.866666667
HRV;Ret;>1945;Container glass;0
HRV;Ret;>1945;Other;0
HRV;Ret;1945-1969;Flat glass;5.866666667
HRV;Ret;1945-1969;Container glass;0
HRV;Ret;1945-1969;Other;0
HRV;Ret;1970-1989;Flat glass;5.866666667
HRV;Ret;1970-1989;Container glass;0
HRV;Ret;1970-1989;Other;0
HRV;Ret;1990-2010;Flat glass;5.866666667
HRV;Ret;1990-2010;Container glass;0
HRV;Ret;1990-2010;Other;0
HRV;Ret;2011-2020;Flat glass;23.46666667
HRV;Ret;2011-2020;Container glass;0
HRV;Ret;2011-2020;Other;0
HRV;Ret;2021-2030;Flat glass;23.46666667
HRV;Ret;2021-2030;Container glass;0
HRV;Ret;2021-2030;Other;0
HRV;Ret;2031-2040;Flat glass;23.46666667
HRV;Ret;2031-2040;Container glass;0
HRV;Ret;2031-2040;Other;0
HRV;Ret;2040<;Flat glass;23.46666667
HRV;Ret;2040<;Container glass;0
HRV;Ret;2040<;Other;0
HRV;Off;>1945;Flat glass;6.44
HRV;Off;>1945;Container glass;0
HRV;Off;>1945;Other;0
HRV;Off;1945-1969;Flat glass;6.44
HRV;Off;1945-1969;Container glass;0
HRV;Off;1945-1969;Other;0
HRV;Off;1970-1989;Flat glass;6.44
HRV;Off;1970-1989;Container glass;0
HRV;Off;1970-1989;Other;0
HRV;Off;1990-2010;Flat glass;6.44
HRV;Off;1990-2010;Container glass;0
HRV;Off;1990-2010;Other;0
HRV;Off;2011-2020;Flat glass;25.76
HRV;Off;2011-2020;Container glass;0
HRV;Off;2011-2020;Other;0
HRV;Off;2021-2030;Flat glass;25.76
HRV;Off;2021-2030;Container glass;0
HRV;Off;2021-2030;Other;0
HRV;Off;2031-2040;Flat glass;25.76
HRV;Off;2031-2040;Container glass;0
HRV;Off;2031-2040;Other;0
HRV;Off;2040<;Flat glass;25.76
HRV;Off;2040<;Container glass;0
HRV;Off;2040<;Other;0
HRV;Hot;>1945;Flat glass;3.9
HRV;Hot;>1945;Container glass;0
HRV;Hot;>1945;Other;0
HRV;Hot;1945-1969;Flat glass;3.9
HRV;Hot;1945-1969;Container glass;0
HRV;Hot;1945-1969;Other;0
HRV;Hot;1970-1989;Flat glass;3.9
HRV;Hot;1970-1989;Container glass;0
HRV;Hot;1970-1989;Other;0
HRV;Hot;1990-2010;Flat glass;3.9
HRV;Hot;1990-2010;Container glass;0
HRV;Hot;1990-2010;Other;0
HRV;Hot;2011-2020;Flat glass;15.6
HRV;Hot;2011-2020;Container glass;0
HRV;Hot;2011-2020;Other;0
HRV;Hot;2021-2030;Flat glass;15.6
HRV;Hot;2021-2030;Container glass;0
HRV;Hot;2021-2030;Other;0
HRV;Hot;2031-2040;Flat glass;15.6
HRV;Hot;2031-2040;Container glass;0
HRV;Hot;2031-2040;Other;0
HRV;Hot;2040<;Flat glass;15.6
HRV;Hot;2040<;Container glass;0
HRV;Hot;2040<;Other;0
HRV;Edu;>1945;Flat glass;6.25
HRV;Edu;>1945;Container glass;0
HRV;Edu;>1945;Other;0
HRV;Edu;1945-1969;Flat glass;6.25
HRV;Edu;1945-1969;Container glass;0
HRV;Edu;1945-1969;Other;0
HRV;Edu;1970-1989;Flat glass;6.25
HRV;Edu;1970-1989;Container glass;0
HRV;Edu;1970-1989;Other;0
HRV;Edu;1990-2010;Flat glass;6.25
HRV;Edu;1990-2010;Container glass;0
HRV;Edu;1990-2010;Other;0
HRV;Edu;2011-2020;Flat glass;25
HRV;Edu;2011-2020;Container glass;0
HRV;Edu;2011-2020;Other;0
HRV;Edu;2021-2030;Flat glass;25
HRV;Edu;2021-2030;Container glass;0
HRV;Edu;2021-2030;Other;0
HRV;Edu;2031-2040;Flat glass;25
HRV;Edu;2031-2040;Container glass;0
HRV;Edu;2031-2040;Other;0
HRV;Edu;2040<;Flat glass;25
HRV;Edu;2040<;Container glass;0
HRV;Edu;2040<;Other;0
HRV;Hea;>1945;Flat glass;4.9
HRV;Hea;>1945;Container glass;0
HRV;Hea;>1945;Other;0
HRV;Hea;1945-1969;Flat glass;4.9
HRV;Hea;1945-1969;Container glass;0
HRV;Hea;1945-1969;Other;0
HRV;Hea;1970-1989;Flat glass;4.9
HRV;Hea;1970-1989;Container glass;0
HRV;Hea;1970-1989;Other;0
HRV;Hea;1990-2010;Flat glass;4.9
HRV;Hea;1990-2010;Container glass;0
HRV;Hea;1990-2010;Other;0
HRV;Hea;2011-2020;Flat glass;19.6
HRV;Hea;2011-2020;Container glass;0
HRV;Hea;2011-2020;Other;0
HRV;Hea;2021-2030;Flat glass;19.6
HRV;Hea;2021-2030;Container glass;0
HRV;Hea;2021-2030;Other;0
HRV;Hea;2031-2040;Flat glass;19.6
HRV;Hea;2031-2040;Container glass;0
HRV;Hea;2031-2040;Other;0
HRV;Hea;2040<;Flat glass;19.6
HRV;Hea;2040<;Container glass;0
HRV;Hea;2040<;Other;0
HRV;Oth;>1945;Flat glass;14.5
HRV;Oth;>1945;Container glass;0
HRV;Oth;>1945;Other;0
HRV;Oth;1945-1969;Flat glass;14.5
HRV;Oth;1945-1969;Container glass;0
HRV;Oth;1945-1969;Other;0
HRV;Oth;1970-1989;Flat glass;14.5
HRV;Oth;1970-1989;Container glass;0
HRV;Oth;1970-1989;Other;0
HRV;Oth;1990-2010;Flat glass;14.5
HRV;Oth;1990-2010;Container glass;0
HRV;Oth;1990-2010;Other;0
HRV;Oth;2011-2020;Flat glass;58
HRV;Oth;2011-2020;Container glass;0
HRV;Oth;2011-2020;Other;0
HRV;Oth;2021-2030;Flat glass;58
HRV;Oth;2021-2030;Container glass;0
HRV;Oth;2021-2030;Other;0
HRV;Oth;2031-2040;Flat glass;58
HRV;Oth;2031-2040;Container glass;0
HRV;Oth;2031-2040;Other;0
HRV;Oth;2040<;Flat glass;58
HRV;Oth;2040<;Container glass;0
HRV;Oth;2040<;Other;0
HUN;SFH;>1945;Flat glass;2.825377397
HUN;SFH;>1945;Container glass;0
HUN;SFH;>1945;Other;0
HUN;SFH;1945-1969;Flat glass;2.825377397
HUN;SFH;1945-1969;Container glass;0
HUN;SFH;1945-1969;Other;0
HUN;SFH;1970-1989;Flat glass;2.825377397
HUN;SFH;1970-1989;Container glass;0
HUN;SFH;1970-1989;Other;0
HUN;SFH;1990-2010;Flat glass;2.825377397
HUN;SFH;1990-2010;Container glass;0
HUN;SFH;1990-2010;Other;0
