Region;Building type;Age cohort;Glass product;value
CYP;Off;2040<;Container glass;0
CYP;Off;2040<;Other;0
CYP;Hot;>1945;Flat glass;3.9
CYP;Hot;>1945;Container glass;0
CYP;Hot;>1945;Other;0
CYP;Hot;1945-1969;Flat glass;3.9
CYP;Hot;1945-1969;Container glass;0
CYP;Hot;1945-1969;Other;0
CYP;Hot;1970-1989;Flat glass;3.9
CYP;Hot;1970-1989;Container glass;0
CYP;Hot;1970-1989;Other;0
CYP;Hot;1990-2010;Flat glass;3.9
CYP;Hot;1990-2010;Container glass;0
CYP;Hot;1990-2010;Other;0
CYP;Hot;2011-2020;Flat glass;15.6
CYP;Hot;2011-2020;Container glass;0
CYP;Hot;2011-2020;Other;0
CYP;Hot;2021-2030;Flat glass;15.6
CYP;Hot;2021-2030;Container glass;0
CYP;Hot;2021-2030;Other;0
CYP;Hot;2031-2040;Flat glass;15.6
CYP;Hot;2031-2040;Container glass;0
CYP;Hot;2031-2040;Other;0
CYP;Hot;2040<;Flat glass;15.6
CYP;Hot;2040<;Container glass;0
CYP;Hot;2040<;Other;0
CYP;Edu;>1945;Flat glass;6.25
CYP;Edu;>1945;Container glass;0
CYP;Edu;>1945;Other;0
CYP;Edu;1945-1969;Flat glass;6.25
CYP;Edu;1945-1969;Container glass;0
CYP;Edu;1945-1969;Other;0
CYP;Edu;1970-1989;Flat glass;6.25
CYP;Edu;1970-1989;Container glass;0
CYP;Edu;1970-1989;Other;0
CYP;Edu;1990-2010;Flat glass;6.25
CYP;Edu;1990-2010;Container glass;0
CYP;Edu;1990-2010;Other;0
CYP;Edu;2011-2020;Flat glass;25
CYP;Edu;2011-2020;Container glass;0
CYP;Edu;2011-2020;Other;0
CYP;Edu;2021-2030;Flat glass;25
CYP;Edu;2021-2030;Container glass;0
CYP;Edu;2021-2030;Other;0
CYP;Edu;2031-2040;Flat glass;25
CYP;Edu;2031-2040;Container glass;0
CYP;Edu;2031-2040;Other;0
CYP;Edu;2040<;Flat glass;25
CYP;Edu;2040<;Container glass;0
CYP;Edu;2040<;Other;0
CYP;Hea;>1945;Flat glass;4.9
CYP;Hea;>1945;Container glass;0
CYP;Hea;>1945;Other;0
CYP;Hea;1945-1969;Flat glass;4.9
CYP;Hea;1945-1969;Container glass;0
CYP;Hea;1945-1969;Other;0
CYP;Hea;1970-1989;Flat glass;4.9
CYP;Hea;1970-1989;Container glass;0
CYP;Hea;1970-1989;Other;0
CYP;Hea;1990-2010;Flat glass;4.9
CYP;Hea;1990-2010;Container glass;0
CYP;Hea;1990-2010;Other;0
CYP;Hea;2011-2020;Flat glass;19.6
CYP;Hea;2011-2020;Container glass;0
CYP;Hea;2011-2020;Other;0
CYP;Hea;2021-2030;Flat glass;19.6
CYP;Hea;2021-2030;Container glass;0
CYP;Hea;2021-2030;Other;0
CYP;Hea;2031-2040;Flat glass;19.6
CYP;Hea;2031-2040;Container glass;0
CYP;Hea;2031-2040;Other;0
CYP;Hea;2040<;Flat glass;19.6
CYP;Hea;2040<;Container glass;0
CYP;Hea;2040<;Other;0
CYP;Oth;>1945;Flat glass;14.5
CYP;Oth;>1945;Container glass;0
CYP;Oth;>1945;Other;0
CYP;Oth;1945-1969;Flat glass;14.5
CYP;Oth;1945-1969;Container glass;0
CYP;Oth;1945-1969;Other;0
CYP;Oth;1970-1989;Flat glass;14.5
CYP;Oth;1970-1989;Container glass;0
CYP;Oth;1970-1989;Other;0
CYP;Oth;1990-2010;Flat glass;14.5
CYP;Oth;1990-2010;Container glass;0
CYP;Oth;1990-2010;Other;0
CYP;Oth;2011-2020;Flat glass;58
CYP;Oth;2011-2020;Container glass;0
CYP;Oth;2011-2020;Other;0
CYP;Oth;2021-2030;Flat glass;58
CYP;Oth;2021-2030;Container glass;0
CYP;Oth;2021-2030;Other;0
CYP;Oth;2031-2040;Flat glass;58
CYP;Oth;2031-2040;Container glass;0
CYP;Oth;2031-2040;Other;0
CYP;Oth;2040<;Flat glass;58
CYP;Oth;2040<;Container glass;0
CYP;Oth;2040<;Other;0
CZE;SFH;>1945;Flat glass;2.825377397
CZE;SFH;>1945;Container glass;0
CZE;SFH;>1945;Other;0
CZE;SFH;1945-1969;Flat glass;2.825377397
CZE;SFH;1945-1969;Container glass;0
CZE;SFH;1945-1969;Other;0
CZE;SFH;1970-1989;Flat glass;2.825377397
CZE;SFH;1970-1989;Container glass;0
CZE;SFH;1970-1989;Other;0
CZE;SFH;1990-2010;Flat glass;2.825377397
CZE;SFH;1990-2010;Container glass;0
CZE;SFH;1990-2010;Other;0
CZE;SFH;2011-2020;Flat glass;11.30150959
CZE;SFH;2011-2020;Container glass;0
CZE;SFH;2011-2020;Other;0
CZE;SFH;2021-2030;Flat glass;11.30150959
CZE;SFH;2021-2030;Container glass;0
CZE;SFH;2021-2030;Other;0
CZE;SFH;2031-2040;Flat glass;11.30150959
CZE;SFH;2031-2040;Container glass;0
CZE;SFH;2031-2040;Other;0
CZE;SFH;2040<;Flat glass;11.30150959
CZE;SFH;2040<;Container glass;0
CZE;SFH;2040<;Other;0
CZE;MFH;>1945;Flat glass;0.909139253
CZE;MFH;>1945;Container glass;0
CZE;MFH;>1945;Other;0
CZE;MFH;1945-1969;Flat glass;1.992695135
CZE;MFH;1945-1969;Container glass;0
CZE;MFH;1945-1969;Other;0
CZE;MFH;1970-1989;Flat glass;3.076251017
CZE;MFH;1970-1989;Container glass;0
CZE;MFH;1970-1989;Other;0
CZE;MFH;1990-2010;Flat glass;4.1598069
CZE;MFH;1990-2010;Container glass;0
CZE;MFH;1990-2010;Other;0
CZE;MFH;2011-2020;Flat glass;16.6392276
CZE;MFH;2011-2020;Container glass;0
CZE;MFH;2011-2020;Other;0
CZE;MFH;2021-2030;Flat glass;16.6392276
CZE;MFH;2021-2030;Container glass;0
CZE;MFH;2021-2030;Other;0
CZE;MFH;2031-2040;Flat glass;16.6392276
CZE;MFH;2031-2040;Container glass;0
CZE;MFH;2031-2040;Other;0
CZE;MFH;2040<;Flat glass;16.6392276
CZE;MFH;2040<;Container glass;0
CZE;MFH;2040<;Other;0
CZE;Ret;>1945;Flat glass;5.866666667
CZE;Ret;>1945;Container glass;0
CZE;Ret;>1945;Other;0
CZE;Ret;1945-1969;Flat glass;5.866666667
CZE;Ret;1945-1969;Container glass;0
CZE;Ret;1945-1969;Other;0
CZE;Ret;1970-1989;Flat glass;5.866666667
CZE;Ret;1970-1989;Container glass;0
CZE;Ret;1970-1989;Other;0
CZE;Ret;1990-2010;Flat glass;5.866666667
CZE;Ret;1990-2010;Container glass;0
CZE;Ret;1990-2010;Other;0
CZE;Ret;2011-2020;Flat glass;23.46666667
CZE;Ret;2011-2020;Container glass;0
CZE;Ret;2011-2020;Other;0
CZE;Ret;2021-2030;Flat glass;23.46666667
CZE;Ret;2021-2030;Container glass;0
CZE;Ret;2021-2030;Other;0
CZE;Ret;2031-2040;Flat glass;23.46666667
CZE;Ret;2031-2040;Container glass;0
CZE;Ret;2031-2040;Other;0
CZE;Ret;2040<;Flat glass;23.46666667
CZE;Ret;2040<;Container glass;0
CZE;Ret;2040<;Other;0
CZE;Off;>1945;Flat glass;6.44
CZE;Off;>1945;Container glass;0
CZE;Off;>1945;Other;0
CZE;Off;1945-1969;Flat glass;6.44
CZE;Off;1945-1969;Container glass;0
CZE;Off;1945-1969;Other;0
CZE;Off;1970-1989;Flat glass;6.44
CZE;Off;1970-1989;Container glass;0
CZE;Off;1970-1989;Other;0
CZE;Off;1990-2010;Flat glass;6.44
CZE;Off;1990-2010;Container glass;0
CZE;Off;1990-2010;Other;0
CZE;Off;2011-2020;Flat glass;25.76
CZE;Off;2011-2020;Container glass;0
CZE;Off;2011-2020;Other;0
CZE;Off;2021-2030;Flat glass;25.76
CZE;Off;2021-2030;Container glass;0
CZE;Off;2021-2030;Other;0
CZE;Off;2031-2040;Flat glass;25.76
CZE;Off;2031-2040;Container glass;0
CZE;Off;2031-2040;Other;0
CZE;Off;2040<;Flat glass;25.76
CZE;Off;2040<;Container glass;0
CZE;Off;2040<;Other;0
CZE;Hot;>1945;Flat glass;3.9
CZE;Hot;>1945;Container glass;0
CZE;Hot;>1945;Other;0
CZE;Hot;1945-1969;Flat glass;3.9
CZE;Hot;1945-1969;Container glass;0
CZE;Hot;1945-1969;Other;0
CZE;Hot;1970-1989;Flat glass;3.9
CZE;Hot;1970-1989;Container glass;0
CZE;Hot;1970-1989;Other;0
CZE;Hot;1990-2010;Flat glass;3.9
CZE;Hot;1990-2010;Container glass;0
CZE;Hot;1990-2010;Other;0
CZE;Hot;2011-2020;Flat glass;15.6
CZE;Hot;2011-2020;Container glass;0
CZE;Hot;2011-2020;Other;0
CZE;Hot;2021-2030;Flat glass;15.6
CZE;Hot;2021-2030;Container glass;0
CZE;Hot;2021-2030;Other;0
CZE;Hot;2031-2040;Flat glass;15.6
CZE;Hot;2031-2040;Container glass;0
CZE;Hot;2031-2040;Other;0
CZE;Hot;2040<;Flat glass;15.6
CZE;Hot;2040<;Container glass;0
CZE;Hot;2040<;Other;0
CZE;Edu;>1945;Flat glass;6.25
CZE;Edu;>1945;Container glass;0
CZE;Edu;>1945;Other;0
CZE;Edu;1945-1969;Flat glass;6.25
CZE;Edu;1945-1969;Container glass;0
CZE;Edu;1945-1969;Other;0
CZE;Edu;1970-1989;Flat glass;6.25
CZE;Edu;1970-1989;Container glass;0
CZE;Edu;1970-1989;Other;0
CZE;Edu;1990-2010;Flat glass;6.25
CZE;Edu;1990-2010;Container glass;0
CZE;Edu;1990-2010;Other;0
CZE;Edu;2011-2020;Flat glass;25
CZE;Edu;2011-2020;Container glass;0
CZE;Edu;2011-2020;Other;0
CZE;Edu;2021-2030;Flat glass;25
CZE;Edu;2021-2030;Container glass;0
CZE;Edu;2021-2030;Other;0
CZE;Edu;2031-2040;Flat glass;25
CZE;Edu;2031-2040;Container glass;0
CZE;Edu;2031-2040;Other;0
CZE;Edu;2040<;Flat glass;25
CZE;Edu;2040<;Container glass;0
CZE;Edu;2040<;Other;0
CZE;Hea;>1945;Flat glass;4.9
CZE;Hea;>1945;Container glass;0
CZE;Hea;>1945;Other;0
CZE;Hea;1945-1969;Flat glass;4.9
CZE;Hea;1945-1969;Container glass;0
CZE;Hea;1945-1969;Other;0
CZE;Hea;1970-1989;Flat glass;4.9
CZE;Hea;1970-1989;Container glass;0
CZE;Hea;1970-1989;Other;0
CZE;Hea;1990-2010;Flat glass;4.9
CZE;Hea;1990-2010;Container glass;0
CZE;Hea;1990-2010;Other;0
CZE;Hea;2011-2020;Flat glass;19.6
CZE;Hea;2011-2020;Container glass;0
CZE;Hea;2011-2020;Other;0
CZE;Hea;2021-2030;Flat glass;19.6
CZE;Hea;2021-2030;Container glass;0
CZE;Hea;2021-2030;Other;0
CZE;Hea;2031-2040;Flat glass;19.6
CZE;Hea;2031-2040;Container glass;0
CZE;Hea;2031-2040;Other;0
CZE;Hea;2040<;Flat glass;19.6
CZE;Hea;2040<;Container glass;0
CZE;Hea;2040<;Other;0
CZE;Oth;>1945;Flat glass;14.5
CZE;Oth;>1945;Container glass;0
CZE;Oth;>1945;Other;0
CZE;Oth;1945-1969;Flat glass;14.5
CZE;Oth;1945-1969;Container glass;0
CZE;Oth;1945-1969;Other;0
CZE;Oth;1970-1989;Flat glass;14.5
CZE;Oth;1970-1989;Container glass;0
CZE;Oth;1970-1989;Other;0
CZE;Oth;1990-2010;Flat glass;14.5
CZE;Oth;1990-2010;Container glass;0
CZE;Oth;1990-2010;Other;0
CZE;Oth;2011-2020;Flat glass;58
CZE;Oth;2011-2020;Container glass;0
CZE;Oth;2011-2020;Other;0
CZE;Oth;2021-2030;Flat glass;58
CZE;Oth;2021-2030;Container glass;0
CZE;Oth;2021-2030;Other;0
CZE;Oth;2031-2040;Flat glass;58
CZE;Oth;2031-2040;Container glass;0
CZE;Oth;2031-2040;Other;0
CZE;Oth;2040<;Flat glass;58
CZE;Oth;2040<;Container glass;0
CZE;Oth;2040<;Other;0
DEU;SFH;>1945;Flat glass;2.825377397
DEU;SFH;>1945;Container glass;0
DEU;SFH;>1945;Other;0
DEU;SFH;1945-1969;Flat glass;2.825377397
DEU;SFH;1945-1969;Container glass;0
DEU;SFH;1945-1969;Other;0
DEU;SFH;1970-1989;Flat glass;2.825377397
DEU;SFH;1970-1989;Container glass;0
DEU;SFH;1970-1989;Other;0
DEU;SFH;1990-2010;Flat glass;2.825377397
DEU;SFH;1990-2010;Container glass;0
DEU;SFH;1990-2010;Other;0
DEU;SFH;2011-2020;Flat glass;11.30150959
DEU;SFH;2011-2020;Container glass;0
DEU;SFH;2011-2020;Other;0
DEU;SFH;2021-2030;Flat glass;11.30150959
DEU;SFH;2021-2030;Container glass;0
DEU;SFH;2021-2030;Other;0
DEU;SFH;2031-2040;Flat glass;11.30150959
DEU;SFH;2031-2040;Container glass;0
DEU;SFH;2031-2040;Other;0
DEU;SFH;2040<;Flat glass;11.30150959
DEU;SFH;2040<;Container glass;0
DEU;SFH;2040<;Other;0
DEU;MFH;>1945;Flat glass;0.909139253
DEU;MFH;>1945;Container glass;0
DEU;MFH;>1945;Other;0
DEU;MFH;1945-1969;Flat glass;1.992695135
DEU;MFH;1945-1969;Container glass;0
DEU;MFH;1945-1969;Other;0
DEU;MFH;1970-1989;Flat glass;3.076251017
DEU;MFH;1970-1989;Container glass;0
DEU;MFH;1970-1989;Other;0
DEU;MFH;1990-2010;Flat glass;4.1598069
DEU;MFH;1990-2010;Container glass;0
DEU;MFH;1990-2010;Other;0
DEU;MFH;2011-2020;Flat glass;16.6392276
DEU;MFH;2011-2020;Container glass;0
DEU;MFH;2011-2020;Other;0
DEU;MFH;2021-2030;Flat glass;16.6392276
DEU;MFH;2021-2030;Container glass;0
DEU;MFH;2021-2030;Other;0
DEU;MFH;2031-2040;Flat glass;16.6392276
DEU;MFH;2031-2040;Container glass;0
DEU;MFH;2031-2040;Other;0
DEU;MFH;2040<;Flat glass;16.6392276
DEU;MFH;2040<;Container glass;0
DEU;MFH;2040<;Other;0
DEU;Ret;>1945;Flat glass;5.866666667
DEU;Ret;>1945;Container glass;0
DEU;Ret;>1945;Other;0
DEU;Ret;1945-1969;Flat glass;5.866666667
DEU;Ret;1945-1969;Container glass;0
DEU;Ret;1945-1969;Other;0
DEU;Ret;1970-1989;Flat glass;5.866666667
DEU;Ret;1970-1989;Container glass;0
DEU;Ret;1970-1989;Other;0
DEU;Ret;1990-2010;Flat glass;5.866666667
DEU;Ret;1990-2010;Container glass;0
DEU;Ret;1990-2010;Other;0
DEU;Ret;2011-2020;Flat glass;23.46666667
DEU;Ret;2011-2020;Container glass;0
DEU;Ret;2011-2020;Other;0
DEU;Ret;2021-2030;Flat glass;23.46666667
DEU;Ret;2021-2030;Container glass;0
DEU;Ret;2021-2030;Other;0
DEU;Ret;2031-2040;Flat glass;23.46666667
DEU;Ret;2031-2040;Container glass;0
DEU;Ret;2031-2040;Other;0
DEU;Ret;2040<;Flat glass;23.46666667
DEU;Ret;2040<;Container glass;0
DEU;Ret;2040<;Other;0
DEU;Off;>1945;Flat glass;6.44
DEU;Off;>1945;Container glass;0
DEU;Off;>1945;Other;0
DEU;Off;1945-1969;Flat glass;6.44
DEU;Off;1945-1969;Container glass;0
DEU;Off;1945-1969;Other;0
DEU;Off;1970-1989;Flat glass;6.44
DEU;Off;1970-1989;Container glass;0
DEU;Off;1970-1989;Other;0
DEU;Off;1990-2010;Flat glass;6.44
DEU;Off;1990-2010;Container glass;0
DEU;Off;1990-2010;Other;0
DEU;Off;2011-2020;Flat glass;25.76
DEU;Off;2011-2020;Container glass;0
DEU;Off;2011-2020;Other;0
DEU;Off;2021-2030;Flat glass;25.76
DEU;Off;2021-2030;Container glass;0
DEU;Off;2021-2030;Other;0
DEU;Off;2031-2040;Flat glass;25.76
DEU;Off;2031-2040;Container glass;0
DEU;Off;2031-2040;Other;0
DEU;Off;2040<;Flat glass;25.76
DEU;Off;2040<;Container glass;0
DEU;Off;2040<;Other;0
DEU;Hot;>1945;Flat glass;3.9
DEU;Hot;>1945;Container glass;0
DEU;Hot;>1945;Other;0
DEU;Hot;1945-1969;Flat glass;3.9
DEU;Hot;1945-1969;Container glass;0
DEU;Hot;1945-1969;Other;0
DEU;Hot;1970-1989;Flat glass;3.9
DEU;Hot;1970-1989;Container glass;0
DEU;Hot;1970-1989;Other;0
DEU;Hot;1990-2010;Flat glass;3.9
DEU;Hot;1990-2010;Container glass;0
DEU;Hot;1990-2010;Other;0
DEU;Hot;2011-2020;Flat glass;15.6
DEU;Hot;2011-2020;Container glass;0
DEU;Hot;2011-2020;Other;0
DEU;Hot;2021-2030;Flat glass;15.6
DEU;Hot;2021-2030;Container glass;0
DEU;Hot;2021-2030;Other;0
DEU;Hot;2031-2040;Flat glass;15.6
DEU;Hot;2031-2040;Container glass;0
DEU;Hot;2031-2040;Other;0
DEU;Hot;2040<;Flat glass;15.6
DEU;Hot;2040<;Container glass;0
DEU;Hot;2040<;Other;0
DEU;Edu;>1945;Flat glass;6.25
DEU;Edu;>1945;Container glass;0
DEU;Edu;>1945;Other;0
DEU;Edu;1945-1969;Flat glass;6.25
DEU;Edu;1945-1969;Container glass;0
DEU;Edu;1945-1969;Other;0
DEU;Edu;1970-1989;Flat glass;6.25
DEU;Edu;1970-1989;Container glass;0
DEU;Edu;1970-1989;Other;0
DEU;Edu;1990-2010;Flat glass;6.25
DEU;Edu;1990-2010;Container glass;0
DEU;Edu;1990-2010;Other;0
DEU;Edu;2011-2020;Flat glass;25
DEU;Edu;2011-2020;Container glass;0
DEU;Edu;2011-2020;Other;0
DEU;Edu;2021-2030;Flat glass;25
DEU;Edu;2021-2030;Container glass;0
DEU;Edu;2021-2030;Other;0
DEU;Edu;2031-2040;Flat glass;25
DEU;Edu;2031-2040;Container glass;0
DEU;Edu;2031-2040;Other;0
DEU;Edu;2040<;Flat glass;25
DEU;Edu;2040<;Container glass;0
DEU;Edu;2040<;Other;0
DEU;Hea;>1945;Flat glass;4.9
DEU;Hea;>1945;Container glass;0
DEU;Hea;>1945;Other;0
DEU;Hea;1945-1969;Flat glass;4.9
DEU;Hea;1945-1969;Container glass;0
DEU;Hea;1945-1969;Other;0
DEU;Hea;1970-1989;Flat glass;4.9
DEU;Hea;1970-1989;Container glass;0
DEU;Hea;1970-1989;Other;0
DEU;Hea;1990-2010;Flat glass;4.9
DEU;Hea;1990-2010;Container glass;0
DEU;Hea;1990-2010;Other;0
DEU;Hea;2011-2020;Flat glass;19.6
DEU;Hea;2011-2020;Container glass;0
DEU;Hea;2011-2020;Other;0
DEU;Hea;2021-2030;Flat glass;19.6
DEU;Hea;2021-2030;Container glass;0
DEU;Hea;2021-2030;Other;0
DEU;Hea;2031-2040;Flat glass;19.6
DEU;Hea;2031-2040;Container glass;0
DEU;Hea;2031-2040;Other;0
DEU;Hea;2040<;Flat glass;19.6
DEU;Hea;2040<;Container glass;0
DEU;Hea;2040<;Other;0
DEU;Oth;>1945;Flat glass;14.5
DEU;Oth;>1945;Container glass;0
DEU;Oth;>1945;Other;0
DEU;Oth;1945-1969;Flat glass;14.5
DEU;Oth;1945-1969;Container glass;0
DEU;Oth;1945-1969;Other;0
DEU;Oth;1970-1989;Flat glass;14.5
DEU;Oth;1970-1989;Container glass;0
DEU;Oth;1970-1989;Other;0
DEU;Oth;1990-2010;Flat glass;14.5
DEU;Oth;1990-2010;Container glass;0
DEU;Oth;1990-2010;Other;0
DEU;Oth;2011-2020;Flat glass;58
DEU;Oth;2011-2020;Container glass;0
DEU;Oth;2011-2020;Other;0
DEU;Oth;2021-2030;Flat glass;58
DEU;Oth;2021-2030;Container glass;0
DEU;Oth;2021-2030;Other;0
DEU;Oth;2031-2040;Flat glass;58
DEU;Oth;2031-2040;Container glass;0
DEU;Oth;2031-2040;Other;0
DEU;Oth;2040<;Flat glass;58
DEU;Oth;2040<;Container glass;0
DEU;Oth;2040<;Other;0
DNK;SFH;>1945;Flat glass;2.825377397
DNK;SFH;>1945;Container glass;0
DNK;SFH;>1945;Other;0
DNK;SFH;1945-1969;Flat glass;2.825377397
DNK;SFH;1945-1969;Container glass;0
DNK;SFH;1945-1969;Other;0
DNK;SFH;1970-1989;Flat glass;2.825377397
DNK;SFH;1970-1989;Container glass;0
DNK;SFH;1970-1989;Other;0
DNK;SFH;1990-2010;Flat glass;2.825377397
DNK;SFH;1990-2010;Container glass;0
DNK;SFH;1990-2010;Other;0
DNK;SFH;2011-2020;Flat glass;11.30150959
DNK;SFH;2011-2020;Container glass;0
DNK;SFH;2011-2020;Other;0
DNK;SFH;2021-2030;Flat glass;11.30150959
DNK;SFH;2021-2030;Container glass;0
DNK;SFH;2021-2030;Other;0
DNK;SFH;2031-2040;Flat glass;11.30150959
DNK;SFH;2031-2040;Container glass;0
DNK;SFH;2031-2040;Other;0
DNK;SFH;2040<;Flat glass;11.30150959
DNK;SFH;2040<;Container glass;0
DNK;SFH;2040<;Other;0
DNK;MFH;>1945;Flat glass;0.909139253
DNK;MFH;>1945;Container glass;0
DNK;MFH;>1945;Other;0
DNK;MFH;1945-1969;Flat glass;1.992695135
DNK;MFH;1945-1969;Container glass;0
DNK;MFH;1945-1969;Other;0
DNK;MFH;1970-1989;Flat glass;3.076251017
DNK;MFH;1970-1989;Container glass;0
DNK;MFH;1970-1989;Other;0
DNK;MFH;1990-2010;Flat glass;4.1598069
DNK;MFH;1990-2010;Container glass;0
DNK;MFH;1990-2010;Other;0
DNK;MFH;2011-2020;Flat glass;16.6392276
DNK;MFH;2011-2020;Container glass;0
DNK;MFH;2011-2020;Other;0
DNK;MFH;2021-2030;Flat glass;16.6392276
DNK;MFH;2021-2030;Container glass;0
DNK;MFH;2021-2030;Other;0
DNK;MFH;2031-2040;Flat glass;16.6392276
DNK;MFH;2031-2040;Container glass;0
DNK;MFH;2031-2040;Other;0
DNK;MFH;2040<;Flat glass;16.6392276
DNK;MFH;2040<;Container glass;0
DNK;MFH;2040<;Other;0
DNK;Ret;>1945;Flat glass;5.866666667
DNK;Ret;>1945;Container glass;0
DNK;Ret;>1945;Other;0
DNK;Ret;1945-1969;Flat glass;5.866666667
DNK;Ret;1945-1969;Container glass;0
DNK;Ret;1945-1969;Other;0
DNK;Ret;1970-1989;Flat glass;5.866666667
DNK;Ret;1970-1989;Container glass;0
DNK;Ret;1970-1989;Other;0
DNK;Ret;1990-2010;Flat glass;5.866666667
DNK;Ret;1990-2010;Container glass;0
DNK;Ret;1990-2010;Other;0
DNK;Ret;2011-2020;Flat glass;23.46666667
DNK;Ret;2011-2020;Container glass;0
DNK;Ret;2011-2020;Other;0
DNK;Ret;2021-2030;Flat glass;23.46666667
DNK;Ret;2021-2030;Container glass;0
DNK;Ret;2021-2030;Other;0
DNK;Ret;2031-2040;Flat glass;23.46666667
DNK;Ret;2031-2040;Container glass;0
DNK;Ret;2031-2040;Other;0
DNK;Ret;2040<;Flat glass;23.46666667
DNK;Ret;2040<;Container glass;0
DNK;Ret;2040<;Other;0
DNK;Off;>1945;Flat glass;6.44
DNK;Off;>1945;Container glass;0
DNK;Off;>1945;Other;0
DNK;Off;1945-1969;Flat glass;6.44
DNK;Off;1945-1969;Container glass;0
DNK;Off;1945-1969;Other;0
DNK;Off;1970-1989;Flat glass;6.44
DNK;Off;1970-1989;Container glass;0
DNK;Off;1970-1989;Other;0
DNK;Off;1990-2010;Flat glass;6.44
DNK;Off;1990-2010;Container glass;0
DNK;Off;1990-2010;Other;0
DNK;Off;2011-2020;Flat glass;25.76
DNK;Off;2011-2020;Container glass;0
DNK;Off;2011-2020;Other;0
DNK;Off;2021-2030;Flat glass;25.76
DNK;Off;2021-2030;Container glass;0
DNK;Off;2021-2030;Other;0
DNK;Off;2031-2040;Flat glass;25.76
DNK;Off;2031-2040;Container glass;0
DNK;Off;2031-2040;Other;0
DNK;Off;2040<;Flat glass;25.76
DNK;Off;2040<;Container glass;0
DNK;Off;2040<;Other;0
DNK;Hot;>1945;Flat glass;3.9
DNK;Hot;>1945;Container glass;0
DNK;Hot;>1945;Other;0
DNK;Hot;1945-1969;Flat glass;3.9
DNK;Hot;1945-1969;Container glass;0
DNK;Hot;1945-1969;Other;0
DNK;Hot;1970-1989;Flat glass;3.9
DNK;Hot;1970-1989;Container glass;0
DNK;Hot;1970-1989;Other;0
DNK;Hot;1990-2010;Flat glass;3.9
DNK;Hot;1990-2010;Container glass;0
DNK;Hot;1990-2010;Other;0
DNK;Hot;2011-2020;Flat glass;15.6
DNK;Hot;2011-2020;Container glass;0
DNK;Hot;2011-2020;Other;0
DNK;Hot;2021-2030;Flat glass;15.6
DNK;Hot;2021-2030;Container glass;0
DNK;Hot;2021-2030;Other;0
DNK;Hot;2031-2040;Flat glass;15.6
DNK;Hot;2031-2040;Container glass;0
DNK;Hot;2031-2040;Other;0
DNK;Hot;2040<;Flat glass;15.6
DNK;Hot;2040<;Container glass;0
DNK;Hot;2040<;Other;0
DNK;Edu;>1945;Flat glass;6.25
DNK;Edu;>1945;Container glass;0
DNK;Edu;>1945;Other;0
DNK;Edu;1945-1969;Flat glass;6.25
DNK;Edu;1945-1969;Container glass;0
DNK;Edu;1945-1969;Other;0
DNK;Edu;1970-1989;Flat glass;6.25
DNK;Edu;1970-1989;Container glass;0
DNK;Edu;1970-1989;Other;0
DNK;Edu;1990-2010;Flat glass;6.25
DNK;Edu;1990-2010;Container glass;0
DNK;Edu;1990-2010;Other;0
DNK;Edu;2011-2020;Flat glass;25
DNK;Edu;2011-2020;Container glass;0
DNK;Edu;2011-2020;Other;0
DNK;Edu;2021-2030;Flat glass;25
DNK;Edu;2021-2030;Container glass;0
DNK;Edu;2021-2030;Other;0
DNK;Edu;2031-2040;Flat glass;25
DNK;Edu;2031-2040;Container glass;0
DNK;Edu;2031-2040;Other;0
DNK;Edu;2040<;Flat glass;25
DNK;Edu;2040<;Container glass;0
DNK;Edu;2040<;Other;0
DNK;Hea;>1945;Flat glass;4.9
DNK;Hea;>1945;Container glass;0
DNK;Hea;>1945;Other;0
DNK;Hea;1945-1969;Flat glass;4.9
DNK;Hea;1945-1969;Container glass;0
DNK;Hea;1945-1969;Other;0
DNK;Hea;1970-1989;Flat glass;4.9
DNK;Hea;1970-1989;Container glass;0
DNK;Hea;1970-1989;Other;0
DNK;Hea;1990-2010;Flat glass;4.9
DNK;Hea;1990-2010;Container glass;0
DNK;Hea;1990-2010;Other;0
DNK;Hea;2011-2020;Flat glass;19.6
DNK;Hea;2011-2020;Container glass;0
DNK;Hea;2011-2020;Other;0
DNK;Hea;2021-2030;Flat glass;19.6
DNK;Hea;2021-2030;Container glass;0
DNK;Hea;2021-2030;Other;0
DNK;Hea;2031-2040;Flat glass;19.6
DNK;Hea;2031-2040;Container glass;0
DNK;Hea;2031-2040;Other;0
DNK;Hea;2040<;Flat glass;19.6
DNK;Hea;2040<;Container glass;0
DNK;Hea;2040<;Other;0
DNK;Oth;>1945;Flat glass;14.5
DNK;Oth;>1945;Container glass;0
DNK;Oth;>1945;Other;0
DNK;Oth;1945-1969;Flat glass;14.5
DNK;Oth;1945-1969;Container glass;0
DNK;Oth;1945-1969;Other;0
DNK;Oth;1970-1989;Flat glass;14.5
DNK;Oth;1970-1989;Container glass;0
DNK;Oth;1970-1989;Other;0
DNK;Oth;1990-2010;Flat glass;14.5
DNK;Oth;1990-2010;Container glass;0
DNK;Oth;1990-2010;Other;0
DNK;Oth;2011-2020;Flat glass;58
DNK;Oth;2011-2020;Container glass;0
DNK;Oth;2011-2020;Other;0
DNK;Oth;2021-2030;Flat glass;58
DNK;Oth;2021-2030;Container glass;0
DNK;Oth;2021-2030;Other;0
DNK;Oth;2031-2040;Flat glass;58
DNK;Oth;2031-2040;Container glass;0
