Region;Year;Vehicle size;Value
GRC;2048;minivan_SUV;0.03
GRC;2048;light truck;0.01
GRC;2049;microcar;0.31
GRC;2049;passenger car;0.65
GRC;2049;minivan_SUV;0.03
GRC;2049;light truck;0.01
GRC;2050;microcar;0.31
GRC;2050;passenger car;0.65
GRC;2050;minivan_SUV;0.03
GRC;2050;light truck;0.01
HRV;2020;microcar;0.146068214
HRV;2020;passenger car;0.57256
HRV;2020;minivan_SUV;0.17784
HRV;2020;light truck;0.103531786
HRV;2021;microcar;0.159361591
HRV;2021;passenger car;0.57883968
HRV;2021;minivan_SUV;0.16585152
HRV;2021;light truck;0.095947209
HRV;2022;microcar;0.172386717
HRV;2022;passenger car;0.58499264
HRV;2022;minivan_SUV;0.15410496
HRV;2022;light truck;0.088515683
HRV;2023;microcar;0.185098882
HRV;2023;passenger car;0.59099776
HRV;2023;minivan_SUV;0.14264064
HRV;2023;light truck;0.081262718
HRV;2024;microcar;0.197453377
HRV;2024;passenger car;0.59683392
HRV;2024;minivan_SUV;0.13149888
HRV;2024;light truck;0.074213823
HRV;2025;microcar;0.209405495
HRV;2025;passenger car;0.60248
HRV;2025;minivan_SUV;0.12072
HRV;2025;light truck;0.067394505
HRV;2026;microcar;0.220910526
HRV;2026;passenger car;0.60791488
HRV;2026;minivan_SUV;0.11034432
HRV;2026;light truck;0.060830274
HRV;2027;microcar;0.231923761
HRV;2027;passenger car;0.61311744
HRV;2027;minivan_SUV;0.10041216
HRV;2027;light truck;0.054546639
HRV;2028;microcar;0.242400492
HRV;2028;passenger car;0.61806656
HRV;2028;minivan_SUV;0.09096384
HRV;2028;light truck;0.048569108
HRV;2029;microcar;0.252296011
HRV;2029;passenger car;0.62274112
HRV;2029;minivan_SUV;0.08203968
HRV;2029;light truck;0.042923189
HRV;2030;microcar;0.261565609
HRV;2030;passenger car;0.62712
HRV;2030;minivan_SUV;0.07368
HRV;2030;light truck;0.037634391
HRV;2031;microcar;0.270164576
HRV;2031;passenger car;0.63118208
HRV;2031;minivan_SUV;0.06592512
HRV;2031;light truck;0.032728224
HRV;2032;microcar;0.278048205
HRV;2032;passenger car;0.63490624
HRV;2032;minivan_SUV;0.05881536
HRV;2032;light truck;0.028230195
HRV;2033;microcar;0.285171786
HRV;2033;passenger car;0.63827136
HRV;2033;minivan_SUV;0.05239104
HRV;2033;light truck;0.024165814
HRV;2034;microcar;0.291490611
HRV;2034;passenger car;0.64125632
HRV;2034;minivan_SUV;0.04669248
HRV;2034;light truck;0.020560589
HRV;2035;microcar;0.296959972
HRV;2035;passenger car;0.64384
HRV;2035;minivan_SUV;0.04176
HRV;2035;light truck;0.017440028
HRV;2036;microcar;0.301535159
HRV;2036;passenger car;0.64600128
HRV;2036;minivan_SUV;0.03763392
HRV;2036;light truck;0.014829641
HRV;2037;microcar;0.305171464
HRV;2037;passenger car;0.64771904
HRV;2037;minivan_SUV;0.03435456
HRV;2037;light truck;0.012754936
HRV;2038;microcar;0.307824178
HRV;2038;passenger car;0.64897216
HRV;2038;minivan_SUV;0.03196224
HRV;2038;light truck;0.011241422
HRV;2039;microcar;0.309448593
HRV;2039;passenger car;0.64973952
HRV;2039;minivan_SUV;0.03049728
HRV;2039;light truck;0.010314607
HRV;2040;microcar;0.31
HRV;2040;passenger car;0.65
HRV;2040;minivan_SUV;0.03
HRV;2040;light truck;0.01
HRV;2041;microcar;0.31
HRV;2041;passenger car;0.65
HRV;2041;minivan_SUV;0.03
HRV;2041;light truck;0.01
HRV;2042;microcar;0.31
HRV;2042;passenger car;0.65
HRV;2042;minivan_SUV;0.03
HRV;2042;light truck;0.01
HRV;2043;microcar;0.31
HRV;2043;passenger car;0.65
HRV;2043;minivan_SUV;0.03
HRV;2043;light truck;0.01
HRV;2044;microcar;0.31
HRV;2044;passenger car;0.65
HRV;2044;minivan_SUV;0.03
HRV;2044;light truck;0.01
HRV;2045;microcar;0.31
HRV;2045;passenger car;0.65
HRV;2045;minivan_SUV;0.03
HRV;2045;light truck;0.01
HRV;2046;microcar;0.31
HRV;2046;passenger car;0.65
HRV;2046;minivan_SUV;0.03
HRV;2046;light truck;0.01
HRV;2047;microcar;0.31
HRV;2047;passenger car;0.65
HRV;2047;minivan_SUV;0.03
HRV;2047;light truck;0.01
HRV;2048;microcar;0.31
HRV;2048;passenger car;0.65
HRV;2048;minivan_SUV;0.03
HRV;2048;light truck;0.01
HRV;2049;microcar;0.31
HRV;2049;passenger car;0.65
HRV;2049;minivan_SUV;0.03
HRV;2049;light truck;0.01
HRV;2050;microcar;0.31
HRV;2050;passenger car;0.65
HRV;2050;minivan_SUV;0.03
HRV;2050;light truck;0.01
HUN;2020;microcar;0.146068214
HUN;2020;passenger car;0.57256
HUN;2020;minivan_SUV;0.17784
HUN;2020;light truck;0.103531786
HUN;2021;microcar;0.159361591
HUN;2021;passenger car;0.57883968
HUN;2021;minivan_SUV;0.16585152
HUN;2021;light truck;0.095947209
HUN;2022;microcar;0.172386717
HUN;2022;passenger car;0.58499264
HUN;2022;minivan_SUV;0.15410496
HUN;2022;light truck;0.088515683
HUN;2023;microcar;0.185098882
HUN;2023;passenger car;0.59099776
HUN;2023;minivan_SUV;0.14264064
HUN;2023;light truck;0.081262718
HUN;2024;microcar;0.197453377
HUN;2024;passenger car;0.59683392
HUN;2024;minivan_SUV;0.13149888
HUN;2024;light truck;0.074213823
HUN;2025;microcar;0.209405495
HUN;2025;passenger car;0.60248
HUN;2025;minivan_SUV;0.12072
HUN;2025;light truck;0.067394505
HUN;2026;microcar;0.220910526
HUN;2026;passenger car;0.60791488
HUN;2026;minivan_SUV;0.11034432
HUN;2026;light truck;0.060830274
HUN;2027;microcar;0.231923761
HUN;2027;passenger car;0.61311744
HUN;2027;minivan_SUV;0.10041216
HUN;2027;light truck;0.054546639
HUN;2028;microcar;0.242400492
HUN;2028;passenger car;0.61806656
HUN;2028;minivan_SUV;0.09096384
HUN;2028;light truck;0.048569108
HUN;2029;microcar;0.252296011
HUN;2029;passenger car;0.62274112
HUN;2029;minivan_SUV;0.08203968
HUN;2029;light truck;0.042923189
HUN;2030;microcar;0.261565609
HUN;2030;passenger car;0.62712
HUN;2030;minivan_SUV;0.07368
HUN;2030;light truck;0.037634391
HUN;2031;microcar;0.270164576
HUN;2031;passenger car;0.63118208
HUN;2031;minivan_SUV;0.06592512
HUN;2031;light truck;0.032728224
HUN;2032;microcar;0.278048205
HUN;2032;passenger car;0.63490624
HUN;2032;minivan_SUV;0.05881536
HUN;2032;light truck;0.028230195
HUN;2033;microcar;0.285171786
HUN;2033;passenger car;0.63827136
HUN;2033;minivan_SUV;0.05239104
HUN;2033;light truck;0.024165814
HUN;2034;microcar;0.291490611
HUN;2034;passenger car;0.64125632
HUN;2034;minivan_SUV;0.04669248
HUN;2034;light truck;0.020560589
HUN;2035;microcar;0.296959972
HUN;2035;passenger car;0.64384
HUN;2035;minivan_SUV;0.04176
HUN;2035;light truck;0.017440028
HUN;2036;microcar;0.301535159
HUN;2036;passenger car;0.64600128
HUN;2036;minivan_SUV;0.03763392
HUN;2036;light truck;0.014829641
HUN;2037;microcar;0.305171464
HUN;2037;passenger car;0.64771904
HUN;2037;minivan_SUV;0.03435456
HUN;2037;light truck;0.012754936
HUN;2038;microcar;0.307824178
HUN;2038;passenger car;0.64897216
HUN;2038;minivan_SUV;0.03196224
HUN;2038;light truck;0.011241422
HUN;2039;microcar;0.309448593
HUN;2039;passenger car;0.64973952
HUN;2039;minivan_SUV;0.03049728
HUN;2039;light truck;0.010314607
HUN;2040;microcar;0.31
HUN;2040;passenger car;0.65
HUN;2040;minivan_SUV;0.03
HUN;2040;light truck;0.01
HUN;2041;microcar;0.31
HUN;2041;passenger car;0.65
HUN;2041;minivan_SUV;0.03
HUN;2041;light truck;0.01
HUN;2042;microcar;0.31
HUN;2042;passenger car;0.65
HUN;2042;minivan_SUV;0.03
HUN;2042;light truck;0.01
HUN;2043;microcar;0.31
HUN;2043;passenger car;0.65
HUN;2043;minivan_SUV;0.03
HUN;2043;light truck;0.01
HUN;2044;microcar;0.31
HUN;2044;passenger car;0.65
HUN;2044;minivan_SUV;0.03
HUN;2044;light truck;0.01
HUN;2045;microcar;0.31
HUN;2045;passenger car;0.65
HUN;2045;minivan_SUV;0.03
HUN;2045;light truck;0.01
HUN;2046;microcar;0.31
HUN;2046;passenger car;0.65
HUN;2046;minivan_SUV;0.03
HUN;2046;light truck;0.01
HUN;2047;microcar;0.31
HUN;2047;passenger car;0.65
HUN;2047;minivan_SUV;0.03
HUN;2047;light truck;0.01
HUN;2048;microcar;0.31
HUN;2048;passenger car;0.65
HUN;2048;minivan_SUV;0.03
HUN;2048;light truck;0.01
HUN;2049;microcar;0.31
HUN;2049;passenger car;0.65
HUN;2049;minivan_SUV;0.03
HUN;2049;light truck;0.01
HUN;2050;microcar;0.31
HUN;2050;passenger car;0.65
HUN;2050;minivan_SUV;0.03
HUN;2050;light truck;0.01
IRL;2020;microcar;0.146068214
IRL;2020;passenger car;0.57256
IRL;2020;minivan_SUV;0.17784
IRL;2020;light truck;0.103531786
IRL;2021;microcar;0.159361591
IRL;2021;passenger car;0.57883968
IRL;2021;minivan_SUV;0.16585152
IRL;2021;light truck;0.095947209
IRL;2022;microcar;0.172386717
IRL;2022;passenger car;0.58499264
IRL;2022;minivan_SUV;0.15410496
IRL;2022;light truck;0.088515683
IRL;2023;microcar;0.185098882
IRL;2023;passenger car;0.59099776
IRL;2023;minivan_SUV;0.14264064
IRL;2023;light truck;0.081262718
IRL;2024;microcar;0.197453377
IRL;2024;passenger car;0.59683392
IRL;2024;minivan_SUV;0.13149888
IRL;2024;light truck;0.074213823
IRL;2025;microcar;0.209405495
IRL;2025;passenger car;0.60248
IRL;2025;minivan_SUV;0.12072
IRL;2025;light truck;0.067394505
IRL;2026;microcar;0.220910526
IRL;2026;passenger car;0.60791488
IRL;2026;minivan_SUV;0.11034432
IRL;2026;light truck;0.060830274
IRL;2027;microcar;0.231923761
IRL;2027;passenger car;0.61311744
IRL;2027;minivan_SUV;0.10041216
IRL;2027;light truck;0.054546639
IRL;2028;microcar;0.242400492
IRL;2028;passenger car;0.61806656
IRL;2028;minivan_SUV;0.09096384
IRL;2028;light truck;0.048569108
IRL;2029;microcar;0.252296011
IRL;2029;passenger car;0.62274112
IRL;2029;minivan_SUV;0.08203968
IRL;2029;light truck;0.042923189
IRL;2030;microcar;0.261565609
IRL;2030;passenger car;0.62712
IRL;2030;minivan_SUV;0.07368
IRL;2030;light truck;0.037634391
IRL;2031;microcar;0.270164576
IRL;2031;passenger car;0.63118208
IRL;2031;minivan_SUV;0.06592512
IRL;2031;light truck;0.032728224
IRL;2032;microcar;0.278048205
IRL;2032;passenger car;0.63490624
IRL;2032;minivan_SUV;0.05881536
IRL;2032;light truck;0.028230195
IRL;2033;microcar;0.285171786
IRL;2033;passenger car;0.63827136
IRL;2033;minivan_SUV;0.05239104
IRL;2033;light truck;0.024165814
IRL;2034;microcar;0.291490611
IRL;2034;passenger car;0.64125632
IRL;2034;minivan_SUV;0.04669248
IRL;2034;light truck;0.020560589
IRL;2035;microcar;0.296959972
IRL;2035;passenger car;0.64384
IRL;2035;minivan_SUV;0.04176
IRL;2035;light truck;0.017440028
IRL;2036;microcar;0.301535159
IRL;2036;passenger car;0.64600128
IRL;2036;minivan_SUV;0.03763392
IRL;2036;light truck;0.014829641
IRL;2037;microcar;0.305171464
IRL;2037;passenger car;0.64771904
IRL;2037;minivan_SUV;0.03435456
IRL;2037;light truck;0.012754936
IRL;2038;microcar;0.307824178
IRL;2038;passenger car;0.64897216
IRL;2038;minivan_SUV;0.03196224
IRL;2038;light truck;0.011241422
IRL;2039;microcar;0.309448593
IRL;2039;passenger car;0.64973952
IRL;2039;minivan_SUV;0.03049728
IRL;2039;light truck;0.010314607
IRL;2040;microcar;0.31
IRL;2040;passenger car;0.65
IRL;2040;minivan_SUV;0.03
IRL;2040;light truck;0.01
IRL;2041;microcar;0.31
IRL;2041;passenger car;0.65
IRL;2041;minivan_SUV;0.03
IRL;2041;light truck;0.01
IRL;2042;microcar;0.31
IRL;2042;passenger car;0.65
IRL;2042;minivan_SUV;0.03
IRL;2042;light truck;0.01
IRL;2043;microcar;0.31
IRL;2043;passenger car;0.65
IRL;2043;minivan_SUV;0.03
IRL;2043;light truck;0.01
IRL;2044;microcar;0.31
IRL;2044;passenger car;0.65
IRL;2044;minivan_SUV;0.03
IRL;2044;light truck;0.01
IRL;2045;microcar;0.31
IRL;2045;passenger car;0.65
IRL;2045;minivan_SUV;0.03
IRL;2045;light truck;0.01
IRL;2046;microcar;0.31
IRL;2046;passenger car;0.65
IRL;2046;minivan_SUV;0.03
IRL;2046;light truck;0.01
IRL;2047;microcar;0.31
IRL;2047;passenger car;0.65
IRL;2047;minivan_SUV;0.03
IRL;2047;light truck;0.01
IRL;2048;microcar;0.31
IRL;2048;passenger car;0.65
IRL;2048;minivan_SUV;0.03
IRL;2048;light truck;0.01
IRL;2049;microcar;0.31
IRL;2049;passenger car;0.65
IRL;2049;minivan_SUV;0.03
IRL;2049;light truck;0.01
IRL;2050;microcar;0.31
IRL;2050;passenger car;0.65
IRL;2050;minivan_SUV;0.03
IRL;2050;light truck;0.01
ITA;2020;microcar;0.146068214
ITA;2020;passenger car;0.57256
ITA;2020;minivan_SUV;0.17784
ITA;2020;light truck;0.103531786
ITA;2021;microcar;0.159361591
ITA;2021;passenger car;0.57883968
ITA;2021;minivan_SUV;0.16585152
ITA;2021;light truck;0.095947209
ITA;2022;microcar;0.172386717
ITA;2022;passenger car;0.58499264
ITA;2022;minivan_SUV;0.15410496
ITA;2022;light truck;0.088515683
ITA;2023;microcar;0.185098882
ITA;2023;passenger car;0.59099776
ITA;2023;minivan_SUV;0.14264064
ITA;2023;light truck;0.081262718
ITA;2024;microcar;0.197453377
ITA;2024;passenger car;0.59683392
ITA;2024;minivan_SUV;0.13149888
ITA;2024;light truck;0.074213823
ITA;2025;microcar;0.209405495
ITA;2025;passenger car;0.60248
ITA;2025;minivan_SUV;0.12072
ITA;2025;light truck;0.067394505
ITA;2026;microcar;0.220910526
ITA;2026;passenger car;0.60791488
ITA;2026;minivan_SUV;0.11034432
ITA;2026;light truck;0.060830274
ITA;2027;microcar;0.231923761
ITA;2027;passenger car;0.61311744
ITA;2027;minivan_SUV;0.10041216
ITA;2027;light truck;0.054546639
ITA;2028;microcar;0.242400492
ITA;2028;passenger car;0.61806656
ITA;2028;minivan_SUV;0.09096384
ITA;2028;light truck;0.048569108
ITA;2029;microcar;0.252296011
ITA;2029;passenger car;0.62274112
ITA;2029;minivan_SUV;0.08203968
ITA;2029;light truck;0.042923189
ITA;2030;microcar;0.261565609
ITA;2030;passenger car;0.62712
ITA;2030;minivan_SUV;0.07368
ITA;2030;light truck;0.037634391
ITA;2031;microcar;0.270164576
ITA;2031;passenger car;0.63118208
ITA;2031;minivan_SUV;0.06592512
ITA;2031;light truck;0.032728224
ITA;2032;microcar;0.278048205
ITA;2032;passenger car;0.63490624
ITA;2032;minivan_SUV;0.05881536
ITA;2032;light truck;0.028230195
ITA;2033;microcar;0.285171786
ITA;2033;passenger car;0.63827136
ITA;2033;minivan_SUV;0.05239104
ITA;2033;light truck;0.024165814
ITA;2034;microcar;0.291490611
ITA;2034;passenger car;0.64125632
ITA;2034;minivan_SUV;0.04669248
ITA;2034;light truck;0.020560589
ITA;2035;microcar;0.296959972
ITA;2035;passenger car;0.64384
ITA;2035;minivan_SUV;0.04176
ITA;2035;light truck;0.017440028
ITA;2036;microcar;0.301535159
ITA;2036;passenger car;0.64600128
ITA;2036;minivan_SUV;0.03763392
ITA;2036;light truck;0.014829641
ITA;2037;microcar;0.305171464
ITA;2037;passenger car;0.64771904
ITA;2037;minivan_SUV;0.03435456
ITA;2037;light truck;0.012754936
ITA;2038;microcar;0.307824178
ITA;2038;passenger car;0.64897216
ITA;2038;minivan_SUV;0.03196224
ITA;2038;light truck;0.011241422
ITA;2039;microcar;0.309448593
ITA;2039;passenger car;0.64973952
ITA;2039;minivan_SUV;0.03049728
ITA;2039;light truck;0.010314607
ITA;2040;microcar;0.31
ITA;2040;passenger car;0.65
ITA;2040;minivan_SUV;0.03
ITA;2040;light truck;0.01
ITA;2041;microcar;0.31
ITA;2041;passenger car;0.65
ITA;2041;minivan_SUV;0.03
ITA;2041;light truck;0.01
ITA;2042;microcar;0.31
ITA;2042;passenger car;0.65
ITA;2042;minivan_SUV;0.03
ITA;2042;light truck;0.01
ITA;2043;microcar;0.31
ITA;2043;passenger car;0.65
ITA;2043;minivan_SUV;0.03
ITA;2043;light truck;0.01
ITA;2044;microcar;0.31
ITA;2044;passenger car;0.65
ITA;2044;minivan_SUV;0.03
ITA;2044;light truck;0.01
ITA;2045;microcar;0.31
ITA;2045;passenger car;0.65
ITA;2045;minivan_SUV;0.03
ITA;2045;light truck;0.01
ITA;2046;microcar;0.31
ITA;2046;passenger car;0.65
ITA;2046;minivan_SUV;0.03
ITA;2046;light truck;0.01
ITA;2047;microcar;0.31
ITA;2047;passenger car;0.65
ITA;2047;minivan_SUV;0.03
ITA;2047;light truck;0.01
ITA;2048;microcar;0.31
ITA;2048;passenger car;0.65
ITA;2048;minivan_SUV;0.03
ITA;2048;light truck;0.01
ITA;2049;microcar;0.31
ITA;2049;passenger car;0.65
ITA;2049;minivan_SUV;0.03
ITA;2049;light truck;0.01
ITA;2050;microcar;0.31
ITA;2050;passenger car;0.65
ITA;2050;minivan_SUV;0.03
ITA;2050;light truck;0.01
LTU;2020;microcar;0.146068214
LTU;2020;passenger car;0.57256
LTU;2020;minivan_SUV;0.17784
LTU;2020;light truck;0.103531786
LTU;2021;microcar;0.159361591
LTU;2021;passenger car;0.57883968
LTU;2021;minivan_SUV;0.16585152
LTU;2021;light truck;0.095947209
LTU;2022;microcar;0.172386717
LTU;2022;passenger car;0.58499264
LTU;2022;minivan_SUV;0.15410496
LTU;2022;light truck;0.088515683
LTU;2023;microcar;0.185098882
LTU;2023;passenger car;0.59099776
LTU;2023;minivan_SUV;0.14264064
LTU;2023;light truck;0.081262718
LTU;2024;microcar;0.197453377
LTU;2024;passenger car;0.59683392
LTU;2024;minivan_SUV;0.13149888
LTU;2024;light truck;0.074213823
LTU;2025;microcar;0.209405495
LTU;2025;passenger car;0.60248
LTU;2025;minivan_SUV;0.12072
LTU;2025;light truck;0.067394505
LTU;2026;microcar;0.220910526
LTU;2026;passenger car;0.60791488
LTU;2026;minivan_SUV;0.11034432
LTU;2026;light truck;0.060830274
LTU;2027;microcar;0.231923761
LTU;2027;passenger car;0.61311744
LTU;2027;minivan_SUV;0.10041216
LTU;2027;light truck;0.054546639
LTU;2028;microcar;0.242400492
LTU;2028;passenger car;0.61806656
LTU;2028;minivan_SUV;0.09096384
LTU;2028;light truck;0.048569108
LTU;2029;microcar;0.252296011
LTU;2029;passenger car;0.62274112
LTU;2029;minivan_SUV;0.08203968
LTU;2029;light truck;0.042923189
LTU;2030;microcar;0.261565609
LTU;2030;passenger car;0.62712
LTU;2030;minivan_SUV;0.07368
LTU;2030;light truck;0.037634391
LTU;2031;microcar;0.270164576
LTU;2031;passenger car;0.63118208
LTU;2031;minivan_SUV;0.06592512
LTU;2031;light truck;0.032728224
LTU;2032;microcar;0.278048205
LTU;2032;passenger car;0.63490624
LTU;2032;minivan_SUV;0.05881536
LTU;2032;light truck;0.028230195
LTU;2033;microcar;0.285171786
LTU;2033;passenger car;0.63827136
LTU;2033;minivan_SUV;0.05239104
LTU;2033;light truck;0.024165814
LTU;2034;microcar;0.291490611
LTU;2034;passenger car;0.64125632
LTU;2034;minivan_SUV;0.04669248
LTU;2034;light truck;0.020560589
LTU;2035;microcar;0.296959972
LTU;2035;passenger car;0.64384
LTU;2035;minivan_SUV;0.04176
LTU;2035;light truck;0.017440028
LTU;2036;microcar;0.301535159
LTU;2036;passenger car;0.64600128
LTU;2036;minivan_SUV;0.03763392
LTU;2036;light truck;0.014829641
LTU;2037;microcar;0.305171464
LTU;2037;passenger car;0.64771904
LTU;2037;minivan_SUV;0.03435456
LTU;2037;light truck;0.012754936
LTU;2038;microcar;0.307824178
LTU;2038;passenger car;0.64897216
LTU;2038;minivan_SUV;0.03196224
LTU;2038;light truck;0.011241422
LTU;2039;microcar;0.309448593
LTU;2039;passenger car;0.64973952
LTU;2039;minivan_SUV;0.03049728
LTU;2039;light truck;0.010314607
LTU;2040;microcar;0.31
LTU;2040;passenger car;0.65
LTU;2040;minivan_SUV;0.03
LTU;2040;light truck;0.01
LTU;2041;microcar;0.31
LTU;2041;passenger car;0.65
LTU;2041;minivan_SUV;0.03
LTU;2041;light truck;0.01
LTU;2042;microcar;0.31
LTU;2042;passenger car;0.65
LTU;2042;minivan_SUV;0.03
LTU;2042;light truck;0.01
LTU;2043;microcar;0.31
LTU;2043;passenger car;0.65
LTU;2043;minivan_SUV;0.03
LTU;2043;light truck;0.01
LTU;2044;microcar;0.31
LTU;2044;passenger car;0.65
LTU;2044;minivan_SUV;0.03
LTU;2044;light truck;0.01
LTU;2045;microcar;0.31
LTU;2045;passenger car;0.65
LTU;2045;minivan_SUV;0.03
LTU;2045;light truck;0.01
LTU;2046;microcar;0.31
LTU;2046;passenger car;0.65
LTU;2046;minivan_SUV;0.03
LTU;2046;light truck;0.01
LTU;2047;microcar;0.31
LTU;2047;passenger car;0.65
LTU;2047;minivan_SUV;0.03
LTU;2047;light truck;0.01
LTU;2048;microcar;0.31
LTU;2048;passenger car;0.65
LTU;2048;minivan_SUV;0.03
LTU;2048;light truck;0.01
LTU;2049;microcar;0.31
LTU;2049;passenger car;0.65
LTU;2049;minivan_SUV;0.03
LTU;2049;light truck;0.01
LTU;2050;microcar;0.31
LTU;2050;passenger car;0.65
LTU;2050;minivan_SUV;0.03
LTU;2050;light truck;0.01
LUX;2020;microcar;0.146068214
LUX;2020;passenger car;0.57256
LUX;2020;minivan_SUV;0.17784
LUX;2020;light truck;0.103531786
LUX;2021;microcar;0.159361591
LUX;2021;passenger car;0.57883968
LUX;2021;minivan_SUV;0.16585152
LUX;2021;light truck;0.095947209
LUX;2022;microcar;0.172386717
LUX;2022;passenger car;0.58499264
LUX;2022;minivan_SUV;0.15410496
LUX;2022;light truck;0.088515683
LUX;2023;microcar;0.185098882
LUX;2023;passenger car;0.59099776
LUX;2023;minivan_SUV;0.14264064
LUX;2023;light truck;0.081262718
LUX;2024;microcar;0.197453377
LUX;2024;passenger car;0.59683392
LUX;2024;minivan_SUV;0.13149888
LUX;2024;light truck;0.074213823
LUX;2025;microcar;0.209405495
LUX;2025;passenger car;0.60248
LUX;2025;minivan_SUV;0.12072
LUX;2025;light truck;0.067394505
LUX;2026;microcar;0.220910526
LUX;2026;passenger car;0.60791488
LUX;2026;minivan_SUV;0.11034432
LUX;2026;light truck;0.060830274
LUX;2027;microcar;0.231923761
LUX;2027;passenger car;0.61311744
LUX;2027;minivan_SUV;0.10041216
LUX;2027;light truck;0.054546639
LUX;2028;microcar;0.242400492
LUX;2028;passenger car;0.61806656
LUX;2028;minivan_SUV;0.09096384
LUX;2028;light truck;0.048569108
LUX;2029;microcar;0.252296011
LUX;2029;passenger car;0.62274112
LUX;2029;minivan_SUV;0.08203968
LUX;2029;light truck;0.042923189
LUX;2030;microcar;0.261565609
LUX;2030;passenger car;0.62712
LUX;2030;minivan_SUV;0.07368
LUX;2030;light truck;0.037634391
LUX;2031;microcar;0.270164576
LUX;2031;passenger car;0.63118208
LUX;2031;minivan_SUV;0.06592512
LUX;2031;light truck;0.032728224
LUX;2032;microcar;0.278048205
LUX;2032;passenger car;0.63490624
LUX;2032;minivan_SUV;0.05881536
LUX;2032;light truck;0.028230195
LUX;2033;microcar;0.285171786
LUX;2033;passenger car;0.63827136
LUX;2033;minivan_SUV;0.05239104
LUX;2033;light truck;0.024165814
LUX;2034;microcar;0.291490611
LUX;2034;passenger car;0.64125632
LUX;2034;minivan_SUV;0.04669248
LUX;2034;light truck;0.020560589
LUX;2035;microcar;0.296959972
LUX;2035;passenger car;0.64384
LUX;2035;minivan_SUV;0.04176
LUX;2035;light truck;0.017440028
LUX;2036;microcar;0.301535159
LUX;2036;passenger car;0.64600128
LUX;2036;minivan_SUV;0.03763392
LUX;2036;light truck;0.014829641
LUX;2037;microcar;0.305171464
LUX;2037;passenger car;0.64771904
LUX;2037;minivan_SUV;0.03435456
LUX;2037;light truck;0.012754936
LUX;2038;microcar;0.307824178
LUX;2038;passenger car;0.64897216
LUX;2038;minivan_SUV;0.03196224
LUX;2038;light truck;0.011241422
LUX;2039;microcar;0.309448593
LUX;2039;passenger car;0.64973952
LUX;2039;minivan_SUV;0.03049728
LUX;2039;light truck;0.010314607
LUX;2040;microcar;0.31
LUX;2040;passenger car;0.65
LUX;2040;minivan_SUV;0.03
LUX;2040;light truck;0.01
LUX;2041;microcar;0.31
LUX;2041;passenger car;0.65
LUX;2041;minivan_SUV;0.03
LUX;2041;light truck;0.01
LUX;2042;microcar;0.31
LUX;2042;passenger car;0.65
LUX;2042;minivan_SUV;0.03
LUX;2042;light truck;0.01
LUX;2043;microcar;0.31
LUX;2043;passenger car;0.65
LUX;2043;minivan_SUV;0.03
LUX;2043;light truck;0.01
LUX;2044;microcar;0.31
LUX;2044;passenger car;0.65
LUX;2044;minivan_SUV;0.03
LUX;2044;light truck;0.01
LUX;2045;microcar;0.31
LUX;2045;passenger car;0.65
LUX;2045;minivan_SUV;0.03
LUX;2045;light truck;0.01
LUX;2046;microcar;0.31
LUX;2046;passenger car;0.65
LUX;2046;minivan_SUV;0.03
LUX;2046;light truck;0.01
LUX;2047;microcar;0.31
LUX;2047;passenger car;0.65
LUX;2047;minivan_SUV;0.03
LUX;2047;light truck;0.01
LUX;2048;microcar;0.31
LUX;2048;passenger car;0.65
LUX;2048;minivan_SUV;0.03
LUX;2048;light truck;0.01
LUX;2049;microcar;0.31
LUX;2049;passenger car;0.65
LUX;2049;minivan_SUV;0.03
LUX;2049;light truck;0.01
LUX;2050;microcar;0.31
LUX;2050;passenger car;0.65
LUX;2050;minivan_SUV;0.03
LUX;2050;light truck;0.01
LVA;2020;microcar;0.146068214
LVA;2020;passenger car;0.57256
LVA;2020;minivan_SUV;0.17784
LVA;2020;light truck;0.103531786
LVA;2021;microcar;0.159361591
LVA;2021;passenger car;0.57883968
LVA;2021;minivan_SUV;0.16585152
LVA;2021;light truck;0.095947209
LVA;2022;microcar;0.172386717
LVA;2022;passenger car;0.58499264
LVA;2022;minivan_SUV;0.15410496
LVA;2022;light truck;0.088515683
LVA;2023;microcar;0.185098882
LVA;2023;passenger car;0.59099776
LVA;2023;minivan_SUV;0.14264064
LVA;2023;light truck;0.081262718
LVA;2024;microcar;0.197453377
LVA;2024;passenger car;0.59683392
LVA;2024;minivan_SUV;0.13149888
LVA;2024;light truck;0.074213823
LVA;2025;microcar;0.209405495
LVA;2025;passenger car;0.60248
LVA;2025;minivan_SUV;0.12072
LVA;2025;light truck;0.067394505
LVA;2026;microcar;0.220910526
LVA;2026;passenger car;0.60791488
LVA;2026;minivan_SUV;0.11034432
LVA;2026;light truck;0.060830274
LVA;2027;microcar;0.231923761
LVA;2027;passenger car;0.61311744
LVA;2027;minivan_SUV;0.10041216
LVA;2027;light truck;0.054546639
LVA;2028;microcar;0.242400492
LVA;2028;passenger car;0.61806656
LVA;2028;minivan_SUV;0.09096384
LVA;2028;light truck;0.048569108
LVA;2029;microcar;0.252296011
LVA;2029;passenger car;0.62274112
LVA;2029;minivan_SUV;0.08203968
LVA;2029;light truck;0.042923189
LVA;2030;microcar;0.261565609
LVA;2030;passenger car;0.62712
LVA;2030;minivan_SUV;0.07368
LVA;2030;light truck;0.037634391
LVA;2031;microcar;0.270164576
