Region;Year;Vehicle size;Value
DNK;2032;minivan_SUV;0.05881536
DNK;2032;light truck;0.028230195
DNK;2033;microcar;0.285171786
DNK;2033;passenger car;0.63827136
DNK;2033;minivan_SUV;0.05239104
DNK;2033;light truck;0.024165814
DNK;2034;microcar;0.291490611
DNK;2034;passenger car;0.64125632
DNK;2034;minivan_SUV;0.04669248
DNK;2034;light truck;0.020560589
DNK;2035;microcar;0.296959972
DNK;2035;passenger car;0.64384
DNK;2035;minivan_SUV;0.04176
DNK;2035;light truck;0.017440028
DNK;2036;microcar;0.301535159
DNK;2036;passenger car;0.64600128
DNK;2036;minivan_SUV;0.03763392
DNK;2036;light truck;0.014829641
DNK;2037;microcar;0.305171464
DNK;2037;passenger car;0.64771904
DNK;2037;minivan_SUV;0.03435456
DNK;2037;light truck;0.012754936
DNK;2038;microcar;0.307824178
DNK;2038;passenger car;0.64897216
DNK;2038;minivan_SUV;0.03196224
DNK;2038;light truck;0.011241422
DNK;2039;microcar;0.309448593
DNK;2039;passenger car;0.64973952
DNK;2039;minivan_SUV;0.03049728
DNK;2039;light truck;0.010314607
DNK;2040;microcar;0.31
DNK;2040;passenger car;0.65
DNK;2040;minivan_SUV;0.03
DNK;2040;light truck;0.01
DNK;2041;microcar;0.31
DNK;2041;passenger car;0.65
DNK;2041;minivan_SUV;0.03
DNK;2041;light truck;0.01
DNK;2042;microcar;0.31
DNK;2042;passenger car;0.65
DNK;2042;minivan_SUV;0.03
DNK;2042;light truck;0.01
DNK;2043;microcar;0.31
DNK;2043;passenger car;0.65
DNK;2043;minivan_SUV;0.03
DNK;2043;light truck;0.01
DNK;2044;microcar;0.31
DNK;2044;passenger car;0.65
DNK;2044;minivan_SUV;0.03
DNK;2044;light truck;0.01
DNK;2045;microcar;0.31
DNK;2045;passenger car;0.65
DNK;2045;minivan_SUV;0.03
DNK;2045;light truck;0.01
DNK;2046;microcar;0.31
DNK;2046;passenger car;0.65
DNK;2046;minivan_SUV;0.03
DNK;2046;light truck;0.01
DNK;2047;microcar;0.31
DNK;2047;passenger car;0.65
DNK;2047;minivan_SUV;0.03
DNK;2047;light truck;0.01
DNK;2048;microcar;0.31
DNK;2048;passenger car;0.65
DNK;2048;minivan_SUV;0.03
DNK;2048;light truck;0.01
DNK;2049;microcar;0.31
DNK;2049;passenger car;0.65
DNK;2049;minivan_SUV;0.03
DNK;2049;light truck;0.01
DNK;2050;microcar;0.31
DNK;2050;passenger car;0.65
DNK;2050;minivan_SUV;0.03
DNK;2050;light truck;0.01
ESP;2020;microcar;0.146068214
ESP;2020;passenger car;0.57256
ESP;2020;minivan_SUV;0.17784
ESP;2020;light truck;0.103531786
ESP;2021;microcar;0.159361591
ESP;2021;passenger car;0.57883968
ESP;2021;minivan_SUV;0.16585152
ESP;2021;light truck;0.095947209
ESP;2022;microcar;0.172386717
ESP;2022;passenger car;0.58499264
ESP;2022;minivan_SUV;0.15410496
ESP;2022;light truck;0.088515683
ESP;2023;microcar;0.185098882
ESP;2023;passenger car;0.59099776
ESP;2023;minivan_SUV;0.14264064
ESP;2023;light truck;0.081262718
ESP;2024;microcar;0.197453377
ESP;2024;passenger car;0.59683392
ESP;2024;minivan_SUV;0.13149888
ESP;2024;light truck;0.074213823
ESP;2025;microcar;0.209405495
ESP;2025;passenger car;0.60248
ESP;2025;minivan_SUV;0.12072
ESP;2025;light truck;0.067394505
ESP;2026;microcar;0.220910526
ESP;2026;passenger car;0.60791488
ESP;2026;minivan_SUV;0.11034432
ESP;2026;light truck;0.060830274
ESP;2027;microcar;0.231923761
ESP;2027;passenger car;0.61311744
ESP;2027;minivan_SUV;0.10041216
ESP;2027;light truck;0.054546639
ESP;2028;microcar;0.242400492
ESP;2028;passenger car;0.61806656
ESP;2028;minivan_SUV;0.09096384
ESP;2028;light truck;0.048569108
ESP;2029;microcar;0.252296011
ESP;2029;passenger car;0.62274112
ESP;2029;minivan_SUV;0.08203968
ESP;2029;light truck;0.042923189
ESP;2030;microcar;0.261565609
ESP;2030;passenger car;0.62712
ESP;2030;minivan_SUV;0.07368
ESP;2030;light truck;0.037634391
ESP;2031;microcar;0.270164576
ESP;2031;passenger car;0.63118208
ESP;2031;minivan_SUV;0.06592512
ESP;2031;light truck;0.032728224
ESP;2032;microcar;0.278048205
ESP;2032;passenger car;0.63490624
ESP;2032;minivan_SUV;0.05881536
ESP;2032;light truck;0.028230195
ESP;2033;microcar;0.285171786
ESP;2033;passenger car;0.63827136
ESP;2033;minivan_SUV;0.05239104
ESP;2033;light truck;0.024165814
ESP;2034;microcar;0.291490611
ESP;2034;passenger car;0.64125632
ESP;2034;minivan_SUV;0.04669248
ESP;2034;light truck;0.020560589
ESP;2035;microcar;0.296959972
ESP;2035;passenger car;0.64384
ESP;2035;minivan_SUV;0.04176
ESP;2035;light truck;0.017440028
ESP;2036;microcar;0.301535159
ESP;2036;passenger car;0.64600128
ESP;2036;minivan_SUV;0.03763392
ESP;2036;light truck;0.014829641
ESP;2037;microcar;0.305171464
ESP;2037;passenger car;0.64771904
ESP;2037;minivan_SUV;0.03435456
ESP;2037;light truck;0.012754936
ESP;2038;microcar;0.307824178
ESP;2038;passenger car;0.64897216
ESP;2038;minivan_SUV;0.03196224
ESP;2038;light truck;0.011241422
ESP;2039;microcar;0.309448593
ESP;2039;passenger car;0.64973952
ESP;2039;minivan_SUV;0.03049728
ESP;2039;light truck;0.010314607
ESP;2040;microcar;0.31
ESP;2040;passenger car;0.65
ESP;2040;minivan_SUV;0.03
ESP;2040;light truck;0.01
ESP;2041;microcar;0.31
ESP;2041;passenger car;0.65
ESP;2041;minivan_SUV;0.03
ESP;2041;light truck;0.01
ESP;2042;microcar;0.31
ESP;2042;passenger car;0.65
ESP;2042;minivan_SUV;0.03
ESP;2042;light truck;0.01
ESP;2043;microcar;0.31
ESP;2043;passenger car;0.65
ESP;2043;minivan_SUV;0.03
ESP;2043;light truck;0.01
ESP;2044;microcar;0.31
ESP;2044;passenger car;0.65
ESP;2044;minivan_SUV;0.03
ESP;2044;light truck;0.01
ESP;2045;microcar;0.31
ESP;2045;passenger car;0.65
ESP;2045;minivan_SUV;0.03
ESP;2045;light truck;0.01
ESP;2046;microcar;0.31
ESP;2046;passenger car;0.65
ESP;2046;minivan_SUV;0.03
ESP;2046;light truck;0.01
ESP;2047;microcar;0.31
ESP;2047;passenger car;0.65
ESP;2047;minivan_SUV;0.03
ESP;2047;light truck;0.01
ESP;2048;microcar;0.31
ESP;2048;passenger car;0.65
ESP;2048;minivan_SUV;0.03
ESP;2048;light truck;0.01
ESP;2049;microcar;0.31
ESP;2049;passenger car;0.65
ESP;2049;minivan_SUV;0.03
ESP;2049;light truck;0.01
ESP;2050;microcar;0.31
ESP;2050;passenger car;0.65
ESP;2050;minivan_SUV;0.03
ESP;2050;light truck;0.01
EST;2020;microcar;0.146068214
EST;2020;passenger car;0.57256
EST;2020;minivan_SUV;0.17784
EST;2020;light truck;0.103531786
EST;2021;microcar;0.159361591
EST;2021;passenger car;0.57883968
EST;2021;minivan_SUV;0.16585152
EST;2021;light truck;0.095947209
EST;2022;microcar;0.172386717
EST;2022;passenger car;0.58499264
EST;2022;minivan_SUV;0.15410496
EST;2022;light truck;0.088515683
EST;2023;microcar;0.185098882
EST;2023;passenger car;0.59099776
EST;2023;minivan_SUV;0.14264064
EST;2023;light truck;0.081262718
EST;2024;microcar;0.197453377
EST;2024;passenger car;0.59683392
EST;2024;minivan_SUV;0.13149888
EST;2024;light truck;0.074213823
EST;2025;microcar;0.209405495
EST;2025;passenger car;0.60248
EST;2025;minivan_SUV;0.12072
EST;2025;light truck;0.067394505
EST;2026;microcar;0.220910526
EST;2026;passenger car;0.60791488
EST;2026;minivan_SUV;0.11034432
EST;2026;light truck;0.060830274
EST;2027;microcar;0.231923761
EST;2027;passenger car;0.61311744
EST;2027;minivan_SUV;0.10041216
EST;2027;light truck;0.054546639
EST;2028;microcar;0.242400492
EST;2028;passenger car;0.61806656
EST;2028;minivan_SUV;0.09096384
EST;2028;light truck;0.048569108
EST;2029;microcar;0.252296011
EST;2029;passenger car;0.62274112
EST;2029;minivan_SUV;0.08203968
EST;2029;light truck;0.042923189
EST;2030;microcar;0.261565609
EST;2030;passenger car;0.62712
EST;2030;minivan_SUV;0.07368
EST;2030;light truck;0.037634391
EST;2031;microcar;0.270164576
EST;2031;passenger car;0.63118208
EST;2031;minivan_SUV;0.06592512
EST;2031;light truck;0.032728224
EST;2032;microcar;0.278048205
EST;2032;passenger car;0.63490624
EST;2032;minivan_SUV;0.05881536
EST;2032;light truck;0.028230195
EST;2033;microcar;0.285171786
EST;2033;passenger car;0.63827136
EST;2033;minivan_SUV;0.05239104
EST;2033;light truck;0.024165814
EST;2034;microcar;0.291490611
EST;2034;passenger car;0.64125632
EST;2034;minivan_SUV;0.04669248
EST;2034;light truck;0.020560589
EST;2035;microcar;0.296959972
EST;2035;passenger car;0.64384
EST;2035;minivan_SUV;0.04176
EST;2035;light truck;0.017440028
EST;2036;microcar;0.301535159
EST;2036;passenger car;0.64600128
EST;2036;minivan_SUV;0.03763392
EST;2036;light truck;0.014829641
EST;2037;microcar;0.305171464
EST;2037;passenger car;0.64771904
EST;2037;minivan_SUV;0.03435456
EST;2037;light truck;0.012754936
EST;2038;microcar;0.307824178
EST;2038;passenger car;0.64897216
EST;2038;minivan_SUV;0.03196224
EST;2038;light truck;0.011241422
EST;2039;microcar;0.309448593
EST;2039;passenger car;0.64973952
EST;2039;minivan_SUV;0.03049728
EST;2039;light truck;0.010314607
EST;2040;microcar;0.31
EST;2040;passenger car;0.65
EST;2040;minivan_SUV;0.03
EST;2040;light truck;0.01
EST;2041;microcar;0.31
EST;2041;passenger car;0.65
EST;2041;minivan_SUV;0.03
EST;2041;light truck;0.01
EST;2042;microcar;0.31
EST;2042;passenger car;0.65
EST;2042;minivan_SUV;0.03
EST;2042;light truck;0.01
EST;2043;microcar;0.31
EST;2043;passenger car;0.65
EST;2043;minivan_SUV;0.03
EST;2043;light truck;0.01
EST;2044;microcar;0.31
EST;2044;passenger car;0.65
EST;2044;minivan_SUV;0.03
EST;2044;light truck;0.01
EST;2045;microcar;0.31
EST;2045;passenger car;0.65
EST;2045;minivan_SUV;0.03
EST;2045;light truck;0.01
EST;2046;microcar;0.31
EST;2046;passenger car;0.65
EST;2046;minivan_SUV;0.03
EST;2046;light truck;0.01
EST;2047;microcar;0.31
EST;2047;passenger car;0.65
EST;2047;minivan_SUV;0.03
EST;2047;light truck;0.01
EST;2048;microcar;0.31
EST;2048;passenger car;0.65
EST;2048;minivan_SUV;0.03
EST;2048;light truck;0.01
EST;2049;microcar;0.31
EST;2049;passenger car;0.65
EST;2049;minivan_SUV;0.03
EST;2049;light truck;0.01
EST;2050;microcar;0.31
EST;2050;passenger car;0.65
EST;2050;minivan_SUV;0.03
EST;2050;light truck;0.01
FIN;2020;microcar;0.146068214
FIN;2020;passenger car;0.57256
FIN;2020;minivan_SUV;0.17784
FIN;2020;light truck;0.103531786
FIN;2021;microcar;0.159361591
FIN;2021;passenger car;0.57883968
FIN;2021;minivan_SUV;0.16585152
FIN;2021;light truck;0.095947209
FIN;2022;microcar;0.172386717
FIN;2022;passenger car;0.58499264
FIN;2022;minivan_SUV;0.15410496
FIN;2022;light truck;0.088515683
FIN;2023;microcar;0.185098882
FIN;2023;passenger car;0.59099776
FIN;2023;minivan_SUV;0.14264064
FIN;2023;light truck;0.081262718
FIN;2024;microcar;0.197453377
FIN;2024;passenger car;0.59683392
FIN;2024;minivan_SUV;0.13149888
FIN;2024;light truck;0.074213823
FIN;2025;microcar;0.209405495
FIN;2025;passenger car;0.60248
FIN;2025;minivan_SUV;0.12072
FIN;2025;light truck;0.067394505
FIN;2026;microcar;0.220910526
FIN;2026;passenger car;0.60791488
FIN;2026;minivan_SUV;0.11034432
FIN;2026;light truck;0.060830274
FIN;2027;microcar;0.231923761
FIN;2027;passenger car;0.61311744
FIN;2027;minivan_SUV;0.10041216
FIN;2027;light truck;0.054546639
FIN;2028;microcar;0.242400492
FIN;2028;passenger car;0.61806656
FIN;2028;minivan_SUV;0.09096384
FIN;2028;light truck;0.048569108
FIN;2029;microcar;0.252296011
FIN;2029;passenger car;0.62274112
FIN;2029;minivan_SUV;0.08203968
FIN;2029;light truck;0.042923189
FIN;2030;microcar;0.261565609
FIN;2030;passenger car;0.62712
FIN;2030;minivan_SUV;0.07368
FIN;2030;light truck;0.037634391
FIN;2031;microcar;0.270164576
FIN;2031;passenger car;0.63118208
FIN;2031;minivan_SUV;0.06592512
FIN;2031;light truck;0.032728224
FIN;2032;microcar;0.278048205
FIN;2032;passenger car;0.63490624
FIN;2032;minivan_SUV;0.05881536
FIN;2032;light truck;0.028230195
FIN;2033;microcar;0.285171786
FIN;2033;passenger car;0.63827136
FIN;2033;minivan_SUV;0.05239104
FIN;2033;light truck;0.024165814
FIN;2034;microcar;0.291490611
FIN;2034;passenger car;0.64125632
FIN;2034;minivan_SUV;0.04669248
FIN;2034;light truck;0.020560589
FIN;2035;microcar;0.296959972
FIN;2035;passenger car;0.64384
FIN;2035;minivan_SUV;0.04176
FIN;2035;light truck;0.017440028
FIN;2036;microcar;0.301535159
FIN;2036;passenger car;0.64600128
FIN;2036;minivan_SUV;0.03763392
FIN;2036;light truck;0.014829641
FIN;2037;microcar;0.305171464
FIN;2037;passenger car;0.64771904
FIN;2037;minivan_SUV;0.03435456
FIN;2037;light truck;0.012754936
FIN;2038;microcar;0.307824178
FIN;2038;passenger car;0.64897216
FIN;2038;minivan_SUV;0.03196224
FIN;2038;light truck;0.011241422
FIN;2039;microcar;0.309448593
FIN;2039;passenger car;0.64973952
FIN;2039;minivan_SUV;0.03049728
FIN;2039;light truck;0.010314607
FIN;2040;microcar;0.31
FIN;2040;passenger car;0.65
FIN;2040;minivan_SUV;0.03
FIN;2040;light truck;0.01
FIN;2041;microcar;0.31
FIN;2041;passenger car;0.65
FIN;2041;minivan_SUV;0.03
FIN;2041;light truck;0.01
FIN;2042;microcar;0.31
FIN;2042;passenger car;0.65
FIN;2042;minivan_SUV;0.03
FIN;2042;light truck;0.01
FIN;2043;microcar;0.31
FIN;2043;passenger car;0.65
FIN;2043;minivan_SUV;0.03
FIN;2043;light truck;0.01
FIN;2044;microcar;0.31
FIN;2044;passenger car;0.65
FIN;2044;minivan_SUV;0.03
FIN;2044;light truck;0.01
FIN;2045;microcar;0.31
FIN;2045;passenger car;0.65
FIN;2045;minivan_SUV;0.03
FIN;2045;light truck;0.01
FIN;2046;microcar;0.31
FIN;2046;passenger car;0.65
FIN;2046;minivan_SUV;0.03
FIN;2046;light truck;0.01
FIN;2047;microcar;0.31
FIN;2047;passenger car;0.65
FIN;2047;minivan_SUV;0.03
FIN;2047;light truck;0.01
FIN;2048;microcar;0.31
FIN;2048;passenger car;0.65
FIN;2048;minivan_SUV;0.03
FIN;2048;light truck;0.01
FIN;2049;microcar;0.31
FIN;2049;passenger car;0.65
FIN;2049;minivan_SUV;0.03
FIN;2049;light truck;0.01
FIN;2050;microcar;0.31
FIN;2050;passenger car;0.65
FIN;2050;minivan_SUV;0.03
FIN;2050;light truck;0.01
FRA;2020;microcar;0.146068214
FRA;2020;passenger car;0.57256
FRA;2020;minivan_SUV;0.17784
FRA;2020;light truck;0.103531786
FRA;2021;microcar;0.159361591
FRA;2021;passenger car;0.57883968
FRA;2021;minivan_SUV;0.16585152
FRA;2021;light truck;0.095947209
FRA;2022;microcar;0.172386717
FRA;2022;passenger car;0.58499264
FRA;2022;minivan_SUV;0.15410496
FRA;2022;light truck;0.088515683
FRA;2023;microcar;0.185098882
FRA;2023;passenger car;0.59099776
FRA;2023;minivan_SUV;0.14264064
FRA;2023;light truck;0.081262718
FRA;2024;microcar;0.197453377
FRA;2024;passenger car;0.59683392
FRA;2024;minivan_SUV;0.13149888
FRA;2024;light truck;0.074213823
FRA;2025;microcar;0.209405495
FRA;2025;passenger car;0.60248
FRA;2025;minivan_SUV;0.12072
FRA;2025;light truck;0.067394505
FRA;2026;microcar;0.220910526
FRA;2026;passenger car;0.60791488
FRA;2026;minivan_SUV;0.11034432
FRA;2026;light truck;0.060830274
FRA;2027;microcar;0.231923761
FRA;2027;passenger car;0.61311744
FRA;2027;minivan_SUV;0.10041216
FRA;2027;light truck;0.054546639
FRA;2028;microcar;0.242400492
FRA;2028;passenger car;0.61806656
FRA;2028;minivan_SUV;0.09096384
FRA;2028;light truck;0.048569108
FRA;2029;microcar;0.252296011
FRA;2029;passenger car;0.62274112
FRA;2029;minivan_SUV;0.08203968
FRA;2029;light truck;0.042923189
FRA;2030;microcar;0.261565609
FRA;2030;passenger car;0.62712
FRA;2030;minivan_SUV;0.07368
FRA;2030;light truck;0.037634391
FRA;2031;microcar;0.270164576
FRA;2031;passenger car;0.63118208
FRA;2031;minivan_SUV;0.06592512
FRA;2031;light truck;0.032728224
FRA;2032;microcar;0.278048205
FRA;2032;passenger car;0.63490624
FRA;2032;minivan_SUV;0.05881536
FRA;2032;light truck;0.028230195
FRA;2033;microcar;0.285171786
FRA;2033;passenger car;0.63827136
FRA;2033;minivan_SUV;0.05239104
FRA;2033;light truck;0.024165814
FRA;2034;microcar;0.291490611
FRA;2034;passenger car;0.64125632
FRA;2034;minivan_SUV;0.04669248
FRA;2034;light truck;0.020560589
FRA;2035;microcar;0.296959972
FRA;2035;passenger car;0.64384
FRA;2035;minivan_SUV;0.04176
FRA;2035;light truck;0.017440028
FRA;2036;microcar;0.301535159
FRA;2036;passenger car;0.64600128
FRA;2036;minivan_SUV;0.03763392
FRA;2036;light truck;0.014829641
FRA;2037;microcar;0.305171464
FRA;2037;passenger car;0.64771904
FRA;2037;minivan_SUV;0.03435456
FRA;2037;light truck;0.012754936
FRA;2038;microcar;0.307824178
FRA;2038;passenger car;0.64897216
FRA;2038;minivan_SUV;0.03196224
FRA;2038;light truck;0.011241422
FRA;2039;microcar;0.309448593
FRA;2039;passenger car;0.64973952
FRA;2039;minivan_SUV;0.03049728
FRA;2039;light truck;0.010314607
FRA;2040;microcar;0.31
FRA;2040;passenger car;0.65
FRA;2040;minivan_SUV;0.03
FRA;2040;light truck;0.01
FRA;2041;microcar;0.31
FRA;2041;passenger car;0.65
FRA;2041;minivan_SUV;0.03
FRA;2041;light truck;0.01
FRA;2042;microcar;0.31
FRA;2042;passenger car;0.65
FRA;2042;minivan_SUV;0.03
FRA;2042;light truck;0.01
FRA;2043;microcar;0.31
FRA;2043;passenger car;0.65
FRA;2043;minivan_SUV;0.03
FRA;2043;light truck;0.01
FRA;2044;microcar;0.31
FRA;2044;passenger car;0.65
FRA;2044;minivan_SUV;0.03
FRA;2044;light truck;0.01
FRA;2045;microcar;0.31
FRA;2045;passenger car;0.65
FRA;2045;minivan_SUV;0.03
FRA;2045;light truck;0.01
FRA;2046;microcar;0.31
FRA;2046;passenger car;0.65
FRA;2046;minivan_SUV;0.03
FRA;2046;light truck;0.01
FRA;2047;microcar;0.31
FRA;2047;passenger car;0.65
FRA;2047;minivan_SUV;0.03
FRA;2047;light truck;0.01
FRA;2048;microcar;0.31
FRA;2048;passenger car;0.65
FRA;2048;minivan_SUV;0.03
FRA;2048;light truck;0.01
FRA;2049;microcar;0.31
FRA;2049;passenger car;0.65
FRA;2049;minivan_SUV;0.03
FRA;2049;light truck;0.01
FRA;2050;microcar;0.31
FRA;2050;passenger car;0.65
FRA;2050;minivan_SUV;0.03
FRA;2050;light truck;0.01
GBR;2020;microcar;0.146068214
GBR;2020;passenger car;0.57256
GBR;2020;minivan_SUV;0.17784
GBR;2020;light truck;0.103531786
GBR;2021;microcar;0.159361591
GBR;2021;passenger car;0.57883968
GBR;2021;minivan_SUV;0.16585152
GBR;2021;light truck;0.095947209
GBR;2022;microcar;0.172386717
GBR;2022;passenger car;0.58499264
GBR;2022;minivan_SUV;0.15410496
GBR;2022;light truck;0.088515683
GBR;2023;microcar;0.185098882
GBR;2023;passenger car;0.59099776
GBR;2023;minivan_SUV;0.14264064
GBR;2023;light truck;0.081262718
GBR;2024;microcar;0.197453377
GBR;2024;passenger car;0.59683392
GBR;2024;minivan_SUV;0.13149888
GBR;2024;light truck;0.074213823
GBR;2025;microcar;0.209405495
GBR;2025;passenger car;0.60248
GBR;2025;minivan_SUV;0.12072
GBR;2025;light truck;0.067394505
GBR;2026;microcar;0.220910526
GBR;2026;passenger car;0.60791488
GBR;2026;minivan_SUV;0.11034432
GBR;2026;light truck;0.060830274
GBR;2027;microcar;0.231923761
GBR;2027;passenger car;0.61311744
GBR;2027;minivan_SUV;0.10041216
GBR;2027;light truck;0.054546639
GBR;2028;microcar;0.242400492
GBR;2028;passenger car;0.61806656
GBR;2028;minivan_SUV;0.09096384
GBR;2028;light truck;0.048569108
GBR;2029;microcar;0.252296011
GBR;2029;passenger car;0.62274112
GBR;2029;minivan_SUV;0.08203968
GBR;2029;light truck;0.042923189
GBR;2030;microcar;0.261565609
GBR;2030;passenger car;0.62712
GBR;2030;minivan_SUV;0.07368
GBR;2030;light truck;0.037634391
GBR;2031;microcar;0.270164576
GBR;2031;passenger car;0.63118208
GBR;2031;minivan_SUV;0.06592512
GBR;2031;light truck;0.032728224
GBR;2032;microcar;0.278048205
GBR;2032;passenger car;0.63490624
GBR;2032;minivan_SUV;0.05881536
GBR;2032;light truck;0.028230195
GBR;2033;microcar;0.285171786
GBR;2033;passenger car;0.63827136
GBR;2033;minivan_SUV;0.05239104
GBR;2033;light truck;0.024165814
GBR;2034;microcar;0.291490611
GBR;2034;passenger car;0.64125632
GBR;2034;minivan_SUV;0.04669248
GBR;2034;light truck;0.020560589
GBR;2035;microcar;0.296959972
GBR;2035;passenger car;0.64384
GBR;2035;minivan_SUV;0.04176
GBR;2035;light truck;0.017440028
GBR;2036;microcar;0.301535159
GBR;2036;passenger car;0.64600128
GBR;2036;minivan_SUV;0.03763392
GBR;2036;light truck;0.014829641
GBR;2037;microcar;0.305171464
GBR;2037;passenger car;0.64771904
GBR;2037;minivan_SUV;0.03435456
GBR;2037;light truck;0.012754936
GBR;2038;microcar;0.307824178
GBR;2038;passenger car;0.64897216
GBR;2038;minivan_SUV;0.03196224
GBR;2038;light truck;0.011241422
GBR;2039;microcar;0.309448593
GBR;2039;passenger car;0.64973952
GBR;2039;minivan_SUV;0.03049728
GBR;2039;light truck;0.010314607
GBR;2040;microcar;0.31
GBR;2040;passenger car;0.65
GBR;2040;minivan_SUV;0.03
GBR;2040;light truck;0.01
GBR;2041;microcar;0.31
GBR;2041;passenger car;0.65
GBR;2041;minivan_SUV;0.03
GBR;2041;light truck;0.01
GBR;2042;microcar;0.31
GBR;2042;passenger car;0.65
GBR;2042;minivan_SUV;0.03
GBR;2042;light truck;0.01
GBR;2043;microcar;0.31
GBR;2043;passenger car;0.65
GBR;2043;minivan_SUV;0.03
GBR;2043;light truck;0.01
GBR;2044;microcar;0.31
GBR;2044;passenger car;0.65
GBR;2044;minivan_SUV;0.03
GBR;2044;light truck;0.01
GBR;2045;microcar;0.31
GBR;2045;passenger car;0.65
GBR;2045;minivan_SUV;0.03
GBR;2045;light truck;0.01
GBR;2046;microcar;0.31
GBR;2046;passenger car;0.65
GBR;2046;minivan_SUV;0.03
GBR;2046;light truck;0.01
GBR;2047;microcar;0.31
GBR;2047;passenger car;0.65
GBR;2047;minivan_SUV;0.03
GBR;2047;light truck;0.01
GBR;2048;microcar;0.31
GBR;2048;passenger car;0.65
GBR;2048;minivan_SUV;0.03
GBR;2048;light truck;0.01
GBR;2049;microcar;0.31
GBR;2049;passenger car;0.65
GBR;2049;minivan_SUV;0.03
GBR;2049;light truck;0.01
GBR;2050;microcar;0.31
GBR;2050;passenger car;0.65
GBR;2050;minivan_SUV;0.03
GBR;2050;light truck;0.01
GRC;2020;microcar;0.146068214
GRC;2020;passenger car;0.57256
GRC;2020;minivan_SUV;0.17784
GRC;2020;light truck;0.103531786
GRC;2021;microcar;0.159361591
GRC;2021;passenger car;0.57883968
GRC;2021;minivan_SUV;0.16585152
GRC;2021;light truck;0.095947209
GRC;2022;microcar;0.172386717
GRC;2022;passenger car;0.58499264
GRC;2022;minivan_SUV;0.15410496
GRC;2022;light truck;0.088515683
GRC;2023;microcar;0.185098882
GRC;2023;passenger car;0.59099776
GRC;2023;minivan_SUV;0.14264064
GRC;2023;light truck;0.081262718
GRC;2024;microcar;0.197453377
GRC;2024;passenger car;0.59683392
GRC;2024;minivan_SUV;0.13149888
GRC;2024;light truck;0.074213823
GRC;2025;microcar;0.209405495
GRC;2025;passenger car;0.60248
GRC;2025;minivan_SUV;0.12072
GRC;2025;light truck;0.067394505
GRC;2026;microcar;0.220910526
GRC;2026;passenger car;0.60791488
GRC;2026;minivan_SUV;0.11034432
GRC;2026;light truck;0.060830274
GRC;2027;microcar;0.231923761
GRC;2027;passenger car;0.61311744
GRC;2027;minivan_SUV;0.10041216
GRC;2027;light truck;0.054546639
GRC;2028;microcar;0.242400492
GRC;2028;passenger car;0.61806656
GRC;2028;minivan_SUV;0.09096384
GRC;2028;light truck;0.048569108
GRC;2029;microcar;0.252296011
GRC;2029;passenger car;0.62274112
GRC;2029;minivan_SUV;0.08203968
GRC;2029;light truck;0.042923189
GRC;2030;microcar;0.261565609
GRC;2030;passenger car;0.62712
GRC;2030;minivan_SUV;0.07368
GRC;2030;light truck;0.037634391
GRC;2031;microcar;0.270164576
GRC;2031;passenger car;0.63118208
GRC;2031;minivan_SUV;0.06592512
GRC;2031;light truck;0.032728224
GRC;2032;microcar;0.278048205
GRC;2032;passenger car;0.63490624
GRC;2032;minivan_SUV;0.05881536
GRC;2032;light truck;0.028230195
GRC;2033;microcar;0.285171786
GRC;2033;passenger car;0.63827136
GRC;2033;minivan_SUV;0.05239104
GRC;2033;light truck;0.024165814
GRC;2034;microcar;0.291490611
GRC;2034;passenger car;0.64125632
GRC;2034;minivan_SUV;0.04669248
GRC;2034;light truck;0.020560589
GRC;2035;microcar;0.296959972
GRC;2035;passenger car;0.64384
GRC;2035;minivan_SUV;0.04176
GRC;2035;light truck;0.017440028
GRC;2036;microcar;0.301535159
GRC;2036;passenger car;0.64600128
GRC;2036;minivan_SUV;0.03763392
GRC;2036;light truck;0.014829641
GRC;2037;microcar;0.305171464
GRC;2037;passenger car;0.64771904
GRC;2037;minivan_SUV;0.03435456
GRC;2037;light truck;0.012754936
GRC;2038;microcar;0.307824178
GRC;2038;passenger car;0.64897216
GRC;2038;minivan_SUV;0.03196224
GRC;2038;light truck;0.011241422
GRC;2039;microcar;0.309448593
GRC;2039;passenger car;0.64973952
GRC;2039;minivan_SUV;0.03049728
GRC;2039;light truck;0.010314607
GRC;2040;microcar;0.31
GRC;2040;passenger car;0.65
GRC;2040;minivan_SUV;0.03
GRC;2040;light truck;0.01
GRC;2041;microcar;0.31
GRC;2041;passenger car;0.65
GRC;2041;minivan_SUV;0.03
GRC;2041;light truck;0.01
GRC;2042;microcar;0.31
GRC;2042;passenger car;0.65
GRC;2042;minivan_SUV;0.03
GRC;2042;light truck;0.01
GRC;2043;microcar;0.31
GRC;2043;passenger car;0.65
GRC;2043;minivan_SUV;0.03
GRC;2043;light truck;0.01
GRC;2044;microcar;0.31
GRC;2044;passenger car;0.65
GRC;2044;minivan_SUV;0.03
GRC;2044;light truck;0.01
GRC;2045;microcar;0.31
GRC;2045;passenger car;0.65
GRC;2045;minivan_SUV;0.03
GRC;2045;light truck;0.01
GRC;2046;microcar;0.31
GRC;2046;passenger car;0.65
GRC;2046;minivan_SUV;0.03
GRC;2046;light truck;0.01
GRC;2047;microcar;0.31
GRC;2047;passenger car;0.65
GRC;2047;minivan_SUV;0.03
GRC;2047;light truck;0.01
GRC;2048;microcar;0.31
GRC;2048;passenger car;0.65
