"region","time","sector","polymer","value"
"EU27+3",2022,"PET single-use beverage bottles","PET",0.24
"EU27+3",2022,"PET reusable beverage bottles","PET",0
"EU27+3",2025,"PET single-use beverage bottles","PET",0.25
"EU27+3",2025,"PET reusable beverage bottles","PET",0
"EU27+3",2030,"PET single-use beverage bottles","PET",0.4
"EU27+3",2030,"PET reusable beverage bottles","PET",0
"EU27+3",2040,"PET single-use beverage bottles","PET",0.65
"EU27+3",2040,"PET reusable beverage bottles","PET",0
