Concrete waste,Time,Value
CDW,2023,0
CDW,2024,0
CDW,2025,0
CDW,2026,0
CDW,2027,0
CDW,2028,0
CDW,2029,0
CDW,2030,0
CDW,2031,0
CDW,2032,0
CDW,2033,0
CDW,2034,0
CDW,2035,0
CDW,2036,0
CDW,2037,0
CDW,2038,0
CDW,2039,0
CDW,2040,0
CDW,2041,0
CDW,2042,0
CDW,2043,0
CDW,2044,0
CDW,2045,0
CDW,2046,0
CDW,2047,0
CDW,2048,0
CDW,2049,0
CDW,2050,0
