Region,Building type,Age cohort,Insulation product,value
FIN,Ret,1970-1989,Insulation,26.43534475
FIN,Ret,1990-2010,Insulation,24.8
FIN,Ret,2011-2020,Insulation,24.8
FIN,Ret,2021-2030,Insulation,24.8
FIN,Ret,2031-2040,Insulation,24.8
FIN,Ret,2040<,Insulation,24.8
FIN,Off,>1945,Insulation,0.88
FIN,Off,1945-1969,Insulation,0.88
FIN,Off,1970-1989,Insulation,11.99996747
FIN,Off,1990-2010,Insulation,14.30253679
FIN,Off,2011-2020,Insulation,7.016632363
FIN,Off,2021-2030,Insulation,7.016632363
FIN,Off,2031-2040,Insulation,7.016632363
FIN,Off,2040<,Insulation,7.016632363
FIN,Hot,>1945,Insulation,0.88
FIN,Hot,1945-1969,Insulation,0.88
FIN,Hot,1970-1989,Insulation,11.99996747
FIN,Hot,1990-2010,Insulation,14.30253679
FIN,Hot,2011-2020,Insulation,7.016632363
FIN,Hot,2021-2030,Insulation,7.016632363
FIN,Hot,2031-2040,Insulation,7.016632363
FIN,Hot,2040<,Insulation,7.016632363
FIN,Edu,>1945,Insulation,0.88
FIN,Edu,1945-1969,Insulation,0.88
FIN,Edu,1970-1989,Insulation,11.99996747
FIN,Edu,1990-2010,Insulation,14.30253679
FIN,Edu,2011-2020,Insulation,7.016632363
FIN,Edu,2021-2030,Insulation,7.016632363
FIN,Edu,2031-2040,Insulation,7.016632363
FIN,Edu,2040<,Insulation,7.016632363
FIN,Hea,>1945,Insulation,0.88
FIN,Hea,1945-1969,Insulation,0.88
FIN,Hea,1970-1989,Insulation,11.99996747
FIN,Hea,1990-2010,Insulation,14.30253679
FIN,Hea,2011-2020,Insulation,7.016632363
FIN,Hea,2021-2030,Insulation,7.016632363
FIN,Hea,2031-2040,Insulation,7.016632363
FIN,Hea,2040<,Insulation,7.016632363
FIN,Oth,>1945,Insulation,8.561148325
FIN,Oth,1945-1969,Insulation,9.454983289
FIN,Oth,1970-1989,Insulation,16.8117599
FIN,Oth,1990-2010,Insulation,18.07424865
FIN,Oth,2011-2020,Insulation,13.28850519
FIN,Oth,2021-2030,Insulation,13.28850519
FIN,Oth,2031-2040,Insulation,13.28850519
FIN,Oth,2040<,Insulation,13.28850519
FRA,SFH,>1945,Insulation,5.617556018
FRA,SFH,1945-1969,Insulation,10.94754296
FRA,SFH,1970-1989,Insulation,10.94754296
FRA,SFH,1990-2010,Insulation,20.80717518
FRA,SFH,2011-2020,Insulation,17.75923281
FRA,SFH,2021-2030,Insulation,17.75923281
FRA,SFH,2031-2040,Insulation,17.75923281
FRA,SFH,2040<,Insulation,17.75923281
FRA,MFH,>1945,Insulation,3.424603058
FRA,MFH,1945-1969,Insulation,6.398229701
FRA,MFH,1970-1989,Insulation,5.826015196
FRA,MFH,1990-2010,Insulation,8.210723683
FRA,MFH,2011-2020,Insulation,29.50390381
FRA,MFH,2021-2030,Insulation,29.50390381
FRA,MFH,2031-2040,Insulation,29.50390381
FRA,MFH,2040<,Insulation,29.50390381
FRA,Ret,>1945,Insulation,14.82105263
FRA,Ret,1945-1969,Insulation,0
FRA,Ret,1970-1989,Insulation,0
FRA,Ret,1990-2010,Insulation,0
FRA,Ret,2011-2020,Insulation,0
FRA,Ret,2021-2030,Insulation,0
FRA,Ret,2031-2040,Insulation,0
FRA,Ret,2040<,Insulation,0
FRA,Off,>1945,Insulation,2.778947368
FRA,Off,1945-1969,Insulation,8.336581818
FRA,Off,1970-1989,Insulation,4.96
FRA,Off,1990-2010,Insulation,5.346264
FRA,Off,2011-2020,Insulation,5.346264
FRA,Off,2021-2030,Insulation,5.346264
FRA,Off,2031-2040,Insulation,5.346264
FRA,Off,2040<,Insulation,5.346264
FRA,Hot,>1945,Insulation,2.778947368
FRA,Hot,1945-1969,Insulation,8.336581818
FRA,Hot,1970-1989,Insulation,4.96
FRA,Hot,1990-2010,Insulation,5.346264
FRA,Hot,2011-2020,Insulation,5.346264
FRA,Hot,2021-2030,Insulation,5.346264
FRA,Hot,2031-2040,Insulation,5.346264
FRA,Hot,2040<,Insulation,5.346264
FRA,Edu,>1945,Insulation,2.778947368
FRA,Edu,1945-1969,Insulation,8.336581818
FRA,Edu,1970-1989,Insulation,4.96
FRA,Edu,1990-2010,Insulation,5.346264
FRA,Edu,2011-2020,Insulation,5.346264
FRA,Edu,2021-2030,Insulation,5.346264
FRA,Edu,2031-2040,Insulation,5.346264
FRA,Edu,2040<,Insulation,5.346264
FRA,Hea,>1945,Insulation,2.778947368
FRA,Hea,1945-1969,Insulation,8.336581818
FRA,Hea,1970-1989,Insulation,4.96
FRA,Hea,1990-2010,Insulation,5.346264
FRA,Hea,2011-2020,Insulation,5.346264
FRA,Hea,2021-2030,Insulation,5.346264
FRA,Hea,2031-2040,Insulation,5.346264
FRA,Hea,2040<,Insulation,5.346264
FRA,Oth,>1945,Insulation,6.792982456
FRA,Oth,1945-1969,Insulation,5.557721212
FRA,Oth,1970-1989,Insulation,3.306666667
FRA,Oth,1990-2010,Insulation,3.564176
FRA,Oth,2011-2020,Insulation,3.564176
FRA,Oth,2021-2030,Insulation,3.564176
FRA,Oth,2031-2040,Insulation,3.564176
FRA,Oth,2040<,Insulation,3.564176
GBR,SFH,>1945,Insulation,7.509333333
GBR,SFH,1945-1969,Insulation,9.422919507
GBR,SFH,1970-1989,Insulation,16.21680358
GBR,SFH,1990-2010,Insulation,18.05892114
GBR,SFH,2011-2020,Insulation,17.47326052
GBR,SFH,2021-2030,Insulation,17.47326052
GBR,SFH,2031-2040,Insulation,17.47326052
GBR,SFH,2040<,Insulation,17.47326052
GBR,MFH,>1945,Insulation,3.520352606
GBR,MFH,1945-1969,Insulation,10.13109219
GBR,MFH,1970-1989,Insulation,12.83010603
GBR,MFH,1990-2010,Insulation,12.08391214
GBR,MFH,2011-2020,Insulation,15.17078186
GBR,MFH,2021-2030,Insulation,15.17078186
GBR,MFH,2031-2040,Insulation,15.17078186
GBR,MFH,2040<,Insulation,15.17078186
GBR,Ret,>1945,Insulation,7.065853659
GBR,Ret,1945-1969,Insulation,7.065853659
GBR,Ret,1970-1989,Insulation,32.68195122
GBR,Ret,1990-2010,Insulation,32.68195122
GBR,Ret,2011-2020,Insulation,22.55631613
GBR,Ret,2021-2030,Insulation,22.55631613
GBR,Ret,2031-2040,Insulation,22.55631613
GBR,Ret,2040<,Insulation,22.55631613
GBR,Off,>1945,Insulation,3.705263158
GBR,Off,1945-1969,Insulation,5.364210526
GBR,Off,1970-1989,Insulation,19.7712
GBR,Off,1990-2010,Insulation,13.14272
GBR,Off,2011-2020,Insulation,13.14272
GBR,Off,2021-2030,Insulation,13.14272
GBR,Off,2031-2040,Insulation,13.14272
GBR,Off,2040<,Insulation,13.14272
GBR,Hot,>1945,Insulation,3.705263158
GBR,Hot,1945-1969,Insulation,5.364210526
GBR,Hot,1970-1989,Insulation,19.7712
GBR,Hot,1990-2010,Insulation,13.14272
GBR,Hot,2011-2020,Insulation,13.14272
GBR,Hot,2021-2030,Insulation,13.14272
GBR,Hot,2031-2040,Insulation,13.14272
GBR,Hot,2040<,Insulation,13.14272
GBR,Edu,>1945,Insulation,3.705263158
GBR,Edu,1945-1969,Insulation,5.364210526
GBR,Edu,1970-1989,Insulation,19.7712
GBR,Edu,1990-2010,Insulation,13.14272
GBR,Edu,2011-2020,Insulation,13.14272
GBR,Edu,2021-2030,Insulation,13.14272
GBR,Edu,2031-2040,Insulation,13.14272
GBR,Edu,2040<,Insulation,13.14272
GBR,Hea,>1945,Insulation,3.705263158
GBR,Hea,1945-1969,Insulation,5.364210526
GBR,Hea,1970-1989,Insulation,19.7712
GBR,Hea,1990-2010,Insulation,13.14272
GBR,Hea,2011-2020,Insulation,13.14272
GBR,Hea,2021-2030,Insulation,13.14272
GBR,Hea,2031-2040,Insulation,13.14272
GBR,Hea,2040<,Insulation,13.14272
GBR,Oth,>1945,Insulation,6.117993154
GBR,Oth,1945-1969,Insulation,6.886787177
GBR,Oth,1970-1989,Insulation,18.62779187
GBR,Oth,1990-2010,Insulation,14.2088052
GBR,Oth,2011-2020,Insulation,12.52119935
GBR,Oth,2021-2030,Insulation,12.52119935
GBR,Oth,2031-2040,Insulation,12.52119935
GBR,Oth,2040<,Insulation,12.52119935
GRC,SFH,>1945,Insulation,5.617556018
GRC,SFH,1945-1969,Insulation,10.94754296
GRC,SFH,1970-1989,Insulation,10.94754296
GRC,SFH,1990-2010,Insulation,20.80717518
GRC,SFH,2011-2020,Insulation,17.75923281
GRC,SFH,2021-2030,Insulation,17.75923281
GRC,SFH,2031-2040,Insulation,17.75923281
GRC,SFH,2040<,Insulation,17.75923281
GRC,MFH,>1945,Insulation,3.424603058
GRC,MFH,1945-1969,Insulation,6.398229701
GRC,MFH,1970-1989,Insulation,5.826015196
GRC,MFH,1990-2010,Insulation,8.210723683
GRC,MFH,2011-2020,Insulation,29.50390381
GRC,MFH,2021-2030,Insulation,29.50390381
GRC,MFH,2031-2040,Insulation,29.50390381
GRC,MFH,2040<,Insulation,29.50390381
GRC,Ret,>1945,Insulation,14.82105263
GRC,Ret,1945-1969,Insulation,0
GRC,Ret,1970-1989,Insulation,0
GRC,Ret,1990-2010,Insulation,0
GRC,Ret,2011-2020,Insulation,0
GRC,Ret,2021-2030,Insulation,0
GRC,Ret,2031-2040,Insulation,0
GRC,Ret,2040<,Insulation,0
GRC,Off,>1945,Insulation,2.778947368
GRC,Off,1945-1969,Insulation,8.336581818
GRC,Off,1970-1989,Insulation,4.96
GRC,Off,1990-2010,Insulation,5.346264
GRC,Off,2011-2020,Insulation,5.346264
GRC,Off,2021-2030,Insulation,5.346264
GRC,Off,2031-2040,Insulation,5.346264
GRC,Off,2040<,Insulation,5.346264
GRC,Hot,>1945,Insulation,2.778947368
GRC,Hot,1945-1969,Insulation,8.336581818
GRC,Hot,1970-1989,Insulation,4.96
GRC,Hot,1990-2010,Insulation,5.346264
GRC,Hot,2011-2020,Insulation,5.346264
GRC,Hot,2021-2030,Insulation,5.346264
GRC,Hot,2031-2040,Insulation,5.346264
GRC,Hot,2040<,Insulation,5.346264
GRC,Edu,>1945,Insulation,2.778947368
GRC,Edu,1945-1969,Insulation,8.336581818
GRC,Edu,1970-1989,Insulation,4.96
GRC,Edu,1990-2010,Insulation,5.346264
GRC,Edu,2011-2020,Insulation,5.346264
GRC,Edu,2021-2030,Insulation,5.346264
GRC,Edu,2031-2040,Insulation,5.346264
GRC,Edu,2040<,Insulation,5.346264
GRC,Hea,>1945,Insulation,2.778947368
GRC,Hea,1945-1969,Insulation,8.336581818
GRC,Hea,1970-1989,Insulation,4.96
GRC,Hea,1990-2010,Insulation,5.346264
GRC,Hea,2011-2020,Insulation,5.346264
GRC,Hea,2021-2030,Insulation,5.346264
GRC,Hea,2031-2040,Insulation,5.346264
GRC,Hea,2040<,Insulation,5.346264
GRC,Oth,>1945,Insulation,6.792982456
GRC,Oth,1945-1969,Insulation,5.557721212
GRC,Oth,1970-1989,Insulation,3.306666667
GRC,Oth,1990-2010,Insulation,3.564176
GRC,Oth,2011-2020,Insulation,3.564176
GRC,Oth,2021-2030,Insulation,3.564176
GRC,Oth,2031-2040,Insulation,3.564176
GRC,Oth,2040<,Insulation,3.564176
HRV,SFH,>1945,Insulation,5.617556018
HRV,SFH,1945-1969,Insulation,10.94754296
HRV,SFH,1970-1989,Insulation,10.94754296
HRV,SFH,1990-2010,Insulation,20.80717518
HRV,SFH,2011-2020,Insulation,17.75923281
HRV,SFH,2021-2030,Insulation,17.75923281
HRV,SFH,2031-2040,Insulation,17.75923281
HRV,SFH,2040<,Insulation,17.75923281
HRV,MFH,>1945,Insulation,3.424603058
HRV,MFH,1945-1969,Insulation,6.398229701
HRV,MFH,1970-1989,Insulation,5.826015196
HRV,MFH,1990-2010,Insulation,8.210723683
HRV,MFH,2011-2020,Insulation,29.50390381
HRV,MFH,2021-2030,Insulation,29.50390381
HRV,MFH,2031-2040,Insulation,29.50390381
HRV,MFH,2040<,Insulation,29.50390381
HRV,Ret,>1945,Insulation,14.82105263
HRV,Ret,1945-1969,Insulation,0
HRV,Ret,1970-1989,Insulation,0
HRV,Ret,1990-2010,Insulation,0
HRV,Ret,2011-2020,Insulation,0
HRV,Ret,2021-2030,Insulation,0
HRV,Ret,2031-2040,Insulation,0
HRV,Ret,2040<,Insulation,0
HRV,Off,>1945,Insulation,2.778947368
HRV,Off,1945-1969,Insulation,8.336581818
HRV,Off,1970-1989,Insulation,4.96
HRV,Off,1990-2010,Insulation,5.346264
HRV,Off,2011-2020,Insulation,5.346264
HRV,Off,2021-2030,Insulation,5.346264
HRV,Off,2031-2040,Insulation,5.346264
HRV,Off,2040<,Insulation,5.346264
HRV,Hot,>1945,Insulation,2.778947368
HRV,Hot,1945-1969,Insulation,8.336581818
HRV,Hot,1970-1989,Insulation,4.96
HRV,Hot,1990-2010,Insulation,5.346264
HRV,Hot,2011-2020,Insulation,5.346264
HRV,Hot,2021-2030,Insulation,5.346264
HRV,Hot,2031-2040,Insulation,5.346264
HRV,Hot,2040<,Insulation,5.346264
HRV,Edu,>1945,Insulation,2.778947368
HRV,Edu,1945-1969,Insulation,8.336581818
HRV,Edu,1970-1989,Insulation,4.96
HRV,Edu,1990-2010,Insulation,5.346264
HRV,Edu,2011-2020,Insulation,5.346264
HRV,Edu,2021-2030,Insulation,5.346264
HRV,Edu,2031-2040,Insulation,5.346264
HRV,Edu,2040<,Insulation,5.346264
HRV,Hea,>1945,Insulation,2.778947368
HRV,Hea,1945-1969,Insulation,8.336581818
HRV,Hea,1970-1989,Insulation,4.96
HRV,Hea,1990-2010,Insulation,5.346264
HRV,Hea,2011-2020,Insulation,5.346264
HRV,Hea,2021-2030,Insulation,5.346264
HRV,Hea,2031-2040,Insulation,5.346264
HRV,Hea,2040<,Insulation,5.346264
HRV,Oth,>1945,Insulation,6.792982456
HRV,Oth,1945-1969,Insulation,5.557721212
HRV,Oth,1970-1989,Insulation,3.306666667
HRV,Oth,1990-2010,Insulation,3.564176
HRV,Oth,2011-2020,Insulation,3.564176
HRV,Oth,2021-2030,Insulation,3.564176
HRV,Oth,2031-2040,Insulation,3.564176
HRV,Oth,2040<,Insulation,3.564176
HUN,SFH,>1945,Insulation,7.509333333
HUN,SFH,1945-1969,Insulation,9.422919507
HUN,SFH,1970-1989,Insulation,16.21680358
HUN,SFH,1990-2010,Insulation,18.05892114
HUN,SFH,2011-2020,Insulation,17.47326052
HUN,SFH,2021-2030,Insulation,17.47326052
HUN,SFH,2031-2040,Insulation,17.47326052
HUN,SFH,2040<,Insulation,17.47326052
HUN,MFH,>1945,Insulation,3.520352606
HUN,MFH,1945-1969,Insulation,10.13109219
HUN,MFH,1970-1989,Insulation,12.83010603
HUN,MFH,1990-2010,Insulation,12.08391214
HUN,MFH,2011-2020,Insulation,15.17078186
HUN,MFH,2021-2030,Insulation,15.17078186
HUN,MFH,2031-2040,Insulation,15.17078186
HUN,MFH,2040<,Insulation,15.17078186
HUN,Ret,>1945,Insulation,7.065853659
HUN,Ret,1945-1969,Insulation,7.065853659
HUN,Ret,1970-1989,Insulation,32.68195122
HUN,Ret,1990-2010,Insulation,32.68195122
HUN,Ret,2011-2020,Insulation,22.55631613
HUN,Ret,2021-2030,Insulation,22.55631613
HUN,Ret,2031-2040,Insulation,22.55631613
HUN,Ret,2040<,Insulation,22.55631613
HUN,Off,>1945,Insulation,3.705263158
HUN,Off,1945-1969,Insulation,5.364210526
HUN,Off,1970-1989,Insulation,19.7712
HUN,Off,1990-2010,Insulation,13.14272
HUN,Off,2011-2020,Insulation,13.14272
HUN,Off,2021-2030,Insulation,13.14272
HUN,Off,2031-2040,Insulation,13.14272
HUN,Off,2040<,Insulation,13.14272
HUN,Hot,>1945,Insulation,3.705263158
HUN,Hot,1945-1969,Insulation,5.364210526
HUN,Hot,1970-1989,Insulation,19.7712
HUN,Hot,1990-2010,Insulation,13.14272
HUN,Hot,2011-2020,Insulation,13.14272
HUN,Hot,2021-2030,Insulation,13.14272
HUN,Hot,2031-2040,Insulation,13.14272
HUN,Hot,2040<,Insulation,13.14272
HUN,Edu,>1945,Insulation,3.705263158
HUN,Edu,1945-1969,Insulation,5.364210526
HUN,Edu,1970-1989,Insulation,19.7712
HUN,Edu,1990-2010,Insulation,13.14272
HUN,Edu,2011-2020,Insulation,13.14272
HUN,Edu,2021-2030,Insulation,13.14272
HUN,Edu,2031-2040,Insulation,13.14272
HUN,Edu,2040<,Insulation,13.14272
HUN,Hea,>1945,Insulation,3.705263158
HUN,Hea,1945-1969,Insulation,5.364210526
HUN,Hea,1970-1989,Insulation,19.7712
HUN,Hea,1990-2010,Insulation,13.14272
HUN,Hea,2011-2020,Insulation,13.14272
HUN,Hea,2021-2030,Insulation,13.14272
HUN,Hea,2031-2040,Insulation,13.14272
HUN,Hea,2040<,Insulation,13.14272
HUN,Oth,>1945,Insulation,6.117993154
HUN,Oth,1945-1969,Insulation,6.886787177
HUN,Oth,1970-1989,Insulation,18.62779187
HUN,Oth,1990-2010,Insulation,14.2088052
HUN,Oth,2011-2020,Insulation,12.52119935
HUN,Oth,2021-2030,Insulation,12.52119935
HUN,Oth,2031-2040,Insulation,12.52119935
HUN,Oth,2040<,Insulation,12.52119935
IRL,SFH,>1945,Insulation,7.509333333
IRL,SFH,1945-1969,Insulation,9.422919507
IRL,SFH,1970-1989,Insulation,16.21680358
IRL,SFH,1990-2010,Insulation,18.05892114
IRL,SFH,2011-2020,Insulation,17.47326052
IRL,SFH,2021-2030,Insulation,17.47326052
IRL,SFH,2031-2040,Insulation,17.47326052
IRL,SFH,2040<,Insulation,17.47326052
IRL,MFH,>1945,Insulation,3.520352606
IRL,MFH,1945-1969,Insulation,10.13109219
IRL,MFH,1970-1989,Insulation,12.83010603
IRL,MFH,1990-2010,Insulation,12.08391214
IRL,MFH,2011-2020,Insulation,15.17078186
IRL,MFH,2021-2030,Insulation,15.17078186
IRL,MFH,2031-2040,Insulation,15.17078186
IRL,MFH,2040<,Insulation,15.17078186
IRL,Ret,>1945,Insulation,7.065853659
IRL,Ret,1945-1969,Insulation,7.065853659
IRL,Ret,1970-1989,Insulation,32.68195122
IRL,Ret,1990-2010,Insulation,32.68195122
IRL,Ret,2011-2020,Insulation,22.55631613
IRL,Ret,2021-2030,Insulation,22.55631613
IRL,Ret,2031-2040,Insulation,22.55631613
IRL,Ret,2040<,Insulation,22.55631613
IRL,Off,>1945,Insulation,3.705263158
IRL,Off,1945-1969,Insulation,5.364210526
IRL,Off,1970-1989,Insulation,19.7712
IRL,Off,1990-2010,Insulation,13.14272
IRL,Off,2011-2020,Insulation,13.14272
IRL,Off,2021-2030,Insulation,13.14272
IRL,Off,2031-2040,Insulation,13.14272
IRL,Off,2040<,Insulation,13.14272
IRL,Hot,>1945,Insulation,3.705263158
IRL,Hot,1945-1969,Insulation,5.364210526
IRL,Hot,1970-1989,Insulation,19.7712
IRL,Hot,1990-2010,Insulation,13.14272
IRL,Hot,2011-2020,Insulation,13.14272
IRL,Hot,2021-2030,Insulation,13.14272
IRL,Hot,2031-2040,Insulation,13.14272
IRL,Hot,2040<,Insulation,13.14272
IRL,Edu,>1945,Insulation,3.705263158
IRL,Edu,1945-1969,Insulation,5.364210526
IRL,Edu,1970-1989,Insulation,19.7712
IRL,Edu,1990-2010,Insulation,13.14272
IRL,Edu,2011-2020,Insulation,13.14272
IRL,Edu,2021-2030,Insulation,13.14272
IRL,Edu,2031-2040,Insulation,13.14272
IRL,Edu,2040<,Insulation,13.14272
IRL,Hea,>1945,Insulation,3.705263158
IRL,Hea,1945-1969,Insulation,5.364210526
IRL,Hea,1970-1989,Insulation,19.7712
IRL,Hea,1990-2010,Insulation,13.14272
IRL,Hea,2011-2020,Insulation,13.14272
IRL,Hea,2021-2030,Insulation,13.14272
IRL,Hea,2031-2040,Insulation,13.14272
IRL,Hea,2040<,Insulation,13.14272
IRL,Oth,>1945,Insulation,6.117993154
IRL,Oth,1945-1969,Insulation,6.886787177
IRL,Oth,1970-1989,Insulation,18.62779187
IRL,Oth,1990-2010,Insulation,14.2088052
IRL,Oth,2011-2020,Insulation,12.52119935
IRL,Oth,2021-2030,Insulation,12.52119935
IRL,Oth,2031-2040,Insulation,12.52119935
IRL,Oth,2040<,Insulation,12.52119935
ITA,SFH,>1945,Insulation,5.617556018
ITA,SFH,1945-1969,Insulation,10.94754296
ITA,SFH,1970-1989,Insulation,10.94754296
ITA,SFH,1990-2010,Insulation,20.80717518
ITA,SFH,2011-2020,Insulation,17.75923281
ITA,SFH,2021-2030,Insulation,17.75923281
ITA,SFH,2031-2040,Insulation,17.75923281
ITA,SFH,2040<,Insulation,17.75923281
ITA,MFH,>1945,Insulation,3.424603058
ITA,MFH,1945-1969,Insulation,6.398229701
ITA,MFH,1970-1989,Insulation,5.826015196
ITA,MFH,1990-2010,Insulation,8.210723683
ITA,MFH,2011-2020,Insulation,29.50390381
ITA,MFH,2021-2030,Insulation,29.50390381
ITA,MFH,2031-2040,Insulation,29.50390381
ITA,MFH,2040<,Insulation,29.50390381
ITA,Ret,>1945,Insulation,14.82105263
ITA,Ret,1945-1969,Insulation,0
ITA,Ret,1970-1989,Insulation,0
ITA,Ret,1990-2010,Insulation,0
ITA,Ret,2011-2020,Insulation,0
ITA,Ret,2021-2030,Insulation,0
ITA,Ret,2031-2040,Insulation,0
ITA,Ret,2040<,Insulation,0
ITA,Off,>1945,Insulation,2.778947368
ITA,Off,1945-1969,Insulation,8.336581818
ITA,Off,1970-1989,Insulation,4.96
ITA,Off,1990-2010,Insulation,5.346264
ITA,Off,2011-2020,Insulation,5.346264
ITA,Off,2021-2030,Insulation,5.346264
ITA,Off,2031-2040,Insulation,5.346264
ITA,Off,2040<,Insulation,5.346264
ITA,Hot,>1945,Insulation,2.778947368
ITA,Hot,1945-1969,Insulation,8.336581818
ITA,Hot,1970-1989,Insulation,4.96
ITA,Hot,1990-2010,Insulation,5.346264
ITA,Hot,2011-2020,Insulation,5.346264
ITA,Hot,2021-2030,Insulation,5.346264
ITA,Hot,2031-2040,Insulation,5.346264
ITA,Hot,2040<,Insulation,5.346264
ITA,Edu,>1945,Insulation,2.778947368
ITA,Edu,1945-1969,Insulation,8.336581818
ITA,Edu,1970-1989,Insulation,4.96
ITA,Edu,1990-2010,Insulation,5.346264
ITA,Edu,2011-2020,Insulation,5.346264
ITA,Edu,2021-2030,Insulation,5.346264
ITA,Edu,2031-2040,Insulation,5.346264
ITA,Edu,2040<,Insulation,5.346264
ITA,Hea,>1945,Insulation,2.778947368
ITA,Hea,1945-1969,Insulation,8.336581818
ITA,Hea,1970-1989,Insulation,4.96
ITA,Hea,1990-2010,Insulation,5.346264
ITA,Hea,2011-2020,Insulation,5.346264
ITA,Hea,2021-2030,Insulation,5.346264
ITA,Hea,2031-2040,Insulation,5.346264
ITA,Hea,2040<,Insulation,5.346264
ITA,Oth,>1945,Insulation,6.792982456
ITA,Oth,1945-1969,Insulation,5.557721212
ITA,Oth,1970-1989,Insulation,3.306666667
ITA,Oth,1990-2010,Insulation,3.564176
ITA,Oth,2011-2020,Insulation,3.564176
ITA,Oth,2021-2030,Insulation,3.564176
ITA,Oth,2031-2040,Insulation,3.564176
ITA,Oth,2040<,Insulation,3.564176
LTU,SFH,>1945,Insulation,12.63434116
LTU,SFH,1945-1969,Insulation,10.91532595
LTU,SFH,1970-1989,Insulation,8.134575636
LTU,SFH,1990-2010,Insulation,6.923404255
LTU,SFH,2011-2020,Insulation,12.97777778
LTU,SFH,2021-2030,Insulation,12.97777778
LTU,SFH,2031-2040,Insulation,12.97777778
LTU,SFH,2040<,Insulation,12.97777778
LTU,MFH,>1945,Insulation,6.577587114
LTU,MFH,1945-1969,Insulation,6.691979863
LTU,MFH,1970-1989,Insulation,8.007735907
LTU,MFH,1990-2010,Insulation,22.38512644
LTU,MFH,2011-2020,Insulation,22.24256086
LTU,MFH,2021-2030,Insulation,22.24256086
LTU,MFH,2031-2040,Insulation,22.24256086
LTU,MFH,2040<,Insulation,22.24256086
LTU,Ret,>1945,Insulation,23.92344498
LTU,Ret,1945-1969,Insulation,26.60494987
LTU,Ret,1970-1989,Insulation,26.43534475
LTU,Ret,1990-2010,Insulation,24.8
LTU,Ret,2011-2020,Insulation,24.8
LTU,Ret,2021-2030,Insulation,24.8
LTU,Ret,2031-2040,Insulation,24.8
LTU,Ret,2040<,Insulation,24.8
LTU,Off,>1945,Insulation,0.88
LTU,Off,1945-1969,Insulation,0.88
LTU,Off,1970-1989,Insulation,11.99996747
LTU,Off,1990-2010,Insulation,14.30253679
LTU,Off,2011-2020,Insulation,7.016632363
LTU,Off,2021-2030,Insulation,7.016632363
LTU,Off,2031-2040,Insulation,7.016632363
LTU,Off,2040<,Insulation,7.016632363
LTU,Hot,>1945,Insulation,0.88
LTU,Hot,1945-1969,Insulation,0.88
LTU,Hot,1970-1989,Insulation,11.99996747
LTU,Hot,1990-2010,Insulation,14.30253679
LTU,Hot,2011-2020,Insulation,7.016632363
LTU,Hot,2021-2030,Insulation,7.016632363
LTU,Hot,2031-2040,Insulation,7.016632363
LTU,Hot,2040<,Insulation,7.016632363
LTU,Edu,>1945,Insulation,0.88
LTU,Edu,1945-1969,Insulation,0.88
LTU,Edu,1970-1989,Insulation,11.99996747
LTU,Edu,1990-2010,Insulation,14.30253679
LTU,Edu,2011-2020,Insulation,7.016632363
LTU,Edu,2021-2030,Insulation,7.016632363
LTU,Edu,2031-2040,Insulation,7.016632363
LTU,Edu,2040<,Insulation,7.016632363
LTU,Hea,>1945,Insulation,0.88
LTU,Hea,1945-1969,Insulation,0.88
LTU,Hea,1970-1989,Insulation,11.99996747
LTU,Hea,1990-2010,Insulation,14.30253679
LTU,Hea,2011-2020,Insulation,7.016632363
LTU,Hea,2021-2030,Insulation,7.016632363
LTU,Hea,2031-2040,Insulation,7.016632363
LTU,Hea,2040<,Insulation,7.016632363
LTU,Oth,>1945,Insulation,8.561148325
LTU,Oth,1945-1969,Insulation,9.454983289
LTU,Oth,1970-1989,Insulation,16.8117599
LTU,Oth,1990-2010,Insulation,18.07424865
LTU,Oth,2011-2020,Insulation,13.28850519
LTU,Oth,2021-2030,Insulation,13.28850519
LTU,Oth,2031-2040,Insulation,13.28850519
LTU,Oth,2040<,Insulation,13.28850519
LUX,SFH,>1945,Insulation,7.509333333
LUX,SFH,1945-1969,Insulation,9.422919507
LUX,SFH,1970-1989,Insulation,16.21680358
LUX,SFH,1990-2010,Insulation,18.05892114
LUX,SFH,2011-2020,Insulation,17.47326052
LUX,SFH,2021-2030,Insulation,17.47326052
LUX,SFH,2031-2040,Insulation,17.47326052
LUX,SFH,2040<,Insulation,17.47326052
LUX,MFH,>1945,Insulation,3.520352606
LUX,MFH,1945-1969,Insulation,10.13109219
LUX,MFH,1970-1989,Insulation,12.83010603
LUX,MFH,1990-2010,Insulation,12.08391214
LUX,MFH,2011-2020,Insulation,15.17078186
LUX,MFH,2021-2030,Insulation,15.17078186
LUX,MFH,2031-2040,Insulation,15.17078186
LUX,MFH,2040<,Insulation,15.17078186
LUX,Ret,>1945,Insulation,7.065853659
LUX,Ret,1945-1969,Insulation,7.065853659
LUX,Ret,1970-1989,Insulation,32.68195122
LUX,Ret,1990-2010,Insulation,32.68195122
LUX,Ret,2011-2020,Insulation,22.55631613
LUX,Ret,2021-2030,Insulation,22.55631613
LUX,Ret,2031-2040,Insulation,22.55631613
LUX,Ret,2040<,Insulation,22.55631613
LUX,Off,>1945,Insulation,3.705263158
LUX,Off,1945-1969,Insulation,5.364210526
LUX,Off,1970-1989,Insulation,19.7712
LUX,Off,1990-2010,Insulation,13.14272
LUX,Off,2011-2020,Insulation,13.14272
LUX,Off,2021-2030,Insulation,13.14272
