region,sector,polymer,value
EU27+3,PUR moulded automotive,PP,17.9
EU27+3,PUR moulded automotive,PS,17.9
EU27+3,PUR moulded automotive,PET,17.9
EU27+3,PUR moulded automotive,"ABS, SAN",17.9
EU27+3,PUR moulded automotive,PMMA,17.9
EU27+3,PUR moulded automotive,"PA (PA6, PA66)",17.9
EU27+3,PUR moulded automotive,PC,17.9
EU27+3,PUR moulded automotive,Other Thermoplastics,17.9
EU27+3,PUR moulded automotive,PUR,17.9
EU27+3,PUR moulded automotive,Other Plastics,17.9
EU27+3,PUR moulded automotive,PS-E,17.9
EU27+3,PUR moulded furniture,"PE-LD, -LLD",10.0
EU27+3,PUR moulded furniture,"PE-HD, -MD",10.0
EU27+3,PUR moulded furniture,PP,10.0
EU27+3,PUR moulded furniture,PS-E,10.0
EU27+3,PUR moulded furniture,PVC,10.0
EU27+3,PUR moulded furniture,PET,10.0
EU27+3,PUR moulded furniture,"ABS, SAN",10.0
EU27+3,PUR moulded furniture,PMMA,10.0
EU27+3,PUR moulded furniture,"PA (PA6, PA66)",10.0
EU27+3,PUR moulded furniture,PC,10.0
EU27+3,PUR moulded furniture,Other Thermoplastics,10.0
EU27+3,PUR moulded furniture,PUR,10.0
EU27+3,PUR moulded furniture,Other Plastics,10.0
EU27+3,PUR moulded furniture,PS,10.0
EU27+3,PUR others in Automotive,"PE-LD, -LLD",17.9
EU27+3,PUR others in Automotive,PP,17.9
EU27+3,PUR others in Automotive,PS,17.9
EU27+3,PUR others in Automotive,PS-E,17.9
EU27+3,PUR others in Automotive,"PE-HD, -MD",17.9
EU27+3,PUR others in Automotive,PET,17.9
EU27+3,PUR others in Automotive,"ABS, SAN",17.9
EU27+3,PUR others in Automotive,PMMA,17.9
EU27+3,PUR others in Automotive,"PA (PA6, PA66)",17.9
EU27+3,PUR others in Automotive,PC,17.9
EU27+3,PUR others in Automotive,Other Thermoplastics,17.9
EU27+3,PUR others in Automotive,PUR,17.9
EU27+3,PUR others in Automotive,Other Plastics,17.9
EU27+3,PUR others in Automotive,PVC,17.9
EU27+3,PUR others in Others,"PE-LD, -LLD",10.0
EU27+3,PUR others in Others,"PE-HD, -MD",10.0
EU27+3,PUR others in Others,PP,10.0
EU27+3,PUR others in Others,PS,10.0
EU27+3,PUR others in Others,PS-E,10.0
EU27+3,PUR others in Others,PVC,10.0
EU27+3,PUR others in Others,PET,10.0
EU27+3,PUR others in Others,"ABS, SAN",10.0
EU27+3,PUR others in Others,PMMA,10.0
EU27+3,PUR others in Others,"PA (PA6, PA66)",10.0
EU27+3,PUR others in Others,PC,10.0
EU27+3,PUR others in Others,Other Thermoplastics,10.0
EU27+3,PUR others in Others,PUR,10.0
EU27+3,PUR others in Others,Other Plastics,10.0
EU27+3,PUR rigid spray foam,"PE-LD, -LLD",65.0
EU27+3,PUR rigid spray foam,"PE-HD, -MD",65.0
EU27+3,PUR rigid spray foam,PS,65.0
EU27+3,PUR rigid spray foam,PS-E,65.0
EU27+3,PUR rigid spray foam,PVC,65.0
EU27+3,PUR rigid spray foam,PP,65.0
EU27+3,PUR rigid spray foam,"ABS, SAN",65.0
EU27+3,PUR rigid spray foam,PMMA,65.0
EU27+3,PUR rigid spray foam,"PA (PA6, PA66)",65.0
EU27+3,PUR rigid spray foam,PC,65.0
EU27+3,PUR rigid spray foam,Other Thermoplastics,65.0
EU27+3,PUR rigid spray foam,PUR,65.0
EU27+3,PUR rigid spray foam,Other Plastics,65.0
EU27+3,PUR rigid spray foam,PET,65.0
EU27+3,PUR slabstock furniture,"PE-LD, -LLD",10.0
EU27+3,PUR slabstock furniture,"PE-HD, -MD",10.0
EU27+3,PUR slabstock furniture,PP,10.0
EU27+3,PUR slabstock furniture,PS-E,10.0
EU27+3,PUR slabstock furniture,PVC,10.0
EU27+3,PUR slabstock furniture,PET,10.0
EU27+3,PUR slabstock furniture,"ABS, SAN",10.0
EU27+3,PUR slabstock furniture,PMMA,10.0
EU27+3,PUR slabstock furniture,"PA (PA6, PA66)",10.0
EU27+3,PUR slabstock furniture,PC,10.0
EU27+3,PUR slabstock furniture,Other Thermoplastics,10.0
EU27+3,PUR slabstock furniture,PUR,10.0
EU27+3,PUR slabstock furniture,Other Plastics,10.0
EU27+3,PUR slabstock furniture,PS,10.0
EU27+3,PUR slabstock mattresses,"PE-HD, -MD",10.0
EU27+3,PUR slabstock mattresses,PP,10.0
EU27+3,PUR slabstock mattresses,PS,10.0
EU27+3,PUR slabstock mattresses,"PE-LD, -LLD",10.0
EU27+3,PUR slabstock mattresses,PS-E,10.0
EU27+3,PUR slabstock mattresses,PVC,10.0
EU27+3,PUR slabstock mattresses,PET,10.0
EU27+3,PUR slabstock mattresses,"ABS, SAN",10.0
EU27+3,PUR slabstock mattresses,PMMA,10.0
EU27+3,PUR slabstock mattresses,"PA (PA6, PA66)",10.0
EU27+3,PUR slabstock mattresses,PC,10.0
EU27+3,PUR slabstock mattresses,Other Thermoplastics,10.0
EU27+3,PUR slabstock mattresses,PUR,10.0
EU27+3,PUR slabstock mattresses,Other Plastics,10.0
EU27+3,PVC others in B&C,"PE-LD, -LLD",10.0
EU27+3,PVC others in B&C,"PE-HD, -MD",10.0
EU27+3,PVC others in B&C,PP,10.0
EU27+3,PVC others in B&C,PS,10.0
EU27+3,PVC others in B&C,PS-E,10.0
EU27+3,PVC others in B&C,PVC,10.0
EU27+3,PVC others in B&C,"ABS, SAN",10.0
EU27+3,PVC others in B&C,PMMA,10.0
EU27+3,PVC others in B&C,"PA (PA6, PA66)",10.0
EU27+3,PVC others in B&C,PC,10.0
EU27+3,PVC others in B&C,Other Thermoplastics,10.0
EU27+3,PVC others in B&C,PUR,10.0
EU27+3,PVC others in B&C,Other Plastics,10.0
EU27+3,PVC others in B&C,PET,10.0
EU27+3,PVC pipes,"PE-HD, -MD",80.0
EU27+3,PVC pipes,PP,80.0
EU27+3,PVC pipes,PS,80.0
EU27+3,PVC pipes,"PE-LD, -LLD",80.0
EU27+3,PVC pipes,PVC,80.0
EU27+3,PVC pipes,PET,80.0
EU27+3,PVC pipes,"ABS, SAN",80.0
EU27+3,PVC pipes,PS-E,80.0
EU27+3,PVC pipes,"PA (PA6, PA66)",80.0
EU27+3,PVC pipes,PC,80.0
EU27+3,PVC pipes,Other Thermoplastics,80.0
EU27+3,PVC pipes,PUR,80.0
EU27+3,PVC pipes,Other Plastics,80.0
EU27+3,PVC pipes,PMMA,80.0
EU27+3,PVC profiles,"PE-LD, -LLD",40.0
EU27+3,PVC profiles,"PE-HD, -MD",40.0
EU27+3,PVC profiles,PP,40.0
EU27+3,PVC profiles,PS-E,40.0
EU27+3,PVC profiles,PVC,40.0
EU27+3,PVC profiles,PET,40.0
EU27+3,PVC profiles,PS,40.0
EU27+3,PVC profiles,"ABS, SAN",40.0
EU27+3,PVC profiles,PMMA,40.0
EU27+3,PVC profiles,"PA (PA6, PA66)",40.0
EU27+3,PVC profiles,PC,40.0
EU27+3,PVC profiles,Other Thermoplastics,40.0
EU27+3,PVC profiles,PUR,40.0
EU27+3,PVC profiles,Other Plastics,40.0
Extra-EU27+3,Agriculture,"PE-LD, -LLD",3.0
Extra-EU27+3,Agriculture,"PE-HD, -MD",3.0
Extra-EU27+3,Agriculture,PP,3.0
Extra-EU27+3,Agriculture,PS,3.0
Extra-EU27+3,Agriculture,PS-E,3.0
Extra-EU27+3,Agriculture,PVC,3.0
Extra-EU27+3,Agriculture,PET,3.0
Extra-EU27+3,Agriculture,"ABS, SAN",3.0
Extra-EU27+3,Agriculture,PMMA,3.0
Extra-EU27+3,Agriculture,"PA (PA6, PA66)",3.0
Extra-EU27+3,Agriculture,PC,3.0
Extra-EU27+3,Agriculture,Other Thermoplastics,3.0
Extra-EU27+3,Agriculture,PUR,3.0
Extra-EU27+3,Agriculture,Other Plastics,3.0
Extra-EU27+3,Automotive,"PE-HD, -MD",17.9
Extra-EU27+3,Automotive,PP,17.9
Extra-EU27+3,Automotive,PS,17.9
Extra-EU27+3,Automotive,PS-E,17.9
Extra-EU27+3,Automotive,PVC,17.9
Extra-EU27+3,Automotive,PET,17.9
Extra-EU27+3,Automotive,"ABS, SAN",17.9
Extra-EU27+3,Automotive,PMMA,17.9
Extra-EU27+3,Automotive,"PA (PA6, PA66)",17.9
Extra-EU27+3,Automotive,PC,17.9
Extra-EU27+3,Automotive,Other Thermoplastics,17.9
Extra-EU27+3,Automotive,PUR,17.9
Extra-EU27+3,Automotive,Other Plastics,17.9
Extra-EU27+3,Automotive,"PE-LD, -LLD",17.9
Extra-EU27+3,Building and Construction,Other Plastics,47.0
Extra-EU27+3,Building and Construction,PUR,47.0
Extra-EU27+3,Building and Construction,"PE-LD, -LLD",47.0
Extra-EU27+3,Building and Construction,"PE-HD, -MD",47.0
Extra-EU27+3,Building and Construction,PP,47.0
Extra-EU27+3,Building and Construction,PS,47.0
Extra-EU27+3,Building and Construction,PS-E,47.0
Extra-EU27+3,Building and Construction,PVC,47.0
Extra-EU27+3,Building and Construction,PET,47.0
Extra-EU27+3,Building and Construction,"ABS, SAN",47.0
Extra-EU27+3,Building and Construction,PMMA,47.0
Extra-EU27+3,Building and Construction,"PA (PA6, PA66)",47.0
Extra-EU27+3,Building and Construction,PC,47.0
Extra-EU27+3,Building and Construction,Other Thermoplastics,47.0
Extra-EU27+3,Commercial & industrial packaging,"PE-LD, -LLD",0.2
Extra-EU27+3,Commercial & industrial packaging,"PE-HD, -MD",0.2
Extra-EU27+3,Commercial & industrial packaging,PP,0.2
Extra-EU27+3,Commercial & industrial packaging,PS-E,0.2
Extra-EU27+3,Commercial & industrial packaging,PVC,0.2
Extra-EU27+3,Commercial & industrial packaging,PET,0.2
Extra-EU27+3,Commercial & industrial packaging,PS,0.2
Extra-EU27+3,Commercial & industrial packaging,PMMA,0.2
Extra-EU27+3,Commercial & industrial packaging,"PA (PA6, PA66)",0.2
Extra-EU27+3,Commercial & industrial packaging,PC,0.2
Extra-EU27+3,Commercial & industrial packaging,"ABS, SAN",0.2
Extra-EU27+3,Commercial & industrial packaging,PUR,0.2
Extra-EU27+3,Commercial & industrial packaging,Other Plastics,0.2
Extra-EU27+3,Commercial & industrial packaging,Other Thermoplastics,0.2
Extra-EU27+3,Electrical and Electronics,"PE-LD, -LLD",13.4
Extra-EU27+3,Electrical and Electronics,PP,13.4
Extra-EU27+3,Electrical and Electronics,PS,13.4
Extra-EU27+3,Electrical and Electronics,PS-E,13.4
Extra-EU27+3,Electrical and Electronics,PVC,13.4
Extra-EU27+3,Electrical and Electronics,PET,13.4
Extra-EU27+3,Electrical and Electronics,"ABS, SAN",13.4
Extra-EU27+3,Electrical and Electronics,PMMA,13.4
Extra-EU27+3,Electrical and Electronics,"PA (PA6, PA66)",13.4
Extra-EU27+3,Electrical and Electronics,PC,13.4
Extra-EU27+3,Electrical and Electronics,Other Thermoplastics,13.4
Extra-EU27+3,Electrical and Electronics,PUR,13.4
Extra-EU27+3,Electrical and Electronics,Other Plastics,13.4
Extra-EU27+3,Electrical and Electronics,"PE-HD, -MD",13.4
Extra-EU27+3,EPS ETICS,"PE-LD, -LLD",65.0
Extra-EU27+3,EPS ETICS,"PE-HD, -MD",65.0
Extra-EU27+3,EPS ETICS,PS,65.0
Extra-EU27+3,EPS ETICS,PS-E,65.0
Extra-EU27+3,EPS ETICS,PVC,65.0
Extra-EU27+3,EPS ETICS,PP,65.0
Extra-EU27+3,EPS ETICS,"ABS, SAN",65.0
Extra-EU27+3,EPS ETICS,PMMA,65.0
Extra-EU27+3,EPS ETICS,"PA (PA6, PA66)",65.0
Extra-EU27+3,EPS ETICS,PET,65.0
Extra-EU27+3,EPS ETICS,Other Plastics,65.0
Extra-EU27+3,EPS ETICS,PC,65.0
Extra-EU27+3,EPS ETICS,Other Thermoplastics,65.0
Extra-EU27+3,EPS ETICS,PUR,65.0
Extra-EU27+3,EPS flat roof,PC,35.0
Extra-EU27+3,EPS flat roof,"PE-LD, -LLD",35.0
Extra-EU27+3,EPS flat roof,"PE-HD, -MD",35.0
Extra-EU27+3,EPS flat roof,PP,35.0
Extra-EU27+3,EPS flat roof,PS,35.0
Extra-EU27+3,EPS flat roof,PS-E,35.0
Extra-EU27+3,EPS flat roof,PVC,35.0
Extra-EU27+3,EPS flat roof,PET,35.0
Extra-EU27+3,EPS flat roof,"ABS, SAN",35.0
Extra-EU27+3,EPS flat roof,PMMA,35.0
Extra-EU27+3,EPS flat roof,Other Thermoplastics,35.0
Extra-EU27+3,EPS flat roof,PUR,35.0
Extra-EU27+3,EPS flat roof,Other Plastics,35.0
Extra-EU27+3,EPS flat roof,"PA (PA6, PA66)",35.0
Extra-EU27+3,EPS flooring,"PE-LD, -LLD",75.0
Extra-EU27+3,EPS flooring,"PE-HD, -MD",75.0
Extra-EU27+3,EPS flooring,PS,75.0
Extra-EU27+3,EPS flooring,PS-E,75.0
Extra-EU27+3,EPS flooring,PVC,75.0
Extra-EU27+3,EPS flooring,PP,75.0
Extra-EU27+3,EPS flooring,"ABS, SAN",75.0
Extra-EU27+3,EPS flooring,PMMA,75.0
Extra-EU27+3,EPS flooring,"PA (PA6, PA66)",75.0
Extra-EU27+3,EPS flooring,PET,75.0
Extra-EU27+3,EPS flooring,Other Thermoplastics,75.0
Extra-EU27+3,EPS flooring,PUR,75.0
Extra-EU27+3,EPS flooring,Other Plastics,75.0
Extra-EU27+3,EPS flooring,PC,75.0
Extra-EU27+3,EPS others in B&C,"PE-LD, -LLD",75.0
Extra-EU27+3,EPS others in B&C,"PE-HD, -MD",75.0
Extra-EU27+3,EPS others in B&C,PP,75.0
Extra-EU27+3,EPS others in B&C,PS,75.0
Extra-EU27+3,EPS others in B&C,PS-E,75.0
Extra-EU27+3,EPS others in B&C,PVC,75.0
Extra-EU27+3,EPS others in B&C,PET,75.0
Extra-EU27+3,EPS others in B&C,"ABS, SAN",75.0
Extra-EU27+3,EPS others in B&C,"PA (PA6, PA66)",75.0
Extra-EU27+3,EPS others in B&C,PC,75.0
Extra-EU27+3,EPS others in B&C,Other Thermoplastics,75.0
Extra-EU27+3,EPS others in B&C,PUR,75.0
Extra-EU27+3,EPS others in B&C,Other Plastics,75.0
Extra-EU27+3,EPS others in B&C,PMMA,75.0
Extra-EU27+3,EPS perimeter,"PE-LD, -LLD",80.0
Extra-EU27+3,EPS perimeter,PP,80.0
Extra-EU27+3,EPS perimeter,PS,80.0
Extra-EU27+3,EPS perimeter,PS-E,80.0
Extra-EU27+3,EPS perimeter,"PE-HD, -MD",80.0
Extra-EU27+3,EPS perimeter,PET,80.0
Extra-EU27+3,EPS perimeter,"ABS, SAN",80.0
Extra-EU27+3,EPS perimeter,PMMA,80.0
Extra-EU27+3,EPS perimeter,PVC,80.0
Extra-EU27+3,EPS perimeter,"PA (PA6, PA66)",80.0
Extra-EU27+3,EPS perimeter,PC,80.0
Extra-EU27+3,EPS perimeter,Other Thermoplastics,80.0
Extra-EU27+3,EPS perimeter,PUR,80.0
Extra-EU27+3,EPS perimeter,Other Plastics,80.0
Extra-EU27+3,Household packaging,"PE-LD, -LLD",0.2
Extra-EU27+3,Household packaging,"PE-HD, -MD",0.2
Extra-EU27+3,Household packaging,PP,0.2
Extra-EU27+3,Household packaging,PS,0.2
Extra-EU27+3,Household packaging,PS-E,0.2
Extra-EU27+3,Household packaging,PVC,0.2
Extra-EU27+3,Household packaging,PET,0.2
Extra-EU27+3,Household packaging,"ABS, SAN",0.2
Extra-EU27+3,Household packaging,PMMA,0.2
Extra-EU27+3,Household packaging,"PA (PA6, PA66)",0.2
Extra-EU27+3,Household packaging,PC,0.2
Extra-EU27+3,Household packaging,PUR,0.2
Extra-EU27+3,Household packaging,Other Plastics,0.2
Extra-EU27+3,Household packaging,Other Thermoplastics,0.2
Extra-EU27+3,"Household, Leisure, Sports","PE-HD, -MD",7.2
Extra-EU27+3,"Household, Leisure, Sports",PP,7.2
Extra-EU27+3,"Household, Leisure, Sports",PS,7.2
Extra-EU27+3,"Household, Leisure, Sports",PS-E,7.2
Extra-EU27+3,"Household, Leisure, Sports",PVC,7.2
Extra-EU27+3,"Household, Leisure, Sports",PET,7.2
Extra-EU27+3,"Household, Leisure, Sports","ABS, SAN",7.2
Extra-EU27+3,"Household, Leisure, Sports",PMMA,7.2
Extra-EU27+3,"Household, Leisure, Sports","PA (PA6, PA66)",7.2
Extra-EU27+3,"Household, Leisure, Sports",PC,7.2
Extra-EU27+3,"Household, Leisure, Sports",Other Thermoplastics,7.2
Extra-EU27+3,"Household, Leisure, Sports",PUR,7.2
Extra-EU27+3,"Household, Leisure, Sports","PE-LD, -LLD",7.2
Extra-EU27+3,"Household, Leisure, Sports",Other Plastics,7.2
Extra-EU27+3,Others,"PE-HD, -MD",6.0
Extra-EU27+3,Others,PP,6.0
Extra-EU27+3,Others,PS,6.0
Extra-EU27+3,Others,"PE-LD, -LLD",6.0
Extra-EU27+3,Others,PVC,6.0
Extra-EU27+3,Others,PET,6.0
Extra-EU27+3,Others,"ABS, SAN",6.0
Extra-EU27+3,Others,PS-E,6.0
Extra-EU27+3,Others,"PA (PA6, PA66)",6.0
Extra-EU27+3,Others,PC,6.0
Extra-EU27+3,Others,Other Thermoplastics,6.0
Extra-EU27+3,Others,PMMA,6.0
Extra-EU27+3,Others,PUR,6.0
Extra-EU27+3,Others,Other Plastics,6.0
Extra-EU27+3,Packaging,"PE-LD, -LLD",0.2
Extra-EU27+3,Packaging,PP,0.2
Extra-EU27+3,Packaging,PS,0.2
Extra-EU27+3,Packaging,PS-E,0.2
Extra-EU27+3,Packaging,PVC,0.2
Extra-EU27+3,Packaging,PET,0.2
Extra-EU27+3,Packaging,"ABS, SAN",0.2
Extra-EU27+3,Packaging,PMMA,0.2
Extra-EU27+3,Packaging,"PA (PA6, PA66)",0.2
Extra-EU27+3,Packaging,PC,0.2
Extra-EU27+3,Packaging,Other Thermoplastics,0.2
Extra-EU27+3,Packaging,PUR,0.2
Extra-EU27+3,Packaging,Other Plastics,0.2
Extra-EU27+3,Packaging,"PE-HD, -MD",0.2
Extra-EU27+3,PET beverage bottles,"PE-LD, -LLD",0.2
Extra-EU27+3,PET beverage bottles,PP,0.2
Extra-EU27+3,PET beverage bottles,PS,0.2
Extra-EU27+3,PET beverage bottles,PS-E,0.2
Extra-EU27+3,PET beverage bottles,PVC,0.2
Extra-EU27+3,PET beverage bottles,PET,0.2
Extra-EU27+3,PET beverage bottles,"ABS, SAN",0.2
Extra-EU27+3,PET beverage bottles,PMMA,0.2
Extra-EU27+3,PET beverage bottles,"PA (PA6, PA66)",0.2
Extra-EU27+3,PET beverage bottles,PC,0.2
Extra-EU27+3,PET beverage bottles,Other Thermoplastics,0.2
Extra-EU27+3,PET beverage bottles,PUR,0.2
Extra-EU27+3,PET beverage bottles,Other Plastics,0.2
Extra-EU27+3,PET beverage bottles,"PE-HD, -MD",0.2
Extra-EU27+3,PET other packaging,"PE-LD, -LLD",0.2
Extra-EU27+3,PET other packaging,PP,0.2
Extra-EU27+3,PET other packaging,PS,0.2
Extra-EU27+3,PET other packaging,PS-E,0.2
Extra-EU27+3,PET other packaging,PVC,0.2
Extra-EU27+3,PET other packaging,PET,0.2
Extra-EU27+3,PET other packaging,"ABS, SAN",0.2
Extra-EU27+3,PET other packaging,PMMA,0.2
Extra-EU27+3,PET other packaging,"PA (PA6, PA66)",0.2
Extra-EU27+3,PET other packaging,PC,0.2
Extra-EU27+3,PET other packaging,Other Thermoplastics,0.2
Extra-EU27+3,PET other packaging,PUR,0.2
Extra-EU27+3,PET other packaging,Other Plastics,0.2
Extra-EU27+3,PET other packaging,"PE-HD, -MD",0.2
Extra-EU27+3,PUR boards and panels rigid foam,"PE-LD, -LLD",65.0
Extra-EU27+3,PUR boards and panels rigid foam,PP,65.0
Extra-EU27+3,PUR boards and panels rigid foam,PS,65.0
Extra-EU27+3,PUR boards and panels rigid foam,PS-E,65.0
Extra-EU27+3,PUR boards and panels rigid foam,"PE-HD, -MD",65.0
Extra-EU27+3,PUR boards and panels rigid foam,PMMA,65.0
Extra-EU27+3,PUR boards and panels rigid foam,PVC,65.0
Extra-EU27+3,PUR boards and panels rigid foam,PET,65.0
Extra-EU27+3,PUR boards and panels rigid foam,"ABS, SAN",65.0
Extra-EU27+3,PUR boards and panels rigid foam,PUR,65.0
Extra-EU27+3,PUR boards and panels rigid foam,"PA (PA6, PA66)",65.0
Extra-EU27+3,PUR boards and panels rigid foam,PC,65.0
Extra-EU27+3,PUR boards and panels rigid foam,Other Thermoplastics,65.0
Extra-EU27+3,PUR boards and panels rigid foam,Other Plastics,65.0
Extra-EU27+3,PUR moulded automotive,PVC,17.9
Extra-EU27+3,PUR moulded automotive,"PE-LD, -LLD",17.9
Extra-EU27+3,PUR moulded automotive,"PE-HD, -MD",17.9
Extra-EU27+3,PUR moulded automotive,PP,17.9
Extra-EU27+3,PUR moulded automotive,PS,17.9
Extra-EU27+3,PUR moulded automotive,PET,17.9
Extra-EU27+3,PUR moulded automotive,"ABS, SAN",17.9
Extra-EU27+3,PUR moulded automotive,PMMA,17.9
Extra-EU27+3,PUR moulded automotive,"PA (PA6, PA66)",17.9
Extra-EU27+3,PUR moulded automotive,PC,17.9
Extra-EU27+3,PUR moulded automotive,Other Thermoplastics,17.9
Extra-EU27+3,PUR moulded automotive,PUR,17.9
Extra-EU27+3,PUR moulded automotive,Other Plastics,17.9
Extra-EU27+3,PUR moulded automotive,PS-E,17.9
Extra-EU27+3,PUR moulded furniture,"PE-LD, -LLD",10.0
Extra-EU27+3,PUR moulded furniture,"PE-HD, -MD",10.0
Extra-EU27+3,PUR moulded furniture,PP,10.0
Extra-EU27+3,PUR moulded furniture,PS-E,10.0
Extra-EU27+3,PUR moulded furniture,PVC,10.0
Extra-EU27+3,PUR moulded furniture,PET,10.0
Extra-EU27+3,PUR moulded furniture,"ABS, SAN",10.0
Extra-EU27+3,PUR moulded furniture,PMMA,10.0
Extra-EU27+3,PUR moulded furniture,"PA (PA6, PA66)",10.0
Extra-EU27+3,PUR moulded furniture,PC,10.0
Extra-EU27+3,PUR moulded furniture,Other Thermoplastics,10.0
Extra-EU27+3,PUR moulded furniture,PUR,10.0
Extra-EU27+3,PUR moulded furniture,Other Plastics,10.0
Extra-EU27+3,PUR moulded furniture,PS,10.0
Extra-EU27+3,PUR others in Automotive,"PE-LD, -LLD",17.9
Extra-EU27+3,PUR others in Automotive,PP,17.9
Extra-EU27+3,PUR others in Automotive,PS,17.9
Extra-EU27+3,PUR others in Automotive,PS-E,17.9
Extra-EU27+3,PUR others in Automotive,"PE-HD, -MD",17.9
Extra-EU27+3,PUR others in Automotive,PET,17.9
Extra-EU27+3,PUR others in Automotive,"ABS, SAN",17.9
Extra-EU27+3,PUR others in Automotive,PMMA,17.9
Extra-EU27+3,PUR others in Automotive,"PA (PA6, PA66)",17.9
Extra-EU27+3,PUR others in Automotive,PC,17.9
Extra-EU27+3,PUR others in Automotive,Other Thermoplastics,17.9
Extra-EU27+3,PUR others in Automotive,PUR,17.9
Extra-EU27+3,PUR others in Automotive,Other Plastics,17.9
Extra-EU27+3,PUR others in Automotive,PVC,17.9
Extra-EU27+3,PUR others in Others,"PE-LD, -LLD",10.0
Extra-EU27+3,PUR others in Others,"PE-HD, -MD",10.0
Extra-EU27+3,PUR others in Others,PP,10.0
Extra-EU27+3,PUR others in Others,PS,10.0
Extra-EU27+3,PUR others in Others,PS-E,10.0
Extra-EU27+3,PUR others in Others,PVC,10.0
Extra-EU27+3,PUR others in Others,PET,10.0
Extra-EU27+3,PUR others in Others,"ABS, SAN",10.0
Extra-EU27+3,PUR others in Others,PMMA,10.0
Extra-EU27+3,PUR others in Others,"PA (PA6, PA66)",10.0
Extra-EU27+3,PUR others in Others,PC,10.0
Extra-EU27+3,PUR others in Others,Other Thermoplastics,10.0
Extra-EU27+3,PUR others in Others,PUR,10.0
Extra-EU27+3,PUR others in Others,Other Plastics,10.0
Extra-EU27+3,PUR rigid spray foam,"PE-LD, -LLD",65.0
Extra-EU27+3,PUR rigid spray foam,"PE-HD, -MD",65.0
Extra-EU27+3,PUR rigid spray foam,PS,65.0
Extra-EU27+3,PUR rigid spray foam,PS-E,65.0
Extra-EU27+3,PUR rigid spray foam,PVC,65.0
Extra-EU27+3,PUR rigid spray foam,PP,65.0
Extra-EU27+3,PUR rigid spray foam,"ABS, SAN",65.0
Extra-EU27+3,PUR rigid spray foam,PMMA,65.0
Extra-EU27+3,PUR rigid spray foam,"PA (PA6, PA66)",65.0
Extra-EU27+3,PUR rigid spray foam,PC,65.0
Extra-EU27+3,PUR rigid spray foam,Other Thermoplastics,65.0
Extra-EU27+3,PUR rigid spray foam,PUR,65.0
Extra-EU27+3,PUR rigid spray foam,Other Plastics,65.0
Extra-EU27+3,PUR rigid spray foam,PET,65.0
Extra-EU27+3,PUR slabstock furniture,"PE-LD, -LLD",10.0
Extra-EU27+3,PUR slabstock furniture,"PE-HD, -MD",10.0
Extra-EU27+3,PUR slabstock furniture,PP,10.0
Extra-EU27+3,PUR slabstock furniture,PS-E,10.0
Extra-EU27+3,PUR slabstock furniture,PVC,10.0
Extra-EU27+3,PUR slabstock furniture,PET,10.0
Extra-EU27+3,PUR slabstock furniture,"ABS, SAN",10.0
Extra-EU27+3,PUR slabstock furniture,PMMA,10.0
Extra-EU27+3,PUR slabstock furniture,"PA (PA6, PA66)",10.0
Extra-EU27+3,PUR slabstock furniture,PC,10.0
Extra-EU27+3,PUR slabstock furniture,Other Thermoplastics,10.0
Extra-EU27+3,PUR slabstock furniture,PUR,10.0
Extra-EU27+3,PUR slabstock furniture,Other Plastics,10.0
Extra-EU27+3,PUR slabstock furniture,PS,10.0
Extra-EU27+3,PUR slabstock mattresses,"PE-HD, -MD",10.0
Extra-EU27+3,PUR slabstock mattresses,PP,10.0
Extra-EU27+3,PUR slabstock mattresses,PS,10.0
Extra-EU27+3,PUR slabstock mattresses,"PE-LD, -LLD",10.0
Extra-EU27+3,PUR slabstock mattresses,PS-E,10.0
Extra-EU27+3,PUR slabstock mattresses,PVC,10.0
Extra-EU27+3,PUR slabstock mattresses,PET,10.0
Extra-EU27+3,PUR slabstock mattresses,"ABS, SAN",10.0
Extra-EU27+3,PUR slabstock mattresses,PMMA,10.0
Extra-EU27+3,PUR slabstock mattresses,"PA (PA6, PA66)",10.0
Extra-EU27+3,PUR slabstock mattresses,PC,10.0
Extra-EU27+3,PUR slabstock mattresses,Other Thermoplastics,10.0
Extra-EU27+3,PUR slabstock mattresses,PUR,10.0
Extra-EU27+3,PUR slabstock mattresses,Other Plastics,10.0
Extra-EU27+3,PVC others in B&C,"PE-LD, -LLD",10.0
Extra-EU27+3,PVC others in B&C,"PE-HD, -MD",10.0
Extra-EU27+3,PVC others in B&C,PP,10.0
Extra-EU27+3,PVC others in B&C,PS,10.0
Extra-EU27+3,PVC others in B&C,PS-E,10.0
Extra-EU27+3,PVC others in B&C,PVC,10.0
Extra-EU27+3,PVC others in B&C,"ABS, SAN",10.0
Extra-EU27+3,PVC others in B&C,PMMA,10.0
Extra-EU27+3,PVC others in B&C,"PA (PA6, PA66)",10.0
Extra-EU27+3,PVC others in B&C,PC,10.0
Extra-EU27+3,PVC others in B&C,Other Thermoplastics,10.0
Extra-EU27+3,PVC others in B&C,PUR,10.0
Extra-EU27+3,PVC others in B&C,Other Plastics,10.0
Extra-EU27+3,PVC others in B&C,PET,10.0
Extra-EU27+3,PVC pipes,"PE-HD, -MD",80.0
Extra-EU27+3,PVC pipes,PP,80.0
Extra-EU27+3,PVC pipes,PS,80.0
Extra-EU27+3,PVC pipes,"PE-LD, -LLD",80.0
Extra-EU27+3,PVC pipes,PVC,80.0
Extra-EU27+3,PVC pipes,PET,80.0
