region,sector,polymer,value
North,PUR boards and panels rigid foam,PS,65.0
North,PUR boards and panels rigid foam,PS-E,65.0
North,PUR boards and panels rigid foam,PVC,65.0
North,PUR boards and panels rigid foam,PET,65.0
North,PUR boards and panels rigid foam,"ABS, SAN",65.0
North,PUR boards and panels rigid foam,PMMA,65.0
North,PUR boards and panels rigid foam,"PA (PA6, PA66)",65.0
North,PUR boards and panels rigid foam,PC,65.0
North,PUR boards and panels rigid foam,Other Thermoplastics,65.0
North,PUR boards and panels rigid foam,PUR,65.0
North,PUR boards and panels rigid foam,Other Plastics,65.0
North,PUR moulded automotive,"PE-LD, -LLD",17.4
North,PUR moulded automotive,"PE-HD, -MD",17.4
North,PUR moulded automotive,PP,17.4
North,PUR moulded automotive,PS,17.4
North,PUR moulded automotive,PS-E,17.4
North,PUR moulded automotive,PVC,17.4
North,PUR moulded automotive,PET,17.4
North,PUR moulded automotive,"ABS, SAN",17.4
North,PUR moulded automotive,PMMA,17.4
North,PUR moulded automotive,"PA (PA6, PA66)",17.4
North,PUR moulded automotive,PC,17.4
North,PUR moulded automotive,Other Thermoplastics,17.4
North,PUR moulded automotive,PUR,17.4
North,PUR moulded automotive,Other Plastics,17.4
North,PUR moulded furniture,"PE-LD, -LLD",10.0
North,PUR moulded furniture,"PE-HD, -MD",10.0
North,PUR moulded furniture,PP,10.0
North,PUR moulded furniture,PS,10.0
North,PUR moulded furniture,PS-E,10.0
North,PUR moulded furniture,PVC,10.0
North,PUR moulded furniture,PET,10.0
North,PUR moulded furniture,"ABS, SAN",10.0
North,PUR moulded furniture,PMMA,10.0
North,PUR moulded furniture,"PA (PA6, PA66)",10.0
North,PUR moulded furniture,PC,10.0
North,PUR moulded furniture,Other Thermoplastics,10.0
North,PUR moulded furniture,PUR,10.0
North,PUR moulded furniture,Other Plastics,10.0
North,PUR others in Automotive,"PE-LD, -LLD",17.4
North,PUR others in Automotive,"PE-HD, -MD",17.4
North,PUR others in Automotive,PP,17.4
North,PUR others in Automotive,PS,17.4
North,PUR others in Automotive,PS-E,17.4
North,PUR others in Automotive,PVC,17.4
North,PUR others in Automotive,PET,17.4
North,PUR others in Automotive,"ABS, SAN",17.4
North,PUR others in Automotive,PMMA,17.4
North,PUR others in Automotive,"PA (PA6, PA66)",17.4
North,PUR others in Automotive,PC,17.4
North,PUR others in Automotive,Other Thermoplastics,17.4
North,PUR others in Automotive,PUR,17.4
North,PUR others in Automotive,Other Plastics,17.4
North,PUR others in Others,"PE-LD, -LLD",10.0
North,PUR others in Others,"PE-HD, -MD",10.0
North,PUR others in Others,PP,10.0
North,PUR others in Others,PS,10.0
North,PUR others in Others,PS-E,10.0
North,PUR others in Others,PVC,10.0
North,PUR others in Others,PET,10.0
North,PUR others in Others,"ABS, SAN",10.0
North,PUR others in Others,PMMA,10.0
North,PUR others in Others,"PA (PA6, PA66)",10.0
North,PUR others in Others,PC,10.0
North,PUR others in Others,Other Thermoplastics,10.0
North,PUR others in Others,PUR,10.0
North,PUR others in Others,Other Plastics,10.0
North,PUR rigid spray foam,"PE-LD, -LLD",65.0
North,PUR rigid spray foam,"PE-HD, -MD",65.0
North,PUR rigid spray foam,PP,65.0
North,PUR rigid spray foam,PS,65.0
North,PUR rigid spray foam,PS-E,65.0
North,PUR rigid spray foam,PVC,65.0
North,PUR rigid spray foam,PET,65.0
North,PUR rigid spray foam,"ABS, SAN",65.0
North,PUR rigid spray foam,PMMA,65.0
North,PUR rigid spray foam,"PA (PA6, PA66)",65.0
North,PUR rigid spray foam,PC,65.0
North,PUR rigid spray foam,Other Thermoplastics,65.0
North,PUR rigid spray foam,PUR,65.0
North,PUR rigid spray foam,Other Plastics,65.0
North,PUR slabstock furniture,"PE-LD, -LLD",10.0
North,PUR slabstock furniture,"PE-HD, -MD",10.0
North,PUR slabstock furniture,PP,10.0
North,PUR slabstock furniture,PS,10.0
North,PUR slabstock furniture,PS-E,10.0
North,PUR slabstock furniture,PVC,10.0
North,PUR slabstock furniture,PET,10.0
North,PUR slabstock furniture,"ABS, SAN",10.0
North,PUR slabstock furniture,PMMA,10.0
North,PUR slabstock furniture,"PA (PA6, PA66)",10.0
North,PUR slabstock furniture,PC,10.0
North,PUR slabstock furniture,Other Thermoplastics,10.0
North,PUR slabstock furniture,PUR,10.0
North,PUR slabstock furniture,Other Plastics,10.0
North,PUR slabstock mattresses,"PE-LD, -LLD",10.0
North,PUR slabstock mattresses,"PE-HD, -MD",10.0
North,PUR slabstock mattresses,PP,10.0
North,PUR slabstock mattresses,PS,10.0
North,PUR slabstock mattresses,PS-E,10.0
North,PUR slabstock mattresses,PVC,10.0
North,PUR slabstock mattresses,PET,10.0
North,PUR slabstock mattresses,"ABS, SAN",10.0
North,PUR slabstock mattresses,PMMA,10.0
North,PUR slabstock mattresses,"PA (PA6, PA66)",10.0
North,PUR slabstock mattresses,PC,10.0
North,PUR slabstock mattresses,Other Thermoplastics,10.0
North,PUR slabstock mattresses,PUR,10.0
North,PUR slabstock mattresses,Other Plastics,10.0
North,PVC others in B&C,"PE-LD, -LLD",10.0
North,PVC others in B&C,"PE-HD, -MD",10.0
North,PVC others in B&C,PP,10.0
North,PVC others in B&C,PS,10.0
North,PVC others in B&C,PS-E,10.0
North,PVC others in B&C,PVC,10.0
North,PVC others in B&C,PET,10.0
North,PVC others in B&C,"ABS, SAN",10.0
North,PVC others in B&C,PMMA,10.0
North,PVC others in B&C,"PA (PA6, PA66)",10.0
North,PVC others in B&C,PC,10.0
North,PVC others in B&C,Other Thermoplastics,10.0
North,PVC others in B&C,PUR,10.0
North,PVC others in B&C,Other Plastics,10.0
North,PVC pipes,"PE-LD, -LLD",80.0
North,PVC pipes,"PE-HD, -MD",80.0
North,PVC pipes,PP,80.0
North,PVC pipes,PS,80.0
North,PVC pipes,PS-E,80.0
North,PVC pipes,PVC,80.0
North,PVC pipes,PET,80.0
North,PVC pipes,"ABS, SAN",80.0
North,PVC pipes,PMMA,80.0
North,PVC pipes,"PA (PA6, PA66)",80.0
North,PVC pipes,PC,80.0
North,PVC pipes,Other Thermoplastics,80.0
North,PVC pipes,PUR,80.0
North,PVC pipes,Other Plastics,80.0
North,PVC profiles,"PE-LD, -LLD",40.0
North,PVC profiles,"PE-HD, -MD",40.0
North,PVC profiles,PP,40.0
North,PVC profiles,PS,40.0
North,PVC profiles,PS-E,40.0
North,PVC profiles,PVC,40.0
North,PVC profiles,PET,40.0
North,PVC profiles,"ABS, SAN",40.0
North,PVC profiles,PMMA,40.0
North,PVC profiles,"PA (PA6, PA66)",40.0
North,PVC profiles,PC,40.0
North,PVC profiles,Other Thermoplastics,40.0
North,PVC profiles,PUR,40.0
North,PVC profiles,Other Plastics,40.0
South,Agriculture,"PE-LD, -LLD",3.0
South,Agriculture,"PE-HD, -MD",3.0
South,Agriculture,PP,3.0
South,Agriculture,PS,3.0
South,Agriculture,PS-E,3.0
South,Agriculture,PVC,3.0
South,Agriculture,PET,3.0
South,Agriculture,"ABS, SAN",3.0
South,Agriculture,PMMA,3.0
South,Agriculture,"PA (PA6, PA66)",3.0
South,Agriculture,PC,3.0
South,Agriculture,Other Thermoplastics,3.0
South,Agriculture,PUR,3.0
South,Agriculture,Other Plastics,3.0
South,Automotive,"PE-LD, -LLD",21.6
South,Automotive,"PE-HD, -MD",21.6
South,Automotive,PP,21.6
South,Automotive,PS,21.6
South,Automotive,PS-E,21.6
South,Automotive,PVC,21.6
South,Automotive,PET,21.6
South,Automotive,"ABS, SAN",21.6
South,Automotive,PMMA,21.6
South,Automotive,"PA (PA6, PA66)",21.6
South,Automotive,PC,21.6
South,Automotive,Other Thermoplastics,21.6
South,Automotive,PUR,21.6
South,Automotive,Other Plastics,21.6
South,Building and Construction,"PE-LD, -LLD",47.0
South,Building and Construction,"PE-HD, -MD",47.0
South,Building and Construction,PP,47.0
South,Building and Construction,PS,47.0
South,Building and Construction,PS-E,47.0
South,Building and Construction,PVC,47.0
South,Building and Construction,PET,47.0
South,Building and Construction,"ABS, SAN",47.0
South,Building and Construction,PMMA,47.0
South,Building and Construction,"PA (PA6, PA66)",47.0
South,Building and Construction,PC,47.0
South,Building and Construction,Other Thermoplastics,47.0
South,Building and Construction,PUR,47.0
South,Building and Construction,Other Plastics,47.0
South,Commercial & industrial packaging,"PE-LD, -LLD",0.2
South,Commercial & industrial packaging,"PE-HD, -MD",0.2
South,Commercial & industrial packaging,PP,0.2
South,Commercial & industrial packaging,PS,0.2
South,Commercial & industrial packaging,PS-E,0.2
South,Commercial & industrial packaging,PVC,0.2
South,Commercial & industrial packaging,PET,0.2
South,Commercial & industrial packaging,"ABS, SAN",0.2
South,Commercial & industrial packaging,PMMA,0.2
South,Commercial & industrial packaging,"PA (PA6, PA66)",0.2
South,Commercial & industrial packaging,PC,0.2
South,Commercial & industrial packaging,Other Thermoplastics,0.2
South,Commercial & industrial packaging,PUR,0.2
South,Commercial & industrial packaging,Other Plastics,0.2
South,Electrical and Electronics,"PE-LD, -LLD",15.7
South,Electrical and Electronics,"PE-HD, -MD",15.7
South,Electrical and Electronics,PP,15.7
South,Electrical and Electronics,PS,15.7
South,Electrical and Electronics,PS-E,15.7
South,Electrical and Electronics,PVC,15.7
South,Electrical and Electronics,PET,15.7
South,Electrical and Electronics,"ABS, SAN",15.7
South,Electrical and Electronics,PMMA,15.7
South,Electrical and Electronics,"PA (PA6, PA66)",15.7
South,Electrical and Electronics,PC,15.7
South,Electrical and Electronics,Other Thermoplastics,15.7
South,Electrical and Electronics,PUR,15.7
South,Electrical and Electronics,Other Plastics,15.7
South,EPS ETICS,"PE-LD, -LLD",65.0
South,EPS ETICS,"PE-HD, -MD",65.0
South,EPS ETICS,PP,65.0
South,EPS ETICS,PS,65.0
South,EPS ETICS,PS-E,65.0
South,EPS ETICS,PVC,65.0
South,EPS ETICS,PET,65.0
South,EPS ETICS,"ABS, SAN",65.0
South,EPS ETICS,PMMA,65.0
South,EPS ETICS,"PA (PA6, PA66)",65.0
South,EPS ETICS,PC,65.0
South,EPS ETICS,Other Thermoplastics,65.0
South,EPS ETICS,PUR,65.0
South,EPS ETICS,Other Plastics,65.0
South,EPS flat roof,"PE-LD, -LLD",35.0
South,EPS flat roof,"PE-HD, -MD",35.0
South,EPS flat roof,PP,35.0
South,EPS flat roof,PS,35.0
South,EPS flat roof,PS-E,35.0
South,EPS flat roof,PVC,35.0
South,EPS flat roof,PET,35.0
South,EPS flat roof,"ABS, SAN",35.0
South,EPS flat roof,PMMA,35.0
South,EPS flat roof,"PA (PA6, PA66)",35.0
South,EPS flat roof,PC,35.0
South,EPS flat roof,Other Thermoplastics,35.0
South,EPS flat roof,PUR,35.0
South,EPS flat roof,Other Plastics,35.0
South,EPS flooring,"PE-LD, -LLD",75.0
South,EPS flooring,"PE-HD, -MD",75.0
South,EPS flooring,PP,75.0
South,EPS flooring,PS,75.0
South,EPS flooring,PS-E,75.0
South,EPS flooring,PVC,75.0
South,EPS flooring,PET,75.0
South,EPS flooring,"ABS, SAN",75.0
South,EPS flooring,PMMA,75.0
South,EPS flooring,"PA (PA6, PA66)",75.0
South,EPS flooring,PC,75.0
South,EPS flooring,Other Thermoplastics,75.0
South,EPS flooring,PUR,75.0
South,EPS flooring,Other Plastics,75.0
South,EPS others in B&C,"PE-LD, -LLD",75.0
South,EPS others in B&C,"PE-HD, -MD",75.0
South,EPS others in B&C,PP,75.0
South,EPS others in B&C,PS,75.0
South,EPS others in B&C,PS-E,75.0
South,EPS others in B&C,PVC,75.0
South,EPS others in B&C,PET,75.0
South,EPS others in B&C,"ABS, SAN",75.0
South,EPS others in B&C,PMMA,75.0
South,EPS others in B&C,"PA (PA6, PA66)",75.0
South,EPS others in B&C,PC,75.0
South,EPS others in B&C,Other Thermoplastics,75.0
South,EPS others in B&C,PUR,75.0
South,EPS others in B&C,Other Plastics,75.0
South,EPS perimeter,"PE-LD, -LLD",80.0
South,EPS perimeter,"PE-HD, -MD",80.0
South,EPS perimeter,PP,80.0
South,EPS perimeter,PS,80.0
South,EPS perimeter,PS-E,80.0
South,EPS perimeter,PVC,80.0
South,EPS perimeter,PET,80.0
South,EPS perimeter,"ABS, SAN",80.0
South,EPS perimeter,PMMA,80.0
South,EPS perimeter,"PA (PA6, PA66)",80.0
South,EPS perimeter,PC,80.0
South,EPS perimeter,Other Thermoplastics,80.0
South,EPS perimeter,PUR,80.0
South,EPS perimeter,Other Plastics,80.0
South,Household packaging,"PE-LD, -LLD",0.2
South,Household packaging,"PE-HD, -MD",0.2
South,Household packaging,PP,0.2
South,Household packaging,PS,0.2
South,Household packaging,PS-E,0.2
South,Household packaging,PVC,0.2
South,Household packaging,PET,0.2
South,Household packaging,"ABS, SAN",0.2
South,Household packaging,PMMA,0.2
South,Household packaging,"PA (PA6, PA66)",0.2
South,Household packaging,PC,0.2
South,Household packaging,Other Thermoplastics,0.2
South,Household packaging,PUR,0.2
South,Household packaging,Other Plastics,0.2
South,"Household, Leisure, Sports","PE-LD, -LLD",8.5
South,"Household, Leisure, Sports","PE-HD, -MD",8.5
South,"Household, Leisure, Sports",PP,8.5
South,"Household, Leisure, Sports",PS,8.5
South,"Household, Leisure, Sports",PS-E,8.5
South,"Household, Leisure, Sports",PVC,8.5
South,"Household, Leisure, Sports",PET,8.5
South,"Household, Leisure, Sports","ABS, SAN",8.5
South,"Household, Leisure, Sports",PMMA,8.5
South,"Household, Leisure, Sports","PA (PA6, PA66)",8.5
South,"Household, Leisure, Sports",PC,8.5
South,"Household, Leisure, Sports",Other Thermoplastics,8.5
South,"Household, Leisure, Sports",PUR,8.5
South,"Household, Leisure, Sports",Other Plastics,8.5
South,Others,"PE-LD, -LLD",6.0
South,Others,"PE-HD, -MD",6.0
South,Others,PP,6.0
South,Others,PS,6.0
South,Others,PS-E,6.0
South,Others,PVC,6.0
South,Others,PET,6.0
South,Others,"ABS, SAN",6.0
South,Others,PMMA,6.0
South,Others,"PA (PA6, PA66)",6.0
South,Others,PC,6.0
South,Others,Other Thermoplastics,6.0
South,Others,PUR,6.0
South,Others,Other Plastics,6.0
South,Packaging,"PE-LD, -LLD",0.2
South,Packaging,"PE-HD, -MD",0.2
South,Packaging,PP,0.2
South,Packaging,PS,0.2
South,Packaging,PS-E,0.2
South,Packaging,PVC,0.2
South,Packaging,PET,0.2
South,Packaging,"ABS, SAN",0.2
South,Packaging,PMMA,0.2
South,Packaging,"PA (PA6, PA66)",0.2
South,Packaging,PC,0.2
South,Packaging,Other Thermoplastics,0.2
South,Packaging,PUR,0.2
South,Packaging,Other Plastics,0.2
South,PET beverage bottles,"PE-LD, -LLD",0.2
South,PET beverage bottles,"PE-HD, -MD",0.2
South,PET beverage bottles,PP,0.2
South,PET beverage bottles,PS,0.2
South,PET beverage bottles,PS-E,0.2
South,PET beverage bottles,PVC,0.2
South,PET beverage bottles,PET,0.2
South,PET beverage bottles,"ABS, SAN",0.2
South,PET beverage bottles,PMMA,0.2
South,PET beverage bottles,"PA (PA6, PA66)",0.2
South,PET beverage bottles,PC,0.2
South,PET beverage bottles,Other Thermoplastics,0.2
South,PET beverage bottles,PUR,0.2
South,PET beverage bottles,Other Plastics,0.2
South,PET other packaging,"PE-LD, -LLD",0.2
South,PET other packaging,"PE-HD, -MD",0.2
South,PET other packaging,PP,0.2
South,PET other packaging,PS,0.2
South,PET other packaging,PS-E,0.2
South,PET other packaging,PVC,0.2
South,PET other packaging,PET,0.2
South,PET other packaging,"ABS, SAN",0.2
South,PET other packaging,PMMA,0.2
South,PET other packaging,"PA (PA6, PA66)",0.2
South,PET other packaging,PC,0.2
South,PET other packaging,Other Thermoplastics,0.2
South,PET other packaging,PUR,0.2
South,PET other packaging,Other Plastics,0.2
South,PUR boards and panels rigid foam,"PE-LD, -LLD",65.0
South,PUR boards and panels rigid foam,"PE-HD, -MD",65.0
South,PUR boards and panels rigid foam,PP,65.0
South,PUR boards and panels rigid foam,PS,65.0
South,PUR boards and panels rigid foam,PS-E,65.0
South,PUR boards and panels rigid foam,PVC,65.0
South,PUR boards and panels rigid foam,PET,65.0
South,PUR boards and panels rigid foam,"ABS, SAN",65.0
South,PUR boards and panels rigid foam,PMMA,65.0
South,PUR boards and panels rigid foam,"PA (PA6, PA66)",65.0
South,PUR boards and panels rigid foam,PC,65.0
South,PUR boards and panels rigid foam,Other Thermoplastics,65.0
South,PUR boards and panels rigid foam,PUR,65.0
South,PUR boards and panels rigid foam,Other Plastics,65.0
South,PUR moulded automotive,"PE-LD, -LLD",21.6
South,PUR moulded automotive,"PE-HD, -MD",21.6
South,PUR moulded automotive,PP,21.6
South,PUR moulded automotive,PS,21.6
South,PUR moulded automotive,PS-E,21.6
South,PUR moulded automotive,PVC,21.6
South,PUR moulded automotive,PET,21.6
South,PUR moulded automotive,"ABS, SAN",21.6
South,PUR moulded automotive,PMMA,21.6
South,PUR moulded automotive,"PA (PA6, PA66)",21.6
South,PUR moulded automotive,PC,21.6
South,PUR moulded automotive,Other Thermoplastics,21.6
South,PUR moulded automotive,PUR,21.6
South,PUR moulded automotive,Other Plastics,21.6
South,PUR moulded furniture,"PE-LD, -LLD",10.0
South,PUR moulded furniture,"PE-HD, -MD",10.0
South,PUR moulded furniture,PP,10.0
South,PUR moulded furniture,PS,10.0
South,PUR moulded furniture,PS-E,10.0
South,PUR moulded furniture,PVC,10.0
South,PUR moulded furniture,PET,10.0
South,PUR moulded furniture,"ABS, SAN",10.0
South,PUR moulded furniture,PMMA,10.0
South,PUR moulded furniture,"PA (PA6, PA66)",10.0
South,PUR moulded furniture,PC,10.0
South,PUR moulded furniture,Other Thermoplastics,10.0
South,PUR moulded furniture,PUR,10.0
South,PUR moulded furniture,Other Plastics,10.0
South,PUR others in Automotive,"PE-LD, -LLD",21.6
South,PUR others in Automotive,"PE-HD, -MD",21.6
South,PUR others in Automotive,PP,21.6
South,PUR others in Automotive,PS,21.6
South,PUR others in Automotive,PS-E,21.6
South,PUR others in Automotive,PVC,21.6
South,PUR others in Automotive,PET,21.6
South,PUR others in Automotive,"ABS, SAN",21.6
South,PUR others in Automotive,PMMA,21.6
South,PUR others in Automotive,"PA (PA6, PA66)",21.6
South,PUR others in Automotive,PC,21.6
South,PUR others in Automotive,Other Thermoplastics,21.6
South,PUR others in Automotive,PUR,21.6
South,PUR others in Automotive,Other Plastics,21.6
South,PUR others in Others,"PE-LD, -LLD",10.0
South,PUR others in Others,"PE-HD, -MD",10.0
South,PUR others in Others,PP,10.0
South,PUR others in Others,PS,10.0
South,PUR others in Others,PS-E,10.0
South,PUR others in Others,PVC,10.0
South,PUR others in Others,PET,10.0
South,PUR others in Others,"ABS, SAN",10.0
South,PUR others in Others,PMMA,10.0
South,PUR others in Others,"PA (PA6, PA66)",10.0
South,PUR others in Others,PC,10.0
South,PUR others in Others,Other Thermoplastics,10.0
South,PUR others in Others,PUR,10.0
South,PUR others in Others,Other Plastics,10.0
South,PUR rigid spray foam,"PE-LD, -LLD",65.0
South,PUR rigid spray foam,"PE-HD, -MD",65.0
South,PUR rigid spray foam,PP,65.0
South,PUR rigid spray foam,PS,65.0
South,PUR rigid spray foam,PS-E,65.0
South,PUR rigid spray foam,PVC,65.0
South,PUR rigid spray foam,PET,65.0
South,PUR rigid spray foam,"ABS, SAN",65.0
South,PUR rigid spray foam,PMMA,65.0
South,PUR rigid spray foam,"PA (PA6, PA66)",65.0
South,PUR rigid spray foam,PC,65.0
South,PUR rigid spray foam,Other Thermoplastics,65.0
South,PUR rigid spray foam,PUR,65.0
South,PUR rigid spray foam,Other Plastics,65.0
South,PUR slabstock furniture,"PE-LD, -LLD",10.0
South,PUR slabstock furniture,"PE-HD, -MD",10.0
South,PUR slabstock furniture,PP,10.0
South,PUR slabstock furniture,PS,10.0
South,PUR slabstock furniture,PS-E,10.0
South,PUR slabstock furniture,PVC,10.0
South,PUR slabstock furniture,PET,10.0
South,PUR slabstock furniture,"ABS, SAN",10.0
South,PUR slabstock furniture,PMMA,10.0
South,PUR slabstock furniture,"PA (PA6, PA66)",10.0
South,PUR slabstock furniture,PC,10.0
South,PUR slabstock furniture,Other Thermoplastics,10.0
South,PUR slabstock furniture,PUR,10.0
South,PUR slabstock furniture,Other Plastics,10.0
South,PUR slabstock mattresses,"PE-LD, -LLD",10.0
South,PUR slabstock mattresses,"PE-HD, -MD",10.0
South,PUR slabstock mattresses,PP,10.0
South,PUR slabstock mattresses,PS,10.0
South,PUR slabstock mattresses,PS-E,10.0
South,PUR slabstock mattresses,PVC,10.0
South,PUR slabstock mattresses,PET,10.0
South,PUR slabstock mattresses,"ABS, SAN",10.0
South,PUR slabstock mattresses,PMMA,10.0
South,PUR slabstock mattresses,"PA (PA6, PA66)",10.0
South,PUR slabstock mattresses,PC,10.0
South,PUR slabstock mattresses,Other Thermoplastics,10.0
South,PUR slabstock mattresses,PUR,10.0
South,PUR slabstock mattresses,Other Plastics,10.0
South,PVC others in B&C,"PE-LD, -LLD",10.0
South,PVC others in B&C,"PE-HD, -MD",10.0
South,PVC others in B&C,PP,10.0
South,PVC others in B&C,PS,10.0
South,PVC others in B&C,PS-E,10.0
South,PVC others in B&C,PVC,10.0
South,PVC others in B&C,PET,10.0
South,PVC others in B&C,"ABS, SAN",10.0
South,PVC others in B&C,PMMA,10.0
South,PVC others in B&C,"PA (PA6, PA66)",10.0
South,PVC others in B&C,PC,10.0
South,PVC others in B&C,Other Thermoplastics,10.0
South,PVC others in B&C,PUR,10.0
South,PVC others in B&C,Other Plastics,10.0
South,PVC pipes,"PE-LD, -LLD",80.0
South,PVC pipes,"PE-HD, -MD",80.0
South,PVC pipes,PP,80.0
South,PVC pipes,PS,80.0
South,PVC pipes,PS-E,80.0
South,PVC pipes,PVC,80.0
South,PVC pipes,PET,80.0
South,PVC pipes,"ABS, SAN",80.0
South,PVC pipes,PMMA,80.0
South,PVC pipes,"PA (PA6, PA66)",80.0
South,PVC pipes,PC,80.0
South,PVC pipes,Other Thermoplastics,80.0
South,PVC pipes,PUR,80.0
South,PVC pipes,Other Plastics,80.0
South,PVC profiles,"PE-LD, -LLD",40.0
South,PVC profiles,"PE-HD, -MD",40.0
South,PVC profiles,PP,40.0
South,PVC profiles,PS,40.0
South,PVC profiles,PS-E,40.0
South,PVC profiles,PVC,40.0
South,PVC profiles,PET,40.0
South,PVC profiles,"ABS, SAN",40.0
South,PVC profiles,PMMA,40.0
South,PVC profiles,"PA (PA6, PA66)",40.0
South,PVC profiles,PC,40.0
South,PVC profiles,Other Thermoplastics,40.0
South,PVC profiles,PUR,40.0
South,PVC profiles,Other Plastics,40.0
West,Agriculture,"PE-LD, -LLD",3.0
West,Agriculture,"PE-HD, -MD",3.0
West,Agriculture,PP,3.0
West,Agriculture,PS,3.0
West,Agriculture,PS-E,3.0
West,Agriculture,PVC,3.0
West,Agriculture,PET,3.0
West,Agriculture,"ABS, SAN",3.0
West,Agriculture,PMMA,3.0
West,Agriculture,"PA (PA6, PA66)",3.0
West,Agriculture,PC,3.0
West,Agriculture,Other Thermoplastics,3.0
West,Agriculture,PUR,3.0
West,Agriculture,Other Plastics,3.0
West,Automotive,"PE-LD, -LLD",17.9
West,Automotive,"PE-HD, -MD",17.9
West,Automotive,PP,17.9
West,Automotive,PS,17.9
West,Automotive,PS-E,17.9
West,Automotive,PVC,17.9
West,Automotive,PET,17.9
West,Automotive,"ABS, SAN",17.9
West,Automotive,PMMA,17.9
West,Automotive,"PA (PA6, PA66)",17.9
West,Automotive,PC,17.9
West,Automotive,Other Thermoplastics,17.9
West,Automotive,PUR,17.9
West,Automotive,Other Plastics,17.9
West,Building and Construction,"PE-LD, -LLD",47.0
West,Building and Construction,"PE-HD, -MD",47.0
West,Building and Construction,PP,47.0
West,Building and Construction,PS,47.0
West,Building and Construction,PS-E,47.0
West,Building and Construction,PVC,47.0
West,Building and Construction,PET,47.0
West,Building and Construction,"ABS, SAN",47.0
West,Building and Construction,PMMA,47.0
West,Building and Construction,"PA (PA6, PA66)",47.0
West,Building and Construction,PC,47.0
West,Building and Construction,Other Thermoplastics,47.0
West,Building and Construction,PUR,47.0
West,Building and Construction,Other Plastics,47.0
West,Commercial & industrial packaging,"PE-LD, -LLD",0.2
West,Commercial & industrial packaging,"PE-HD, -MD",0.2
West,Commercial & industrial packaging,PP,0.2
West,Commercial & industrial packaging,PS,0.2
West,Commercial & industrial packaging,PS-E,0.2
West,Commercial & industrial packaging,PVC,0.2
West,Commercial & industrial packaging,PET,0.2
West,Commercial & industrial packaging,"ABS, SAN",0.2
West,Commercial & industrial packaging,PMMA,0.2
West,Commercial & industrial packaging,"PA (PA6, PA66)",0.2
West,Commercial & industrial packaging,PC,0.2
West,Commercial & industrial packaging,Other Thermoplastics,0.2
West,Commercial & industrial packaging,PUR,0.2
West,Commercial & industrial packaging,Other Plastics,0.2
West,Electrical and Electronics,"PE-LD, -LLD",13.4
West,Electrical and Electronics,"PE-HD, -MD",13.4
West,Electrical and Electronics,PP,13.4
West,Electrical and Electronics,PS,13.4
West,Electrical and Electronics,PS-E,13.4
West,Electrical and Electronics,PVC,13.4
West,Electrical and Electronics,PET,13.4
West,Electrical and Electronics,"ABS, SAN",13.4
West,Electrical and Electronics,PMMA,13.4
West,Electrical and Electronics,"PA (PA6, PA66)",13.4
West,Electrical and Electronics,PC,13.4
West,Electrical and Electronics,Other Thermoplastics,13.4
West,Electrical and Electronics,PUR,13.4
West,Electrical and Electronics,Other Plastics,13.4
West,EPS ETICS,"PE-LD, -LLD",65.0
West,EPS ETICS,"PE-HD, -MD",65.0
West,EPS ETICS,PP,65.0
West,EPS ETICS,PS,65.0
West,EPS ETICS,PS-E,65.0
West,EPS ETICS,PVC,65.0
West,EPS ETICS,PET,65.0
West,EPS ETICS,"ABS, SAN",65.0
West,EPS ETICS,PMMA,65.0
West,EPS ETICS,"PA (PA6, PA66)",65.0
West,EPS ETICS,PC,65.0
West,EPS ETICS,Other Thermoplastics,65.0
West,EPS ETICS,PUR,65.0
West,EPS ETICS,Other Plastics,65.0
West,EPS flat roof,"PE-LD, -LLD",35.0
West,EPS flat roof,"PE-HD, -MD",35.0
West,EPS flat roof,PP,35.0
West,EPS flat roof,PS,35.0
West,EPS flat roof,PS-E,35.0
West,EPS flat roof,PVC,35.0
West,EPS flat roof,PET,35.0
West,EPS flat roof,"ABS, SAN",35.0
West,EPS flat roof,PMMA,35.0
West,EPS flat roof,"PA (PA6, PA66)",35.0
West,EPS flat roof,PC,35.0
West,EPS flat roof,Other Thermoplastics,35.0
West,EPS flat roof,PUR,35.0
West,EPS flat roof,Other Plastics,35.0
West,EPS flooring,"PE-LD, -LLD",75.0
West,EPS flooring,"PE-HD, -MD",75.0
West,EPS flooring,PP,75.0
West,EPS flooring,PS,75.0
West,EPS flooring,PS-E,75.0
West,EPS flooring,PVC,75.0
West,EPS flooring,PET,75.0
West,EPS flooring,"ABS, SAN",75.0
West,EPS flooring,PMMA,75.0
West,EPS flooring,"PA (PA6, PA66)",75.0
West,EPS flooring,PC,75.0
West,EPS flooring,Other Thermoplastics,75.0
West,EPS flooring,PUR,75.0
West,EPS flooring,Other Plastics,75.0
West,EPS others in B&C,"PE-LD, -LLD",75.0
West,EPS others in B&C,"PE-HD, -MD",75.0
West,EPS others in B&C,PP,75.0
West,EPS others in B&C,PS,75.0
West,EPS others in B&C,PS-E,75.0
West,EPS others in B&C,PVC,75.0
West,EPS others in B&C,PET,75.0
West,EPS others in B&C,"ABS, SAN",75.0
West,EPS others in B&C,PMMA,75.0
West,EPS others in B&C,"PA (PA6, PA66)",75.0
West,EPS others in B&C,PC,75.0
West,EPS others in B&C,Other Thermoplastics,75.0
West,EPS others in B&C,PUR,75.0
West,EPS others in B&C,Other Plastics,75.0
