Region,Time,Vehicle size,Value
CZE,2036,passenger car,0.5881824
CZE,2036,light truck,0.02446612132993729
CZE,2036,minivan_SUV,0.30745536
CZE,2037,microcar,0.07994074374841609
CZE,2037,passenger car,0.5889632
CZE,2037,light truck,0.02254757625158399
CZE,2037,minivan_SUV,0.30854848
CZE,2038,microcar,0.07997329810885416
CZE,2038,passenger car,0.5895328
CZE,2038,light truck,0.02114798189114591
CZE,2038,minivan_SUV,0.30934592
CZE,2039,microcar,0.07999323308238085
CZE,2039,passenger car,0.5898815999999999
CZE,2039,light truck,0.02029092691761922
CZE,2039,minivan_SUV,0.30983424
CZE,2040,microcar,0.08
CZE,2040,passenger car,0.59
CZE,2040,light truck,0.02000000000000007
CZE,2040,minivan_SUV,0.31
CZE,2041,microcar,0.08
CZE,2041,passenger car,0.59
CZE,2041,light truck,0.02000000000000007
CZE,2041,minivan_SUV,0.31
CZE,2042,microcar,0.08
CZE,2042,passenger car,0.59
CZE,2042,light truck,0.02000000000000007
CZE,2042,minivan_SUV,0.31
CZE,2043,microcar,0.08
CZE,2043,passenger car,0.59
CZE,2043,light truck,0.02000000000000007
CZE,2043,minivan_SUV,0.31
CZE,2044,microcar,0.08
CZE,2044,passenger car,0.59
CZE,2044,light truck,0.02000000000000007
CZE,2044,minivan_SUV,0.31
CZE,2045,microcar,0.08
CZE,2045,passenger car,0.59
CZE,2045,light truck,0.02000000000000007
CZE,2045,minivan_SUV,0.31
CZE,2046,microcar,0.08
CZE,2046,passenger car,0.59
CZE,2046,light truck,0.02000000000000007
CZE,2046,minivan_SUV,0.31
CZE,2047,microcar,0.08
CZE,2047,passenger car,0.59
CZE,2047,light truck,0.02000000000000007
CZE,2047,minivan_SUV,0.31
CZE,2048,microcar,0.08
CZE,2048,passenger car,0.59
CZE,2048,light truck,0.02000000000000007
CZE,2048,minivan_SUV,0.31
CZE,2049,microcar,0.08
CZE,2049,passenger car,0.59
CZE,2049,light truck,0.02000000000000007
CZE,2049,minivan_SUV,0.31
CZE,2050,microcar,0.08
CZE,2050,passenger car,0.59
CZE,2050,light truck,0.02000000000000007
CZE,2050,minivan_SUV,0.31
DEU,2012,microcar,0.07714234897839932
DEU,2012,passenger car,0.54
DEU,2012,light truck,0.1428576510216006
DEU,2012,minivan_SUV,0.24
DEU,2013,microcar,0.07714234897839932
DEU,2013,passenger car,0.54
DEU,2013,light truck,0.1428576510216006
DEU,2013,minivan_SUV,0.24
DEU,2014,microcar,0.07714234897839932
DEU,2014,passenger car,0.54
DEU,2014,light truck,0.1428576510216006
DEU,2014,minivan_SUV,0.24
DEU,2015,microcar,0.07714234897839932
DEU,2015,passenger car,0.54
DEU,2015,light truck,0.1428576510216006
DEU,2015,minivan_SUV,0.24
DEU,2016,microcar,0.08151147659486267
DEU,2016,passenger car,0.5429984
DEU,2016,light truck,0.1372891634051373
DEU,2016,minivan_SUV,0.23820096
DEU,2017,microcar,0.08586661554232987
DEU,2017,passenger car,0.5459872
DEU,2017,light truck,0.1317385044576701
DEU,2017,minivan_SUV,0.23640768
DEU,2018,microcar,0.09019377715180478
DEU,2018,passenger car,0.5489568000000002
DEU,2018,light truck,0.1262235028481952
DEU,2018,minivan_SUV,0.23462592
DEU,2019,microcar,0.09447897275429123
DEU,2019,passenger car,0.5518976
DEU,2019,light truck,0.1207619872457087
DEU,2019,minivan_SUV,0.23286144
DEU,2020,microcar,0.09870821368079313
DEU,2020,passenger car,0.5548
DEU,2020,light truck,0.1153717863192068
DEU,2020,minivan_SUV,0.23112
DEU,2021,microcar,0.1028675112623143
DEU,2021,passenger car,0.5576544
DEU,2021,light truck,0.1100707287376857
DEU,2021,minivan_SUV,0.22940736
DEU,2022,microcar,0.1069428768298585
DEU,2022,passenger car,0.5604511999999999
DEU,2022,light truck,0.1048766431701414
DEU,2022,minivan_SUV,0.22772928
DEU,2023,microcar,0.07846720171442975
DEU,2023,passenger car,0.5631808
DEU,2023,light truck,0.08589887828557027
DEU,2023,minivan_SUV,0.27245312
DEU,2024,microcar,0.07861881724703178
DEU,2024,passenger car,0.5658335999999999
DEU,2024,light truck,0.07938054275296823
DEU,2024,minivan_SUV,0.27616704
DEU,2025,microcar,0.0787654947586685
DEU,2025,passenger car,0.5684
DEU,2025,light truck,0.0730745052413315
DEU,2025,minivan_SUV,0.27976
DEU,2026,microcar,0.07890668558034375
DEU,2026,passenger car,0.5708704
DEU,2026,light truck,0.06700435441965627
DEU,2026,minivan_SUV,0.28321856
DEU,2027,microcar,0.07904184104306138
DEU,2027,passenger car,0.5732352
DEU,2027,light truck,0.06119367895693864
DEU,2027,minivan_SUV,0.28652928
DEU,2028,microcar,0.07917041247782523
DEU,2028,passenger car,0.5754847999999999
DEU,2028,light truck,0.0556660675221748
DEU,2028,minivan_SUV,0.2896787199999999
DEU,2029,microcar,0.07929185121563917
DEU,2029,passenger car,0.5776096
DEU,2029,light truck,0.05044510878436086
DEU,2029,minivan_SUV,0.29265344
DEU,2030,microcar,0.07940560858750706
DEU,2030,passenger car,0.5795999999999999
DEU,2030,light truck,0.04555439141249299
DEU,2030,minivan_SUV,0.29544
DEU,2031,microcar,0.07951113592443274
DEU,2031,passenger car,0.5814463999999999
DEU,2031,light truck,0.04101750407556732
DEU,2031,minivan_SUV,0.29802496
DEU,2032,microcar,0.07960788455742004
DEU,2032,passenger car,0.5831392
DEU,2032,light truck,0.03685803544258002
DEU,2032,minivan_SUV,0.30039488
DEU,2033,microcar,0.07969530581747285
DEU,2033,passenger car,0.5846688
DEU,2033,light truck,0.03309957418252721
DEU,2033,minivan_SUV,0.30253632
DEU,2034,microcar,0.079772851035595
DEU,2034,passenger car,0.5860255999999999
DEU,2034,light truck,0.02976570896440506
DEU,2034,minivan_SUV,0.30443584
DEU,2035,microcar,0.07983997154279036
DEU,2035,passenger car,0.5871999999999999
DEU,2035,light truck,0.0268800284572097
DEU,2035,minivan_SUV,0.30608
DEU,2036,microcar,0.07989611867006277
DEU,2036,passenger car,0.5881824
DEU,2036,light truck,0.02446612132993729
DEU,2036,minivan_SUV,0.30745536
DEU,2037,microcar,0.07994074374841609
DEU,2037,passenger car,0.5889632
DEU,2037,light truck,0.02254757625158399
DEU,2037,minivan_SUV,0.30854848
DEU,2038,microcar,0.07997329810885416
DEU,2038,passenger car,0.5895328
DEU,2038,light truck,0.02114798189114591
DEU,2038,minivan_SUV,0.30934592
DEU,2039,microcar,0.07999323308238085
DEU,2039,passenger car,0.5898815999999999
DEU,2039,light truck,0.02029092691761922
DEU,2039,minivan_SUV,0.30983424
DEU,2040,microcar,0.08
DEU,2040,passenger car,0.59
DEU,2040,light truck,0.02000000000000007
DEU,2040,minivan_SUV,0.31
DEU,2041,microcar,0.08
DEU,2041,passenger car,0.59
DEU,2041,light truck,0.02000000000000007
DEU,2041,minivan_SUV,0.31
DEU,2042,microcar,0.08
DEU,2042,passenger car,0.59
DEU,2042,light truck,0.02000000000000007
DEU,2042,minivan_SUV,0.31
DEU,2043,microcar,0.08
DEU,2043,passenger car,0.59
DEU,2043,light truck,0.02000000000000007
DEU,2043,minivan_SUV,0.31
DEU,2044,microcar,0.08
DEU,2044,passenger car,0.59
DEU,2044,light truck,0.02000000000000007
DEU,2044,minivan_SUV,0.31
DEU,2045,microcar,0.08
DEU,2045,passenger car,0.59
DEU,2045,light truck,0.02000000000000007
DEU,2045,minivan_SUV,0.31
DEU,2046,microcar,0.08
DEU,2046,passenger car,0.59
DEU,2046,light truck,0.02000000000000007
DEU,2046,minivan_SUV,0.31
DEU,2047,microcar,0.08
DEU,2047,passenger car,0.59
DEU,2047,light truck,0.02000000000000007
DEU,2047,minivan_SUV,0.31
DEU,2048,microcar,0.08
DEU,2048,passenger car,0.59
DEU,2048,light truck,0.02000000000000007
DEU,2048,minivan_SUV,0.31
DEU,2049,microcar,0.08
DEU,2049,passenger car,0.59
DEU,2049,light truck,0.02000000000000007
DEU,2049,minivan_SUV,0.31
DEU,2050,microcar,0.08
DEU,2050,passenger car,0.59
DEU,2050,light truck,0.02000000000000007
DEU,2050,minivan_SUV,0.31
DNK,2012,microcar,0.07714234897839932
DNK,2012,passenger car,0.54
DNK,2012,light truck,0.1428576510216006
DNK,2012,minivan_SUV,0.24
DNK,2013,microcar,0.07714234897839932
DNK,2013,passenger car,0.54
DNK,2013,light truck,0.1428576510216006
DNK,2013,minivan_SUV,0.24
DNK,2014,microcar,0.07714234897839932
DNK,2014,passenger car,0.54
DNK,2014,light truck,0.1428576510216006
DNK,2014,minivan_SUV,0.24
DNK,2015,microcar,0.07714234897839932
DNK,2015,passenger car,0.54
DNK,2015,light truck,0.1428576510216006
DNK,2015,minivan_SUV,0.24
DNK,2016,microcar,0.07731371659486266
DNK,2016,passenger car,0.5429984
DNK,2016,light truck,0.1354901234051373
DNK,2016,minivan_SUV,0.24419776
DNK,2017,microcar,0.07748453554232988
DNK,2017,passenger car,0.5459872
DNK,2017,light truck,0.1281461844576701
DNK,2017,minivan_SUV,0.24838208
DNK,2018,microcar,0.07765425715180478
DNK,2018,passenger car,0.5489568000000002
DNK,2018,light truck,0.1208494228481952
DNK,2018,minivan_SUV,0.25253952
DNK,2019,microcar,0.07782233275429125
DNK,2019,passenger car,0.5518976
DNK,2019,light truck,0.1136234272457087
DNK,2019,minivan_SUV,0.25665664
DNK,2020,microcar,0.07798821368079313
DNK,2020,passenger car,0.5548
DNK,2020,light truck,0.1064917863192069
DNK,2020,minivan_SUV,0.26072
DNK,2021,microcar,0.07815135126231426
DNK,2021,passenger car,0.5576544
DNK,2021,light truck,0.09947808873768572
DNK,2021,minivan_SUV,0.26471616
DNK,2022,microcar,0.07831119682985851
DNK,2022,passenger car,0.5604511999999999
DNK,2022,light truck,0.09260592317014146
DNK,2022,minivan_SUV,0.26863168
DNK,2023,microcar,0.07846720171442975
DNK,2023,passenger car,0.5631808
DNK,2023,light truck,0.08589887828557027
DNK,2023,minivan_SUV,0.27245312
DNK,2024,microcar,0.07861881724703178
DNK,2024,passenger car,0.5658335999999999
DNK,2024,light truck,0.07938054275296823
DNK,2024,minivan_SUV,0.27616704
DNK,2025,microcar,0.0787654947586685
DNK,2025,passenger car,0.5684
DNK,2025,light truck,0.0730745052413315
DNK,2025,minivan_SUV,0.27976
DNK,2026,microcar,0.07890668558034375
DNK,2026,passenger car,0.5708704
DNK,2026,light truck,0.06700435441965627
DNK,2026,minivan_SUV,0.28321856
DNK,2027,microcar,0.07904184104306138
DNK,2027,passenger car,0.5732352
DNK,2027,light truck,0.06119367895693864
DNK,2027,minivan_SUV,0.28652928
DNK,2028,microcar,0.07917041247782523
DNK,2028,passenger car,0.5754847999999999
DNK,2028,light truck,0.0556660675221748
DNK,2028,minivan_SUV,0.2896787199999999
DNK,2029,microcar,0.07929185121563917
DNK,2029,passenger car,0.5776096
DNK,2029,light truck,0.05044510878436086
DNK,2029,minivan_SUV,0.29265344
DNK,2030,microcar,0.07940560858750706
DNK,2030,passenger car,0.5795999999999999
DNK,2030,light truck,0.04555439141249299
DNK,2030,minivan_SUV,0.29544
DNK,2031,microcar,0.07951113592443274
DNK,2031,passenger car,0.5814463999999999
DNK,2031,light truck,0.04101750407556732
DNK,2031,minivan_SUV,0.29802496
DNK,2032,microcar,0.07960788455742004
DNK,2032,passenger car,0.5831392
DNK,2032,light truck,0.03685803544258002
DNK,2032,minivan_SUV,0.30039488
DNK,2033,microcar,0.07969530581747285
DNK,2033,passenger car,0.5846688
DNK,2033,light truck,0.03309957418252721
DNK,2033,minivan_SUV,0.30253632
DNK,2034,microcar,0.079772851035595
DNK,2034,passenger car,0.5860255999999999
DNK,2034,light truck,0.02976570896440506
DNK,2034,minivan_SUV,0.30443584
DNK,2035,microcar,0.07983997154279036
DNK,2035,passenger car,0.5871999999999999
DNK,2035,light truck,0.0268800284572097
DNK,2035,minivan_SUV,0.30608
DNK,2036,microcar,0.07989611867006277
DNK,2036,passenger car,0.5881824
DNK,2036,light truck,0.02446612132993729
DNK,2036,minivan_SUV,0.30745536
DNK,2037,microcar,0.07994074374841609
DNK,2037,passenger car,0.5889632
DNK,2037,light truck,0.02254757625158399
DNK,2037,minivan_SUV,0.30854848
DNK,2038,microcar,0.07997329810885416
DNK,2038,passenger car,0.5895328
DNK,2038,light truck,0.02114798189114591
DNK,2038,minivan_SUV,0.30934592
DNK,2039,microcar,0.07999323308238085
DNK,2039,passenger car,0.5898815999999999
DNK,2039,light truck,0.02029092691761922
DNK,2039,minivan_SUV,0.30983424
DNK,2040,microcar,0.08
DNK,2040,passenger car,0.59
DNK,2040,light truck,0.02000000000000007
DNK,2040,minivan_SUV,0.31
DNK,2041,microcar,0.08
DNK,2041,passenger car,0.59
DNK,2041,light truck,0.02000000000000007
DNK,2041,minivan_SUV,0.31
DNK,2042,microcar,0.08
DNK,2042,passenger car,0.59
DNK,2042,light truck,0.02000000000000007
DNK,2042,minivan_SUV,0.31
DNK,2043,microcar,0.08
DNK,2043,passenger car,0.59
DNK,2043,light truck,0.02000000000000007
DNK,2043,minivan_SUV,0.31
DNK,2044,microcar,0.08
DNK,2044,passenger car,0.59
DNK,2044,light truck,0.02000000000000007
DNK,2044,minivan_SUV,0.31
DNK,2045,microcar,0.08
DNK,2045,passenger car,0.59
DNK,2045,light truck,0.02000000000000007
DNK,2045,minivan_SUV,0.31
DNK,2046,microcar,0.08
DNK,2046,passenger car,0.59
DNK,2046,light truck,0.02000000000000007
DNK,2046,minivan_SUV,0.31
DNK,2047,microcar,0.08
DNK,2047,passenger car,0.59
DNK,2047,light truck,0.02000000000000007
DNK,2047,minivan_SUV,0.31
DNK,2048,microcar,0.08
DNK,2048,passenger car,0.59
DNK,2048,light truck,0.02000000000000007
DNK,2048,minivan_SUV,0.31
DNK,2049,microcar,0.08
DNK,2049,passenger car,0.59
DNK,2049,light truck,0.02000000000000007
DNK,2049,minivan_SUV,0.31
DNK,2050,microcar,0.08
DNK,2050,passenger car,0.59
DNK,2050,light truck,0.02000000000000007
DNK,2050,minivan_SUV,0.31
ESP,2012,microcar,0.07714234897839932
ESP,2012,passenger car,0.54
ESP,2012,light truck,0.1428576510216006
ESP,2012,minivan_SUV,0.24
ESP,2013,microcar,0.07714234897839932
ESP,2013,passenger car,0.54
ESP,2013,light truck,0.1428576510216006
ESP,2013,minivan_SUV,0.24
ESP,2014,microcar,0.07714234897839932
ESP,2014,passenger car,0.54
ESP,2014,light truck,0.1428576510216006
ESP,2014,minivan_SUV,0.24
ESP,2015,microcar,0.07714234897839932
ESP,2015,passenger car,0.54
ESP,2015,light truck,0.1428576510216006
ESP,2015,minivan_SUV,0.24
ESP,2016,microcar,0.07713589800698663
ESP,2016,passenger car,0.5429984
ESP,2016,light truck,0.1356679419930133
ESP,2016,minivan_SUV,0.24419776
ESP,2017,microcar,0.07712946768969797
ESP,2017,passenger car,0.5459872
ESP,2017,light truck,0.128501252310302
ESP,2017,minivan_SUV,0.24838208
ESP,2018,microcar,0.07712307868065744
ESP,2018,passenger car,0.5489568000000002
ESP,2018,light truck,0.1213806013193425
ESP,2018,minivan_SUV,0.25253952
ESP,2019,microcar,0.07711675163398904
ESP,2019,passenger car,0.5518976
ESP,2019,light truck,0.1143290083660109
ESP,2019,minivan_SUV,0.25665664
ESP,2020,microcar,0.07711050720381689
ESP,2020,passenger car,0.5548
ESP,2020,light truck,0.1073694927961831
ESP,2020,minivan_SUV,0.26072
ESP,2021,microcar,0.07710436604426497
ESP,2021,passenger car,0.5576544
ESP,2021,light truck,0.100525073955735
ESP,2021,minivan_SUV,0.26471616
ESP,2022,microcar,0.0770983488094574
ESP,2022,passenger car,0.5604511999999999
ESP,2022,light truck,0.09381877119054252
ESP,2022,minivan_SUV,0.26863168
ESP,2023,microcar,0.07846720171442975
ESP,2023,passenger car,0.5631808
ESP,2023,light truck,0.08589887828557027
ESP,2023,minivan_SUV,0.27245312
ESP,2024,microcar,0.07861881724703178
ESP,2024,passenger car,0.5658335999999999
ESP,2024,light truck,0.07938054275296823
ESP,2024,minivan_SUV,0.27616704
ESP,2025,microcar,0.0787654947586685
ESP,2025,passenger car,0.5684
ESP,2025,light truck,0.0730745052413315
ESP,2025,minivan_SUV,0.27976
ESP,2026,microcar,0.07890668558034375
ESP,2026,passenger car,0.5708704
ESP,2026,light truck,0.06700435441965627
ESP,2026,minivan_SUV,0.28321856
ESP,2027,microcar,0.07904184104306138
ESP,2027,passenger car,0.5732352
ESP,2027,light truck,0.06119367895693864
ESP,2027,minivan_SUV,0.28652928
ESP,2028,microcar,0.07917041247782523
ESP,2028,passenger car,0.5754847999999999
ESP,2028,light truck,0.0556660675221748
ESP,2028,minivan_SUV,0.2896787199999999
ESP,2029,microcar,0.07929185121563917
ESP,2029,passenger car,0.5776096
ESP,2029,light truck,0.05044510878436086
ESP,2029,minivan_SUV,0.29265344
ESP,2030,microcar,0.07940560858750706
ESP,2030,passenger car,0.5795999999999999
ESP,2030,light truck,0.04555439141249299
ESP,2030,minivan_SUV,0.29544
ESP,2031,microcar,0.07951113592443274
ESP,2031,passenger car,0.5814463999999999
ESP,2031,light truck,0.04101750407556732
ESP,2031,minivan_SUV,0.29802496
ESP,2032,microcar,0.07960788455742004
ESP,2032,passenger car,0.5831392
ESP,2032,light truck,0.03685803544258002
ESP,2032,minivan_SUV,0.30039488
ESP,2033,microcar,0.07969530581747285
ESP,2033,passenger car,0.5846688
ESP,2033,light truck,0.03309957418252721
ESP,2033,minivan_SUV,0.30253632
ESP,2034,microcar,0.079772851035595
ESP,2034,passenger car,0.5860255999999999
ESP,2034,light truck,0.02976570896440506
ESP,2034,minivan_SUV,0.30443584
ESP,2035,microcar,0.07983997154279036
ESP,2035,passenger car,0.5871999999999999
ESP,2035,light truck,0.0268800284572097
ESP,2035,minivan_SUV,0.30608
ESP,2036,microcar,0.07989611867006277
ESP,2036,passenger car,0.5881824
ESP,2036,light truck,0.02446612132993729
ESP,2036,minivan_SUV,0.30745536
ESP,2037,microcar,0.07994074374841609
ESP,2037,passenger car,0.5889632
ESP,2037,light truck,0.02254757625158399
ESP,2037,minivan_SUV,0.30854848
ESP,2038,microcar,0.07997329810885416
ESP,2038,passenger car,0.5895328
ESP,2038,light truck,0.02114798189114591
ESP,2038,minivan_SUV,0.30934592
ESP,2039,microcar,0.07999323308238085
ESP,2039,passenger car,0.5898815999999999
ESP,2039,light truck,0.02029092691761922
ESP,2039,minivan_SUV,0.30983424
ESP,2040,microcar,0.08
ESP,2040,passenger car,0.59
ESP,2040,light truck,0.02000000000000007
ESP,2040,minivan_SUV,0.31
ESP,2041,microcar,0.08
ESP,2041,passenger car,0.59
ESP,2041,light truck,0.02000000000000007
ESP,2041,minivan_SUV,0.31
ESP,2042,microcar,0.08
ESP,2042,passenger car,0.59
ESP,2042,light truck,0.02000000000000007
ESP,2042,minivan_SUV,0.31
ESP,2043,microcar,0.08
ESP,2043,passenger car,0.59
ESP,2043,light truck,0.02000000000000007
ESP,2043,minivan_SUV,0.31
ESP,2044,microcar,0.08
ESP,2044,passenger car,0.59
ESP,2044,light truck,0.02000000000000007
ESP,2044,minivan_SUV,0.31
ESP,2045,microcar,0.08
ESP,2045,passenger car,0.59
ESP,2045,light truck,0.02000000000000007
ESP,2045,minivan_SUV,0.31
ESP,2046,microcar,0.08
ESP,2046,passenger car,0.59
ESP,2046,light truck,0.02000000000000007
ESP,2046,minivan_SUV,0.31
ESP,2047,microcar,0.08
ESP,2047,passenger car,0.59
ESP,2047,light truck,0.02000000000000007
ESP,2047,minivan_SUV,0.31
ESP,2048,microcar,0.08
ESP,2048,passenger car,0.59
ESP,2048,light truck,0.02000000000000007
ESP,2048,minivan_SUV,0.31
ESP,2049,microcar,0.08
ESP,2049,passenger car,0.59
ESP,2049,light truck,0.02000000000000007
ESP,2049,minivan_SUV,0.31
ESP,2050,microcar,0.08
ESP,2050,passenger car,0.59
ESP,2050,light truck,0.02000000000000007
ESP,2050,minivan_SUV,0.31
EST,2012,microcar,0.07714234897839932
EST,2012,passenger car,0.54
EST,2012,light truck,0.1428576510216006
EST,2012,minivan_SUV,0.24
EST,2013,microcar,0.07714234897839932
EST,2013,passenger car,0.54
EST,2013,light truck,0.1428576510216006
EST,2013,minivan_SUV,0.24
EST,2014,microcar,0.07714234897839932
EST,2014,passenger car,0.54
EST,2014,light truck,0.1428576510216006
EST,2014,minivan_SUV,0.24
EST,2015,microcar,0.07714234897839932
EST,2015,passenger car,0.54
EST,2015,light truck,0.1428576510216006
EST,2015,minivan_SUV,0.24
EST,2016,microcar,0.07731371659486266
EST,2016,passenger car,0.5429984
EST,2016,light truck,0.1354901234051373
EST,2016,minivan_SUV,0.24419776
EST,2017,microcar,0.07748453554232988
EST,2017,passenger car,0.5459872
EST,2017,light truck,0.1281461844576701
EST,2017,minivan_SUV,0.24838208
EST,2018,microcar,0.07765425715180478
EST,2018,passenger car,0.5489568000000002
EST,2018,light truck,0.1208494228481952
EST,2018,minivan_SUV,0.25253952
EST,2019,microcar,0.07782233275429125
EST,2019,passenger car,0.5518976
EST,2019,light truck,0.1136234272457087
EST,2019,minivan_SUV,0.25665664
EST,2020,microcar,0.07798821368079313
EST,2020,passenger car,0.5548
EST,2020,light truck,0.1064917863192069
EST,2020,minivan_SUV,0.26072
EST,2021,microcar,0.07815135126231426
EST,2021,passenger car,0.5576544
EST,2021,light truck,0.09947808873768572
EST,2021,minivan_SUV,0.26471616
EST,2022,microcar,0.07831119682985851
EST,2022,passenger car,0.5604511999999999
EST,2022,light truck,0.09260592317014146
EST,2022,minivan_SUV,0.26863168
EST,2023,microcar,0.07846720171442975
EST,2023,passenger car,0.5631808
EST,2023,light truck,0.08589887828557027
EST,2023,minivan_SUV,0.27245312
EST,2024,microcar,0.07861881724703178
EST,2024,passenger car,0.5658335999999999
EST,2024,light truck,0.07938054275296823
EST,2024,minivan_SUV,0.27616704
EST,2025,microcar,0.0787654947586685
EST,2025,passenger car,0.5684
EST,2025,light truck,0.0730745052413315
EST,2025,minivan_SUV,0.27976
EST,2026,microcar,0.07890668558034375
EST,2026,passenger car,0.5708704
EST,2026,light truck,0.06700435441965627
EST,2026,minivan_SUV,0.28321856
EST,2027,microcar,0.07904184104306138
EST,2027,passenger car,0.5732352
EST,2027,light truck,0.06119367895693864
EST,2027,minivan_SUV,0.28652928
EST,2028,microcar,0.07917041247782523
EST,2028,passenger car,0.5754847999999999
EST,2028,light truck,0.0556660675221748
EST,2028,minivan_SUV,0.2896787199999999
EST,2029,microcar,0.07929185121563917
EST,2029,passenger car,0.5776096
EST,2029,light truck,0.05044510878436086
EST,2029,minivan_SUV,0.29265344
EST,2030,microcar,0.07940560858750706
EST,2030,passenger car,0.5795999999999999
EST,2030,light truck,0.04555439141249299
EST,2030,minivan_SUV,0.29544
EST,2031,microcar,0.07951113592443274
EST,2031,passenger car,0.5814463999999999
EST,2031,light truck,0.04101750407556732
EST,2031,minivan_SUV,0.29802496
EST,2032,microcar,0.07960788455742004
EST,2032,passenger car,0.5831392
EST,2032,light truck,0.03685803544258002
EST,2032,minivan_SUV,0.30039488
EST,2033,microcar,0.07969530581747285
EST,2033,passenger car,0.5846688
EST,2033,light truck,0.03309957418252721
EST,2033,minivan_SUV,0.30253632
EST,2034,microcar,0.079772851035595
EST,2034,passenger car,0.5860255999999999
EST,2034,light truck,0.02976570896440506
EST,2034,minivan_SUV,0.30443584
EST,2035,microcar,0.07983997154279036
EST,2035,passenger car,0.5871999999999999
EST,2035,light truck,0.0268800284572097
EST,2035,minivan_SUV,0.30608
EST,2036,microcar,0.07989611867006277
EST,2036,passenger car,0.5881824
EST,2036,light truck,0.02446612132993729
EST,2036,minivan_SUV,0.30745536
EST,2037,microcar,0.07994074374841609
EST,2037,passenger car,0.5889632
EST,2037,light truck,0.02254757625158399
EST,2037,minivan_SUV,0.30854848
EST,2038,microcar,0.07997329810885416
EST,2038,passenger car,0.5895328
EST,2038,light truck,0.02114798189114591
EST,2038,minivan_SUV,0.30934592
EST,2039,microcar,0.07999323308238085
EST,2039,passenger car,0.5898815999999999
EST,2039,light truck,0.02029092691761922
EST,2039,minivan_SUV,0.30983424
EST,2040,microcar,0.08
EST,2040,passenger car,0.59
EST,2040,light truck,0.02000000000000007
EST,2040,minivan_SUV,0.31
EST,2041,microcar,0.08
EST,2041,passenger car,0.59
EST,2041,light truck,0.02000000000000007
EST,2041,minivan_SUV,0.31
EST,2042,microcar,0.08
EST,2042,passenger car,0.59
EST,2042,light truck,0.02000000000000007
EST,2042,minivan_SUV,0.31
EST,2043,microcar,0.08
EST,2043,passenger car,0.59
EST,2043,light truck,0.02000000000000007
EST,2043,minivan_SUV,0.31
EST,2044,microcar,0.08
EST,2044,passenger car,0.59
EST,2044,light truck,0.02000000000000007
EST,2044,minivan_SUV,0.31
EST,2045,microcar,0.08
EST,2045,passenger car,0.59
EST,2045,light truck,0.02000000000000007
EST,2045,minivan_SUV,0.31
EST,2046,microcar,0.08
EST,2046,passenger car,0.59
EST,2046,light truck,0.02000000000000007
EST,2046,minivan_SUV,0.31
EST,2047,microcar,0.08
EST,2047,passenger car,0.59
EST,2047,light truck,0.02000000000000007
EST,2047,minivan_SUV,0.31
EST,2048,microcar,0.08
EST,2048,passenger car,0.59
EST,2048,light truck,0.02000000000000007
EST,2048,minivan_SUV,0.31
EST,2049,microcar,0.08
EST,2049,passenger car,0.59
EST,2049,light truck,0.02000000000000007
EST,2049,minivan_SUV,0.31
EST,2050,microcar,0.08
EST,2050,passenger car,0.59
EST,2050,light truck,0.02000000000000007
EST,2050,minivan_SUV,0.31
FIN,2012,microcar,0.07714234897839932
FIN,2012,passenger car,0.54
FIN,2012,light truck,0.1428576510216006
FIN,2012,minivan_SUV,0.24
FIN,2013,microcar,0.07714234897839932
FIN,2013,passenger car,0.54
FIN,2013,light truck,0.1428576510216006
FIN,2013,minivan_SUV,0.24
FIN,2014,microcar,0.07714234897839932
FIN,2014,passenger car,0.54
FIN,2014,light truck,0.1428576510216006
FIN,2014,minivan_SUV,0.24
FIN,2015,microcar,0.07714234897839932
FIN,2015,passenger car,0.54
FIN,2015,light truck,0.1428576510216006
FIN,2015,minivan_SUV,0.24
FIN,2016,microcar,0.07731371659486266
FIN,2016,passenger car,0.5429984
FIN,2016,light truck,0.1354901234051373
FIN,2016,minivan_SUV,0.24419776
FIN,2017,microcar,0.07748453554232988
FIN,2017,passenger car,0.5459872
FIN,2017,light truck,0.1281461844576701
FIN,2017,minivan_SUV,0.24838208
FIN,2018,microcar,0.07765425715180478
FIN,2018,passenger car,0.5489568000000002
FIN,2018,light truck,0.1208494228481952
FIN,2018,minivan_SUV,0.25253952
FIN,2019,microcar,0.07782233275429125
FIN,2019,passenger car,0.5518976
FIN,2019,light truck,0.1136234272457087
FIN,2019,minivan_SUV,0.25665664
FIN,2020,microcar,0.07798821368079313
FIN,2020,passenger car,0.5548
FIN,2020,light truck,0.1064917863192069
FIN,2020,minivan_SUV,0.26072
FIN,2021,microcar,0.07815135126231426
FIN,2021,passenger car,0.5576544
FIN,2021,light truck,0.09947808873768572
FIN,2021,minivan_SUV,0.26471616
FIN,2022,microcar,0.07831119682985851
FIN,2022,passenger car,0.5604511999999999
FIN,2022,light truck,0.09260592317014146
FIN,2022,minivan_SUV,0.26863168
FIN,2023,microcar,0.07846720171442975
FIN,2023,passenger car,0.5631808
FIN,2023,light truck,0.08589887828557027
FIN,2023,minivan_SUV,0.27245312
FIN,2024,microcar,0.07861881724703178
FIN,2024,passenger car,0.5658335999999999
FIN,2024,light truck,0.07938054275296823
FIN,2024,minivan_SUV,0.27616704
FIN,2025,microcar,0.0787654947586685
FIN,2025,passenger car,0.5684
FIN,2025,light truck,0.0730745052413315
FIN,2025,minivan_SUV,0.27976
FIN,2026,microcar,0.07890668558034375
