Region,Time,Vehicle size,Value
FIN,2026,passenger car,0.5708704
FIN,2026,light truck,0.06700435441965627
FIN,2026,minivan_SUV,0.28321856
FIN,2027,microcar,0.07904184104306138
FIN,2027,passenger car,0.5732352
FIN,2027,light truck,0.06119367895693864
FIN,2027,minivan_SUV,0.28652928
FIN,2028,microcar,0.07917041247782523
FIN,2028,passenger car,0.5754847999999999
FIN,2028,light truck,0.0556660675221748
FIN,2028,minivan_SUV,0.2896787199999999
FIN,2029,microcar,0.07929185121563917
FIN,2029,passenger car,0.5776096
FIN,2029,light truck,0.05044510878436086
FIN,2029,minivan_SUV,0.29265344
FIN,2030,microcar,0.07940560858750706
FIN,2030,passenger car,0.5795999999999999
FIN,2030,light truck,0.04555439141249299
FIN,2030,minivan_SUV,0.29544
FIN,2031,microcar,0.07951113592443274
FIN,2031,passenger car,0.5814463999999999
FIN,2031,light truck,0.04101750407556732
FIN,2031,minivan_SUV,0.29802496
FIN,2032,microcar,0.07960788455742004
FIN,2032,passenger car,0.5831392
FIN,2032,light truck,0.03685803544258002
FIN,2032,minivan_SUV,0.30039488
FIN,2033,microcar,0.07969530581747285
FIN,2033,passenger car,0.5846688
FIN,2033,light truck,0.03309957418252721
FIN,2033,minivan_SUV,0.30253632
FIN,2034,microcar,0.079772851035595
FIN,2034,passenger car,0.5860255999999999
FIN,2034,light truck,0.02976570896440506
FIN,2034,minivan_SUV,0.30443584
FIN,2035,microcar,0.07983997154279036
FIN,2035,passenger car,0.5871999999999999
FIN,2035,light truck,0.0268800284572097
FIN,2035,minivan_SUV,0.30608
FIN,2036,microcar,0.07989611867006277
FIN,2036,passenger car,0.5881824
FIN,2036,light truck,0.02446612132993729
FIN,2036,minivan_SUV,0.30745536
FIN,2037,microcar,0.07994074374841609
FIN,2037,passenger car,0.5889632
FIN,2037,light truck,0.02254757625158399
FIN,2037,minivan_SUV,0.30854848
FIN,2038,microcar,0.07997329810885416
FIN,2038,passenger car,0.5895328
FIN,2038,light truck,0.02114798189114591
FIN,2038,minivan_SUV,0.30934592
FIN,2039,microcar,0.07999323308238085
FIN,2039,passenger car,0.5898815999999999
FIN,2039,light truck,0.02029092691761922
FIN,2039,minivan_SUV,0.30983424
FIN,2040,microcar,0.08
FIN,2040,passenger car,0.59
FIN,2040,light truck,0.02000000000000007
FIN,2040,minivan_SUV,0.31
FIN,2041,microcar,0.08
FIN,2041,passenger car,0.59
FIN,2041,light truck,0.02000000000000007
FIN,2041,minivan_SUV,0.31
FIN,2042,microcar,0.08
FIN,2042,passenger car,0.59
FIN,2042,light truck,0.02000000000000007
FIN,2042,minivan_SUV,0.31
FIN,2043,microcar,0.08
FIN,2043,passenger car,0.59
FIN,2043,light truck,0.02000000000000007
FIN,2043,minivan_SUV,0.31
FIN,2044,microcar,0.08
FIN,2044,passenger car,0.59
FIN,2044,light truck,0.02000000000000007
FIN,2044,minivan_SUV,0.31
FIN,2045,microcar,0.08
FIN,2045,passenger car,0.59
FIN,2045,light truck,0.02000000000000007
FIN,2045,minivan_SUV,0.31
FIN,2046,microcar,0.08
FIN,2046,passenger car,0.59
FIN,2046,light truck,0.02000000000000007
FIN,2046,minivan_SUV,0.31
FIN,2047,microcar,0.08
FIN,2047,passenger car,0.59
FIN,2047,light truck,0.02000000000000007
FIN,2047,minivan_SUV,0.31
FIN,2048,microcar,0.08
FIN,2048,passenger car,0.59
FIN,2048,light truck,0.02000000000000007
FIN,2048,minivan_SUV,0.31
FIN,2049,microcar,0.08
FIN,2049,passenger car,0.59
FIN,2049,light truck,0.02000000000000007
FIN,2049,minivan_SUV,0.31
FIN,2050,microcar,0.08
FIN,2050,passenger car,0.59
FIN,2050,light truck,0.02000000000000007
FIN,2050,minivan_SUV,0.31
FRA,2012,microcar,0.07714234897839932
FRA,2012,passenger car,0.54
FRA,2012,light truck,0.1428576510216006
FRA,2012,minivan_SUV,0.24
FRA,2013,microcar,0.07714234897839932
FRA,2013,passenger car,0.54
FRA,2013,light truck,0.1428576510216006
FRA,2013,minivan_SUV,0.24
FRA,2014,microcar,0.07714234897839932
FRA,2014,passenger car,0.54
FRA,2014,light truck,0.1428576510216006
FRA,2014,minivan_SUV,0.24
FRA,2015,microcar,0.07714234897839932
FRA,2015,passenger car,0.54
FRA,2015,light truck,0.1428576510216006
FRA,2015,minivan_SUV,0.24
FRA,2016,microcar,0.08151147659486267
FRA,2016,passenger car,0.5429984
FRA,2016,light truck,0.1372891634051373
FRA,2016,minivan_SUV,0.23820096
FRA,2017,microcar,0.08586661554232987
FRA,2017,passenger car,0.5459872
FRA,2017,light truck,0.1317385044576701
FRA,2017,minivan_SUV,0.23640768
FRA,2018,microcar,0.09019377715180478
FRA,2018,passenger car,0.5489568000000002
FRA,2018,light truck,0.1262235028481952
FRA,2018,minivan_SUV,0.23462592
FRA,2019,microcar,0.09447897275429123
FRA,2019,passenger car,0.5518976
FRA,2019,light truck,0.1207619872457087
FRA,2019,minivan_SUV,0.23286144
FRA,2020,microcar,0.09870821368079313
FRA,2020,passenger car,0.5548
FRA,2020,light truck,0.1153717863192068
FRA,2020,minivan_SUV,0.23112
FRA,2021,microcar,0.1028675112623143
FRA,2021,passenger car,0.5576544
FRA,2021,light truck,0.1100707287376857
FRA,2021,minivan_SUV,0.22940736
FRA,2022,microcar,0.1069428768298585
FRA,2022,passenger car,0.5604511999999999
FRA,2022,light truck,0.1048766431701415
FRA,2022,minivan_SUV,0.22772928
FRA,2023,microcar,0.07846720171442975
FRA,2023,passenger car,0.5631808
FRA,2023,light truck,0.08589887828557027
FRA,2023,minivan_SUV,0.27245312
FRA,2024,microcar,0.07861881724703178
FRA,2024,passenger car,0.5658335999999999
FRA,2024,light truck,0.07938054275296823
FRA,2024,minivan_SUV,0.27616704
FRA,2025,microcar,0.0787654947586685
FRA,2025,passenger car,0.5684
FRA,2025,light truck,0.0730745052413315
FRA,2025,minivan_SUV,0.27976
FRA,2026,microcar,0.07890668558034375
FRA,2026,passenger car,0.5708704
FRA,2026,light truck,0.06700435441965627
FRA,2026,minivan_SUV,0.28321856
FRA,2027,microcar,0.07904184104306138
FRA,2027,passenger car,0.5732352
FRA,2027,light truck,0.06119367895693864
FRA,2027,minivan_SUV,0.28652928
FRA,2028,microcar,0.07917041247782523
FRA,2028,passenger car,0.5754847999999999
FRA,2028,light truck,0.0556660675221748
FRA,2028,minivan_SUV,0.2896787199999999
FRA,2029,microcar,0.07929185121563917
FRA,2029,passenger car,0.5776096
FRA,2029,light truck,0.05044510878436086
FRA,2029,minivan_SUV,0.29265344
FRA,2030,microcar,0.07940560858750706
FRA,2030,passenger car,0.5795999999999999
FRA,2030,light truck,0.04555439141249299
FRA,2030,minivan_SUV,0.29544
FRA,2031,microcar,0.07951113592443274
FRA,2031,passenger car,0.5814463999999999
FRA,2031,light truck,0.04101750407556732
FRA,2031,minivan_SUV,0.29802496
FRA,2032,microcar,0.07960788455742004
FRA,2032,passenger car,0.5831392
FRA,2032,light truck,0.03685803544258002
FRA,2032,minivan_SUV,0.30039488
FRA,2033,microcar,0.07969530581747285
FRA,2033,passenger car,0.5846688
FRA,2033,light truck,0.03309957418252721
FRA,2033,minivan_SUV,0.30253632
FRA,2034,microcar,0.079772851035595
FRA,2034,passenger car,0.5860255999999999
FRA,2034,light truck,0.02976570896440506
FRA,2034,minivan_SUV,0.30443584
FRA,2035,microcar,0.07983997154279036
FRA,2035,passenger car,0.5871999999999999
FRA,2035,light truck,0.0268800284572097
FRA,2035,minivan_SUV,0.30608
FRA,2036,microcar,0.07989611867006277
FRA,2036,passenger car,0.5881824
FRA,2036,light truck,0.02446612132993729
FRA,2036,minivan_SUV,0.30745536
FRA,2037,microcar,0.07994074374841609
FRA,2037,passenger car,0.5889632
FRA,2037,light truck,0.02254757625158399
FRA,2037,minivan_SUV,0.30854848
FRA,2038,microcar,0.07997329810885416
FRA,2038,passenger car,0.5895328
FRA,2038,light truck,0.02114798189114591
FRA,2038,minivan_SUV,0.30934592
FRA,2039,microcar,0.07999323308238085
FRA,2039,passenger car,0.5898815999999999
FRA,2039,light truck,0.02029092691761922
FRA,2039,minivan_SUV,0.30983424
FRA,2040,microcar,0.08
FRA,2040,passenger car,0.59
FRA,2040,light truck,0.02000000000000007
FRA,2040,minivan_SUV,0.31
FRA,2041,microcar,0.08
FRA,2041,passenger car,0.59
FRA,2041,light truck,0.02000000000000007
FRA,2041,minivan_SUV,0.31
FRA,2042,microcar,0.08
FRA,2042,passenger car,0.59
FRA,2042,light truck,0.02000000000000007
FRA,2042,minivan_SUV,0.31
FRA,2043,microcar,0.08
FRA,2043,passenger car,0.59
FRA,2043,light truck,0.02000000000000007
FRA,2043,minivan_SUV,0.31
FRA,2044,microcar,0.08
FRA,2044,passenger car,0.59
FRA,2044,light truck,0.02000000000000007
FRA,2044,minivan_SUV,0.31
FRA,2045,microcar,0.08
FRA,2045,passenger car,0.59
FRA,2045,light truck,0.02000000000000007
FRA,2045,minivan_SUV,0.31
FRA,2046,microcar,0.08
FRA,2046,passenger car,0.59
FRA,2046,light truck,0.02000000000000007
FRA,2046,minivan_SUV,0.31
FRA,2047,microcar,0.08
FRA,2047,passenger car,0.59
FRA,2047,light truck,0.02000000000000007
FRA,2047,minivan_SUV,0.31
FRA,2048,microcar,0.08
FRA,2048,passenger car,0.59
FRA,2048,light truck,0.02000000000000007
FRA,2048,minivan_SUV,0.31
FRA,2049,microcar,0.08
FRA,2049,passenger car,0.59
FRA,2049,light truck,0.02000000000000007
FRA,2049,minivan_SUV,0.31
FRA,2050,microcar,0.08
FRA,2050,passenger car,0.59
FRA,2050,light truck,0.02000000000000007
FRA,2050,minivan_SUV,0.31
GBR,2012,microcar,0.07714234897839932
GBR,2012,passenger car,0.54
GBR,2012,light truck,0.1428576510216006
GBR,2012,minivan_SUV,0.24
GBR,2013,microcar,0.07714234897839932
GBR,2013,passenger car,0.54
GBR,2013,light truck,0.1428576510216006
GBR,2013,minivan_SUV,0.24
GBR,2014,microcar,0.07714234897839932
GBR,2014,passenger car,0.54
GBR,2014,light truck,0.1428576510216006
GBR,2014,minivan_SUV,0.24
GBR,2015,microcar,0.07714234897839932
GBR,2015,passenger car,0.54
GBR,2015,light truck,0.1428576510216006
GBR,2015,minivan_SUV,0.24
GBR,2016,microcar,0.07731371659486266
GBR,2016,passenger car,0.5429984
GBR,2016,light truck,0.1354901234051373
GBR,2016,minivan_SUV,0.24419776
GBR,2017,microcar,0.07748453554232988
GBR,2017,passenger car,0.5459872
GBR,2017,light truck,0.1281461844576701
GBR,2017,minivan_SUV,0.24838208
GBR,2018,microcar,0.07765425715180478
GBR,2018,passenger car,0.5489568000000002
GBR,2018,light truck,0.1208494228481952
GBR,2018,minivan_SUV,0.25253952
GBR,2019,microcar,0.07782233275429125
GBR,2019,passenger car,0.5518976
GBR,2019,light truck,0.1136234272457087
GBR,2019,minivan_SUV,0.25665664
GBR,2020,microcar,0.07798821368079313
GBR,2020,passenger car,0.5548
GBR,2020,light truck,0.1064917863192069
GBR,2020,minivan_SUV,0.26072
GBR,2021,microcar,0.07815135126231426
GBR,2021,passenger car,0.5576544
GBR,2021,light truck,0.09947808873768572
GBR,2021,minivan_SUV,0.26471616
GBR,2022,microcar,0.07831119682985851
GBR,2022,passenger car,0.5604511999999999
GBR,2022,light truck,0.09260592317014146
GBR,2022,minivan_SUV,0.26863168
GBR,2023,microcar,0.07846720171442975
GBR,2023,passenger car,0.5631808
GBR,2023,light truck,0.08589887828557027
GBR,2023,minivan_SUV,0.27245312
GBR,2024,microcar,0.07861881724703178
GBR,2024,passenger car,0.5658335999999999
GBR,2024,light truck,0.07938054275296823
GBR,2024,minivan_SUV,0.27616704
GBR,2025,microcar,0.0787654947586685
GBR,2025,passenger car,0.5684
GBR,2025,light truck,0.0730745052413315
GBR,2025,minivan_SUV,0.27976
GBR,2026,microcar,0.07890668558034375
GBR,2026,passenger car,0.5708704
GBR,2026,light truck,0.06700435441965627
GBR,2026,minivan_SUV,0.28321856
GBR,2027,microcar,0.07904184104306138
GBR,2027,passenger car,0.5732352
GBR,2027,light truck,0.06119367895693864
GBR,2027,minivan_SUV,0.28652928
GBR,2028,microcar,0.07917041247782523
GBR,2028,passenger car,0.5754847999999999
GBR,2028,light truck,0.0556660675221748
GBR,2028,minivan_SUV,0.2896787199999999
GBR,2029,microcar,0.07929185121563917
GBR,2029,passenger car,0.5776096
GBR,2029,light truck,0.05044510878436086
GBR,2029,minivan_SUV,0.29265344
GBR,2030,microcar,0.07940560858750706
GBR,2030,passenger car,0.5795999999999999
GBR,2030,light truck,0.04555439141249299
GBR,2030,minivan_SUV,0.29544
GBR,2031,microcar,0.07951113592443274
GBR,2031,passenger car,0.5814463999999999
GBR,2031,light truck,0.04101750407556732
GBR,2031,minivan_SUV,0.29802496
GBR,2032,microcar,0.07960788455742004
GBR,2032,passenger car,0.5831392
GBR,2032,light truck,0.03685803544258002
GBR,2032,minivan_SUV,0.30039488
GBR,2033,microcar,0.07969530581747285
GBR,2033,passenger car,0.5846688
GBR,2033,light truck,0.03309957418252721
GBR,2033,minivan_SUV,0.30253632
GBR,2034,microcar,0.079772851035595
GBR,2034,passenger car,0.5860255999999999
GBR,2034,light truck,0.02976570896440506
GBR,2034,minivan_SUV,0.30443584
GBR,2035,microcar,0.07983997154279036
GBR,2035,passenger car,0.5871999999999999
GBR,2035,light truck,0.0268800284572097
GBR,2035,minivan_SUV,0.30608
GBR,2036,microcar,0.07989611867006277
GBR,2036,passenger car,0.5881824
GBR,2036,light truck,0.02446612132993729
GBR,2036,minivan_SUV,0.30745536
GBR,2037,microcar,0.07994074374841609
GBR,2037,passenger car,0.5889632
GBR,2037,light truck,0.02254757625158399
GBR,2037,minivan_SUV,0.30854848
GBR,2038,microcar,0.07997329810885416
GBR,2038,passenger car,0.5895328
GBR,2038,light truck,0.02114798189114591
GBR,2038,minivan_SUV,0.30934592
GBR,2039,microcar,0.07999323308238085
GBR,2039,passenger car,0.5898815999999999
GBR,2039,light truck,0.02029092691761922
GBR,2039,minivan_SUV,0.30983424
GBR,2040,microcar,0.08
GBR,2040,passenger car,0.59
GBR,2040,light truck,0.02000000000000007
GBR,2040,minivan_SUV,0.31
GBR,2041,microcar,0.08
GBR,2041,passenger car,0.59
GBR,2041,light truck,0.02000000000000007
GBR,2041,minivan_SUV,0.31
GBR,2042,microcar,0.08
GBR,2042,passenger car,0.59
GBR,2042,light truck,0.02000000000000007
GBR,2042,minivan_SUV,0.31
GBR,2043,microcar,0.08
GBR,2043,passenger car,0.59
GBR,2043,light truck,0.02000000000000007
GBR,2043,minivan_SUV,0.31
GBR,2044,microcar,0.08
GBR,2044,passenger car,0.59
GBR,2044,light truck,0.02000000000000007
GBR,2044,minivan_SUV,0.31
GBR,2045,microcar,0.08
GBR,2045,passenger car,0.59
GBR,2045,light truck,0.02000000000000007
GBR,2045,minivan_SUV,0.31
GBR,2046,microcar,0.08
GBR,2046,passenger car,0.59
GBR,2046,light truck,0.02000000000000007
GBR,2046,minivan_SUV,0.31
GBR,2047,microcar,0.08
GBR,2047,passenger car,0.59
GBR,2047,light truck,0.02000000000000007
GBR,2047,minivan_SUV,0.31
GBR,2048,microcar,0.08
GBR,2048,passenger car,0.59
GBR,2048,light truck,0.02000000000000007
GBR,2048,minivan_SUV,0.31
GBR,2049,microcar,0.08
GBR,2049,passenger car,0.59
GBR,2049,light truck,0.02000000000000007
GBR,2049,minivan_SUV,0.31
GBR,2050,microcar,0.08
GBR,2050,passenger car,0.59
GBR,2050,light truck,0.02000000000000007
GBR,2050,minivan_SUV,0.31
GRC,2012,microcar,0.07714234897839932
GRC,2012,passenger car,0.54
GRC,2012,light truck,0.1428576510216006
GRC,2012,minivan_SUV,0.24
GRC,2013,microcar,0.07714234897839932
GRC,2013,passenger car,0.54
GRC,2013,light truck,0.1428576510216006
GRC,2013,minivan_SUV,0.24
GRC,2014,microcar,0.07714234897839932
GRC,2014,passenger car,0.54
GRC,2014,light truck,0.1428576510216006
GRC,2014,minivan_SUV,0.24
GRC,2015,microcar,0.07714234897839932
GRC,2015,passenger car,0.54
GRC,2015,light truck,0.1428576510216006
GRC,2015,minivan_SUV,0.24
GRC,2016,microcar,0.07731371659486266
GRC,2016,passenger car,0.5429984
GRC,2016,light truck,0.1354901234051373
GRC,2016,minivan_SUV,0.24419776
GRC,2017,microcar,0.07748453554232988
GRC,2017,passenger car,0.5459872
GRC,2017,light truck,0.1281461844576701
GRC,2017,minivan_SUV,0.24838208
GRC,2018,microcar,0.07765425715180478
GRC,2018,passenger car,0.5489568000000002
GRC,2018,light truck,0.1208494228481952
GRC,2018,minivan_SUV,0.25253952
GRC,2019,microcar,0.07782233275429125
GRC,2019,passenger car,0.5518976
GRC,2019,light truck,0.1136234272457087
GRC,2019,minivan_SUV,0.25665664
GRC,2020,microcar,0.07798821368079313
GRC,2020,passenger car,0.5548
GRC,2020,light truck,0.1064917863192069
GRC,2020,minivan_SUV,0.26072
GRC,2021,microcar,0.07815135126231426
GRC,2021,passenger car,0.5576544
GRC,2021,light truck,0.09947808873768572
GRC,2021,minivan_SUV,0.26471616
GRC,2022,microcar,0.07831119682985851
GRC,2022,passenger car,0.5604511999999999
GRC,2022,light truck,0.09260592317014146
GRC,2022,minivan_SUV,0.26863168
GRC,2023,microcar,0.07846720171442975
GRC,2023,passenger car,0.5631808
GRC,2023,light truck,0.08589887828557027
GRC,2023,minivan_SUV,0.27245312
GRC,2024,microcar,0.07861881724703178
GRC,2024,passenger car,0.5658335999999999
GRC,2024,light truck,0.07938054275296823
GRC,2024,minivan_SUV,0.27616704
GRC,2025,microcar,0.0787654947586685
GRC,2025,passenger car,0.5684
GRC,2025,light truck,0.0730745052413315
GRC,2025,minivan_SUV,0.27976
GRC,2026,microcar,0.07890668558034375
GRC,2026,passenger car,0.5708704
GRC,2026,light truck,0.06700435441965627
GRC,2026,minivan_SUV,0.28321856
GRC,2027,microcar,0.07904184104306138
GRC,2027,passenger car,0.5732352
GRC,2027,light truck,0.06119367895693864
GRC,2027,minivan_SUV,0.28652928
GRC,2028,microcar,0.07917041247782523
GRC,2028,passenger car,0.5754847999999999
GRC,2028,light truck,0.0556660675221748
GRC,2028,minivan_SUV,0.2896787199999999
GRC,2029,microcar,0.07929185121563917
GRC,2029,passenger car,0.5776096
GRC,2029,light truck,0.05044510878436086
GRC,2029,minivan_SUV,0.29265344
GRC,2030,microcar,0.07940560858750706
GRC,2030,passenger car,0.5795999999999999
GRC,2030,light truck,0.04555439141249299
GRC,2030,minivan_SUV,0.29544
GRC,2031,microcar,0.07951113592443274
GRC,2031,passenger car,0.5814463999999999
GRC,2031,light truck,0.04101750407556732
GRC,2031,minivan_SUV,0.29802496
GRC,2032,microcar,0.07960788455742004
GRC,2032,passenger car,0.5831392
GRC,2032,light truck,0.03685803544258002
GRC,2032,minivan_SUV,0.30039488
GRC,2033,microcar,0.07969530581747285
GRC,2033,passenger car,0.5846688
GRC,2033,light truck,0.03309957418252721
GRC,2033,minivan_SUV,0.30253632
GRC,2034,microcar,0.079772851035595
GRC,2034,passenger car,0.5860255999999999
GRC,2034,light truck,0.02976570896440506
GRC,2034,minivan_SUV,0.30443584
GRC,2035,microcar,0.07983997154279036
GRC,2035,passenger car,0.5871999999999999
GRC,2035,light truck,0.0268800284572097
GRC,2035,minivan_SUV,0.30608
GRC,2036,microcar,0.07989611867006277
GRC,2036,passenger car,0.5881824
GRC,2036,light truck,0.02446612132993729
GRC,2036,minivan_SUV,0.30745536
GRC,2037,microcar,0.07994074374841609
GRC,2037,passenger car,0.5889632
GRC,2037,light truck,0.02254757625158399
GRC,2037,minivan_SUV,0.30854848
GRC,2038,microcar,0.07997329810885416
GRC,2038,passenger car,0.5895328
GRC,2038,light truck,0.02114798189114591
GRC,2038,minivan_SUV,0.30934592
GRC,2039,microcar,0.07999323308238085
GRC,2039,passenger car,0.5898815999999999
GRC,2039,light truck,0.02029092691761922
GRC,2039,minivan_SUV,0.30983424
GRC,2040,microcar,0.08
GRC,2040,passenger car,0.59
GRC,2040,light truck,0.02000000000000007
GRC,2040,minivan_SUV,0.31
GRC,2041,microcar,0.08
GRC,2041,passenger car,0.59
GRC,2041,light truck,0.02000000000000007
GRC,2041,minivan_SUV,0.31
GRC,2042,microcar,0.08
GRC,2042,passenger car,0.59
GRC,2042,light truck,0.02000000000000007
GRC,2042,minivan_SUV,0.31
GRC,2043,microcar,0.08
GRC,2043,passenger car,0.59
GRC,2043,light truck,0.02000000000000007
GRC,2043,minivan_SUV,0.31
GRC,2044,microcar,0.08
GRC,2044,passenger car,0.59
GRC,2044,light truck,0.02000000000000007
GRC,2044,minivan_SUV,0.31
GRC,2045,microcar,0.08
GRC,2045,passenger car,0.59
GRC,2045,light truck,0.02000000000000007
GRC,2045,minivan_SUV,0.31
GRC,2046,microcar,0.08
GRC,2046,passenger car,0.59
GRC,2046,light truck,0.02000000000000007
GRC,2046,minivan_SUV,0.31
GRC,2047,microcar,0.08
GRC,2047,passenger car,0.59
GRC,2047,light truck,0.02000000000000007
GRC,2047,minivan_SUV,0.31
GRC,2048,microcar,0.08
GRC,2048,passenger car,0.59
GRC,2048,light truck,0.02000000000000007
GRC,2048,minivan_SUV,0.31
GRC,2049,microcar,0.08
GRC,2049,passenger car,0.59
GRC,2049,light truck,0.02000000000000007
GRC,2049,minivan_SUV,0.31
GRC,2050,microcar,0.08
GRC,2050,passenger car,0.59
GRC,2050,light truck,0.02000000000000007
GRC,2050,minivan_SUV,0.31
HRV,2012,microcar,0.07714234897839932
HRV,2012,passenger car,0.54
HRV,2012,light truck,0.1428576510216006
HRV,2012,minivan_SUV,0.24
HRV,2013,microcar,0.07714234897839932
HRV,2013,passenger car,0.54
HRV,2013,light truck,0.1428576510216006
HRV,2013,minivan_SUV,0.24
HRV,2014,microcar,0.07714234897839932
HRV,2014,passenger car,0.54
HRV,2014,light truck,0.1428576510216006
HRV,2014,minivan_SUV,0.24
HRV,2015,microcar,0.07714234897839932
HRV,2015,passenger car,0.54
HRV,2015,light truck,0.1428576510216006
HRV,2015,minivan_SUV,0.24
HRV,2016,microcar,0.07731371659486266
HRV,2016,passenger car,0.5429984
HRV,2016,light truck,0.1354901234051373
HRV,2016,minivan_SUV,0.24419776
HRV,2017,microcar,0.07748453554232988
HRV,2017,passenger car,0.5459872
HRV,2017,light truck,0.1281461844576701
HRV,2017,minivan_SUV,0.24838208
HRV,2018,microcar,0.07765425715180478
HRV,2018,passenger car,0.5489568000000002
HRV,2018,light truck,0.1208494228481952
HRV,2018,minivan_SUV,0.25253952
HRV,2019,microcar,0.07782233275429125
HRV,2019,passenger car,0.5518976
HRV,2019,light truck,0.1136234272457087
HRV,2019,minivan_SUV,0.25665664
HRV,2020,microcar,0.07798821368079313
HRV,2020,passenger car,0.5548
HRV,2020,light truck,0.1064917863192069
HRV,2020,minivan_SUV,0.26072
HRV,2021,microcar,0.07815135126231426
HRV,2021,passenger car,0.5576544
HRV,2021,light truck,0.09947808873768572
HRV,2021,minivan_SUV,0.26471616
HRV,2022,microcar,0.07831119682985851
HRV,2022,passenger car,0.5604511999999999
HRV,2022,light truck,0.09260592317014146
HRV,2022,minivan_SUV,0.26863168
HRV,2023,microcar,0.07846720171442975
HRV,2023,passenger car,0.5631808
HRV,2023,light truck,0.08589887828557027
HRV,2023,minivan_SUV,0.27245312
HRV,2024,microcar,0.07861881724703178
HRV,2024,passenger car,0.5658335999999999
HRV,2024,light truck,0.07938054275296823
HRV,2024,minivan_SUV,0.27616704
HRV,2025,microcar,0.0787654947586685
HRV,2025,passenger car,0.5684
HRV,2025,light truck,0.0730745052413315
HRV,2025,minivan_SUV,0.27976
HRV,2026,microcar,0.07890668558034375
HRV,2026,passenger car,0.5708704
HRV,2026,light truck,0.06700435441965627
HRV,2026,minivan_SUV,0.28321856
HRV,2027,microcar,0.07904184104306138
HRV,2027,passenger car,0.5732352
HRV,2027,light truck,0.06119367895693864
HRV,2027,minivan_SUV,0.28652928
HRV,2028,microcar,0.07917041247782523
HRV,2028,passenger car,0.5754847999999999
HRV,2028,light truck,0.0556660675221748
HRV,2028,minivan_SUV,0.2896787199999999
HRV,2029,microcar,0.07929185121563917
HRV,2029,passenger car,0.5776096
HRV,2029,light truck,0.05044510878436086
HRV,2029,minivan_SUV,0.29265344
HRV,2030,microcar,0.07940560858750706
HRV,2030,passenger car,0.5795999999999999
HRV,2030,light truck,0.04555439141249299
HRV,2030,minivan_SUV,0.29544
HRV,2031,microcar,0.07951113592443274
HRV,2031,passenger car,0.5814463999999999
HRV,2031,light truck,0.04101750407556732
HRV,2031,minivan_SUV,0.29802496
HRV,2032,microcar,0.07960788455742004
HRV,2032,passenger car,0.5831392
HRV,2032,light truck,0.03685803544258002
HRV,2032,minivan_SUV,0.30039488
HRV,2033,microcar,0.07969530581747285
HRV,2033,passenger car,0.5846688
HRV,2033,light truck,0.03309957418252721
HRV,2033,minivan_SUV,0.30253632
HRV,2034,microcar,0.079772851035595
HRV,2034,passenger car,0.5860255999999999
HRV,2034,light truck,0.02976570896440506
HRV,2034,minivan_SUV,0.30443584
HRV,2035,microcar,0.07983997154279036
HRV,2035,passenger car,0.5871999999999999
HRV,2035,light truck,0.0268800284572097
HRV,2035,minivan_SUV,0.30608
HRV,2036,microcar,0.07989611867006277
HRV,2036,passenger car,0.5881824
HRV,2036,light truck,0.02446612132993729
HRV,2036,minivan_SUV,0.30745536
HRV,2037,microcar,0.07994074374841609
HRV,2037,passenger car,0.5889632
HRV,2037,light truck,0.02254757625158399
HRV,2037,minivan_SUV,0.30854848
HRV,2038,microcar,0.07997329810885416
HRV,2038,passenger car,0.5895328
HRV,2038,light truck,0.02114798189114591
HRV,2038,minivan_SUV,0.30934592
HRV,2039,microcar,0.07999323308238085
HRV,2039,passenger car,0.5898815999999999
HRV,2039,light truck,0.02029092691761922
HRV,2039,minivan_SUV,0.30983424
HRV,2040,microcar,0.08
HRV,2040,passenger car,0.59
HRV,2040,light truck,0.02000000000000007
HRV,2040,minivan_SUV,0.31
HRV,2041,microcar,0.08
HRV,2041,passenger car,0.59
HRV,2041,light truck,0.02000000000000007
HRV,2041,minivan_SUV,0.31
HRV,2042,microcar,0.08
HRV,2042,passenger car,0.59
HRV,2042,light truck,0.02000000000000007
HRV,2042,minivan_SUV,0.31
HRV,2043,microcar,0.08
HRV,2043,passenger car,0.59
HRV,2043,light truck,0.02000000000000007
HRV,2043,minivan_SUV,0.31
HRV,2044,microcar,0.08
HRV,2044,passenger car,0.59
HRV,2044,light truck,0.02000000000000007
HRV,2044,minivan_SUV,0.31
HRV,2045,microcar,0.08
HRV,2045,passenger car,0.59
HRV,2045,light truck,0.02000000000000007
HRV,2045,minivan_SUV,0.31
HRV,2046,microcar,0.08
HRV,2046,passenger car,0.59
HRV,2046,light truck,0.02000000000000007
HRV,2046,minivan_SUV,0.31
HRV,2047,microcar,0.08
HRV,2047,passenger car,0.59
HRV,2047,light truck,0.02000000000000007
HRV,2047,minivan_SUV,0.31
HRV,2048,microcar,0.08
HRV,2048,passenger car,0.59
HRV,2048,light truck,0.02000000000000007
HRV,2048,minivan_SUV,0.31
HRV,2049,microcar,0.08
HRV,2049,passenger car,0.59
HRV,2049,light truck,0.02000000000000007
HRV,2049,minivan_SUV,0.31
HRV,2050,microcar,0.08
HRV,2050,passenger car,0.59
HRV,2050,light truck,0.02000000000000007
HRV,2050,minivan_SUV,0.31
HUN,2012,microcar,0.07714234897839932
HUN,2012,passenger car,0.54
HUN,2012,light truck,0.1428576510216006
HUN,2012,minivan_SUV,0.24
HUN,2013,microcar,0.07714234897839932
HUN,2013,passenger car,0.54
HUN,2013,light truck,0.1428576510216006
HUN,2013,minivan_SUV,0.24
