"region","sector","product","polymer","value"
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14131470 - Women¿s or girls¿ dresses, of knitted or crocheted textiles","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14131470 - Women¿s or girls¿ dresses, of knitted or crocheted textiles","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14131470 - Women¿s or girls¿ dresses, of knitted or crocheted textiles","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14131470 - Women¿s or girls¿ dresses, of knitted or crocheted textiles","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14131470 - Women¿s or girls¿ dresses, of knitted or crocheted textiles","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14131480 - Women¿s or girls¿ skirts and divided skirts, of knitted or crocheted textiles","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14131480 - Women¿s or girls¿ skirts and divided skirts, of knitted or crocheted textiles","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14131480 - Women¿s or girls¿ skirts and divided skirts, of knitted or crocheted textiles","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14131480 - Women¿s or girls¿ skirts and divided skirts, of knitted or crocheted textiles","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14131480 - Women¿s or girls¿ skirts and divided skirts, of knitted or crocheted textiles","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14131480 - Women¿s or girls¿ skirts and divided skirts, of knitted or crocheted textiles","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14131480 - Women¿s or girls¿ skirts and divided skirts, of knitted or crocheted textiles","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14131480 - Women¿s or girls¿ skirts and divided skirts, of knitted or crocheted textiles","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14131490 - Women¿s or girls¿ trousers, breeches, shorts, bib and brace overalls, of knitted or crocheted textiles","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14131490 - Women¿s or girls¿ trousers, breeches, shorts, bib and brace overalls, of knitted or crocheted textiles","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14131490 - Women¿s or girls¿ trousers, breeches, shorts, bib and brace overalls, of knitted or crocheted textiles","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14131490 - Women¿s or girls¿ trousers, breeches, shorts, bib and brace overalls, of knitted or crocheted textiles","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14131490 - Women¿s or girls¿ trousers, breeches, shorts, bib and brace overalls, of knitted or crocheted textiles","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14131490 - Women¿s or girls¿ trousers, breeches, shorts, bib and brace overalls, of knitted or crocheted textiles","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14131490 - Women¿s or girls¿ trousers, breeches, shorts, bib and brace overalls, of knitted or crocheted textiles","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14131490 - Women¿s or girls¿ trousers, breeches, shorts, bib and brace overalls, of knitted or crocheted textiles","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132130 - Men¿s or boys¿ waistcoats, anoraks, ski-jackets, wind-jackets and similar articles (excluding jackets and blazers, knitted or crocheted, impregnated, coated, covered, laminated or rubberised)","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132130 - Men¿s or boys¿ waistcoats, anoraks, ski-jackets, wind-jackets and similar articles (excluding jackets and blazers, knitted or crocheted, impregnated, coated, covered, laminated or rubberised)","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132130 - Men¿s or boys¿ waistcoats, anoraks, ski-jackets, wind-jackets and similar articles (excluding jackets and blazers, knitted or crocheted, impregnated, coated, covered, laminated or rubberised)","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132130 - Men¿s or boys¿ waistcoats, anoraks, ski-jackets, wind-jackets and similar articles (excluding jackets and blazers, knitted or crocheted, impregnated, coated, covered, laminated or rubberised)","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132130 - Men¿s or boys¿ waistcoats, anoraks, ski-jackets, wind-jackets and similar articles (excluding jackets and blazers, knitted or crocheted, impregnated, coated, covered, laminated or rubberised)","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132130 - Men¿s or boys¿ waistcoats, anoraks, ski-jackets, wind-jackets and similar articles (excluding jackets and blazers, knitted or crocheted, impregnated, coated, covered, laminated or rubberised)","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132130 - Men¿s or boys¿ waistcoats, anoraks, ski-jackets, wind-jackets and similar articles (excluding jackets and blazers, knitted or crocheted, impregnated, coated, covered, laminated or rubberised)","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132130 - Men¿s or boys¿ waistcoats, anoraks, ski-jackets, wind-jackets and similar articles (excluding jackets and blazers, knitted or crocheted, impregnated, coated, covered, laminated or rubberised)","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132300 - Men¿s or boys¿ jackets and blazers (excluding knitted or crocheted)","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132300 - Men¿s or boys¿ jackets and blazers (excluding knitted or crocheted)","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132300 - Men¿s or boys¿ jackets and blazers (excluding knitted or crocheted)","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132300 - Men¿s or boys¿ jackets and blazers (excluding knitted or crocheted)","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132300 - Men¿s or boys¿ jackets and blazers (excluding knitted or crocheted)","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132300 - Men¿s or boys¿ jackets and blazers (excluding knitted or crocheted)","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132300 - Men¿s or boys¿ jackets and blazers (excluding knitted or crocheted)","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132300 - Men¿s or boys¿ jackets and blazers (excluding knitted or crocheted)","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132445 - Men¿s or boys¿ trousers and breeches, of man-made fibres (excluding knitted or crocheted, for industrial or occupational wear)","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132445 - Men¿s or boys¿ trousers and breeches, of man-made fibres (excluding knitted or crocheted, for industrial or occupational wear)","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132445 - Men¿s or boys¿ trousers and breeches, of man-made fibres (excluding knitted or crocheted, for industrial or occupational wear)","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132445 - Men¿s or boys¿ trousers and breeches, of man-made fibres (excluding knitted or crocheted, for industrial or occupational wear)","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132445 - Men¿s or boys¿ trousers and breeches, of man-made fibres (excluding knitted or crocheted, for industrial or occupational wear)","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132445 - Men¿s or boys¿ trousers and breeches, of man-made fibres (excluding knitted or crocheted, for industrial or occupational wear)","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132445 - Men¿s or boys¿ trousers and breeches, of man-made fibres (excluding knitted or crocheted, for industrial or occupational wear)","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132445 - Men¿s or boys¿ trousers and breeches, of man-made fibres (excluding knitted or crocheted, for industrial or occupational wear)","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132455 - Men¿s or boys¿ bib and brace overalls (excluding knitted or crocheted, for industrial or occupational wear)","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132455 - Men¿s or boys¿ bib and brace overalls (excluding knitted or crocheted, for industrial or occupational wear)","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132455 - Men¿s or boys¿ bib and brace overalls (excluding knitted or crocheted, for industrial or occupational wear)","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132455 - Men¿s or boys¿ bib and brace overalls (excluding knitted or crocheted, for industrial or occupational wear)","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132455 - Men¿s or boys¿ bib and brace overalls (excluding knitted or crocheted, for industrial or occupational wear)","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132455 - Men¿s or boys¿ bib and brace overalls (excluding knitted or crocheted, for industrial or occupational wear)","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132455 - Men¿s or boys¿ bib and brace overalls (excluding knitted or crocheted, for industrial or occupational wear)","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132455 - Men¿s or boys¿ bib and brace overalls (excluding knitted or crocheted, for industrial or occupational wear)","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132460 - Men¿s or boys¿ shorts, of cotton or man-made fibres (excluding knitted or crocheted)","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132460 - Men¿s or boys¿ shorts, of cotton or man-made fibres (excluding knitted or crocheted)","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132460 - Men¿s or boys¿ shorts, of cotton or man-made fibres (excluding knitted or crocheted)","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132460 - Men¿s or boys¿ shorts, of cotton or man-made fibres (excluding knitted or crocheted)","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132460 - Men¿s or boys¿ shorts, of cotton or man-made fibres (excluding knitted or crocheted)","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132460 - Men¿s or boys¿ shorts, of cotton or man-made fibres (excluding knitted or crocheted)","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132460 - Men¿s or boys¿ shorts, of cotton or man-made fibres (excluding knitted or crocheted)","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14132460 - Men¿s or boys¿ shorts, of cotton or man-made fibres (excluding knitted or crocheted)","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133130 - Women¿s or girls¿ waistcoats, anoraks, ski-jackets, wind-jackets and similar articles (excluding jackets and blazers, knitted or crocheted, impregnated, coated, covered, laminated or rubberised)","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133130 - Women¿s or girls¿ waistcoats, anoraks, ski-jackets, wind-jackets and similar articles (excluding jackets and blazers, knitted or crocheted, impregnated, coated, covered, laminated or rubberised)","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133130 - Women¿s or girls¿ waistcoats, anoraks, ski-jackets, wind-jackets and similar articles (excluding jackets and blazers, knitted or crocheted, impregnated, coated, covered, laminated or rubberised)","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133130 - Women¿s or girls¿ waistcoats, anoraks, ski-jackets, wind-jackets and similar articles (excluding jackets and blazers, knitted or crocheted, impregnated, coated, covered, laminated or rubberised)","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133130 - Women¿s or girls¿ waistcoats, anoraks, ski-jackets, wind-jackets and similar articles (excluding jackets and blazers, knitted or crocheted, impregnated, coated, covered, laminated or rubberised)","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133130 - Women¿s or girls¿ waistcoats, anoraks, ski-jackets, wind-jackets and similar articles (excluding jackets and blazers, knitted or crocheted, impregnated, coated, covered, laminated or rubberised)","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133130 - Women¿s or girls¿ waistcoats, anoraks, ski-jackets, wind-jackets and similar articles (excluding jackets and blazers, knitted or crocheted, impregnated, coated, covered, laminated or rubberised)","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133130 - Women¿s or girls¿ waistcoats, anoraks, ski-jackets, wind-jackets and similar articles (excluding jackets and blazers, knitted or crocheted, impregnated, coated, covered, laminated or rubberised)","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133330 - Women¿s or girls¿ jackets and blazers (excluding knitted or crocheted)","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133330 - Women¿s or girls¿ jackets and blazers (excluding knitted or crocheted)","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133330 - Women¿s or girls¿ jackets and blazers (excluding knitted or crocheted)","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133330 - Women¿s or girls¿ jackets and blazers (excluding knitted or crocheted)","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133330 - Women¿s or girls¿ jackets and blazers (excluding knitted or crocheted)","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133330 - Women¿s or girls¿ jackets and blazers (excluding knitted or crocheted)","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133330 - Women¿s or girls¿ jackets and blazers (excluding knitted or crocheted)","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133330 - Women¿s or girls¿ jackets and blazers (excluding knitted or crocheted)","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133470 - Women¿s or girls¿ dresses (excluding knitted or crocheted)","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133470 - Women¿s or girls¿ dresses (excluding knitted or crocheted)","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133470 - Women¿s or girls¿ dresses (excluding knitted or crocheted)","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133470 - Women¿s or girls¿ dresses (excluding knitted or crocheted)","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133470 - Women¿s or girls¿ dresses (excluding knitted or crocheted)","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133470 - Women¿s or girls¿ dresses (excluding knitted or crocheted)","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133470 - Women¿s or girls¿ dresses (excluding knitted or crocheted)","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133470 - Women¿s or girls¿ dresses (excluding knitted or crocheted)","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133480 - Women¿s or girls¿ skirts and divided skirts (excluding knitted or crocheted)","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133480 - Women¿s or girls¿ skirts and divided skirts (excluding knitted or crocheted)","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133480 - Women¿s or girls¿ skirts and divided skirts (excluding knitted or crocheted)","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133480 - Women¿s or girls¿ skirts and divided skirts (excluding knitted or crocheted)","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133480 - Women¿s or girls¿ skirts and divided skirts (excluding knitted or crocheted)","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133480 - Women¿s or girls¿ skirts and divided skirts (excluding knitted or crocheted)","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133480 - Women¿s or girls¿ skirts and divided skirts (excluding knitted or crocheted)","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133480 - Women¿s or girls¿ skirts and divided skirts (excluding knitted or crocheted)","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133549 - Women¿s or girls¿ trousers and breeches, of wool or fine animal hair or man-made fibres (excluding knitted or crocheted and for industrial and occupational wear)","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133549 - Women¿s or girls¿ trousers and breeches, of wool or fine animal hair or man-made fibres (excluding knitted or crocheted and for industrial and occupational wear)","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133549 - Women¿s or girls¿ trousers and breeches, of wool or fine animal hair or man-made fibres (excluding knitted or crocheted and for industrial and occupational wear)","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133549 - Women¿s or girls¿ trousers and breeches, of wool or fine animal hair or man-made fibres (excluding knitted or crocheted and for industrial and occupational wear)","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133549 - Women¿s or girls¿ trousers and breeches, of wool or fine animal hair or man-made fibres (excluding knitted or crocheted and for industrial and occupational wear)","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133549 - Women¿s or girls¿ trousers and breeches, of wool or fine animal hair or man-made fibres (excluding knitted or crocheted and for industrial and occupational wear)","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133549 - Women¿s or girls¿ trousers and breeches, of wool or fine animal hair or man-made fibres (excluding knitted or crocheted and for industrial and occupational wear)","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133549 - Women¿s or girls¿ trousers and breeches, of wool or fine animal hair or man-made fibres (excluding knitted or crocheted and for industrial and occupational wear)","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133563 - Women's or girls' bib and brace overalls, of wool or fine animal hair and man-made fibres (excluding cotton, knitted or crocheted, for industrial or occupational wear) and women's or girls' shorts, of wool or fine animal hair (excluding knitted or crocheted)","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133563 - Women's or girls' bib and brace overalls, of wool or fine animal hair and man-made fibres (excluding cotton, knitted or crocheted, for industrial or occupational wear) and women's or girls' shorts, of wool or fine animal hair (excluding knitted or crocheted)","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133563 - Women's or girls' bib and brace overalls, of wool or fine animal hair and man-made fibres (excluding cotton, knitted or crocheted, for industrial or occupational wear) and women's or girls' shorts, of wool or fine animal hair (excluding knitted or crocheted)","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133563 - Women's or girls' bib and brace overalls, of wool or fine animal hair and man-made fibres (excluding cotton, knitted or crocheted, for industrial or occupational wear) and women's or girls' shorts, of wool or fine animal hair (excluding knitted or crocheted)","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133563 - Women's or girls' bib and brace overalls, of wool or fine animal hair and man-made fibres (excluding cotton, knitted or crocheted, for industrial or occupational wear) and women's or girls' shorts, of wool or fine animal hair (excluding knitted or crocheted)","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133563 - Women's or girls' bib and brace overalls, of wool or fine animal hair and man-made fibres (excluding cotton, knitted or crocheted, for industrial or occupational wear) and women's or girls' shorts, of wool or fine animal hair (excluding knitted or crocheted)","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133563 - Women's or girls' bib and brace overalls, of wool or fine animal hair and man-made fibres (excluding cotton, knitted or crocheted, for industrial or occupational wear) and women's or girls' shorts, of wool or fine animal hair (excluding knitted or crocheted)","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133563 - Women's or girls' bib and brace overalls, of wool or fine animal hair and man-made fibres (excluding cotton, knitted or crocheted, for industrial or occupational wear) and women's or girls' shorts, of wool or fine animal hair (excluding knitted or crocheted)","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133565 Women’s or girls’ shorts, of man-made fibres (excluding knitted or crocheted)","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133565 Women’s or girls’ shorts, of man-made fibres (excluding knitted or crocheted)","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133565 Women’s or girls’ shorts, of man-made fibres (excluding knitted or crocheted)","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133565 Women’s or girls’ shorts, of man-made fibres (excluding knitted or crocheted)","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133565 Women’s or girls’ shorts, of man-made fibres (excluding knitted or crocheted)","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133565 Women’s or girls’ shorts, of man-made fibres (excluding knitted or crocheted)","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133565 Women’s or girls’ shorts, of man-made fibres (excluding knitted or crocheted)","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14133565 Women’s or girls’ shorts, of man-made fibres (excluding knitted or crocheted)","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141100 - Men's or boys' shirts, knitted or crocheted","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141100 - Men's or boys' shirts, knitted or crocheted","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141100 - Men's or boys' shirts, knitted or crocheted","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141100 - Men's or boys' shirts, knitted or crocheted","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141100 - Men's or boys' shirts, knitted or crocheted","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141100 - Men's or boys' shirts, knitted or crocheted","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141100 - Men's or boys' shirts, knitted or crocheted","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141100 - Men's or boys' shirts, knitted or crocheted","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141220 - Men¿s or boys¿ underpants and briefs, of knitted or crocheted textiles (including boxer shorts)","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141220 - Men¿s or boys¿ underpants and briefs, of knitted or crocheted textiles (including boxer shorts)","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141220 - Men¿s or boys¿ underpants and briefs, of knitted or crocheted textiles (including boxer shorts)","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141220 - Men¿s or boys¿ underpants and briefs, of knitted or crocheted textiles (including boxer shorts)","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141220 - Men¿s or boys¿ underpants and briefs, of knitted or crocheted textiles (including boxer shorts)","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141220 - Men¿s or boys¿ underpants and briefs, of knitted or crocheted textiles (including boxer shorts)","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141220 - Men¿s or boys¿ underpants and briefs, of knitted or crocheted textiles (including boxer shorts)","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141220 - Men¿s or boys¿ underpants and briefs, of knitted or crocheted textiles (including boxer shorts)","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141230 - Men¿s or boys¿ nightshirts and pyjamas, of knitted or crocheted textiles","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141230 - Men¿s or boys¿ nightshirts and pyjamas, of knitted or crocheted textiles","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141230 - Men¿s or boys¿ nightshirts and pyjamas, of knitted or crocheted textiles","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141230 - Men¿s or boys¿ nightshirts and pyjamas, of knitted or crocheted textiles","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141230 - Men¿s or boys¿ nightshirts and pyjamas, of knitted or crocheted textiles","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141230 - Men¿s or boys¿ nightshirts and pyjamas, of knitted or crocheted textiles","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141230 - Men¿s or boys¿ nightshirts and pyjamas, of knitted or crocheted textiles","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141230 - Men¿s or boys¿ nightshirts and pyjamas, of knitted or crocheted textiles","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141240 - Men¿s or boys¿ dressing gowns, bathrobes and similar articles, of knitted or crocheted textiles","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141240 - Men¿s or boys¿ dressing gowns, bathrobes and similar articles, of knitted or crocheted textiles","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141240 - Men¿s or boys¿ dressing gowns, bathrobes and similar articles, of knitted or crocheted textiles","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141240 - Men¿s or boys¿ dressing gowns, bathrobes and similar articles, of knitted or crocheted textiles","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141240 - Men¿s or boys¿ dressing gowns, bathrobes and similar articles, of knitted or crocheted textiles","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141240 - Men¿s or boys¿ dressing gowns, bathrobes and similar articles, of knitted or crocheted textiles","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14141240 - Men¿s or boys¿ dressing gowns, bathrobes and similar articles, of knitted or crocheted textiles","Thermosets",5
