"region","sector","product","polymer","value"
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13931990 - Carpets and other textile floor coverings (excluding knotted, woven, tufted, needlefelt)","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13931990 - Carpets and other textile floor coverings (excluding knotted, woven, tufted, needlefelt)","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13931990 - Carpets and other textile floor coverings (excluding knotted, woven, tufted, needlefelt)","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13931990 - Carpets and other textile floor coverings (excluding knotted, woven, tufted, needlefelt)","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941155 - Polyethylene or polypropylene binder or baler (agricultural) twines","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941155 - Polyethylene or polypropylene binder or baler (agricultural) twines","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941155 - Polyethylene or polypropylene binder or baler (agricultural) twines","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941155 - Polyethylene or polypropylene binder or baler (agricultural) twines","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941155 - Polyethylene or polypropylene binder or baler (agricultural) twines","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941155 - Polyethylene or polypropylene binder or baler (agricultural) twines","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941155 - Polyethylene or polypropylene binder or baler (agricultural) twines","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941155 - Polyethylene or polypropylene binder or baler (agricultural) twines","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941160 - Cordage, ropes or cables of polyethylene, polypropylene, nylon or other polyamides or of polyesters measuring > 50 000 decitex, of other synthetic fibres (excluding binder or baler twine)","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941160 - Cordage, ropes or cables of polyethylene, polypropylene, nylon or other polyamides or of polyesters measuring > 50 000 decitex, of other synthetic fibres (excluding binder or baler twine)","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941160 - Cordage, ropes or cables of polyethylene, polypropylene, nylon or other polyamides or of polyesters measuring > 50 000 decitex, of other synthetic fibres (excluding binder or baler twine)","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941160 - Cordage, ropes or cables of polyethylene, polypropylene, nylon or other polyamides or of polyesters measuring > 50 000 decitex, of other synthetic fibres (excluding binder or baler twine)","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941160 - Cordage, ropes or cables of polyethylene, polypropylene, nylon or other polyamides or of polyesters measuring > 50 000 decitex, of other synthetic fibres (excluding binder or baler twine)","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941160 - Cordage, ropes or cables of polyethylene, polypropylene, nylon or other polyamides or of polyesters measuring > 50 000 decitex, of other synthetic fibres (excluding binder or baler twine)","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941160 - Cordage, ropes or cables of polyethylene, polypropylene, nylon or other polyamides or of polyesters measuring > 50 000 decitex, of other synthetic fibres (excluding binder or baler twine)","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941160 - Cordage, ropes or cables of polyethylene, polypropylene, nylon or other polyamides or of polyesters measuring > 50 000 decitex, of other synthetic fibres (excluding binder or baler twine)","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941170 - Twines of polyethylene or polypropylene, of nylon or other polyamides or polyesters measuring <= 50 000 decitex (5 g/m) (excluding binder or baler twine)","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941170 - Twines of polyethylene or polypropylene, of nylon or other polyamides or polyesters measuring <= 50 000 decitex (5 g/m) (excluding binder or baler twine)","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941170 - Twines of polyethylene or polypropylene, of nylon or other polyamides or polyesters measuring <= 50 000 decitex (5 g/m) (excluding binder or baler twine)","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941170 - Twines of polyethylene or polypropylene, of nylon or other polyamides or polyesters measuring <= 50 000 decitex (5 g/m) (excluding binder or baler twine)","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941170 - Twines of polyethylene or polypropylene, of nylon or other polyamides or polyesters measuring <= 50 000 decitex (5 g/m) (excluding binder or baler twine)","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941170 - Twines of polyethylene or polypropylene, of nylon or other polyamides or polyesters measuring <= 50 000 decitex (5 g/m) (excluding binder or baler twine)","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941170 - Twines of polyethylene or polypropylene, of nylon or other polyamides or polyesters measuring <= 50 000 decitex (5 g/m) (excluding binder or baler twine)","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941170 - Twines of polyethylene or polypropylene, of nylon or other polyamides or polyesters measuring <= 50 000 decitex (5 g/m) (excluding binder or baler twine)","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941233 - Made-up fishing nets from twine, cordage or rope of man-made fibres (excluding fish landing nets)","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941233 - Made-up fishing nets from twine, cordage or rope of man-made fibres (excluding fish landing nets)","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941233 - Made-up fishing nets from twine, cordage or rope of man-made fibres (excluding fish landing nets)","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941233 - Made-up fishing nets from twine, cordage or rope of man-made fibres (excluding fish landing nets)","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941233 - Made-up fishing nets from twine, cordage or rope of man-made fibres (excluding fish landing nets)","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941233 - Made-up fishing nets from twine, cordage or rope of man-made fibres (excluding fish landing nets)","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941233 - Made-up fishing nets from twine, cordage or rope of man-made fibres (excluding fish landing nets)","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941233 - Made-up fishing nets from twine, cordage or rope of man-made fibres (excluding fish landing nets)","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941235 - Made-up fishing nets from yarn of man-made fibres (excluding fish landing nets)","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941235 - Made-up fishing nets from yarn of man-made fibres (excluding fish landing nets)","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941235 - Made-up fishing nets from yarn of man-made fibres (excluding fish landing nets)","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941235 - Made-up fishing nets from yarn of man-made fibres (excluding fish landing nets)","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941235 - Made-up fishing nets from yarn of man-made fibres (excluding fish landing nets)","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941235 - Made-up fishing nets from yarn of man-made fibres (excluding fish landing nets)","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941235 - Made-up fishing nets from yarn of man-made fibres (excluding fish landing nets)","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941235 - Made-up fishing nets from yarn of man-made fibres (excluding fish landing nets)","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941253 - Made-up nets from twine, cable or rope of nylon or other polyamides (excluding netting in the piece produced by crochet, hairnets, sports and fishing nets)","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941253 - Made-up nets from twine, cable or rope of nylon or other polyamides (excluding netting in the piece produced by crochet, hairnets, sports and fishing nets)","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941253 - Made-up nets from twine, cable or rope of nylon or other polyamides (excluding netting in the piece produced by crochet, hairnets, sports and fishing nets)","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941253 - Made-up nets from twine, cable or rope of nylon or other polyamides (excluding netting in the piece produced by crochet, hairnets, sports and fishing nets)","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941253 - Made-up nets from twine, cable or rope of nylon or other polyamides (excluding netting in the piece produced by crochet, hairnets, sports and fishing nets)","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941253 - Made-up nets from twine, cable or rope of nylon or other polyamides (excluding netting in the piece produced by crochet, hairnets, sports and fishing nets)","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941253 - Made-up nets from twine, cable or rope of nylon or other polyamides (excluding netting in the piece produced by crochet, hairnets, sports and fishing nets)","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941253 - Made-up nets from twine, cable or rope of nylon or other polyamides (excluding netting in the piece produced by crochet, hairnets, sports and fishing nets)","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941255 - Made-up nets of nylon or other polyamides (excluding netting in the piece produced by crochet, hairnets, sports and fishing nets, those made from twine, cable or rope)","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941255 - Made-up nets of nylon or other polyamides (excluding netting in the piece produced by crochet, hairnets, sports and fishing nets, those made from twine, cable or rope)","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941255 - Made-up nets of nylon or other polyamides (excluding netting in the piece produced by crochet, hairnets, sports and fishing nets, those made from twine, cable or rope)","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941255 - Made-up nets of nylon or other polyamides (excluding netting in the piece produced by crochet, hairnets, sports and fishing nets, those made from twine, cable or rope)","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941255 - Made-up nets of nylon or other polyamides (excluding netting in the piece produced by crochet, hairnets, sports and fishing nets, those made from twine, cable or rope)","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941255 - Made-up nets of nylon or other polyamides (excluding netting in the piece produced by crochet, hairnets, sports and fishing nets, those made from twine, cable or rope)","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941255 - Made-up nets of nylon or other polyamides (excluding netting in the piece produced by crochet, hairnets, sports and fishing nets, those made from twine, cable or rope)","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941255 - Made-up nets of nylon or other polyamides (excluding netting in the piece produced by crochet, hairnets, sports and fishing nets, those made from twine, cable or rope)","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941280 - Articles of twine, cordage, rope or cables","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941280 - Articles of twine, cordage, rope or cables","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941280 - Articles of twine, cordage, rope or cables","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941280 - Articles of twine, cordage, rope or cables","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941280 - Articles of twine, cordage, rope or cables","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941280 - Articles of twine, cordage, rope or cables","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941280 - Articles of twine, cordage, rope or cables","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13941280 - Articles of twine, cordage, rope or cables","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951010 - Non-wovens of a weight <= 25 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951010 - Non-wovens of a weight <= 25 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951010 - Non-wovens of a weight <= 25 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951010 - Non-wovens of a weight <= 25 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951010 - Non-wovens of a weight <= 25 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951010 - Non-wovens of a weight <= 25 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951010 - Non-wovens of a weight <= 25 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951010 - Non-wovens of a weight <= 25 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951020 - Non-wovens of a weight of > 25 g/m² but <= 70 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951020 - Non-wovens of a weight of > 25 g/m² but <= 70 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951020 - Non-wovens of a weight of > 25 g/m² but <= 70 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951020 - Non-wovens of a weight of > 25 g/m² but <= 70 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951020 - Non-wovens of a weight of > 25 g/m² but <= 70 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951020 - Non-wovens of a weight of > 25 g/m² but <= 70 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951020 - Non-wovens of a weight of > 25 g/m² but <= 70 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951020 - Non-wovens of a weight of > 25 g/m² but <= 70 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951030 - Non-wovens of a weight of > 70 g/m² but <= 150 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951030 - Non-wovens of a weight of > 70 g/m² but <= 150 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951030 - Non-wovens of a weight of > 70 g/m² but <= 150 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951030 - Non-wovens of a weight of > 70 g/m² but <= 150 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951030 - Non-wovens of a weight of > 70 g/m² but <= 150 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951030 - Non-wovens of a weight of > 70 g/m² but <= 150 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951030 - Non-wovens of a weight of > 70 g/m² but <= 150 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951030 - Non-wovens of a weight of > 70 g/m² but <= 150 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951050 - Non-wovens of a weight of > 150 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951050 - Non-wovens of a weight of > 150 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951050 - Non-wovens of a weight of > 150 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951050 - Non-wovens of a weight of > 150 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951050 - Non-wovens of a weight of > 150 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951050 - Non-wovens of a weight of > 150 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951050 - Non-wovens of a weight of > 150 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951050 - Non-wovens of a weight of > 150 g/m² (including articles made from non-wovens) (excluding articles of apparel, coated or covered)","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951070 - Non-wovens, coated or covered (including articles made from non-wovens) (excluding articles of apparel)","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951070 - Non-wovens, coated or covered (including articles made from non-wovens) (excluding articles of apparel)","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951070 - Non-wovens, coated or covered (including articles made from non-wovens) (excluding articles of apparel)","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951070 - Non-wovens, coated or covered (including articles made from non-wovens) (excluding articles of apparel)","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951070 - Non-wovens, coated or covered (including articles made from non-wovens) (excluding articles of apparel)","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951070 - Non-wovens, coated or covered (including articles made from non-wovens) (excluding articles of apparel)","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951070 - Non-wovens, coated or covered (including articles made from non-wovens) (excluding articles of apparel)","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13951070 - Non-wovens, coated or covered (including articles made from non-wovens) (excluding articles of apparel)","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13961500 - Tyre cord fabrics of high tenacity yarn, of nylon, other polyamides, polyesters or viscose rayon","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13961500 - Tyre cord fabrics of high tenacity yarn, of nylon, other polyamides, polyesters or viscose rayon","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13961500 - Tyre cord fabrics of high tenacity yarn, of nylon, other polyamides, polyesters or viscose rayon","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13961500 - Tyre cord fabrics of high tenacity yarn, of nylon, other polyamides, polyesters or viscose rayon","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13961500 - Tyre cord fabrics of high tenacity yarn, of nylon, other polyamides, polyesters or viscose rayon","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13961500 - Tyre cord fabrics of high tenacity yarn, of nylon, other polyamides, polyesters or viscose rayon","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13961500 - Tyre cord fabrics of high tenacity yarn, of nylon, other polyamides, polyesters or viscose rayon","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13961500 - Tyre cord fabrics of high tenacity yarn, of nylon, other polyamides, polyesters or viscose rayon","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13961620 - Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or without lining, armour or accessories of other materials","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13961620 - Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or without lining, armour or accessories of other materials","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13961620 - Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or without lining, armour or accessories of other materials","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13961620 - Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or without lining, armour or accessories of other materials","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13961620 - Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or without lining, armour or accessories of other materials","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13961620 - Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or without lining, armour or accessories of other materials","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13961620 - Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or without lining, armour or accessories of other materials","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","13961620 - Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or without lining, armour or accessories of other materials","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14121120 - Men¿s or boys¿ ensembles, of cotton or man-made fibres, for industrial and occupational wear","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14121120 - Men¿s or boys¿ ensembles, of cotton or man-made fibres, for industrial and occupational wear","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14121120 - Men¿s or boys¿ ensembles, of cotton or man-made fibres, for industrial and occupational wear","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14121120 - Men¿s or boys¿ ensembles, of cotton or man-made fibres, for industrial and occupational wear","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14121120 - Men¿s or boys¿ ensembles, of cotton or man-made fibres, for industrial and occupational wear","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14121120 - Men¿s or boys¿ ensembles, of cotton or man-made fibres, for industrial and occupational wear","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14121120 - Men¿s or boys¿ ensembles, of cotton or man-made fibres, for industrial and occupational wear","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14121120 - Men¿s or boys¿ ensembles, of cotton or man-made fibres, for industrial and occupational wear","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14121130 - Men¿s or boys¿ jackets and blazers, of cotton or man-made fibres, for industrial and occupational wear","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14121130 - Men¿s or boys¿ jackets and blazers, of cotton or man-made fibres, for industrial and occupational wear","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14121130 - Men¿s or boys¿ jackets and blazers, of cotton or man-made fibres, for industrial and occupational wear","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14121130 - Men¿s or boys¿ jackets and blazers, of cotton or man-made fibres, for industrial and occupational wear","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14121130 - Men¿s or boys¿ jackets and blazers, of cotton or man-made fibres, for industrial and occupational wear","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14121130 - Men¿s or boys¿ jackets and blazers, of cotton or man-made fibres, for industrial and occupational wear","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14121130 - Men¿s or boys¿ jackets and blazers, of cotton or man-made fibres, for industrial and occupational wear","Thermosets",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14121130 - Men¿s or boys¿ jackets and blazers, of cotton or man-made fibres, for industrial and occupational wear","Bio_derived",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14121240 - Men¿s or boys¿ trousers and breeches, of cotton or man-made fibres, for industrial or occupational wear","PET",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14121240 - Men¿s or boys¿ trousers and breeches, of cotton or man-made fibres, for industrial or occupational wear","PE",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14121240 - Men¿s or boys¿ trousers and breeches, of cotton or man-made fibres, for industrial or occupational wear","PVC",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14121240 - Men¿s or boys¿ trousers and breeches, of cotton or man-made fibres, for industrial or occupational wear","PP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14121240 - Men¿s or boys¿ trousers and breeches, of cotton or man-made fibres, for industrial or occupational wear","PS",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14121240 - Men¿s or boys¿ trousers and breeches, of cotton or man-made fibres, for industrial or occupational wear","Other_TP",5
"EUROPEAN UNION (28)","Textiles, wearing apparel, luggage and footwear","14121240 - Men¿s or boys¿ trousers and breeches, of cotton or man-made fibres, for industrial or occupational wear","Thermosets",5
