,region,time,sector,polymer,waste_category,element,mechanical_recycling_cycle,value
80,EU27+3,2019.25,other,PET,Mechanical recycling,All,2,0.004237837837837838
81,EU27+3,2019.25,other,PET,Mechanical recycling,All,3,0.0033902702702702705
82,EU27+3,2019.25,other,PET,Mechanical recycling,All,4,0.0027122162162162163
83,EU27+3,2019.25,other,PET,Mechanical recycling,All,5,0.010848864864864869
84,EU27+3,2019.5,single-use beverage bottles,PET,Mechanical recycling,All,0,355.0427677677678
85,EU27+3,2019.5,single-use beverage bottles,PET,Mechanical recycling,All,1,85.21026426426427
86,EU27+3,2019.5,single-use beverage bottles,PET,Mechanical recycling,All,2,20.450463423423418
87,EU27+3,2019.5,single-use beverage bottles,PET,Mechanical recycling,All,3,4.908111221621621
88,EU27+3,2019.5,single-use beverage bottles,PET,Mechanical recycling,All,4,1.1779466931891895
89,EU27+3,2019.5,single-use beverage bottles,PET,Mechanical recycling,All,5,0.28270720636540536
90,EU27+3,2019.5,single-use beverage bottles,PET,Mechanical recycling,All,6,0.08927595990486487
91,EU27+3,2019.5,single-use non-beverage bottles,PET,Mechanical recycling,All,0,19.934024024024026
92,EU27+3,2019.5,single-use non-beverage bottles,PET,Mechanical recycling,All,1,4.784165765765766
93,EU27+3,2019.5,single-use non-beverage bottles,PET,Mechanical recycling,All,2,1.1481997837837838
94,EU27+3,2019.5,single-use non-beverage bottles,PET,Mechanical recycling,All,3,0.2755679481081081
95,EU27+3,2019.5,single-use non-beverage bottles,PET,Mechanical recycling,All,4,0.06613630754594595
96,EU27+3,2019.5,single-use non-beverage bottles,PET,Mechanical recycling,All,5,0.015872713811027027
97,EU27+3,2019.5,single-use non-beverage bottles,PET,Mechanical recycling,All,6,0.005012435940324324
98,EU27+3,2019.5,single-use sheet (tray),PET,Mechanical recycling,All,0,7.347547547547549
99,EU27+3,2019.5,single-use sheet (tray),PET,Mechanical recycling,All,1,3.2329209209209218
100,EU27+3,2019.5,single-use sheet (tray),PET,Mechanical recycling,All,2,1.4224852052052055
101,EU27+3,2019.5,single-use sheet (tray),PET,Mechanical recycling,All,3,0.6258934902902904
102,EU27+3,2019.5,single-use sheet (tray),PET,Mechanical recycling,All,4,0.27539313572772783
103,EU27+3,2019.5,single-use sheet (tray),PET,Mechanical recycling,All,5,0.1211729797202002
104,EU27+3,2019.5,single-use sheet (tray),PET,Mechanical recycling,All,6,0.09520734120872874
105,EU27+3,2019.5,other,PET,Mechanical recycling,All,0,0.006621621621621621
106,EU27+3,2019.5,other,PET,Mechanical recycling,All,1,0.005297297297297298
107,EU27+3,2019.5,other,PET,Mechanical recycling,All,2,0.0042378378378378385
108,EU27+3,2019.5,other,PET,Mechanical recycling,All,3,0.0033902702702702714
109,EU27+3,2019.5,other,PET,Mechanical recycling,All,4,0.0027122162162162167
110,EU27+3,2019.5,other,PET,Mechanical recycling,All,5,0.0021697729729729734
111,EU27+3,2019.5,other,PET,Mechanical recycling,All,6,0.008679091891891897
112,EU27+3,2019.75,single-use beverage bottles,PET,Mechanical recycling,All,0,363.0131156156156
113,EU27+3,2019.75,single-use beverage bottles,PET,Mechanical recycling,All,1,87.12314774774775
114,EU27+3,2019.75,single-use beverage bottles,PET,Mechanical recycling,All,2,20.909555459459455
115,EU27+3,2019.75,single-use beverage bottles,PET,Mechanical recycling,All,3,5.018293310270268
116,EU27+3,2019.75,single-use beverage bottles,PET,Mechanical recycling,All,4,1.2043903944648646
117,EU27+3,2019.75,single-use beverage bottles,PET,Mechanical recycling,All,5,0.2890536946715676
118,EU27+3,2019.75,single-use beverage bottles,PET,Mechanical recycling,All,6,0.0693728867211762
119,EU27+3,2019.75,single-use beverage bottles,PET,Mechanical recycling,All,7,0.02190722738563459
120,EU27+3,2019.75,single-use non-beverage bottles,PET,Mechanical recycling,All,0,20.367372372372373
121,EU27+3,2019.75,single-use non-beverage bottles,PET,Mechanical recycling,All,1,4.88816936936937
122,EU27+3,2019.75,single-use non-beverage bottles,PET,Mechanical recycling,All,2,1.1731606486486488
123,EU27+3,2019.75,single-use non-beverage bottles,PET,Mechanical recycling,All,3,0.2815585556756756
124,EU27+3,2019.75,single-use non-beverage bottles,PET,Mechanical recycling,All,4,0.06757405336216216
125,EU27+3,2019.75,single-use non-beverage bottles,PET,Mechanical recycling,All,5,0.01621777280691892
126,EU27+3,2019.75,single-use non-beverage bottles,PET,Mechanical recycling,All,6,0.0038922654736605407
127,EU27+3,2019.75,single-use non-beverage bottles,PET,Mechanical recycling,All,7,0.0012291364653664863
128,EU27+3,2019.75,single-use sheet (tray),PET,Mechanical recycling,All,0,7.347547547547549
129,EU27+3,2019.75,single-use sheet (tray),PET,Mechanical recycling,All,1,3.2329209209209218
130,EU27+3,2019.75,single-use sheet (tray),PET,Mechanical recycling,All,2,1.4224852052052057
131,EU27+3,2019.75,single-use sheet (tray),PET,Mechanical recycling,All,3,0.6258934902902904
132,EU27+3,2019.75,single-use sheet (tray),PET,Mechanical recycling,All,4,0.27539313572772783
133,EU27+3,2019.75,single-use sheet (tray),PET,Mechanical recycling,All,5,0.12117297972020023
134,EU27+3,2019.75,single-use sheet (tray),PET,Mechanical recycling,All,6,0.053316111076888086
135,EU27+3,2019.75,single-use sheet (tray),PET,Mechanical recycling,All,7,0.04189123013184065
136,EU27+3,2019.75,other,PET,Mechanical recycling,All,0,0.006621621621621621
137,EU27+3,2019.75,other,PET,Mechanical recycling,All,1,0.0052972972972972964
138,EU27+3,2019.75,other,PET,Mechanical recycling,All,2,0.0042378378378378385
139,EU27+3,2019.75,other,PET,Mechanical recycling,All,3,0.0033902702702702714
140,EU27+3,2019.75,other,PET,Mechanical recycling,All,4,0.0027122162162162167
141,EU27+3,2019.75,other,PET,Mechanical recycling,All,5,0.0021697729729729734
142,EU27+3,2019.75,other,PET,Mechanical recycling,All,6,0.0017358183783783788
143,EU27+3,2019.75,other,PET,Mechanical recycling,All,7,0.006943273513513518
144,EU27+3,2020.0,single-use beverage bottles,PET,Mechanical recycling,All,0,355.8412812812813
145,EU27+3,2020.0,single-use beverage bottles,PET,Mechanical recycling,All,1,85.4058246212482
146,EU27+3,2020.0,single-use beverage bottles,PET,Mechanical recycling,All,2,20.497397909099565
147,EU27+3,2020.0,single-use beverage bottles,PET,Mechanical recycling,All,3,4.919375498183894
148,EU27+3,2020.0,single-use beverage bottles,PET,Mechanical recycling,All,4,1.1806501195641341
149,EU27+3,2020.0,single-use beverage bottles,PET,Mechanical recycling,All,5,0.28335602869539234
150,EU27+3,2020.0,single-use beverage bottles,PET,Mechanical recycling,All,6,0.06800544688689417
151,EU27+3,2020.0,single-use beverage bottles,PET,Mechanical recycling,All,7,0.016321307252854595
152,EU27+3,2020.0,single-use non-beverage bottles,PET,Mechanical recycling,All,0,19.95171171171171
153,EU27+3,2020.0,single-use non-beverage bottles,PET,Mechanical recycling,All,1,4.78863043997754
154,EU27+3,2020.0,single-use non-beverage bottles,PET,Mechanical recycling,All,2,1.14927130559461
155,EU27+3,2020.0,single-use non-beverage bottles,PET,Mechanical recycling,All,3,0.2758251133427064
156,EU27+3,2020.0,single-use non-beverage bottles,PET,Mechanical recycling,All,4,0.06619802720224949
157,EU27+3,2020.0,single-use non-beverage bottles,PET,Mechanical recycling,All,5,0.015887526528539885
158,EU27+3,2020.0,single-use non-beverage bottles,PET,Mechanical recycling,All,6,0.0038130063668495723
159,EU27+3,2020.0,single-use non-beverage bottles,PET,Mechanical recycling,All,7,0.0009151215280438973
160,EU27+3,2020.0,single-use sheet (tray),PET,Mechanical recycling,All,0,7.047647647647648
161,EU27+3,2020.0,single-use sheet (tray),PET,Mechanical recycling,All,1,3.1108973699486318
162,EU27+3,2020.0,single-use sheet (tray),PET,Mechanical recycling,All,2,1.3687948427773982
163,EU27+3,2020.0,single-use sheet (tray),PET,Mechanical recycling,All,3,0.6022697308220551
164,EU27+3,2020.0,single-use sheet (tray),PET,Mechanical recycling,All,4,0.26499868156170425
165,EU27+3,2020.0,single-use sheet (tray),PET,Mechanical recycling,All,5,0.11659941988714989
166,EU27+3,2020.0,single-use sheet (tray),PET,Mechanical recycling,All,6,0.05130374475034595
167,EU27+3,2020.0,single-use sheet (tray),PET,Mechanical recycling,All,7,0.022573647690152212
168,EU27+3,2020.0,other,PET,Mechanical recycling,All,0,0.006351351351351351
169,EU27+3,2020.0,other,PET,Mechanical recycling,All,1,0.006429430353565046
170,EU27+3,2020.0,other,PET,Mechanical recycling,All,2,0.005143544282852037
171,EU27+3,2020.0,other,PET,Mechanical recycling,All,3,0.00411483542628163
172,EU27+3,2020.0,other,PET,Mechanical recycling,All,4,0.003291868341025305
173,EU27+3,2020.0,other,PET,Mechanical recycling,All,5,0.002633494672820243
174,EU27+3,2020.0,other,PET,Mechanical recycling,All,6,0.0021067957382561947
175,EU27+3,2020.0,other,PET,Mechanical recycling,All,7,0.0016854365906049562
176,EU27+3,2020.25,single-use beverage bottles,PET,Mechanical recycling,All,0,363.4863088088088
177,EU27+3,2020.25,single-use beverage bottles,PET,Mechanical recycling,All,1,87.23975518568787
178,EU27+3,2020.25,single-use beverage bottles,PET,Mechanical recycling,All,2,20.938501582956807
179,EU27+3,2020.25,single-use beverage bottles,PET,Mechanical recycling,All,3,5.025240379909632
180,EU27+3,2020.25,single-use beverage bottles,PET,Mechanical recycling,All,4,1.2060576911783114
181,EU27+3,2020.25,single-use beverage bottles,PET,Mechanical recycling,All,5,0.2894538458827946
182,EU27+3,2020.25,single-use beverage bottles,PET,Mechanical recycling,All,6,0.06946892301187074
183,EU27+3,2020.25,single-use beverage bottles,PET,Mechanical recycling,All,7,0.016672541522848982
184,EU27+3,2020.25,single-use non-beverage bottles,PET,Mechanical recycling,All,0,20.367372372372373
185,EU27+3,2020.25,single-use non-beverage bottles,PET,Mechanical recycling,All,1,4.888339770937882
186,EU27+3,2020.25,single-use non-beverage bottles,PET,Mechanical recycling,All,2,1.173255356046727
187,EU27+3,2020.25,single-use non-beverage bottles,PET,Mechanical recycling,All,3,0.28158128545121464
188,EU27+3,2020.25,single-use non-beverage bottles,PET,Mechanical recycling,All,4,0.0675795085082915
189,EU27+3,2020.25,single-use non-beverage bottles,PET,Mechanical recycling,All,5,0.01621908204198995
190,EU27+3,2020.25,single-use non-beverage bottles,PET,Mechanical recycling,All,6,0.00389257969007759
191,EU27+3,2020.25,single-use non-beverage bottles,PET,Mechanical recycling,All,7,0.0009342191256186214
192,EU27+3,2020.25,single-use sheet (tray),PET,Mechanical recycling,All,0,7.047647647647648
193,EU27+3,2020.25,single-use sheet (tray),PET,Mechanical recycling,All,1,3.1065371064087737
194,EU27+3,2020.25,single-use sheet (tray),PET,Mechanical recycling,All,2,1.3712544379542813
195,EU27+3,2020.25,single-use sheet (tray),PET,Mechanical recycling,All,3,0.6033519526998838
196,EU27+3,2020.25,single-use sheet (tray),PET,Mechanical recycling,All,4,0.2654748591879489
197,EU27+3,2020.25,single-use sheet (tray),PET,Mechanical recycling,All,5,0.1168089380426975
198,EU27+3,2020.25,single-use sheet (tray),PET,Mechanical recycling,All,6,0.05139593273878691
199,EU27+3,2020.25,single-use sheet (tray),PET,Mechanical recycling,All,7,0.022614210405066237
200,EU27+3,2020.25,other,PET,Mechanical recycling,All,0,0.006351351351351351
201,EU27+3,2020.25,other,PET,Mechanical recycling,All,1,0.0053658653847487355
202,EU27+3,2020.25,other,PET,Mechanical recycling,All,2,0.0054318295224696075
203,EU27+3,2020.25,other,PET,Mechanical recycling,All,3,0.004345463617975685
204,EU27+3,2020.25,other,PET,Mechanical recycling,All,4,0.0034763708943805487
205,EU27+3,2020.25,other,PET,Mechanical recycling,All,5,0.00278109671550444
206,EU27+3,2020.25,other,PET,Mechanical recycling,All,6,0.0022248773724035512
207,EU27+3,2020.25,other,PET,Mechanical recycling,All,7,0.001779901897922841
208,EU27+3,2020.5,single-use beverage bottles,PET,Mechanical recycling,All,0,371.1313363363363
209,EU27+3,2020.5,single-use beverage bottles,PET,Mechanical recycling,All,1,89.07462586189209
210,EU27+3,2020.5,single-use beverage bottles,PET,Mechanical recycling,All,2,21.378655440735233
211,EU27+3,2020.5,single-use beverage bottles,PET,Mechanical recycling,All,3,5.1311126427915505
212,EU27+3,2020.5,single-use beverage bottles,PET,Mechanical recycling,All,4,1.2314670342699716
213,EU27+3,2020.5,single-use beverage bottles,PET,Mechanical recycling,All,5,0.2955520882247932
214,EU27+3,2020.5,single-use beverage bottles,PET,Mechanical recycling,All,6,0.07093250117395034
215,EU27+3,2020.5,single-use beverage bottles,PET,Mechanical recycling,All,7,0.01702380028174809
216,EU27+3,2020.5,single-use non-beverage bottles,PET,Mechanical recycling,All,0,20.783033033033032
217,EU27+3,2020.5,single-use non-beverage bottles,PET,Mechanical recycling,All,1,4.988101813141109
218,EU27+3,2020.5,single-use non-beverage bottles,PET,Mechanical recycling,All,2,1.1971861676050297
219,EU27+3,2020.5,single-use non-beverage bottles,PET,Mechanical recycling,All,3,0.28733785889399555
220,EU27+3,2020.5,single-use non-beverage bottles,PET,Mechanical recycling,All,4,0.06896108613455897
221,EU27+3,2020.5,single-use non-beverage bottles,PET,Mechanical recycling,All,5,0.01655066067229415
222,EU27+3,2020.5,single-use non-beverage bottles,PET,Mechanical recycling,All,6,0.0039721585613505936
223,EU27+3,2020.5,single-use non-beverage bottles,PET,Mechanical recycling,All,7,0.0009533180547241431
224,EU27+3,2020.5,single-use sheet (tray),PET,Mechanical recycling,All,0,7.047647647647648
225,EU27+3,2020.5,single-use sheet (tray),PET,Mechanical recycling,All,1,3.1065471370452844
226,EU27+3,2020.5,single-use sheet (tray),PET,Mechanical recycling,All,2,1.3693368960152654
227,EU27+3,2020.5,single-use sheet (tray),PET,Mechanical recycling,All,3,0.6044380708801985
228,EU27+3,2020.5,single-use sheet (tray),PET,Mechanical recycling,All,4,0.26595275118728734
229,EU27+3,2020.5,single-use sheet (tray),PET,Mechanical recycling,All,5,0.11701921052240644
230,EU27+3,2020.5,single-use sheet (tray),PET,Mechanical recycling,All,6,0.05148845262985883
231,EU27+3,2020.5,single-use sheet (tray),PET,Mechanical recycling,All,7,0.022654919157137892
232,EU27+3,2020.5,other,PET,Mechanical recycling,All,0,0.006351351351351351
233,EU27+3,2020.5,other,PET,Mechanical recycling,All,1,0.005382774701119105
234,EU27+3,2020.5,other,PET,Mechanical recycling,All,2,0.004547574656925705
235,EU27+3,2020.5,other,PET,Mechanical recycling,All,3,0.004603479309662244
236,EU27+3,2020.5,other,PET,Mechanical recycling,All,4,0.003682783447729795
237,EU27+3,2020.5,other,PET,Mechanical recycling,All,5,0.002946226758183836
238,EU27+3,2020.5,other,PET,Mechanical recycling,All,6,0.00235698140654707
239,EU27+3,2020.5,other,PET,Mechanical recycling,All,7,0.001885585125237655
240,EU27+3,2020.75,single-use beverage bottles,PET,Mechanical recycling,All,0,378.7763638638639
241,EU27+3,2020.75,single-use beverage bottles,PET,Mechanical recycling,All,1,90.90949654256359
242,EU27+3,2020.75,single-use beverage bottles,PET,Mechanical recycling,All,2,21.819039781871957
243,EU27+3,2020.75,single-use beverage bottles,PET,Mechanical recycling,All,3,5.236752094446878
244,EU27+3,2020.75,single-use beverage bottles,PET,Mechanical recycling,All,4,1.2568781490243903
245,EU27+3,2020.75,single-use beverage bottles,PET,Mechanical recycling,All,5,0.30165075576585354
246,EU27+3,2020.75,single-use beverage bottles,PET,Mechanical recycling,All,6,0.07239618138380484
247,EU27+3,2020.75,single-use beverage bottles,PET,Mechanical recycling,All,7,0.01737508353211315
248,EU27+3,2020.75,single-use non-beverage bottles,PET,Mechanical recycling,All,0,21.19869369369369
249,EU27+3,2020.75,single-use non-beverage bottles,PET,Mechanical recycling,All,1,5.0878638555872335
250,EU27+3,2020.75,single-use non-beverage bottles,PET,Mechanical recycling,All,2,1.2211298939251152
251,EU27+3,2020.75,single-use non-beverage bottles,PET,Mechanical recycling,All,3,0.2930813910022307
252,EU27+3,2020.75,single-use non-beverage bottles,PET,Mechanical recycling,All,4,0.07034276009112578
253,EU27+3,2020.75,single-use non-beverage bottles,PET,Mechanical recycling,All,5,0.016882262421870194
254,EU27+3,2020.75,single-use non-beverage bottles,PET,Mechanical recycling,All,6,0.004051742981248846
255,EU27+3,2020.75,single-use non-beverage bottles,PET,Mechanical recycling,All,7,0.0009724183154997223
256,EU27+3,2020.75,single-use sheet (tray),PET,Mechanical recycling,All,0,7.047647647647648
257,EU27+3,2020.75,single-use sheet (tray),PET,Mechanical recycling,All,1,3.1065572038600267
258,EU27+3,2020.75,single-use sheet (tray),PET,Mechanical recycling,All,2,1.3693457548122394
259,EU27+3,2020.75,single-use sheet (tray),PET,Mechanical recycling,All,3,0.6035947895674694
260,EU27+3,2020.75,single-use sheet (tray),PET,Mechanical recycling,All,4,0.2664323668347524
261,EU27+3,2020.75,single-use sheet (tray),PET,Mechanical recycling,All,5,0.11723024140729109
262,EU27+3,2020.75,single-use sheet (tray),PET,Mechanical recycling,All,6,0.05158130621920808
263,EU27+3,2020.75,single-use sheet (tray),PET,Mechanical recycling,All,7,0.022695774736451554
264,EU27+3,2020.75,other,PET,Mechanical recycling,All,0,0.006351351351351351
265,EU27+3,2020.75,other,PET,Mechanical recycling,All,1,0.005401818781791272
266,EU27+3,2020.75,other,PET,Mechanical recycling,All,2,0.004578045186001171
267,EU27+3,2020.75,other,PET,Mechanical recycling,All,3,0.0038677082772554613
268,EU27+3,2020.75,other,PET,Mechanical recycling,All,4,0.0039152551356224615
269,EU27+3,2020.75,other,PET,Mechanical recycling,All,5,0.0031322041084979684
270,EU27+3,2020.75,other,PET,Mechanical recycling,All,6,0.002505763286798375
271,EU27+3,2020.75,other,PET,Mechanical recycling,All,7,0.002004610629438701
272,EU27+3,2021.0,single-use beverage bottles,PET,Mechanical recycling,All,0,402.8648548548549
273,EU27+3,2021.0,single-use beverage bottles,PET,Mechanical recycling,All,1,96.6909360459029
274,EU27+3,2021.0,single-use beverage bottles,PET,Mechanical recycling,All,2,23.20663366239374
275,EU27+3,2021.0,single-use beverage bottles,PET,Mechanical recycling,All,3,5.569786241704991
276,EU27+3,2021.0,single-use beverage bottles,PET,Mechanical recycling,All,4,1.3367952970645158
277,EU27+3,2021.0,single-use beverage bottles,PET,Mechanical recycling,All,5,0.320845586786637
278,EU27+3,2021.0,single-use beverage bottles,PET,Mechanical recycling,All,6,0.07700294082879286
279,EU27+3,2021.0,single-use beverage bottles,PET,Mechanical recycling,All,7,0.018480705798910278
280,EU27+3,2021.0,single-use non-beverage bottles,PET,Mechanical recycling,All,0,22.534114114114118
281,EU27+3,2021.0,single-use non-beverage bottles,PET,Mechanical recycling,All,1,5.408375936500803
282,EU27+3,2021.0,single-use non-beverage bottles,PET,Mechanical recycling,All,2,1.2980554765474124
283,EU27+3,2021.0,single-use non-beverage bottles,PET,Mechanical recycling,All,3,0.31154417480031166
284,EU27+3,2021.0,single-use non-beverage bottles,PET,Mechanical recycling,All,4,0.07477320845501864
285,EU27+3,2021.0,single-use non-beverage bottles,PET,Mechanical recycling,All,5,0.017946393135397264
286,EU27+3,2021.0,single-use non-beverage bottles,PET,Mechanical recycling,All,6,0.004307134352495344
287,EU27+3,2021.0,single-use non-beverage bottles,PET,Mechanical recycling,All,7,0.0010337122445988826
288,EU27+3,2021.0,single-use sheet (tray),PET,Mechanical recycling,All,0,7.347547547547549
289,EU27+3,2021.0,single-use sheet (tray),PET,Mechanical recycling,All,1,3.238761660540536
290,EU27+3,2021.0,single-use sheet (tray),PET,Mechanical recycling,All,2,1.4276250560704664
291,EU27+3,2021.0,single-use sheet (tray),PET,Mechanical recycling,All,3,0.629285791861363
292,EU27+3,2021.0,single-use sheet (tray),PET,Mechanical recycling,All,4,0.277383285982757
293,EU27+3,2021.0,single-use sheet (tray),PET,Mechanical recycling,All,5,0.12243956820393667
294,EU27+3,2021.0,single-use sheet (tray),PET,Mechanical recycling,All,6,0.05387341000973214
295,EU27+3,2021.0,single-use sheet (tray),PET,Mechanical recycling,All,7,0.023704300404282144
296,EU27+3,2021.0,other,PET,Mechanical recycling,All,0,0.006621621621621621
297,EU27+3,2021.0,other,PET,Mechanical recycling,All,1,0.005654213347118281
298,EU27+3,2021.0,other,PET,Mechanical recycling,All,2,0.004808903517551412
299,EU27+3,2021.0,other,PET,Mechanical recycling,All,3,0.00407554908592656
